SA3_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,SA3_NAME11
21203,548,20,19,0,0,587,346,18,9,0,0,373,372,17,18,0,0,407,716,32,10,0,0,758,1040,50,17,0,0,1107,3316,140,79,0,0,3535,4497,193,107,0,0,4797,6151,221,37,3,0,6412,2532,62,3,0,0,2597,1155,37,8,0,0,1200,461,19,0,0,0,480,1171,42,17,0,0,1230,22305,851,324,3,0,23483,Casey - South
21204,707,66,83,3,0,859,372,40,52,0,0,464,376,34,74,3,0,487,702,77,104,0,0,883,815,79,184,0,0,1078,2187,236,400,3,0,2826,2148,327,505,3,0,2983,2861,382,384,5,0,3632,1173,151,87,0,3,1414,863,90,62,3,3,1021,422,37,35,0,0,494,837,90,93,3,0,1023,13463,1609,2063,23,6,17164,Dandenong
21205,829,76,43,0,0,948,314,17,26,0,0,357,314,22,17,0,0,353,503,36,33,0,0,572,604,80,42,0,0,726,1622,158,112,3,0,1895,1640,201,152,3,3,1999,2570,392,312,3,0,3277,1575,237,153,0,3,1968,1856,252,111,0,3,2222,1174,124,37,0,0,1335,797,73,52,3,0,925,13798,1668,1090,12,9,16577,Monash
21301,835,28,27,0,0,890,497,12,27,0,0,536,486,23,21,0,0,530,847,22,41,0,0,910,1055,51,63,0,0,1169,3220,151,190,6,3,3570,3293,166,225,0,0,3684,3958,225,143,0,0,4326,1532,63,24,0,0,1619,989,30,17,0,0,1036,454,20,7,0,0,481,1133,40,38,0,0,1211,18299,831,823,6,3,19962,Brimbank
21302,340,46,18,0,0,404,198,24,12,0,0,234,170,15,7,3,0,195,322,26,20,3,0,371,426,50,27,0,0,503,1120,139,93,3,0,1355,1139,146,110,4,0,1399,1571,269,103,3,0,1946,851,201,45,3,0,1100,795,187,25,6,0,1013,515,122,17,0,0,654,439,72,21,0,0,532,7886,1297,498,25,0,9706,Hobsons Bay
21303,233,41,28,0,0,302,123,20,20,0,0,163,113,22,6,0,0,141,190,36,40,0,0,266,237,46,71,3,3,360,732,147,192,0,0,1071,735,175,219,0,0,1129,1204,277,267,4,4,1756,807,239,114,0,4,1164,918,217,72,3,0,1210,463,76,30,3,0,572,279,64,43,3,0,389,6034,1360,1102,16,11,8523,Maribyrnong
21304,555,18,3,0,0,576,338,12,6,3,0,359,369,16,4,0,0,389,695,27,16,0,0,738,1041,18,16,3,0,1078,3212,124,47,0,0,3383,4018,195,53,0,3,4269,5209,235,30,0,0,5474,2289,89,4,0,3,2385,1192,57,0,0,0,1249,528,23,3,0,0,554,1107,52,14,0,0,1173,20553,866,196,6,6,21627,Melton - Bacchus Marsh
21305,678,29,16,0,0,723,393,18,10,0,0,421,384,10,12,0,0,406,784,38,21,0,0,843,1070,31,31,0,0,1132,3757,173,112,0,0,4042,5006,279,137,0,3,5425,7057,273,77,0,3,7410,2916,102,16,0,3,3037,1584,75,12,0,0,1671,689,21,0,0,0,710,1240,53,7,0,0,1300,25558,1102,451,0,9,27120,Wyndham
21401,656,22,34,0,3,715,407,12,24,0,0,443,395,15,32,0,3,445,804,38,44,0,0,886,1071,63,54,3,0,1191,2910,144,171,6,0,3231,3506,213,192,0,0,3911,4185,172,141,5,0,4503,1654,64,36,0,0,1754,931,31,17,3,0,982,424,10,8,0,0,442,1031,39,41,0,0,1111,17974,823,794,17,6,19614,Frankston
21402,886,44,18,0,0,948,475,20,11,3,0,509,456,21,20,6,0,503,814,40,18,4,3,879,1023,45,25,3,0,1096,2722,129,70,3,0,2924,2987,153,67,5,0,3212,3807,126,57,4,0,3994,1807,52,21,0,0,1880,1529,57,16,0,0,1602,950,25,5,3,0,983,1179,53,20,4,0,1256,18635,765,348,35,3,19786,Mornington Peninsula
21501,492,6,4,0,0,502,447,0,7,5,0,459,487,6,4,0,0,497,824,13,3,6,0,846,897,10,4,0,0,911,1504,13,15,7,0,1539,760,14,5,4,0,783,503,0,0,0,0,503,163,0,0,0,0,163,95,0,0,3,0,98,81,0,0,4,0,85,353,0,3,3,0,359,6606,62,45,32,0,6745,Grampians
21502,248,6,3,5,0,262,205,0,6,0,0,211,226,8,5,0,0,239,449,9,9,4,0,471,716,13,31,0,0,760,1623,41,34,3,0,1701,1181,16,8,3,0,1208,737,13,5,3,3,761,203,0,4,0,0,207,126,3,0,0,0,129,65,0,3,0,0,68,359,5,3,3,0,370,6138,114,111,21,3,6387,Mildura
20606,143,55,78,0,0,276,27,14,28,0,0,69,12,18,33,0,0,63,21,26,53,0,0,100,39,21,71,0,0,131,115,87,211,0,0,413,104,85,270,0,0,459,189,122,458,4,0,773,131,110,296,0,0,537,204,176,252,0,3,635,676,280,164,0,0,1120,151,71,92,3,0,317,1812,1065,2006,7,3,4893,Stonnington - West
20607,104,169,54,0,0,327,32,65,28,0,0,125,24,52,29,0,0,105,65,79,51,0,0,195,54,104,69,3,0,230,177,305,194,0,3,679,176,299,280,3,0,758,328,548,436,11,3,1326,238,407,295,7,0,947,329,629,299,3,0,1260,392,620,166,4,0,1182,126,129,67,0,3,325,2045,3406,1968,31,9,7459,Yarra
20701,787,120,87,0,0,994,232,27,37,0,0,296,174,34,35,0,0,243,271,61,68,0,0,400,352,65,86,0,0,503,981,199,244,0,0,1424,897,224,292,4,0,1417,1661,357,473,4,0,2495,1019,226,291,0,0,1536,1831,316,244,5,0,2396,3431,390,142,6,3,3972,846,101,77,4,0,1028,12482,2120,2076,23,3,16704,Boroondara
20702,470,48,23,0,0,541,162,29,10,0,0,201,165,26,4,0,0,195,213,31,22,0,0,266,306,33,20,0,0,359,843,110,43,0,0,996,775,153,64,0,0,992,1282,219,111,0,0,1612,825,149,87,0,3,1064,1138,172,66,0,0,1376,794,104,26,0,0,924,535,53,13,0,0,601,7508,1127,489,0,3,9127,Manningham - West
20802,564,130,93,0,0,787,195,59,46,0,0,300,210,37,40,4,0,291,329,68,93,4,0,494,404,91,113,0,3,611,1118,268,360,0,0,1746,1068,292,408,6,0,1774,1814,506,595,10,3,2928,1167,381,304,5,0,1857,1689,465,243,3,0,2400,1626,297,102,4,0,2029,701,141,137,0,0,979,10885,2735,2534,36,6,16196,Glen Eira
21503,293,5,5,0,0,303,236,0,3,3,0,242,216,0,3,0,0,219,437,3,3,3,0,446,483,0,4,3,0,490,844,4,13,3,0,864,483,5,10,5,0,503,309,11,0,0,0,320,104,0,0,0,0,104,67,3,0,0,0,70,61,0,0,0,0,61,222,0,4,4,0,230,3755,31,45,21,0,3852,Murray River - Swan Hill
21601,255,0,5,0,0,260,125,0,3,0,0,128,164,0,5,4,0,173,386,5,3,0,0,394,429,3,11,3,0,446,1001,12,10,4,0,1027,742,6,12,0,0,760,618,4,3,3,0,628,186,0,3,0,0,189,130,0,0,0,0,130,85,0,3,5,3,96,303,6,3,0,0,312,4424,36,61,19,3,4543,Campaspe
21602,239,3,3,3,0,248,142,4,3,0,0,149,122,0,3,0,0,125,261,3,8,0,0,272,366,6,12,0,0,384,751,10,11,3,0,775,521,4,0,0,0,525,399,3,0,3,0,405,121,0,0,0,0,121,87,0,3,3,0,93,72,0,0,0,0,72,245,7,0,0,0,252,3326,40,43,12,0,3421,Moira
21603,306,3,7,4,0,320,228,0,4,6,0,238,217,0,0,6,0,223,434,4,19,0,0,457,697,8,19,0,0,724,1743,27,40,0,0,1810,1453,17,14,4,3,1491,1104,3,10,0,3,1120,361,3,0,0,0,364,209,0,0,0,0,209,134,3,0,0,0,137,412,4,8,0,0,424,7298,72,121,20,6,7517,Shepparton
21701,303,3,3,0,0,309,216,3,3,3,0,225,232,4,0,0,0,236,426,5,5,7,0,443,524,8,3,0,0,535,936,11,7,3,0,957,615,6,10,4,0,635,452,4,0,3,0,459,169,0,0,0,0,169,91,0,0,0,0,91,93,4,0,0,0,97,233,0,0,3,0,236,4290,48,31,23,0,4392,Glenelg - Southern Grampians
21702,606,6,12,5,0,629,358,6,7,0,0,371,388,4,6,0,0,398,686,10,15,4,0,715,910,15,13,4,0,942,1979,32,44,12,0,2067,1622,37,24,6,0,1689,1372,21,15,7,0,1415,455,14,0,0,0,469,267,5,3,3,0,278,285,8,3,0,0,296,570,5,6,0,0,581,9498,163,148,41,0,9850,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,348,15,3,0,0,366,187,6,0,0,0,193,192,12,5,0,0,209,346,23,12,0,0,381,454,17,11,3,0,485,1194,81,29,0,0,1304,1370,106,15,7,0,1498,2243,114,25,4,0,2386,1593,24,9,0,0,1626,1132,11,3,0,0,1146,505,11,0,0,0,516,517,21,8,0,0,546,10081,441,120,14,0,10656,Capalaba
30102,394,18,3,0,0,415,194,8,3,0,0,205,191,11,3,3,0,208,304,13,7,3,0,327,410,21,0,0,3,434,1052,37,9,3,0,1101,1154,65,14,0,0,1233,1922,88,19,0,0,2029,1518,23,13,0,0,1554,1486,23,7,0,0,1516,677,9,3,0,0,689,552,11,4,3,0,570,9854,327,85,12,3,10281,Cleveland - Stradbroke
30103,282,10,3,0,0,295,138,9,0,0,0,147,130,8,4,0,0,142,222,13,5,0,0,240,359,18,6,0,0,383,875,54,14,3,0,946,1024,83,13,0,0,1120,1757,142,28,4,0,1931,1440,59,12,0,0,1511,1336,26,6,3,0,1371,609,6,0,3,0,618,386,15,12,0,0,413,8558,443,103,13,0,9117,Wynnum - Manly
30201,214,11,4,0,0,229,114,3,3,0,0,120,97,3,3,0,0,103,161,9,0,0,0,170,199,21,0,0,0,220,534,30,10,3,0,577,578,47,15,0,0,640,1085,68,17,0,0,1170,668,46,8,0,0,722,658,14,0,0,0,672,326,4,0,0,0,330,227,4,0,0,0,231,4861,260,60,3,0,5184,Bald Hills - Everton Park
30202,300,18,21,4,0,343,136,9,6,0,0,151,109,5,5,0,0,119,249,13,20,0,0,282,289,18,20,0,0,327,795,44,57,0,0,896,840,76,92,0,0,1008,1514,151,166,0,0,1831,1159,67,55,0,0,1281,1104,34,34,0,0,1172,482,14,12,0,0,508,390,17,18,0,0,425,7367,466,506,4,0,8343,Chermside
30203,129,9,13,0,0,151,56,3,9,0,0,68,76,3,9,0,0,88,120,12,19,0,0,151,154,13,38,3,0,208,418,23,67,0,0,508,473,30,112,0,0,615,843,74,196,0,0,1113,570,38,82,0,0,690,453,26,26,0,0,505,187,7,8,0,0,202,187,10,28,0,0,225,3666,248,607,3,0,4524,Nundah
30204,237,7,0,0,0,244,131,10,3,0,0,144,137,6,4,0,0,147,220,14,11,0,0,245,327,25,8,0,0,360,794,64,23,4,0,885,948,97,21,0,0,1066,1611,171,33,0,5,1820,1017,57,17,0,0,1091,562,18,3,0,3,586,235,9,4,0,0,248,301,22,3,0,0,326,6520,500,130,4,8,7162,Sandgate
30301,215,12,0,0,0,227,103,13,0,0,0,116,89,9,3,0,0,101,164,14,9,0,0,187,185,20,5,3,0,213,539,61,22,0,0,622,538,78,33,0,0,649,954,141,52,0,0,1147,746,107,29,0,0,882,913,75,13,0,0,1001,518,16,3,3,0,540,290,22,4,0,0,316,5254,568,173,6,0,6001,Carindale
30302,243,13,32,0,0,288,80,5,20,0,0,105,95,6,22,0,0,123,164,12,49,0,0,225,222,19,57,0,0,298,552,80,171,0,0,803,572,86,284,0,0,942,925,152,403,3,3,1486,792,95,156,0,0,1043,998,62,91,0,0,1151,667,33,45,0,0,745,308,18,43,0,0,369,5618,581,1373,3,3,7578,Holland Park - Yeronga
30303,295,24,3,0,0,322,125,5,3,0,0,133,106,12,3,3,0,124,177,18,3,0,0,198,318,22,7,0,0,347,713,80,16,5,0,814,843,139,33,0,0,1015,1300,184,66,0,0,1550,1010,88,27,0,0,1125,965,58,10,3,0,1036,423,23,7,0,0,453,327,27,3,0,0,357,6602,680,181,11,0,7474,Mt Gravatt
30304,173,11,3,0,0,187,81,3,0,0,0,84,77,0,4,0,0,81,135,6,3,3,0,147,180,3,11,0,0,194,471,23,25,0,0,519,499,22,40,0,4,565,799,63,52,0,0,914,626,25,14,0,0,665,518,9,13,0,0,540,235,8,5,0,0,248,183,6,7,0,0,196,3977,179,177,3,4,4340,Nathan
30305,217,14,0,0,0,231,116,9,0,0,0,125,98,9,0,0,0,107,173,20,0,0,0,193,286,19,0,0,0,305,787,57,13,0,0,857,919,125,28,0,0,1072,1575,197,25,0,0,1797,1208,74,10,0,3,1295,936,46,0,0,0,982,338,29,0,0,0,367,309,18,5,0,0,332,6962,617,81,0,3,7663,Rocklea - Acacia Ridge
30504,223,14,34,0,0,271,76,4,13,0,0,93,57,5,20,3,0,85,84,12,22,0,0,118,150,8,41,3,0,202,385,26,122,0,0,533,423,34,170,3,0,630,726,60,280,3,0,1069,589,48,132,0,0,769,977,53,84,0,0,1114,1047,17,44,3,0,1111,244,14,47,0,0,305,4981,295,1009,15,0,6300,Brisbane Inner - West
30601,196,10,14,0,0,220,117,8,7,0,0,132,115,6,7,0,0,128,197,18,18,0,0,233,294,32,27,0,0,353,834,86,97,0,0,1017,902,75,94,0,0,1071,1446,47,71,4,0,1568,874,18,22,0,0,914,577,20,11,0,0,608,263,11,9,3,0,286,292,13,22,4,0,331,6107,344,399,11,0,6861,Cairns - North
30602,285,8,36,0,0,329,149,15,27,0,0,191,159,10,30,3,0,202,303,24,67,0,0,394,526,46,123,3,3,701,1449,132,289,6,0,1876,1779,100,223,3,5,2110,2398,53,125,6,0,2582,965,22,54,3,0,1044,593,15,41,4,3,656,263,7,34,3,0,307,456,16,47,3,3,525,9325,448,1096,34,14,10917,Cairns - South
30603,159,0,3,3,0,165,107,3,0,3,0,113,95,3,0,3,0,101,214,0,7,6,0,227,244,0,4,0,0,248,583,3,11,3,0,600,497,3,5,3,0,508,458,3,4,4,0,469,159,0,3,3,0,165,124,0,0,3,0,127,72,0,3,3,0,78,215,0,3,3,0,221,2927,15,43,37,0,3022,Innisfail - Cassowary Coast
30604,31,3,3,3,0,40,28,3,0,0,0,31,18,4,0,0,0,22,41,3,3,4,3,54,64,9,8,3,0,84,162,9,22,0,3,196,167,19,11,4,0,201,202,19,12,0,0,233,102,8,0,0,0,110,60,3,4,0,0,67,43,3,3,0,0,49,81,3,3,0,0,87,999,86,69,14,6,1174,Port Douglas - Daintree
30605,200,0,0,4,0,204,127,3,3,0,0,133,132,0,0,4,0,136,239,0,0,0,0,239,274,3,4,3,0,284,684,10,5,11,0,710,605,11,5,3,0,624,636,6,3,7,0,652,299,4,3,3,0,309,195,0,3,3,0,201,84,4,3,4,0,95,256,4,0,0,4,264,3731,45,29,42,4,3851,Tablelands (East) - Kuranda
30701,401,10,3,6,0,420,131,3,0,0,0,134,127,3,0,6,0,136,280,3,0,4,3,290,304,0,4,3,0,311,734,9,6,4,3,756,592,5,8,4,0,609,541,7,6,0,0,554,203,3,0,4,0,210,168,3,7,6,0,184,140,3,0,3,0,146,297,6,3,3,3,312,3918,55,37,43,9,4062,Darling Downs (West) - Maranoa
30702,295,3,0,0,5,303,139,0,0,0,0,139,140,3,3,0,0,146,294,3,0,0,0,297,360,0,0,4,0,364,880,0,0,3,0,883,681,3,5,3,0,692,630,3,6,3,0,642,251,0,0,3,0,254,179,3,0,0,0,182,108,0,0,3,3,114,275,0,0,0,0,275,4232,18,14,19,8,4291,Darling Downs - East
30703,265,3,5,0,0,273,158,0,0,4,0,162,176,0,4,0,0,180,327,0,0,0,0,327,420,3,7,3,0,433,902,0,12,6,0,920,712,3,4,3,0,722,592,4,3,5,3,607,184,0,0,4,0,188,131,0,0,0,0,131,100,0,0,3,3,106,243,5,0,0,3,251,4210,18,35,28,9,4300,Granite Belt
31501,77,0,0,3,0,80,41,0,0,3,0,44,39,0,0,0,0,39,70,0,0,3,0,73,73,4,0,3,0,80,165,12,4,3,0,184,136,15,4,0,0,155,163,8,0,4,0,175,104,3,3,0,0,110,72,0,0,3,0,75,44,3,0,5,0,52,102,3,3,3,3,114,1086,48,14,30,3,1181,Far North
30801,124,0,0,3,0,127,36,0,0,0,0,36,39,0,0,0,0,39,69,0,0,0,0,69,75,0,3,3,0,81,242,6,6,3,0,257,329,3,14,3,0,349,611,12,28,3,0,654,390,5,9,3,0,407,275,4,3,3,0,285,126,3,5,3,3,140,171,0,9,3,0,183,2487,33,77,27,3,2627,Central Highlands (Qld)
30802,330,3,3,5,0,341,161,3,4,0,0,168,170,4,0,0,0,174,309,7,4,0,0,320,389,4,7,5,0,405,1084,26,16,16,0,1142,1268,20,27,9,0,1324,2002,20,39,12,4,2077,1258,11,14,4,0,1287,988,7,4,7,0,1006,377,0,3,4,3,387,564,8,9,3,0,584,8900,113,130,65,7,9215,Gladstone - Biloela
30803,459,3,7,3,0,472,290,6,8,3,0,307,322,4,3,6,0,335,630,4,9,4,0,647,837,9,16,7,0,869,2006,25,26,4,0,2061,2163,19,24,8,0,2214,2730,15,36,4,0,2785,1240,6,8,3,0,1257,914,7,8,0,0,929,372,3,3,3,0,381,745,3,10,6,0,764,12708,104,158,51,0,13021,Rockhampton
30901,215,57,59,0,0,331,85,19,19,0,0,123,58,17,15,0,0,90,121,27,33,0,0,181,183,42,56,0,0,281,404,143,173,0,0,720,471,183,230,0,0,884,691,276,329,0,0,1296,562,115,150,0,0,827,679,84,78,0,0,841,546,58,76,0,4,684,309,48,74,0,0,431,4324,1069,1292,0,4,6689,Broadbeach - Burleigh
30902,180,30,44,3,0,257,109,19,15,0,0,143,66,11,22,0,0,99,123,29,34,0,0,186,208,34,38,0,0,280,544,106,114,3,0,767,561,107,142,0,0,810,884,190,208,3,0,1285,651,63,71,3,0,788,610,61,45,0,0,716,269,20,30,0,0,319,287,34,54,3,0,378,4492,704,817,15,0,6028,Coolangatta
30903,170,83,46,0,0,299,79,55,21,0,0,155,64,43,16,0,0,123,119,60,31,3,0,213,120,71,55,0,0,246,390,286,137,3,0,816,426,358,184,0,3,971,842,433,228,3,3,1509,588,139,91,0,0,818,504,87,53,0,3,647,385,66,63,0,0,514,274,110,70,0,0,454,3961,1791,995,9,9,6765,Gold Coast - North
30904,127,0,3,0,0,130,67,0,0,0,0,67,45,0,0,3,0,48,114,3,0,0,0,117,148,0,0,3,0,151,353,3,3,0,0,359,382,0,3,3,0,388,544,0,0,3,0,547,380,0,0,3,0,383,303,0,3,3,0,309,161,0,0,0,0,161,182,0,0,0,3,185,2806,6,12,18,3,2845,Gold Coast Hinterland
30905,156,9,3,0,0,168,87,6,3,0,0,96,42,5,0,0,0,47,109,14,3,0,0,126,162,30,0,0,0,192,448,58,11,0,0,517,481,99,3,0,0,583,875,139,15,0,0,1029,672,34,5,3,0,714,780,19,0,0,0,799,404,12,0,0,0,416,242,25,0,0,0,267,4458,450,43,3,0,4954,Mudgeeraba - Tallebudgera
30906,262,30,5,0,0,297,150,9,5,0,0,164,121,21,0,0,0,142,227,39,4,0,0,270,310,43,4,0,0,357,829,150,12,0,3,994,1038,212,22,0,0,1272,2015,275,11,0,0,2301,1510,87,8,0,0,1605,1100,45,5,0,0,1150,442,8,3,0,0,453,485,41,5,3,0,534,8489,960,84,3,3,9539,Nerang
30907,264,38,3,0,0,305,144,31,4,4,0,183,97,17,4,4,0,122,244,36,3,0,0,283,338,60,7,0,0,405,902,173,19,7,3,1104,1210,268,29,11,0,1518,2488,374,46,4,0,2912,2286,153,20,0,0,2459,1984,75,6,0,0,2065,1061,50,3,0,0,1114,658,72,6,4,0,740,11676,1347,150,34,3,13210,Ormeau - Oxenford
31106,283,14,8,0,0,305,205,14,7,0,0,226,184,22,7,0,0,213,401,42,5,0,0,448,459,61,18,0,0,538,1217,191,62,0,0,1470,1495,189,47,0,0,1731,1993,87,20,0,0,2100,934,20,4,0,0,958,501,5,0,0,3,509,206,3,0,0,0,209,472,26,8,0,0,506,8350,674,186,0,3,9213,Springwood - Kingston
31202,437,3,18,7,5,470,203,4,7,0,0,214,194,10,10,0,0,214,388,8,5,10,0,411,563,15,24,10,0,612,1497,48,38,9,0,1592,1619,43,65,7,0,1734,2976,74,67,10,3,3130,2355,31,34,0,0,2420,1870,13,31,7,0,1921,718,11,6,4,0,739,868,16,18,15,0,917,13688,276,323,79,8,14374,Mackay
30306,228,13,0,0,0,241,96,5,0,0,0,101,97,14,0,0,0,111,140,16,0,3,0,159,213,17,4,0,0,234,597,64,4,0,0,665,610,125,7,0,3,745,1040,160,11,0,0,1211,623,34,0,0,0,657,483,19,0,0,0,502,230,7,0,0,0,237,215,20,0,0,0,235,4572,494,26,3,3,5098,Sunnybank
30401,209,9,0,0,0,218,75,3,0,0,0,78,88,3,0,0,0,91,136,6,0,0,0,142,190,3,0,0,0,193,528,27,0,0,0,555,596,17,3,0,0,616,1002,42,3,0,0,1047,747,21,0,0,0,768,657,15,0,0,0,672,298,6,0,0,0,304,232,5,0,0,0,237,4758,157,6,0,0,4921,Centenary
30402,296,9,3,0,0,308,84,9,0,0,0,93,85,3,0,0,0,88,165,9,0,0,0,174,193,7,0,0,0,200,578,21,8,0,0,607,581,13,4,3,0,601,1063,42,3,0,0,1108,854,31,3,0,0,888,1057,35,0,0,0,1092,866,10,3,0,0,879,278,11,3,0,0,292,6100,200,27,3,0,6330,Kenmore - Brookfield - Moggill
30403,156,24,36,0,0,216,79,9,11,0,0,99,45,3,9,0,3,60,74,17,31,0,0,122,106,18,35,0,0,159,256,48,108,0,0,412,288,45,167,0,0,500,473,70,258,0,0,801,365,60,129,0,0,554,502,65,76,0,0,643,557,28,25,0,0,610,151,12,31,0,0,194,3052,399,916,0,3,4370,Sherwood - Indooroopilly
30404,236,4,0,0,0,240,128,6,0,0,0,134,91,4,4,0,0,99,180,9,3,0,0,192,246,11,12,0,0,269,660,30,26,0,0,716,762,37,31,0,0,830,1177,65,61,0,0,1303,891,30,27,0,0,948,918,17,12,0,0,947,439,10,3,0,0,452,213,10,3,0,0,226,5941,233,182,0,0,6356,The Gap - Enoggera
30501,64,11,114,0,0,189,17,4,36,0,0,57,22,4,48,0,0,74,28,6,62,0,0,96,32,3,87,3,3,128,113,33,286,0,0,432,107,24,412,0,0,543,168,56,707,3,3,937,118,26,523,0,0,667,211,47,404,0,0,662,317,48,375,3,3,746,87,16,118,0,0,221,1284,278,3172,9,9,4752,Brisbane Inner
30502,139,10,23,0,0,172,59,3,9,0,0,71,49,11,3,0,0,63,94,13,19,0,0,126,99,13,20,3,0,135,270,45,71,3,0,389,290,73,98,0,0,461,516,133,173,0,0,822,488,119,109,0,0,716,681,90,79,0,0,850,752,37,45,0,0,834,166,19,28,0,0,213,3603,566,677,6,0,4852,Brisbane Inner - East
30503,257,27,73,0,0,357,87,11,26,0,0,124,62,7,24,0,0,93,127,26,61,0,0,214,167,14,85,0,0,266,482,69,275,3,0,829,458,71,335,0,4,868,874,154,629,4,0,1661,650,103,318,3,0,1074,1121,91,217,4,0,1433,1279,49,160,4,0,1492,308,23,91,0,0,422,5872,645,2294,18,4,8833,Brisbane Inner - North
31203,62,0,6,3,4,75,33,0,0,3,0,36,39,0,5,3,0,47,72,0,9,0,0,81,97,3,12,3,0,115,246,9,29,3,3,290,247,6,40,4,0,297,393,12,43,4,0,452,271,5,12,0,0,288,198,9,3,0,0,210,88,4,9,6,0,107,115,4,13,6,0,138,1861,52,181,35,7,2136,Whitsunday
31301,202,13,5,0,0,220,92,3,6,0,0,101,64,5,3,0,0,72,115,7,0,0,0,122,152,5,6,0,0,163,348,20,13,5,0,386,361,25,11,4,0,401,597,21,11,3,0,632,329,0,6,0,0,335,231,0,0,0,0,231,125,6,3,0,0,134,193,3,7,0,0,203,2809,108,71,12,0,3000,Bribie - Beachmere
31302,256,4,5,0,0,265,157,6,0,0,0,163,133,3,5,0,0,141,279,9,0,0,0,288,322,9,0,0,0,331,908,27,9,3,3,950,1094,25,13,0,0,1132,1689,21,4,0,0,1714,798,5,0,0,0,803,419,6,3,0,0,428,145,0,4,0,0,149,378,9,3,0,0,390,6578,124,46,3,3,6754,Caboolture
31303,78,0,0,0,0,78,47,0,0,0,0,47,34,0,0,0,0,34,74,0,3,0,0,77,106,0,0,0,0,106,222,0,3,0,0,225,201,0,0,0,0,201,294,0,3,0,0,297,142,0,0,0,0,142,104,0,0,0,0,104,42,0,0,0,0,42,95,4,0,0,0,99,1439,4,9,0,0,1452,Caboolture Hinterland
