SA3_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,SA3_NAME11
30803,201,195,396,256,257,513,159,816,975,402,2403,2805,2459,1471,3930,2142,1097,3239,2041,866,2907,2049,738,2787,2062,594,2656,3675,648,4323,3001,132,3133,2176,397,2573,1516,53,1569,600,18,618,786,41,827,3662,287,3949,691,645,1336,27878,10658,38536,Rockhampton
30901,157,211,368,171,161,332,94,519,613,162,1344,1506,1264,1081,2345,1294,935,2229,1320,809,2129,1172,755,1927,1219,528,1747,1863,651,2514,1522,232,1754,1098,362,1460,765,63,828,327,41,368,495,34,529,1402,422,1824,286,406,692,14611,8554,23165,Broadbeach - Burleigh
30902,99,148,247,139,168,307,99,559,658,181,1290,1471,1246,1119,2365,1226,823,2049,1228,612,1840,1199,514,1713,1210,333,1543,1751,378,2129,1294,112,1406,792,195,987,531,26,557,217,13,230,294,11,305,1312,219,1531,258,356,614,13076,6876,19952,Coolangatta
30903,173,202,375,205,207,412,122,632,754,260,1563,1823,1667,1355,3022,1643,977,2620,1610,792,2402,1473,642,2115,1387,438,1825,1865,471,2336,1454,106,1560,996,282,1278,671,30,701,259,12,271,442,11,453,1398,241,1639,356,402,758,15981,8363,24344,Gold Coast - North
30904,47,38,85,61,40,101,33,94,127,69,262,331,423,233,656,444,171,615,422,149,571,402,131,533,419,76,495,668,68,736,457,14,471,364,45,409,191,3,194,90,3,93,111,0,111,514,38,552,90,70,160,4805,1435,6240,Gold Coast Hinterland
30306,205,234,439,156,99,255,101,203,304,164,454,618,745,413,1158,861,345,1206,941,286,1227,969,339,1308,1015,250,1265,1591,251,1842,1373,98,1471,1018,148,1166,672,35,707,272,11,283,423,17,440,1044,163,1207,141,113,254,11691,3459,15150,Sunnybank
30401,50,42,92,59,53,112,28,72,100,49,246,295,327,217,544,405,165,570,478,180,658,515,188,703,568,148,716,1118,224,1342,1201,42,1243,1149,149,1298,970,22,992,422,13,435,669,7,676,803,56,859,85,54,139,8896,1878,10774,Centenary
30402,102,60,162,74,52,126,22,94,116,66,273,339,353,284,637,441,225,666,578,193,771,542,197,739,632,163,795,1150,224,1374,1243,38,1281,1878,196,2074,1425,17,1442,735,15,750,1376,24,1400,1335,57,1392,96,68,164,12048,2180,14228,Kenmore - Brookfield - Moggill
30403,144,374,518,100,206,306,39,305,344,81,562,643,391,705,1096,450,569,1019,538,531,1069,618,582,1200,645,549,1194,1121,773,1894,1038,236,1274,1413,562,1975,1112,81,1193,549,41,590,1125,50,1175,974,443,1417,97,120,217,10435,6689,17124,Sherwood - Indooroopilly
30404,50,74,124,68,89,157,51,262,313,99,701,800,600,563,1163,704,376,1080,740,335,1075,801,390,1191,857,302,1159,1580,400,1980,1642,113,1755,1569,231,1800,1244,32,1276,599,19,618,783,25,808,1174,131,1305,146,153,299,12707,4196,16903,The Gap - Enoggera
30501,170,463,633,113,278,391,63,663,726,85,1015,1100,399,941,1340,459,892,1351,506,857,1363,618,1105,1723,702,910,1612,1262,1474,2736,1266,452,1718,1517,1794,3311,1174,236,1410,644,165,809,1271,192,1463,1032,729,1761,151,356,507,11432,12522,23954,Brisbane Inner
30502,60,98,158,54,88,142,35,279,314,73,524,597,301,452,753,344,372,716,368,374,742,461,446,907,475,451,926,964,650,1614,1082,196,1278,1355,593,1948,1096,121,1217,573,66,639,1084,92,1176,876,324,1200,93,152,245,9294,5278,14572,Brisbane Inner - East
30503,153,245,398,109,225,334,62,596,658,125,1158,1283,595,1180,1775,726,1064,1790,793,1014,1807,918,1264,2182,970,1116,2086,1848,1557,3405,1994,457,2451,2430,1425,3855,2020,188,2208,1021,110,1131,2131,156,2287,1642,646,2288,190,359,549,17727,12760,30487,Brisbane Inner - North
30504,102,181,283,73,151,224,43,277,320,79,593,672,349,740,1089,469,646,1115,508,547,1055,556,760,1316,607,603,1210,1273,950,2223,1314,358,1672,1772,854,2626,1564,165,1729,774,93,867,1714,144,1858,1170,544,1714,119,160,279,12486,7766,20252,Brisbane Inner - West
30601,110,123,233,116,109,225,55,298,353,151,540,691,772,576,1348,829,575,1404,921,489,1410,1003,413,1416,1124,296,1420,1884,342,2226,1630,78,1708,1120,192,1312,824,24,848,265,12,277,334,17,351,1669,142,1811,203,161,364,13010,4387,17397,Cairns - North
30602,159,252,411,248,257,505,210,904,1114,406,1857,2263,1808,1508,3316,1849,1411,3260,1913,1229,3142,1989,996,2985,2013,705,2718,3228,805,4033,2536,179,2715,1387,338,1725,892,45,937,392,22,414,449,18,467,2797,408,3205,584,551,1135,22860,11485,34345,Cairns - South
30603,111,94,205,124,89,213,83,329,412,151,741,892,926,514,1440,877,494,1371,807,278,1085,777,221,998,838,151,989,1072,126,1198,730,23,753,390,63,453,241,10,251,76,0,76,135,5,140,961,73,1034,280,242,522,8579,3453,12032,Innisfail - Cassowary Coast
30905,59,51,110,77,45,122,53,108,161,92,247,339,547,201,748,616,203,819,648,155,803,714,157,871,776,92,868,1188,139,1327,1028,31,1059,708,62,770,478,13,491,198,3,201,262,0,262,829,65,894,129,63,192,8402,1635,10037,Mudgeeraba - Tallebudgera
30906,120,104,224,163,112,275,99,347,446,208,826,1034,1170,668,1838,1236,537,1773,1400,412,1812,1438,364,1802,1568,268,1836,2611,295,2906,2058,89,2147,1282,154,1436,772,21,793,311,8,319,371,12,383,1548,139,1687,297,208,505,16652,4564,21216,Nerang
30907,252,145,397,207,96,303,133,297,430,250,695,945,1491,622,2113,1545,585,2130,1836,530,2366,2058,545,2603,2360,355,2715,3960,411,4371,3388,139,3527,2253,273,2526,1600,28,1628,592,15,607,929,4,933,2367,164,2531,419,202,621,25640,5106,30746,Ormeau - Oxenford
31203,55,43,98,55,37,92,27,109,136,55,255,310,329,232,561,322,246,568,382,179,561,361,165,526,369,96,465,673,138,811,499,32,531,298,98,396,205,13,218,69,0,69,82,8,90,612,96,708,88,82,170,4481,1829,6310,Whitsunday
31301,70,85,155,138,96,234,53,366,419,145,995,1140,1372,809,2181,1165,389,1554,1095,283,1378,732,181,913,724,135,859,890,122,1012,603,19,622,412,62,474,224,3,227,91,0,91,114,0,114,755,53,808,207,239,446,8790,3837,12627,Bribie - Beachmere
31302,78,88,166,145,118,263,120,364,484,261,950,1211,1558,697,2255,1490,554,2044,1383,411,1794,1522,358,1880,1409,239,1648,2201,216,2417,1508,50,1558,792,94,886,468,9,477,174,0,174,194,3,197,1469,119,1588,346,282,628,15118,4552,19670,Caboolture
31303,28,24,52,43,36,79,22,81,103,55,207,262,352,131,483,293,102,395,288,83,371,264,55,319,308,32,340,355,33,388,243,10,253,142,18,160,101,3,104,22,3,25,40,0,40,290,15,305,105,58,163,2951,891,3842,Caboolture Hinterland
31304,73,70,143,146,68,214,100,264,364,179,723,902,1263,604,1867,1280,449,1729,1185,349,1534,1363,336,1699,1419,191,1610,2290,176,2466,1894,29,1923,1196,74,1270,765,9,774,299,3,302,311,6,317,1498,63,1561,339,192,531,15600,3606,19206,Narangba - Burpengary
31305,105,115,220,112,162,274,110,624,734,230,1894,2124,1502,1345,2847,1483,811,2294,1357,590,1947,1311,570,1881,1206,345,1551,1994,410,2404,1522,63,1585,989,210,1199,618,15,633,251,5,256,324,9,333,1359,131,1490,320,422,742,14793,7721,22514,Redcliffe
31401,110,82,192,152,63,215,66,191,257,128,514,642,865,484,1349,964,401,1365,1205,331,1536,1330,400,1730,1576,312,1888,3109,366,3475,3192,69,3261,2912,246,3158,2177,42,2219,962,13,975,1285,15,1300,2175,99,2274,236,110,346,22444,3738,26182,Hills District
31402,62,65,127,101,49,150,62,199,261,130,583,713,798,446,1244,912,436,1348,922,328,1250,1217,359,1576,1259,290,1549,2389,290,2679,2106,69,2175,1396,133,1529,843,16,859,312,5,317,337,3,340,1205,61,1266,185,160,345,14236,3492,17728,North Lakes
31403,44,40,84,57,48,105,44,195,239,118,490,608,650,396,1046,746,385,1131,653,318,971,899,290,1189,930,228,1158,1626,216,1842,1396,58,1454,744,85,829,395,10,405,163,3,166,150,5,155,833,87,920,174,127,301,9622,2981,12603,Strathpine
31501,63,54,117,102,57,159,77,275,352,143,361,504,563,233,796,643,245,888,497,144,641,577,162,739,451,116,567,722,174,896,499,35,534,329,117,446,246,18,264,94,4,98,164,9,173,675,37,712,191,110,301,6036,2151,8187,Far North
31502,66,65,131,56,56,112,46,127,173,82,346,428,351,219,570,357,267,624,359,209,568,340,282,622,377,202,579,764,367,1131,724,55,779,832,290,1122,687,47,734,340,13,353,498,57,555,840,85,925,232,169,401,6951,2856,9807,Outback - North
31503,65,73,138,76,82,158,32,212,244,81,534,615,404,287,691,381,291,672,417,210,627,456,177,633,413,133,546,612,112,724,504,20,524,231,77,308,185,8,193,41,3,44,90,3,93,788,38,826,193,166,359,4969,2426,7395,Outback - South
31601,89,67,156,126,85,211,63,264,327,134,956,1090,1020,724,1744,1051,429,1480,1098,289,1387,1034,242,1276,1122,201,1323,1684,214,1898,1328,61,1389,965,123,1088,680,18,698,273,7,280,358,9,367,1348,123,1471,176,187,363,12549,3999,16548,Buderim
31602,159,134,293,261,165,426,114,536,650,289,1725,2014,2059,1423,3482,2097,872,2969,2076,555,2631,1766,443,2209,1672,354,2026,2502,361,2863,1761,79,1840,1176,188,1364,785,28,813,291,9,300,402,15,417,1932,181,2113,395,358,753,19737,7426,27163,Caloundra
31603,105,143,248,157,168,325,98,554,652,221,1289,1510,1279,1184,2463,1394,920,2314,1390,693,2083,1326,618,1944,1256,412,1668,1770,433,2203,1310,130,1440,746,263,1009,500,20,520,173,21,194,267,18,285,1340,277,1617,235,322,557,13567,7465,21032,Maroochy
31606,118,86,204,152,102,254,79,308,387,178,829,1007,1358,658,2016,1217,466,1683,1333,295,1628,1235,245,1480,1181,163,1344,1659,178,1837,1161,33,1194,729,99,828,437,6,443,150,3,153,232,3,235,1538,92,1630,238,170,408,12995,3736,16731,Sunshine Coast Hinterland
30908,151,204,355,133,118,251,90,260,350,144,585,729,940,526,1466,1033,460,1493,1017,351,1368,1078,290,1368,1036,256,1292,1661,297,1958,1327,100,1427,897,163,1060,597,37,634,251,5,256,300,13,313,1066,188,1254,186,154,340,11907,4007,15914,Robina
30909,192,266,458,184,223,407,103,586,689,197,1203,1400,1127,945,2072,1242,823,2065,1163,672,1835,1243,556,1799,1218,375,1593,1796,450,2246,1298,125,1423,855,210,1065,578,27,605,209,13,222,331,12,343,1255,309,1564,291,390,681,13282,7185,20467,Southport
30910,163,243,406,106,138,244,63,359,422,121,660,781,598,767,1365,669,747,1416,698,599,1297,648,550,1198,667,384,1051,951,488,1439,824,112,936,665,391,1056,496,37,533,227,19,246,477,22,499,761,253,1014,200,251,451,8334,6020,14354,Surfers Paradise
31001,118,109,227,188,131,319,145,368,513,254,1074,1328,1194,625,1819,1356,521,1877,1134,456,1590,1419,435,1854,1280,326,1606,2305,335,2640,1799,102,1901,1163,139,1302,717,22,739,292,15,307,347,5,352,1406,128,1534,289,208,497,15406,4999,20405,Forest Lake - Oxley
31002,133,119,252,233,144,377,114,402,516,229,1182,1411,1652,695,2347,1529,563,2092,1489,410,1899,1410,308,1718,1444,203,1647,2020,202,2222,1452,38,1490,767,76,843,474,9,483,163,3,166,170,6,176,1507,92,1599,358,298,656,15144,4750,19894,Ipswich Hinterland
31003,105,133,238,223,174,397,168,625,793,323,1862,2185,2047,1196,3243,2139,956,3095,2087,850,2937,2229,820,3049,2105,568,2673,3627,522,4149,2916,109,3025,1707,201,1908,1142,28,1170,422,6,428,545,11,556,2313,199,2512,484,427,911,24582,8687,33269,Ipswich Inner
31004,96,92,188,123,67,190,92,204,296,214,581,795,1109,452,1561,1180,486,1666,1155,484,1639,1594,508,2102,1526,361,1887,2804,358,3162,2411,107,2518,1381,129,1510,792,28,820,347,10,357,362,11,373,1619,123,1742,288,161,449,17093,4162,21255,Springfield - Redbank
31101,28,25,53,39,33,72,21,121,142,57,292,349,371,207,578,341,142,483,341,91,432,325,63,388,276,45,321,455,53,508,299,5,304,146,13,159,89,4,93,32,0,32,46,0,46,318,10,328,84,72,156,3268,1176,4444,Beaudesert
31201,91,75,166,65,50,115,40,164,204,52,395,447,437,295,732,340,258,598,387,205,592,391,179,570,475,155,630,840,247,1087,699,57,756,1454,491,1945,815,40,855,380,11,391,621,55,676,952,70,1022,239,166,405,8278,2913,11191,Bowen Basin - North
31202,180,193,373,249,186,435,130,574,704,266,1587,1853,1690,996,2686,1433,813,2246,1572,729,2301,1714,735,2449,1902,557,2459,3659,773,4432,3325,178,3503,3196,650,3846,2446,94,2540,1061,52,1113,1367,94,1461,4497,341,4838,742,581,1323,29429,9133,38562,Mackay
31604,146,129,275,216,158,374,116,517,633,222,1180,1402,1625,896,2521,1557,613,2170,1587,418,2005,1522,322,1844,1478,213,1691,2106,188,2294,1460,49,1509,855,93,948,513,12,525,176,6,182,260,3,263,1755,140,1895,326,267,593,15920,5204,21124,Nambour - Pomona
31605,99,114,213,150,103,253,65,345,410,146,831,977,1007,710,1717,992,486,1478,1077,333,1410,849,296,1145,925,198,1123,1225,213,1438,818,48,866,619,136,755,382,11,393,118,5,123,229,6,235,1102,132,1234,164,182,346,9967,4149,14116,Noosa
31102,52,54,106,102,68,170,72,255,327,165,676,841,1017,476,1493,990,450,1440,844,339,1183,975,294,1269,921,166,1087,1446,158,1604,1028,43,1071,536,66,602,341,8,349,136,3,139,144,4,148,857,80,937,207,188,395,9833,3328,13161,Beenleigh
31103,141,93,234,156,69,225,122,250,372,247,664,911,1321,498,1819,1449,548,1997,1364,433,1797,1843,424,2267,1837,293,2130,2997,281,3278,2405,87,2492,1181,91,1272,680,18,698,336,4,340,347,5,352,1826,121,1947,447,209,656,18699,4088,22787,Browns Plains
31104,70,38,108,66,44,110,43,87,130,80,216,296,503,128,631,500,145,645,640,115,755,796,147,943,857,97,954,1604,104,1708,1409,24,1433,958,47,1005,605,6,611,205,0,205,249,4,253,1105,48,1153,216,66,282,9906,1316,11222,Jimboomba
31105,86,91,177,113,72,185,84,246,330,178,674,852,992,568,1560,1044,441,1485,1025,381,1406,1191,367,1558,1313,259,1572,2239,238,2477,1928,87,2015,1180,118,1298,732,18,750,346,7,353,387,8,395,1413,92,1505,281,190,471,14532,3857,18389,Loganlea - Carbrook
31106,147,122,269,189,147,336,178,521,699,317,1219,1536,1597,847,2444,1790,794,2584,1533,672,2205,1792,659,2451,1742,413,2155,2699,379,3078,2086,111,2197,1316,142,1458,741,19,760,341,6,347,404,10,414,1814,171,1985,470,350,820,19156,6582,25738,Springwood - Kingston
31701,220,268,488,298,322,620,212,1007,1219,447,3097,3544,3133,2394,5527,3285,1857,5142,3139,1317,4456,3278,1209,4487,3244,775,4019,5202,849,6051,3915,189,4104,2323,348,2671,1639,40,1679,609,18,627,776,20,796,3680,344,4024,677,732,1409,36077,14786,50863,Toowoomba
31801,101,105,206,141,125,266,78,397,475,181,1107,1288,1139,634,1773,1033,491,1524,1048,319,1367,969,299,1268,1003,164,1167,1418,179,1597,1071,33,1104,604,104,708,434,15,449,147,3,150,191,10,201,1290,56,1346,380,273,653,11228,4314,15542,Charters Towers - Ayr - Ingham
31802,242,346,588,339,334,673,249,1099,1348,482,2422,2904,2542,1847,4389,2751,1744,4495,2809,1604,4413,3348,1742,5090,3439,1256,4695,6346,1364,7710,5810,392,6202,3874,746,4620,2778,128,2906,1182,50,1232,1408,52,1460,5947,773,6720,822,729,1551,44368,16628,60996,Townsville
31901,191,159,350,300,253,553,206,935,1141,422,2341,2763,3439,1486,4925,2822,986,3808,2437,644,3081,2078,515,2593,1942,322,2264,2542,298,2840,1765,49,1814,999,156,1155,645,9,654,198,5,203,297,3,300,2309,170,2479,598,557,1155,23190,8888,32078,Bundaberg
31902,144,131,275,242,175,417,138,524,662,305,1482,1787,2003,766,2769,1632,649,2281,1354,338,1692,1135,258,1393,1023,169,1192,1269,176,1445,777,30,807,497,106,603,333,8,341,85,6,91,128,4,132,1271,101,1372,443,344,787,12779,5267,18046,Burnett
31903,140,110,250,179,135,314,117,504,621,264,1368,1632,1902,854,2756,1585,521,2106,1420,344,1764,1178,282,1460,1060,171,1231,1366,167,1533,829,26,855,424,64,488,249,8,257,81,4,85,97,5,102,1299,66,1365,315,293,608,12505,4922,17427,Gympie - Cooloola
31904,115,124,239,223,146,369,152,550,702,326,1543,1869,2398,1087,3485,2063,602,2665,1726,418,2144,1256,290,1546,1106,172,1278,1449,179,1628,946,43,989,539,95,634,316,5,321,113,6,119,145,0,145,1511,118,1629,400,328,728,14784,5706,20490,Hervey Bay
31905,92,98,190,188,128,316,109,516,625,254,1404,1658,1854,700,2554,1517,495,2012,1315,346,1661,1068,265,1333,884,144,1028,1231,107,1338,827,15,842,373,52,425,206,3,209,64,0,64,82,4,86,1234,70,1304,319,319,638,11617,4666,16283,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40104,136,123,259,199,152,351,74,495,569,140,1324,1464,1257,814,2071,1192,630,1822,1188,432,1620,1102,394,1496,1049,302,1351,1723,341,2064,1507,41,1548,1012,147,1159,735,14,749,289,4,293,375,3,378,1109,80,1189,210,227,437,13297,5523,18820,Campbelltown (SA)
40101,134,546,680,51,238,289,35,324,359,40,452,492,143,401,544,190,343,533,212,319,531,194,372,566,203,317,520,386,457,843,376,114,490,348,448,796,315,49,364,154,23,177,302,22,324,284,210,494,36,140,176,3403,4775,8178,Adelaide City
40102,93,109,202,160,145,305,90,357,447,171,978,1149,1136,849,1985,1251,626,1877,1414,508,1922,1505,488,1993,1523,357,1880,2700,380,3080,2344,49,2393,1846,201,2047,1226,21,1247,520,4,524,779,5,784,2054,101,2155,230,179,409,19042,5357,24399,Adelaide Hills
40105,105,176,281,104,189,293,45,528,573,100,1089,1189,603,854,1457,610,602,1212,638,568,1206,601,546,1147,569,441,1010,994,518,1512,904,90,994,823,347,1170,668,36,704,330,15,345,542,11,553,818,203,1021,114,221,335,8568,6434,15002,Norwood - Payneham - St Peters
40106,39,84,123,78,100,178,30,284,314,62,648,710,368,449,817,399,399,798,435,303,738,455,323,778,472,265,737,797,345,1142,772,67,839,708,191,899,673,11,684,307,13,320,496,14,510,631,105,736,91,143,234,6813,3744,10557,Prospect - Walkerville
40203,130,188,318,193,245,438,139,807,946,274,1909,2183,1653,1067,2720,1597,893,2490,1358,716,2074,1402,675,2077,1311,470,1781,2077,498,2575,1724,129,1853,928,175,1103,568,24,592,229,14,243,254,8,262,1249,218,1467,277,392,669,15363,8428,23791,Port Adelaide - East
40204,228,244,472,404,309,713,262,1135,1397,639,2678,3317,3565,1551,5116,3381,1575,4956,3224,1395,4619,3503,1227,4730,3223,709,3932,4997,645,5642,3530,138,3668,1754,198,1952,977,34,1011,365,12,377,401,5,406,3023,220,3243,599,558,1157,34075,12633,46708,Salisbury
40701,123,106,229,202,188,390,94,540,634,211,1509,1720,1861,1120,2981,1791,692,2483,1659,431,2090,1308,331,1639,1135,207,1342,1433,183,1616,862,20,882,539,90,629,272,3,275,77,0,77,134,3,137,1214,60,1274,257,238,495,13172,5721,18893,Fleurieu - Kangaroo Island
40107,86,114,200,74,140,214,18,337,355,77,811,888,446,718,1164,494,573,1067,500,488,988,538,525,1063,588,403,991,1057,500,1557,909,91,1000,1100,395,1495,939,34,973,442,26,468,855,13,868,907,184,1091,91,163,254,9121,5515,14636,Unley
40201,31,60,91,83,68,151,40,263,303,123,748,871,863,465,1328,765,364,1129,749,283,1032,783,248,1031,739,160,899,1329,158,1487,1013,25,1038,602,50,652,392,3,395,123,3,126,156,3,159,813,33,846,140,135,275,8744,3069,11813,Gawler - Two Wells
40202,116,138,254,288,271,559,244,1046,1290,519,2048,2567,2770,1057,3827,2355,1066,3421,1986,770,2756,2196,612,2808,1860,303,2163,2859,267,3126,1859,60,1919,795,112,907,451,3,454,152,3,155,164,3,167,1867,142,2009,497,476,973,20978,8377,29355,Playford
40205,114,128,242,193,201,394,113,641,754,214,1771,1985,2066,1151,3217,2133,962,3095,2252,845,3097,2202,833,3035,2262,500,2762,4096,517,4613,3480,115,3595,2079,205,2284,1347,16,1363,554,8,562,576,10,586,2260,104,2364,335,290,625,26276,8297,34573,Tea Tree Gully
40301,53,97,150,67,124,191,37,370,407,74,976,1050,470,947,1417,594,656,1250,662,591,1253,549,502,1051,631,341,972,999,423,1422,916,75,991,807,301,1108,717,25,742,300,8,308,489,15,504,888,115,1003,94,248,342,8347,5814,14161,Holdfast Bay
40302,158,224,382,201,346,547,125,1074,1199,344,2667,3011,1918,1687,3605,1978,1246,3224,1930,1039,2969,1945,961,2906,1828,601,2429,3291,671,3962,2911,145,3056,1699,324,2023,1104,57,1161,415,16,431,435,21,456,2040,279,2319,303,459,762,22625,11817,34442,Marion
40303,88,126,214,122,160,282,48,454,502,128,1168,1296,923,1096,2019,1072,725,1797,1217,612,1829,1155,594,1749,1199,417,1616,2066,501,2567,1965,85,2050,1817,255,2072,1460,14,1474,655,9,664,935,8,943,1664,143,1807,177,257,434,16691,6624,23315,Mitcham
40304,205,268,473,426,422,848,267,1453,1720,625,3527,4152,4310,2388,6698,4366,1890,6256,4049,1621,5670,4249,1338,5587,4276,881,5157,6706,784,7490,5172,146,5318,2753,298,3051,1617,30,1647,625,8,633,672,4,676,4031,290,4321,632,640,1272,44981,15988,60969,Onkaparinga
40401,196,278,474,322,403,725,226,1309,1535,393,3393,3786,2721,1835,4556,2481,1494,3975,2317,1115,3432,2311,1111,3422,2125,716,2841,3454,830,4284,2997,192,3189,1888,419,2307,1438,38,1476,617,22,639,719,23,742,2415,305,2720,471,660,1131,27091,14143,41234,Charles Sturt
40402,102,183,285,198,215,413,140,873,1013,311,2038,2349,1548,964,2512,1424,850,2274,1241,673,1914,1298,659,1957,1161,442,1603,1888,437,2325,1627,81,1708,860,184,1044,536,27,563,240,12,252,263,5,268,1294,155,1449,284,397,681,14415,8195,22610,Port Adelaide - West
40403,132,250,382,177,227,404,109,736,845,195,1814,2009,1291,1344,2635,1286,1130,2416,1275,906,2181,1235,847,2082,1238,601,1839,1961,635,2596,1778,167,1945,998,241,1239,789,41,830,316,19,335,364,25,389,1254,299,1553,208,377,585,14606,9659,24265,West Torrens
40501,57,54,111,86,87,173,48,268,316,104,801,905,880,443,1323,833,400,1233,822,326,1148,855,288,1143,918,154,1072,1370,151,1521,1052,24,1076,592,71,663,401,7,408,101,0,101,156,3,159,961,45,1006,108,121,229,9344,3243,12587,Barossa
40502,55,58,113,96,70,166,50,279,329,102,760,862,776,412,1188,679,340,1019,663,219,882,550,179,729,539,93,632,696,110,806,470,12,482,238,48,286,167,5,172,55,0,55,89,0,89,594,32,626,123,135,258,5942,2752,8694,Lower North
40503,51,60,111,138,132,270,67,464,531,168,1190,1358,1127,550,1677,862,355,1217,775,202,977,595,219,814,565,166,731,839,100,939,622,18,640,300,66,366,189,6,195,51,3,54,90,3,93,754,30,784,159,204,363,7352,3768,11120,Mid North
40504,68,69,137,122,100,222,47,359,406,131,990,1121,1237,541,1778,911,358,1269,827,197,1024,575,155,730,562,115,677,685,80,765,401,9,410,193,57,250,127,0,127,36,3,39,78,3,81,593,31,624,135,187,322,6728,3254,9982,Yorke Peninsula
40601,129,136,265,199,242,441,132,832,964,296,1694,1990,1762,935,2697,1401,788,2189,1325,523,1848,1168,531,1699,1230,363,1593,1902,380,2282,1393,61,1454,890,191,1081,600,12,612,197,9,206,235,3,238,1494,114,1608,379,396,775,14732,7210,21942,Eyre Peninsula and South West
40602,42,52,94,61,74,135,80,293,373,124,588,712,547,315,862,502,276,778,439,211,650,426,264,690,423,228,651,775,245,1020,599,31,630,561,196,757,370,26,396,180,11,191,210,20,230,784,58,842,178,211,389,6301,3099,9400,Outback - North and East
40103,133,148,281,110,137,247,50,286,336,68,719,787,442,817,1259,592,613,1205,730,528,1258,637,510,1147,637,434,1071,1167,416,1583,1098,59,1157,1318,418,1736,1131,13,1144,586,11,597,1134,5,1139,1217,95,1312,131,205,336,11181,5414,16595,Burnside
40702,154,152,306,247,226,473,153,756,909,324,1723,2047,1820,1122,2942,1736,1009,2745,1727,701,2428,1704,528,2232,1645,306,1951,2392,291,2683,1644,42,1686,752,139,891,467,9,476,162,5,167,240,5,245,1579,108,1687,360,366,726,17106,7488,24594,Limestone Coast
40703,157,173,330,317,278,595,165,916,1081,322,2380,2702,2522,1334,3856,2232,943,3175,2057,630,2687,1778,473,2251,1771,282,2053,2166,214,2380,1326,48,1374,597,104,701,348,11,359,104,3,107,205,4,209,1586,89,1675,407,464,871,18060,8346,26406,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,97,90,187,131,99,230,70,338,408,175,774,949,1002,683,1685,947,432,1379,991,333,1324,881,311,1192,967,178,1145,1501,204,1705,1075,52,1127,736,142,878,493,11,504,165,6,171,251,3,254,1561,133,1694,174,179,353,11217,3968,15185,Augusta - Margaret River - Busselton
50102,166,180,346,255,199,454,157,692,849,321,1723,2044,2043,1081,3124,1733,801,2534,1626,703,2329,1584,659,2243,1818,522,2340,3280,739,4019,2610,102,2712,2710,576,3286,1757,50,1807,676,18,694,786,24,810,3118,233,3351,454,440,894,25094,8742,33836,Bunbury
