gml_id,sa3_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7d,"30101","89","183","358","299","339","244","67","3","0","1581","96","132","285","376","368","240","57","16","3","1578","2360","3461","6736","7544","8340","6007","1186","90","11","35733",Capalaba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7e,"30102","63","172","302","301","382","262","63","10","0","1562","94","136","252","334","385","313","84","14","4","1623","2718","3127","6097","7853","9359","6504","1419","147","22","37259",Cleveland - Stradbroke
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7f,"30103","79","114","296","315","287","198","46","3","0","1342","72","116","270","388","338","206","55","9","8","1462","1936","2668","6552","8620","7934","4677","972","76","17","33450",Wynnum - Manly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a80,"30201","23","101","169","133","147","113","31","0","0","719","33","71","171","170","131","89","38","7","0","705","1181","2066","4477","4628","4461","2929","726","72","8","20550",Bald Hills - Everton Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a81,"30202","49","162","354","231","233","152","55","6","0","1238","36","110","313","290","226","145","45","13","4","1185","1631","3564","9076","8099","6925","4255","934","118","13","34619",Chermside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a82,"30203","21","84","219","165","135","109","33","0","0","763","34","90","245","156","131","82","31","6","4","779","876","2084","5994","4749","3704","2515","527","39","5","20486",Nundah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a83,"30204","52","114","232","221","213","128","37","3","0","1000","46","104","256","260","225","144","35","16","3","1082","1479","2533","6341","6596","5999","3787","716","67","12","27526",Sandgate
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a84,"30301","26","98","239","200","189","128","31","3","0","912","46","98","223","211","193","95","35","12","3","912","1396","2714","5915","5972","5489","3534","751","69","8","25852",Carindale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a85,"30302","32","177","378","235","226","132","47","11","0","1227","45","147","382","265","213","115","40","9","0","1221","1566","4995","11824","8374","6649","3974","902","108","12","38402",Holland Park - Yeronga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a86,"30303","49","109","319","283","241","163","43","5","0","1223","40","152","387","291","231","148","50","4","8","1318","1732","3508","8537","7648","6638","3994","968","118","12","33148",Mt Gravatt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a87,"30304","24","69","189","146","127","67","23","3","0","650","28","109","209","159","136","78","27","4","0","757","906","1981","4959","4529","3730","2111","448","55","3","18716",Nathan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a88,"30305","61","109","304","272","228","131","23","0","0","1135","76","142","381","354","264","142","37","7","0","1391","1417","2560","7506","6748","5586","3422","643","47","6","27933",Rocklea - Acacia Ridge
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a89,"30905","43","57","144","172","164","105","35","0","0","724","52","61","115","163","190","120","40","3","0","750","1186","1231","2494","3957","4056","2502","670","57","3","16160",Mudgeeraba - Tallebudgera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8a,"30906","57","139","331","330","292","207","64","0","0","1428","95","150","312","355","359","231","62","19","4","1578","2008","2822","6419","7370","7161","4755","1159","99","14","31810",Nerang
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8b,"30907","107","243","587","616","483","308","65","7","0","2412","168","298","608","755","628","353","116","18","0","2945","3656","5292","12608","14074","12138","6997","1703","149","13","56635",Ormeau - Oxenford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8c,"31503","21","37","52","37","49","49","14","3","0","258","34","27","73","68","61","81","43","12","3","411","484","766","1732","1634","2108","2096","641","119","21","9594",Outback - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8d,"31601","54","119","203","208","224","131","41","3","0","975","71","84","159","234","222","152","42","14","10","991","1962","2335","4290","5339","5835","3642","817","65","8","24301",Buderim
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8e,"31602","74","138","288","294","303","198","59","3","0","1356","93","128","273","308","333","245","91","15","3","1497","2360","2847","6294","7738","8126","5608","1268","125","18","34385",Caloundra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a8f,"31603","42","111","262","212","218","165","43","0","0","1059","52","99","233","240","237","192","71","12","0","1146","1418","2447","5653","5350","6010","4676","1146","125","6","26832",Maroochy
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a90,"31605","29","53","147","186","190","104","18","0","0","736","42","56","104","198","207","141","60","15","0","827","1135","1056","2727","4200","4603","3495","1087","134","6","18444",Noosa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a91,"31606","36","76","143","179","233","151","34","10","0","862","81","79","146","223","271","203","59","22","3","1099","1358","1485","3062","4445","5566","4166","1089","133","16","21325",Sunshine Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a92,"31607","27","82","149","168","200","106","32","3","0","764","49","62","151","200","194","132","49","17","4","853","1089","1405","3276","4018","4443","3186","716","71","15","18212",Nambour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a93,"31608","24","36","61","79","103","62","23","3","0","394","34","28","47","98","128","94","43","9","0","477","560","529","979","1938","2590","1982","469","46","3","9101",Noosa Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a94,"31801","67","103","120","138","142","97","39","11","0","714","45","57","80","124","153","158","67","27","8","719","1144","1400","2830","3384","4115","3476","1037","224","26","17640",Charters Towers - Ayr - Ingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a95,"31802","189","439","842","641","607","422","117","9","0","3266","186","304","570","618","594","440","127","38","9","2879","5724","10085","19343","18013","17693","12009","2459","238","32","85588",Townsville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a96,"31901","79","132","254","248","265","216","63","3","0","1255","86","128","257","236","289","202","83","27","15","1325","2281","2793","5844","6388","7555","5960","1312","193","26","32347",Bundaberg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a97,"31902","58","58","103","134","128","94","41","3","0","618","69","56","120","157","148","137","79","28","4","797","1101","1345","2842","3334","4184","3439","1198","252","31","17721",Burnett
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a98,"31903","54","93","147","169","159","114","21","0","0","759","74","64","133","140","190","151","59","25","4","838","1136","1289","2746","3427","4328","3423","869","144","23","17380",Gympie - Cooloola
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a99,"31904","49","67","164","163","169","136","32","3","0","773","48","71","111","170","170","137","57","23","0","787","1270","1383","3140","3970","4561","3546","715","93","10","18692",Hervey Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9a,"30306","28","83","261","200","152","104","20","0","0","848","35","141","430","253","198","136","41","5","0","1224","849","2370","6357","4851","3815","2683","651","65","6","21658",Sunnybank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9b,"30401","26","48","141","143","145","80","31","3","0","619","29","32","114","146","116","90","34","6","0","562","904","1325","3005","3897","3820","2730","712","45","0","16437",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9c,"30402","40","74","88","130","163","103","31","12","0","633","43","55","100","175","192","112","63","16","0","759","1408","1893","2807","4933","5766","3540","1203","140","12","21701",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9d,"30403","54","118","179","95","109","63","30","3","0","649","52","113","169","144","109","77","28","12","0","708","1727","3900","5593","4645","4027","2808","871","122","18","23714",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9e,"30404","38","90","161","164","172","108","34","7","0","777","31","64","121","173","118","96","33","6","3","644","1476","2535","5003","6159","5419","3176","754","58","8","24600",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a9f,"30501","30","155","345","218","145","119","28","7","0","1048","39","216","559","297","248","145","50","17","3","1575","1118","5268","14854","7697","5808","3945","1197","173","26","40077",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa0,"30502","31","101","239","143","106","71","15","0","0","700","29","82","240","192","138","88","19","12","4","799","951","2393","6610","5356","4374","2298","492","59","8","22545",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa1,"30503","51","179","454","272","239","177","57","4","0","1433","67","199","519","359","296","149","70","21","3","1682","2072","6048","14437","9921","8718","5077","1409","173","20","47878",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa2,"30504","35","133","216","156","154","76","20","3","0","802","41","111","224","186","182","87","37","7","0","883","1511","4204","7937","6439","5815","3369","908","98","5","30284",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa3,"30601","43","84","208","262","197","148","41","0","0","991","45","63","160","219","207","133","56","10","3","901","1529","1784","4787","6336","6622","4497","1097","100","11","26755",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa4,"30602","91","239","499","471","411","268","97","8","0","2089","99","187","421","419","402","258","112","28","3","1943","2495","4047","10190","10320","9990","7094","1800","199","41","46166",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa5,"30603","36","69","117","114","110","89","26","6","0","566","51","83","134","120","150","122","49","16","0","724","796","1216","2483","2556","3298","2989","859","166","21","14389",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa6,"30604","11","16","58","54","56","51","17","0","0","265","11","18","66","66","77","75","32","7","0","360","260","427","1478","1597","1665","1573","538","91","13","7646",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa7,"30605","52","50","117","113","131","100","38","4","0","603","53","53","91","113","151","120","63","27","0","676","1000","1066","2434","2963","3865","3317","1015","166","17","15844",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa8,"30701","44","99","154","121","142","99","36","3","0","700","63","76","196","199","201","169","66","23","6","1001","1063","1722","4632","4378","4787","3670","1242","311","54","21872",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aa9,"30702","69","91","130","126","127","90","37","3","3","674","64","76","124","151","161","146","65","27","6","819","1203","1588","3157","3514","4072","3278","1152","238","46","18238",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aaa,"30703","57","67","119","137","111","112","40","6","0","647","50","51","115","120","132","132","64","23","12","694","1131","1249","2453","3054","3756","3268","1075","207","31","16234",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aab,"30801","51","94","185","123","103","68","21","0","0","644","25","52","102","109","107","70","31","3","0","499","740","1325","3627","3470","3304","2225","516","80","13","15304",Central Highlands (Qld)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aac,"30803","143","290","494","404","402","338","71","12","0","2152","112","185","356","331","353","237","68","26","5","1679","3470","4650","10027","9868","10915","7940","1637","240","27","48766",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aad,"30804","20","31","63","50","36","29","9","0","0","247","15","22","40","57","58","39","21","4","0","260","415","603","1563","1636","1719","1304","401","111","8","7774",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aae,"30805","59","141","216","220","189","114","28","3","0","971","62","108","252","268","296","139","42","5","0","1171","1660","2327","5781","6291","6479","3960","749","76","6","27327",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aaf,"30901","31","123","364","275","200","133","46","9","0","1182","47","121","370","316","269","219","77","22","12","1448","1463","2929","8022","6931","6283","4556","1409","183","28","31805",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab0,"30902","48","102","216","186","192","120","36","0","0","905","60","95","237","268","251","231","59","23","4","1222","1414","2111","5028","5464","5551","4307","1072","107","16","25073",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab1,"30903","30","107","223","229","238","179","56","3","0","1063","55","114","305","301","317","235","110","21","0","1479","1433","2708","5475","5880","6297","4803","1541","171","7","28308",Gold Coast - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab2,"30904","7","22","55","76","96","65","20","0","0","338","20","31","45","100","107","82","32","12","0","429","475","519","1200","1870","2357","1748","507","72","3","8760",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab3,"30908","35","74","247","215","171","109","42","3","0","901","72","105","212","195","232","146","50","18","0","1024","1502","2344","4890","5007","4862","3378","970","88","10","23055",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab4,"30909","32","114","230","242","210","167","53","0","0","1054","61","141","282","252","260","180","63","7","0","1256","1576","3144","5994","5433","5354","3789","1087","114","14","26505",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab5,"30910","32","78","218","141","136","97","43","3","0","745","32","107","283","234","251","150","69","22","3","1156","873","2296","5559","4027","4309","3240","1307","179","19","21789",Surfers Paradise
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab6,"31001","61","163","411","341","268","130","21","0","0","1406","68","181","404","397","332","190","46","11","8","1623","1355","2973","7135","6779","6018","3431","652","58","11","28410",Forest Lake - Oxley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab7,"31002","74","99","183","204","217","165","43","4","0","991","87","90","191","229","269","201","82","31","4","1201","1615","2131","4042","5091","6039","4521","1214","200","27","24880",Ipswich Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab8,"31003","100","224","456","362","340","221","52","8","0","1757","89","214","436","389","426","243","70","7","0","1881","2733","4541","9990","9614","9786","6195","1140","91","9","44095",Ipswich Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ab9,"31004","69","162","449","374","239","136","22","0","0","1442","105","233","475","474","400","186","42","6","0","1925","2111","4022","10366","9169","7119","3735","597","45","10","37178",Springfield - Redbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aba,"31101","11","24","44","52","37","36","3","0","0","222","21","29","30","49","68","37","19","9","0","262","350","438","833","1098","1303","957","300","56","4","5335",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6abb,"31102","34","88","165","139","127","88","22","8","0","670","42","118","218","214","183","103","31","4","3","920","983","1805","3714","3575","3435","2337","476","46","7","16369",Beenleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6abc,"31103","85","198","377","308","277","198","40","4","0","1487","123","269","548","488","395","256","61","11","0","2153","2142","3727","7987","7331","7254","4841","828","45","5","34165",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6abd,"31104","82","132","216","265","246","154","32","0","0","1123","62","135","218","301","295","172","39","9","0","1241","1506","1930","4057","5395","5320","2933","542","38","9","21737",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6abe,"31105","67","140","305","267","219","172","42","5","0","1216","64","164","345","307","282","216","64","11","0","1452","1694","2808","6038","6028","5477","4069","882","55","6","27058",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6abf,"31106","59","144","328","282","271","198","40","0","0","1326","77","233","439","385","316","218","60","14","0","1737","1592","3057","7453","7259","6097","4477","1084","73","8","31098",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac0,"31201","39","55","161","111","105","66","18","0","0","557","31","53","144","103","136","99","24","16","0","598","776","1447","4880","4648","4407","2890","569","85","16","19724",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac1,"31202","196","345","623","521","469","322","68","4","0","2548","121","197","410","418","521","332","117","33","12","2164","3195","4407","10532","10799","11819","8150","1679","243","31","50861",Mackay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac2,"31203","22","44","113","95","98","63","19","0","0","455","29","45","102","131","121","103","35","3","3","569","549","1162","2784","2548","2379","1891","512","63","9","11889",Whitsunday
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac3,"31301","24","40","73","80","98","78","18","4","0","426","28","43","72","122","124","109","56","19","3","576","661","744","1431","2007","2650","2319","581","67","11","10453",Bribie - Beachmere
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac4,"31302","63","154","304","241","232","149","26","3","0","1180","84","176","307","276","308","146","42","16","0","1345","1907","3022","6317","5561","5687","3540","622","44","7","26715",Caboolture
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac5,"31303","7","16","30","43","45","29","9","0","0","182","18","11","45","52","54","54","16","3","0","257","273","375","861","1070","1223","923","280","54","4","5070",Caboolture Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac6,"31304","82","113","249","268","287","159","38","0","0","1200","105","137","240","310","323","197","63","12","3","1389","2199","2714","4914","6390","6632","3963","694","49","3","27561",Narangba - Burpengary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac7,"31305","53","115","221","204","213","183","57","4","0","1049","79","105","192","259","286","204","71","19","6","1215","1559","1963","4162","5191","6103","4433","1038","85","13","24545",Redcliffe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac8,"31401","103","174","326","399","449","255","70","10","0","1786","79","141","249","382","435","266","71","9","3","1638","3000","3810","7349","10789","11206","6543","1350","98","16","44158",The Hills District
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ac9,"31402","65","181","436","320","241","134","25","3","0","1399","83","174","330","324","266","158","41","8","3","1378","2010","3576","8688","8486","6619","3481","685","45","9","33604",North Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6aca,"31403","49","90","216","169","143","125","28","0","0","817","62","82","191","197","177","81","25","3","0","818","994","1647","3925","4074","3541","2514","469","23","0","17198",Strathpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6acb,"31501","47","77","153","154","115","88","25","0","0","659","24","58","113","108","103","94","30","6","0","543","523","1018","2778","2700","2965","2205","518","95","11","12809",Far North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6acc,"31502","44","66","152","111","85","74","21","0","0","554","30","58","120","101","100","116","42","0","0","578","746","1467","3909","3258","3224","2293","640","86","5","15634",Outback - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6acd,"31701","191","386","655","475","529","400","120","15","0","2775","151","215","495","446","435","367","126","48","7","2290","4641","6682","13983","13224","14108","10417","2532","281","35","65895",Toowoomba
