SA3_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,SA3_NAME11
50602,4793,717,500,10,3,6023,5831,1190,749,6,9,7785,2526,1208,1589,0,7,5330,733,591,423,0,3,1750,1827,664,546,0,4,3041,33,30,54,0,0,117,158,78,72,3,0,311,119,37,18,4,0,178,5396,2608,2702,7,14,10727,81,28,44,3,5,161,449,173,128,0,0,750,16550,4716,4123,26,31,25446,Belmont - Victoria Park
50603,8627,776,349,16,0,9768,9491,932,454,3,5,10885,2590,970,626,0,0,4186,448,363,436,0,0,1247,2285,534,283,4,3,3109,52,50,192,3,0,297,175,52,47,6,0,280,108,31,23,3,0,165,5658,2000,1607,16,3,9284,131,145,266,0,0,542,479,178,105,3,0,765,24386,4031,2781,38,8,31244,Canning
50606,1554,7,5,5,0,1571,3101,11,5,8,3,3128,314,0,4,3,0,321,23,0,0,0,0,23,371,0,0,3,0,374,8,0,0,0,0,8,63,0,0,5,0,68,39,0,0,0,0,39,818,0,4,11,0,833,25,0,0,0,0,25,104,0,0,0,3,107,5602,18,14,24,6,5664,Serpentine - Jarrahdale
50607,3136,1074,547,0,4,4761,2878,1041,540,0,0,4459,917,1182,1423,0,0,3522,434,147,163,0,0,744,665,666,540,0,0,1871,10,37,54,0,0,101,47,36,34,0,0,117,37,43,24,0,0,104,2110,2111,2238,0,0,6459,36,139,82,0,0,257,149,98,72,0,0,319,8309,4463,3479,0,4,16255,South Perth
50701,7591,506,178,66,0,8341,13414,776,338,10,4,14542,2477,513,413,0,0,3403,581,450,179,0,0,1210,1789,297,189,5,3,2283,28,55,45,0,0,128,190,37,19,11,0,257,108,15,12,3,0,138,5173,1367,857,19,3,7419,98,63,10,0,0,171,501,88,49,5,0,643,26777,2800,1432,100,7,31116,Cockburn
50702,3400,651,268,96,3,4418,3278,579,275,11,3,4146,793,537,533,12,3,1878,255,471,410,0,0,1136,789,317,222,13,0,1341,44,15,7,0,0,66,67,47,12,21,0,147,40,15,11,0,0,66,1988,1402,1195,46,3,4634,39,53,6,4,0,102,208,83,69,12,0,372,8913,2768,1813,169,9,13672,Fremantle
50703,1844,34,19,0,0,1897,4710,188,81,0,0,4979,1159,72,121,0,0,1352,300,125,102,4,3,534,676,29,59,0,0,764,16,0,14,0,0,30,57,6,6,0,0,69,50,0,3,0,0,53,2258,232,305,4,3,2802,54,3,3,0,0,60,215,19,14,0,0,248,9081,476,422,4,3,9986,Kwinana
50704,12966,1435,568,0,11,14980,10616,941,405,0,7,11969,2652,739,659,0,4,4054,431,250,150,3,0,834,1979,507,321,0,3,2810,23,40,77,0,0,140,127,29,57,0,0,213,125,31,21,0,0,177,5337,1596,1285,3,7,8228,114,178,221,0,0,513,485,154,107,0,0,746,29518,4304,2586,3,25,36436,Melville
50705,7775,527,370,259,0,8931,15532,325,196,12,6,16071,4496,504,569,4,0,5573,401,207,273,0,0,881,2450,259,250,8,0,2967,21,25,16,0,0,62,456,33,30,41,0,560,111,15,15,6,0,147,7935,1043,1153,59,0,10190,156,22,38,4,0,220,592,68,72,18,0,750,31990,1985,1829,352,6,36162,Rockingham
50801,1607,128,26,76,0,1837,1439,60,16,17,0,1532,482,38,60,0,0,580,178,44,47,0,0,269,470,39,41,15,3,568,5,36,7,0,0,48,267,13,15,37,3,335,84,4,0,0,3,91,1486,174,170,52,9,1891,42,6,0,0,0,48,102,17,11,11,0,141,4676,385,223,156,9,5449,Esperance
50802,619,15,9,254,7,904,654,14,7,28,4,707,225,42,40,9,0,316,325,82,68,0,0,475,194,15,6,14,3,232,13,11,6,0,3,33,261,8,11,40,7,327,43,0,5,8,0,56,1061,158,136,71,13,1439,29,5,0,4,0,38,72,25,8,52,0,157,2435,217,160,409,24,3245,Gascoyne
50803,1821,80,42,150,15,2108,4376,189,99,18,11,4693,1342,324,293,7,4,1970,697,184,96,0,4,981,724,60,64,13,0,861,223,40,9,4,0,276,647,85,90,145,7,974,130,19,11,13,7,180,3763,712,563,182,22,5242,59,6,0,7,0,72,289,41,19,34,0,383,10308,1028,723,391,48,12498,Goldfields
50804,806,36,17,477,23,1359,1340,75,41,85,7,1548,550,141,119,43,5,858,1738,256,136,12,24,2166,376,40,43,77,6,542,697,4,7,38,0,746,935,107,119,162,18,1341,122,8,7,30,7,174,4418,556,431,362,60,5827,79,4,6,36,5,130,214,32,15,104,14,379,6857,703,510,1064,109,9243,Kimberley
50805,5647,106,133,287,18,6191,5522,66,68,39,7,5702,1545,207,280,3,0,2035,793,263,153,0,3,1212,1454,98,114,20,3,1689,73,7,50,3,0,133,598,47,36,88,7,776,212,13,14,9,3,251,4675,635,647,123,16,6096,125,4,17,18,0,164,424,50,41,27,3,545,16393,861,906,494,44,18698,Mid West
50604,8872,413,250,60,3,9598,16345,419,255,25,3,17047,3040,326,248,10,0,3624,615,181,229,0,3,1028,2556,177,145,8,3,2889,45,30,62,0,0,137,264,18,20,38,0,340,141,12,11,0,0,164,6661,744,715,56,6,8182,247,107,86,0,4,444,698,59,70,4,0,831,32823,1742,1376,145,16,36102,Gosnells
50605,6301,272,87,59,0,6719,8401,96,19,0,0,8516,1188,78,22,0,0,1288,170,80,8,0,0,258,1157,66,28,0,0,1251,24,12,22,0,0,58,93,0,3,9,0,105,76,0,7,0,0,83,2708,236,90,9,0,3043,94,130,19,0,0,243,291,38,17,5,0,351,17795,772,232,73,0,18872,Kalamunda
50806,714,44,42,347,16,1163,1457,104,39,74,11,1685,995,208,107,18,4,1332,951,253,65,0,5,1274,294,34,28,37,4,397,253,9,8,3,0,273,4417,703,373,127,20,5640,200,24,20,18,3,265,7110,1231,601,203,36,9181,107,12,3,14,5,141,244,63,40,114,5,466,9632,1454,725,752,73,12636,Pilbara
50901,7293,188,101,133,5,7720,5791,94,36,29,3,5953,1950,194,114,0,3,2261,688,247,105,0,0,1040,1640,65,55,20,0,1780,81,83,81,0,0,245,503,17,29,42,0,591,246,17,17,6,0,286,5108,623,401,68,3,6203,145,67,35,3,0,250,393,50,42,47,0,532,18730,1022,615,280,11,20658,Albany
50902,7792,54,37,161,15,8059,6098,28,22,50,5,6203,716,25,40,5,0,786,619,144,158,0,4,925,1557,34,32,32,6,1661,54,37,49,3,0,143,764,40,28,38,4,874,313,10,11,11,0,345,4023,290,318,89,14,4734,188,0,5,12,0,205,451,9,22,24,3,509,18552,381,404,336,37,19710,Wheat Belt - North
50903,3056,15,14,48,0,3133,1980,6,5,22,0,2013,234,32,30,0,0,296,265,103,68,0,0,436,682,11,12,10,0,715,17,31,58,0,0,106,374,27,19,12,0,432,155,5,11,0,0,171,1727,209,198,22,0,2156,76,0,10,4,0,90,172,9,10,16,4,211,7011,239,237,112,4,7603,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
60101,1224,5,63,0,0,1292,2259,14,87,14,0,2374,360,7,60,0,0,427,752,60,97,0,0,909,242,3,49,0,0,294,20,3,10,0,0,33,35,3,12,0,0,50,21,0,5,0,0,26,1430,76,233,0,0,1739,20,0,3,0,0,23,93,0,12,0,0,105,5026,95,398,14,0,5533,Brighton
60102,6596,229,156,21,0,7002,6957,204,117,11,0,7289,1002,177,176,4,3,1362,754,198,209,0,0,1161,1069,152,162,6,0,1389,41,11,14,0,0,66,100,15,16,6,0,137,70,7,6,0,0,83,3036,560,583,16,3,4198,88,16,28,0,0,132,349,52,35,3,0,439,17026,1061,919,51,3,19060,Hobart - North East
60103,5838,264,493,28,3,6626,6556,209,285,7,3,7060,1274,269,530,8,0,2081,955,298,472,0,0,1725,1349,171,430,32,0,1982,74,34,105,0,0,213,176,26,96,6,0,304,79,10,42,0,3,134,3907,808,1675,46,3,6439,68,21,23,0,0,112,451,49,100,0,0,600,16820,1351,2576,81,9,20837,Hobart - North West
60104,4005,110,167,17,0,4299,4296,114,131,6,0,4547,703,93,161,3,3,963,201,27,108,0,0,336,679,65,134,8,0,886,26,53,20,0,0,99,63,3,11,3,0,80,39,4,4,3,0,50,1711,245,438,17,3,2414,52,13,15,0,0,80,170,11,17,0,0,198,10234,493,768,40,3,11538,Hobart - South and West
60105,5601,385,513,23,9,6531,4888,388,364,20,8,5668,1168,602,1262,30,9,3071,159,87,403,0,0,649,1099,480,915,47,8,2549,54,30,148,0,0,232,69,22,89,11,0,191,60,16,36,4,3,119,2609,1237,2853,92,20,6811,76,74,83,3,0,236,252,42,110,3,0,407,13426,2126,3923,141,37,19653,Hobart Inner
60106,1868,45,20,9,6,1948,2494,34,9,12,0,2549,328,37,17,4,0,386,49,23,16,0,0,88,441,27,19,3,0,490,3,0,17,0,0,20,46,4,0,3,0,53,32,3,0,3,0,38,899,94,69,13,0,1075,21,0,0,0,0,21,116,7,7,3,0,133,5398,180,105,37,6,5726,Sorell - Dodges Ferry
60201,9126,362,465,31,11,9995,9794,249,265,22,0,10330,2573,612,872,27,0,4084,1148,455,381,0,3,1987,1975,318,468,33,3,2797,79,86,69,3,5,242,183,66,84,18,0,351,134,26,37,3,0,200,6092,1563,1911,84,11,9661,119,39,94,3,0,255,601,87,103,7,4,802,25732,2300,2838,147,26,31043,Launceston
60202,3597,114,23,45,0,3779,2929,69,10,8,0,3016,434,18,27,0,0,479,106,12,19,0,0,137,531,29,26,15,0,601,9,12,28,0,0,49,120,7,7,7,0,141,82,4,4,0,0,90,1282,82,111,22,0,1497,69,0,3,3,0,75,175,7,13,5,0,200,8052,272,160,83,0,8567,Meander Valley - West Tamar
60203,5959,65,49,51,0,6124,4363,24,19,28,0,4434,882,34,79,5,0,1000,378,50,111,0,0,539,1041,39,60,13,0,1153,66,9,49,0,0,124,301,6,20,11,0,338,172,0,7,6,0,185,2840,138,326,35,0,3339,106,6,11,0,0,123,332,5,25,5,3,370,13600,238,430,119,3,14390,North East
60301,1665,35,8,13,0,1721,1640,14,0,7,4,1665,130,0,0,0,0,130,20,0,10,0,0,30,333,9,0,0,0,342,0,0,12,0,0,12,131,18,7,0,0,156,50,8,3,3,0,64,664,35,32,3,0,734,45,0,0,0,0,45,85,3,3,9,0,100,4099,87,43,32,4,4265,Central Highlands (Tas.)
60302,2862,20,4,60,0,2946,2528,12,4,24,0,2568,385,10,6,3,0,404,59,14,16,3,0,92,465,13,15,8,0,501,18,21,0,0,0,39,84,5,4,8,0,101,56,4,0,3,0,63,1067,67,41,25,0,1200,55,0,0,3,0,58,117,11,5,5,0,138,6629,110,54,117,0,6910,Huon - Bruny Island
60303,1238,33,9,26,0,1306,625,9,7,19,0,660,124,9,7,0,0,140,28,4,4,0,0,36,271,12,8,13,0,304,0,4,3,0,0,7,46,0,6,9,0,61,28,3,0,3,0,34,497,32,28,25,0,582,20,0,3,3,0,26,82,3,0,3,0,88,2462,77,47,76,0,2662,South East Coast
60401,6571,187,261,64,4,7087,5963,47,67,15,0,6092,1360,125,320,10,0,1815,861,253,287,0,0,1401,1139,102,162,15,0,1418,41,34,45,5,0,125,132,28,45,22,0,227,86,9,26,4,0,125,3619,551,885,56,0,5111,85,14,28,3,0,130,382,44,62,6,0,494,16620,843,1303,144,4,18914,Burnie - Ulverstone
60402,5990,205,118,75,3,6391,5286,67,44,31,7,5435,1088,164,201,3,3,1459,644,307,135,0,0,1086,1148,141,93,18,0,1400,57,37,22,3,0,119,129,25,22,28,3,207,91,18,15,3,0,127,3157,692,488,55,6,4398,87,16,5,4,0,112,296,65,40,44,0,445,14816,1045,695,209,16,16781,Devonport
60403,2648,11,39,23,0,2721,2202,13,8,11,0,2234,414,3,44,7,0,468,103,4,38,0,0,145,573,4,23,14,0,614,27,0,46,0,0,73,296,10,36,7,0,349,100,4,8,0,0,112,1513,25,195,28,0,1761,62,0,4,0,0,66,149,0,12,4,0,165,6574,49,258,66,0,6947,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,653,161,315,90,3,1222,826,343,800,18,6,1993,312,434,1674,9,4,2433,57,55,290,4,3,409,232,194,536,19,3,984,52,3,13,3,0,71,216,95,244,37,4,596,17,13,22,4,0,56,886,794,2779,76,14,4549,12,3,13,21,5,54,58,23,119,111,4,315,2435,1324,4026,316,32,8133,Darwin City
70102,2702,332,205,175,3,3417,4527,679,482,21,20,5729,1110,600,796,9,6,2521,836,207,323,4,3,1373,861,370,464,20,11,1726,44,28,29,0,4,105,473,119,100,31,3,726,65,17,31,3,5,121,3389,1341,1743,67,32,6572,46,29,6,4,0,85,272,112,97,34,0,515,10936,2493,2533,301,55,16318,Darwin Suburbs
70103,1255,70,19,197,5,1546,2549,97,15,91,5,2757,194,16,7,14,0,231,6,7,5,0,0,18,433,17,21,69,0,540,35,0,0,0,3,38,41,4,10,40,0,95,65,0,0,11,0,76,774,44,43,134,3,998,34,0,3,12,0,49,94,6,5,29,0,134,4706,217,85,463,13,5484,Litchfield
70203,328,0,4,117,10,459,247,0,5,48,4,304,15,0,3,6,0,24,1127,4,87,8,0,1226,88,0,6,16,4,114,282,0,15,6,0,303,429,14,124,43,5,615,88,3,14,30,0,135,2029,21,249,109,9,2417,58,3,8,11,0,80,81,3,10,29,0,123,2743,27,276,314,23,3383,Daly - Tiwi - West Arnhem
70204,39,0,0,4,4,47,26,0,0,0,0,26,98,5,17,0,0,120,620,48,25,0,0,693,32,13,4,0,0,49,300,0,10,3,0,313,911,80,182,3,7,1183,76,16,10,0,0,102,2037,162,248,6,7,2460,47,0,9,3,0,59,32,3,6,3,4,48,2181,165,263,16,15,2640,East Arnhem
70205,404,23,12,110,12,561,703,44,11,21,7,786,185,38,49,7,3,282,730,71,119,3,4,927,179,20,18,28,0,245,381,4,15,16,0,416,559,30,50,44,7,690,69,0,11,9,0,89,2103,163,262,107,14,2649,32,3,5,20,3,63,157,12,54,87,5,315,3399,245,344,345,41,4374,Katherine
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
70104,626,58,40,11,3,738,3170,262,276,3,5,3716,1174,243,332,0,0,1749,484,208,175,0,0,867,521,112,119,4,0,756,3,3,8,0,0,14,641,25,19,6,0,691,31,3,10,0,0,44,2854,594,663,10,0,4121,17,3,0,7,0,27,116,31,32,14,0,193,6783,948,1011,45,8,8795,Palmerston
70202,118,0,0,26,3,147,167,0,4,8,0,179,19,0,15,0,0,34,323,29,21,13,6,392,67,5,20,6,0,98,100,3,7,10,3,123,146,11,27,15,13,212,24,5,3,7,0,39,679,53,93,51,22,898,16,0,3,9,0,28,59,13,11,23,0,106,1039,66,111,117,25,1358,Barkly
70201,1062,71,68,180,12,1393,2534,282,285,33,6,3140,495,346,449,15,7,1312,1220,125,213,13,0,1571,357,136,166,58,7,724,327,14,21,13,6,381,497,314,136,89,4,1040,132,32,29,21,0,214,3028,967,1014,209,24,5242,77,18,10,23,6,134,263,57,62,112,5,499,6964,1395,1439,557,53,10408,Alice Springs
80101,8721,1102,228,3,3,10057,11364,1356,615,0,3,13338,1772,997,933,0,0,3702,1554,545,271,0,0,2370,1537,620,480,0,0,2637,58,28,23,0,5,114,188,54,29,0,0,271,76,23,13,0,0,112,5185,2267,1749,0,5,9206,92,91,80,0,0,263,331,113,45,0,3,492,25693,4929,2717,3,14,33356,Belconnen
80102,25,0,0,3,0,28,54,0,0,0,0,54,10,0,0,0,0,10,19,0,3,0,0,22,22,0,0,0,0,22,4,0,0,0,0,4,26,3,0,0,0,29,9,0,0,0,0,9,90,3,3,0,0,96,4,0,0,0,0,4,3,0,0,3,0,6,176,3,3,6,0,188,Cotter - Namadgi
80103,112,4,6,111,0,233,39,3,8,7,0,57,16,4,7,3,0,30,7,0,31,6,0,44,56,6,6,11,0,79,0,0,16,0,0,16,18,8,0,24,0,50,4,0,0,3,0,7,101,18,60,47,0,226,3,0,0,3,0,6,9,0,3,7,0,19,264,25,77,175,0,541,Fyshwick - Pialligo - Hume
80104,2307,381,23,0,0,2711,6431,1629,157,0,0,8217,991,1084,250,8,0,2333,273,199,15,0,0,487,619,447,104,6,0,1176,10,30,22,0,0,62,660,72,12,0,0,744,20,11,6,0,0,37,2573,1843,409,14,0,4839,21,15,0,0,0,36,121,49,12,0,3,185,11453,3917,601,14,3,15988,Gungahlin
80105,3462,531,388,3,0,4384,2923,623,1040,0,0,4586,979,456,2111,3,0,3549,644,407,1057,0,3,2111,833,318,907,3,5,2066,57,62,47,0,0,166,172,78,71,0,5,326,47,17,20,3,0,87,2732,1338,4213,9,13,8305,84,36,20,0,0,140,145,50,130,0,0,325,9346,2578,5791,12,13,17740,North Canberra
80106,2178,276,474,0,0,2928,1706,203,670,0,0,2579,498,141,1365,3,0,2007,396,240,252,0,0,888,323,73,452,0,3,851,23,11,24,0,0,58,33,5,38,0,0,76,36,4,11,0,0,51,1309,474,2142,3,3,3931,30,8,35,0,0,73,95,20,64,0,0,179,5318,981,3385,3,3,9690,South Canberra
80107,7540,773,68,3,3,8387,13328,1034,182,0,5,14549,1622,723,200,0,0,2545,1508,410,183,0,0,2101,1393,357,116,3,0,1869,41,19,4,0,0,64,186,27,6,0,0,219,57,14,6,0,0,77,4807,1550,515,3,0,6875,69,86,0,0,0,155,286,66,16,0,0,368,26030,3509,781,6,8,30334,Tuggeranong
80108,2921,311,49,0,3,3284,2952,219,37,0,0,3208,477,182,70,0,0,729,334,212,58,0,0,604,331,105,40,4,3,483,11,9,19,0,0,39,20,34,7,0,0,61,24,5,3,0,0,32,1197,547,197,4,3,1948,21,30,14,3,0,68,81,28,7,0,0,116,7172,1135,304,7,6,8624,Weston Creek
80109,3974,435,321,0,0,4730,2967,445,386,0,3,3801,752,390,914,0,0,2056,384,117,282,0,0,783,486,219,370,0,0,1075,17,43,7,0,0,67,47,22,47,0,0,116,40,12,14,0,0,66,1726,803,1634,0,0,4163,23,22,25,0,0,70,124,31,45,0,0,200,8814,1736,2411,0,3,12964,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,68,18,66,0,0,152,29,13,14,0,0,56,5,0,5,0,0,10,15,3,79,0,0,97,19,14,21,0,0,54,0,0,0,0,0,0,41,11,8,3,0,63,3,5,0,0,0,8,83,33,113,3,0,232,3,0,0,0,0,3,3,4,17,0,0,24,186,68,210,3,0,467,Christmas Island
90102,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,54,8,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,21,8,0,3,0,0,11,91,0,3,0,0,94,21,0,0,0,0,21,10,0,0,0,0,10,140,0,3,0,0,143,Cocos (Keeling) Islands
90103,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,3,6,0,0,0,3,0,3,45,0,0,0,0,45,3,0,0,0,10,13,0,0,0,0,0,0,66,0,0,3,13,82,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3,13,85,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
