sa3_code16,d_15_17_fpeaw_mpeft,d_15_17_fpeaw_mpept,d_15_17_fpeaw_mpeaw,d_15_17_fpeaw_mpehns,d_15_17_fpeaw_mpet,d_15_17_fpeaw_mpulftw,d_15_17_fpeaw_mpulptw,d_15_17_fpeaw_mput,d_15_17_fpeaw_mptlf,d_15_17_fpeaw_mpnlf,d_15_17_fpeaw_mplfsns,d_15_17_fpeaw_t,d_15_17_fphns_mpeft,d_15_17_fphns_mpept,d_15_17_fphns_mpeaw,d_15_17_fphns_mpehns,d_15_17_fphns_mpet,d_15_17_fphns_mpulftw,d_15_17_fphns_mpulptw,d_15_17_fphns_mput,d_15_17_fphns_mptlf,d_15_17_fphns_mpnlf,d_15_17_fphns_mplfsns,d_15_17_fphns_t,d_15_17_fpet_mpeft,d_15_17_fpet_mpept,d_15_17_fpet_mpeaw,d_15_17_fpet_mpehns,d_15_17_fpet_mpet,d_15_17_fpet_mpulftw,d_15_17_fpet_mpulptw,d_15_17_fpet_mput,d_15_17_fpet_mptlf,d_15_17_fpet_mpnlf,d_15_17_fpet_mplfsns,d_15_17_fpet_t,d_15_17_fpulftw_mpeft,d_15_17_fpulftw_mpept,d_15_17_fpulftw_mpeaw,d_15_17_fpulftw_mpehns,d_15_17_fpulftw_mpet,d_15_17_fpulftw_mpulftw,d_15_17_fpulftw_mpulptw,d_15_17_fpulftw_mput,d_15_17_fpulftw_mptlf,d_15_17_fpulftw_mpnlf,d_15_17_fpulftw_mplfsns,d_15_17_fpulftw_t,d_15_17_fpulptw_mpeft,d_15_17_fpulptw_mpept,d_15_17_fpulptw_mpeaw,d_15_17_fpulptw_mpehns,d_15_17_fpulptw_mpet,d_15_17_fpulptw_mpulftw,d_15_17_fpulptw_mpulptw,d_15_17_fpulptw_mput,d_15_17_fpulptw_mptlf,d_15_17_fpulptw_mpnlf,d_15_17_fpulptw_mplfsns,d_15_17_fpulptw_t,d_15_17_fput_mpeft,d_15_17_fput_mpept,d_15_17_fput_mpeaw,d_15_17_fput_mpehns,d_15_17_fput_mpet,d_15_17_fput_mpulftw,d_15_17_fput_mpulptw,d_15_17_fput_mput,d_15_17_fput_mptlf,d_15_17_fput_mpnlf,d_15_17_fput_mplfsns,d_15_17_fput_t,d_15_17_fptlf_mpeft,d_15_17_fptlf_mpept,d_15_17_fptlf_mpeaw,d_15_17_fptlf_mpehns,d_15_17_fptlf_mpet,d_15_17_fptlf_mpulftw,d_15_17_fptlf_mpulptw,d_15_17_fptlf_mput,d_15_17_fptlf_mptlf,d_15_17_fptlf_mpnlf,d_15_17_fptlf_mplfsns,d_15_17_fptlf_t,d_15_17_fpnlf_mpeft,d_15_17_fpnlf_mpept,d_15_17_fpnlf_mpeaw,d_15_17_fpnlf_mpehns,d_15_17_fpnlf_mpet,d_15_17_fpnlf_mpulftw,d_15_17_fpnlf_mpulptw,d_15_17_fpnlf_mput,d_15_17_fpnlf_mptlf,d_15_17_fpnlf_mpnlf,d_15_17_fpnlf_mplfsns,d_15_17_fpnlf_t,d_15_17_fplfsns_mpeft,d_15_17_fplfsns_mpept,d_15_17_fplfsns_mpeaw,d_15_17_fplfsns_mpehns,d_15_17_fplfsns_mpet,d_15_17_fplfsns_mpulftw,d_15_17_fplfsns_mpulptw,d_15_17_fplfsns_mput,d_15_17_fplfsns_mptlf,d_15_17_fplfsns_mpnlf,d_15_17_fplfsns_mplfsns,d_15_17_fplfsns_t,d_15_17_fpt_mpeft,d_15_17_fpt_mpept,d_15_17_fpt_mpeaw,d_15_17_fpt_mpehns,d_15_17_fpt_mpet,d_15_17_fpt_mpulftw,d_15_17_fpt_mpulptw,d_15_17_fpt_mput,d_15_17_fpt_mptlf,d_15_17_fpt_mpnlf,d_15_17_fpt_mplfsns,d_15_17_fpt_t,d_18_20_fpeft_mpeft,d_18_20_fpeft_mpept,d_18_20_fpeft_mpeaw,d_18_20_fpeft_mpehns,d_18_20_fpeft_mpet,d_18_20_fpeft_mpulftw,d_18_20_fpeft_mpulptw,d_18_20_fpeft_mput,d_18_20_fpeft_mptlf,d_18_20_fpeft_mpnlf,d_18_20_fpeft_mplfsns,d_18_20_fpeft_t,d_18_20_fpept_mpeft,d_18_20_fpept_mpept,d_18_20_fpept_mpeaw,d_18_20_fpept_mpehns,d_18_20_fpept_mpet,d_18_20_fpept_mpulftw,d_18_20_fpept_mpulptw,d_18_20_fpept_mput,d_18_20_fpept_mptlf,d_18_20_fpept_mpnlf,d_18_20_fpept_mplfsns,d_18_20_fpept_t,d_18_20_fpeaw_mpeft,d_18_20_fpeaw_mpept,d_18_20_fpeaw_mpeaw,d_18_20_fpeaw_mpehns,d_18_20_fpeaw_mpet,d_18_20_fpeaw_mpulftw,d_18_20_fpeaw_mpulptw,d_18_20_fpeaw_mput,d_18_20_fpeaw_mptlf,d_18_20_fpeaw_mpnlf,d_18_20_fpeaw_mplfsns,d_18_20_fpeaw_t,d_18_20_fphns_mpeft,d_18_20_fphns_mpept,d_18_20_fphns_mpeaw,d_18_20_fphns_mpehns,d_18_20_fphns_mpet,d_18_20_fphns_mpulftw,d_18_20_fphns_mpulptw,d_18_20_fphns_mput,d_18_20_fphns_mptlf,d_18_20_fphns_mpnlf,d_18_20_fphns_mplfsns,d_18_20_fphns_t,d_18_20_fpet_mpeft,d_18_20_fpet_mpept,d_18_20_fpet_mpeaw,d_18_20_fpet_mpehns,d_18_20_fpet_mpet,d_18_20_fpet_mpulftw,d_18_20_fpet_mpulptw,d_18_20_fpet_mput,d_18_20_fpet_mptlf,d_18_20_fpet_mpnlf,d_18_20_fpet_mplfsns,d_18_20_fpet_t,d_18_20_fpulftw_mpeft,d_18_20_fpulftw_mpept,d_18_20_fpulftw_mpeaw,d_18_20_fpulftw_mpehns,d_18_20_fpulftw_mpet,d_18_20_fpulftw_mpulftw,d_18_20_fpulftw_mpulptw,d_18_20_fpulftw_mput,d_18_20_fpulftw_mptlf,d_18_20_fpulftw_mpnlf,d_18_20_fpulftw_mplfsns,d_18_20_fpulftw_t,d_18_20_fpulptw_mpeft,d_18_20_fpulptw_mpept,d_18_20_fpulptw_mpeaw,d_18_20_fpulptw_mpehns,d_18_20_fpulptw_mpet,d_18_20_fpulptw_mpulftw,d_18_20_fpulptw_mpulptw,d_18_20_fpulptw_mput,sa3_name16
40202,15,3,0,0,20,0,0,0,20,3,0,24,3,4,0,5,12,3,0,3,16,3,5,18,768,110,13,12,907,31,3,32,936,80,5,1023,21,0,0,0,20,9,0,9,32,11,0,40,22,3,0,0,27,10,0,9,37,3,0,38,42,3,0,0,45,23,0,25,70,15,0,81,809,112,13,11,949,47,5,56,1004,90,5,1097,241,60,3,15,319,27,11,40,357,229,0,587,0,0,0,4,3,0,0,0,3,0,0,6,1054,169,15,33,1276,74,17,92,1370,319,4,1691,161,16,3,0,181,4,0,4,183,10,0,198,141,31,3,0,176,3,0,3,181,22,0,202,0,0,0,0,5,0,0,0,5,0,0,4,0,0,0,6,9,0,0,0,8,0,0,10,310,53,3,10,373,5,0,5,382,36,0,412,9,0,0,0,9,4,0,4,8,6,0,13,7,3,0,0,11,4,0,4,Playford
40203,6,4,0,0,9,0,0,0,12,0,0,13,5,0,0,4,9,0,0,0,9,0,0,12,555,109,6,4,673,24,3,24,699,60,0,760,14,8,0,0,15,3,0,3,25,3,0,24,21,3,0,3,23,0,0,0,26,4,0,26,28,8,0,3,40,7,0,6,50,9,0,57,586,117,6,9,711,31,3,32,747,62,0,812,132,39,4,8,181,21,8,26,208,110,0,315,3,0,0,0,6,0,0,0,5,0,0,5,716,158,11,13,899,49,9,62,958,177,0,1136,133,26,0,3,165,9,0,9,179,18,0,194,139,38,0,0,177,3,0,5,183,13,0,202,3,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,0,3,279,68,5,3,350,12,0,16,372,33,0,404,3,4,0,0,10,7,0,7,14,3,0,16,6,5,0,0,8,0,0,0,Port Adelaide - East
40204,30,3,8,0,37,0,0,0,37,0,0,41,10,3,0,10,17,0,0,0,22,4,0,24,1266,193,34,19,1509,45,18,61,1569,125,3,1700,41,11,0,0,48,23,0,23,72,3,0,79,45,11,3,0,61,9,0,15,73,8,0,81,82,25,3,0,107,35,0,37,146,14,0,164,1345,219,37,19,1619,80,16,95,1717,136,7,1862,380,95,10,10,498,44,13,57,556,319,0,875,0,0,0,3,3,0,0,0,3,0,3,3,1729,315,44,34,2119,123,26,155,2277,453,9,2744,295,35,6,4,341,20,3,20,366,40,0,405,289,59,6,0,349,14,4,17,366,38,0,401,7,0,0,0,15,0,0,0,15,3,0,20,0,3,0,6,9,0,0,0,9,3,0,10,598,99,12,13,718,30,7,35,759,81,0,838,12,8,0,0,20,8,0,8,26,3,0,30,14,3,0,0,21,11,3,11,Salisbury
40104,9,0,4,0,10,0,0,0,10,0,0,13,9,0,0,4,10,0,0,0,15,0,0,15,753,102,4,10,875,26,6,32,905,43,4,944,9,4,0,0,13,0,0,0,16,0,0,16,22,3,0,0,19,0,3,3,24,0,0,24,25,8,0,0,33,5,3,10,41,0,0,40,779,114,4,10,902,32,9,40,945,39,4,985,108,25,0,0,125,4,0,3,134,50,0,181,3,0,0,0,3,0,0,0,3,0,0,3,881,135,10,10,1032,37,11,44,1079,88,7,1169,190,41,4,0,229,0,0,0,229,17,0,248,230,30,4,6,273,3,0,3,274,17,0,288,5,0,0,0,8,0,0,0,8,0,0,8,4,0,0,3,8,0,0,0,8,0,0,8,427,72,10,10,518,3,0,3,518,31,0,554,4,3,0,0,3,3,0,4,9,0,0,9,10,0,0,0,12,0,0,0,Campbelltown (SA)
40106,5,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,406,51,8,0,468,3,0,3,475,12,0,486,0,4,0,0,11,0,0,0,12,0,0,13,3,0,0,0,4,0,0,0,8,0,0,8,6,3,0,0,11,0,0,0,18,0,0,19,409,61,12,3,486,3,3,9,490,14,0,506,56,5,0,0,60,3,0,3,68,14,0,86,0,0,0,0,0,0,0,0,0,0,0,0,465,67,12,3,546,5,3,12,555,33,0,590,124,12,3,0,133,0,0,0,133,6,0,139,122,14,0,0,137,0,0,0,137,4,0,146,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,247,30,4,5,280,0,0,0,281,10,0,294,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Prospect - Walkerville
40403,10,5,0,0,20,0,0,0,20,0,0,20,3,0,0,3,5,0,0,0,5,0,0,5,673,113,14,3,808,21,5,27,829,36,0,865,0,0,0,0,0,4,0,9,9,0,0,9,16,3,0,0,13,0,0,0,13,0,0,13,16,3,0,0,18,9,0,11,26,0,0,26,687,120,14,3,822,28,5,29,854,36,0,891,96,30,0,3,124,11,0,12,134,35,0,173,0,0,0,0,0,0,0,0,0,0,0,0,785,150,14,8,954,33,7,43,995,74,0,1063,161,18,5,3,190,3,7,12,202,12,0,211,177,40,5,3,219,4,0,4,224,10,0,237,13,4,4,0,14,0,0,0,14,3,0,19,4,0,0,0,5,0,0,0,5,0,0,5,354,58,11,6,431,11,7,17,443,30,0,475,0,0,0,0,0,3,0,4,3,0,0,3,6,3,0,0,11,0,0,0,West Torrens
40501,11,3,4,0,17,0,0,0,17,0,0,16,3,0,0,3,7,0,0,0,7,0,0,7,631,60,9,5,706,11,0,11,716,37,0,755,7,0,0,3,9,3,0,3,9,0,0,9,11,0,0,0,6,0,0,0,6,0,0,6,14,0,0,5,14,3,0,3,19,0,0,19,646,60,9,10,724,16,0,15,740,37,0,771,65,20,3,0,87,8,0,4,98,17,0,113,0,0,0,0,0,0,0,0,0,0,3,4,714,81,15,10,811,17,3,24,837,56,3,890,60,3,3,0,71,0,0,0,71,6,0,75,83,14,3,0,99,0,0,0,94,0,0,100,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,152,19,5,0,172,0,0,0,174,8,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,Barossa
40502,7,0,3,0,7,0,0,0,7,4,0,10,0,0,0,0,0,0,0,0,0,3,0,3,270,30,7,4,307,3,0,6,310,22,0,331,4,3,0,0,9,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,8,3,0,0,13,0,0,0,10,0,0,10,272,32,7,4,314,6,0,5,322,22,0,347,48,10,4,4,63,3,0,3,68,22,0,88,0,0,0,0,0,0,0,0,0,0,0,3,318,41,10,8,384,9,0,12,388,45,0,436,28,3,0,0,30,0,0,0,30,3,0,33,17,3,0,0,22,0,0,0,22,4,0,28,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0,0,59,0,0,0,59,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lower North
40503,0,4,3,0,3,0,0,0,3,3,0,8,3,0,3,0,7,0,0,0,7,0,0,8,346,39,8,7,396,8,0,11,406,26,3,428,3,0,0,0,4,3,0,3,9,5,0,14,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,6,3,0,3,9,5,0,17,352,39,8,7,400,15,0,13,414,25,3,443,49,8,0,3,60,0,0,3,68,46,0,114,0,0,0,0,3,0,0,0,3,0,3,5,402,52,8,7,465,17,3,17,488,71,8,562,20,0,0,0,23,0,0,0,23,0,0,23,29,4,0,0,32,0,0,3,33,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,53,0,0,3,55,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid North
40504,6,0,0,0,5,0,0,0,5,0,0,4,3,0,0,3,4,0,0,0,4,0,0,4,241,43,4,11,300,5,5,10,308,20,0,328,0,4,0,0,5,3,0,3,9,3,0,8,4,0,0,0,4,0,0,0,4,0,0,4,7,4,0,0,12,3,0,3,12,3,0,15,251,52,4,11,310,10,5,11,318,21,0,340,40,13,3,0,53,0,0,3,55,27,0,87,0,0,0,0,0,0,0,0,0,0,0,0,293,58,9,11,366,7,7,10,379,55,0,429,13,0,0,0,11,0,0,0,11,0,0,11,15,3,0,0,18,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,30,0,0,0,30,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yorke Peninsula
40601,7,4,0,0,8,0,0,0,8,3,0,16,4,0,0,3,9,0,0,0,9,0,0,13,753,80,21,12,868,18,3,25,889,44,0,931,4,0,0,0,10,4,0,4,8,0,0,12,7,0,0,0,8,3,0,3,12,0,0,12,10,3,0,0,14,8,0,8,23,0,0,27,761,86,24,8,881,28,3,32,910,44,0,956,84,8,3,3,101,4,3,9,114,41,0,153,4,0,0,0,4,0,0,0,4,0,0,3,850,95,23,12,985,33,7,36,1025,88,0,1115,24,0,0,0,29,0,0,0,29,5,0,30,51,6,3,0,62,0,0,0,62,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,9,3,0,94,0,0,0,94,5,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Eyre Peninsula and South West
40602,3,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,187,29,4,5,231,12,0,16,240,17,0,258,5,0,0,0,5,3,0,3,9,0,0,9,3,0,0,0,3,0,3,3,4,0,0,4,9,0,0,0,9,3,3,8,15,0,0,15,200,29,4,5,238,15,0,16,258,17,0,271,22,0,0,4,29,3,0,4,30,28,0,51,0,0,0,0,0,0,0,0,0,0,0,3,223,29,5,12,265,20,5,21,287,41,0,329,6,0,0,0,13,0,0,0,15,0,0,10,14,0,0,0,9,0,0,0,13,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,0,0,0,23,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outback - North and East
40701,10,3,8,3,19,0,0,0,26,0,0,25,8,0,0,8,9,0,0,0,9,0,0,15,481,113,22,10,630,16,4,24,649,43,0,698,9,0,0,0,6,0,0,0,7,0,0,7,9,0,0,0,9,0,0,0,11,3,0,12,11,0,0,0,17,3,0,3,18,3,0,20,493,119,22,10,645,21,4,26,669,50,0,713,74,31,3,3,106,4,0,5,114,25,0,136,4,0,0,0,4,0,0,0,4,0,3,4,567,142,21,18,754,26,4,27,779,72,4,857,48,7,5,0,54,0,0,0,54,3,0,59,56,18,3,0,73,0,0,0,73,3,0,78,3,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,4,0,0,0,4,0,0,4,105,25,6,4,141,0,0,0,141,10,0,147,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Fleurieu - Kangaroo Island
40702,16,0,6,0,26,0,0,0,26,4,0,32,3,0,0,10,19,0,0,0,19,0,0,15,919,90,23,21,1050,8,3,11,1060,42,0,1101,10,3,0,0,15,5,0,5,20,3,0,21,18,0,0,0,17,0,0,0,17,0,0,22,23,4,3,0,31,5,0,5,41,3,0,45,937,92,29,23,1081,11,3,16,1101,47,0,1151,141,27,4,0,180,8,0,8,188,43,3,238,0,3,0,5,3,0,0,0,3,0,0,3,1087,125,35,28,1267,21,3,21,1294,92,5,1390,68,5,0,3,77,0,0,0,77,6,0,76,68,13,0,0,79,0,0,3,80,6,0,82,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,138,19,0,3,160,0,0,3,164,6,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limestone Coast
40703,11,3,3,0,18,0,0,0,23,0,0,23,7,0,0,3,12,0,0,0,12,0,0,14,892,121,17,13,1037,23,4,27,1062,58,0,1124,7,4,0,0,10,3,0,5,18,3,0,19,11,3,0,0,14,4,0,4,22,0,0,20,13,9,0,0,25,5,0,8,39,5,0,39,905,128,20,12,1063,30,3,33,1104,58,0,1163,152,20,3,7,181,6,4,11,189,76,3,271,0,0,0,0,0,0,0,0,0,0,0,0,1058,150,23,16,1250,34,12,42,1292,136,3,1435,73,6,0,0,79,0,0,0,80,7,0,88,74,13,0,0,90,0,0,0,90,9,0,96,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,144,23,3,3,172,0,0,0,175,15,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,Murray and Mallee
50101,10,3,4,0,16,0,0,0,16,0,0,16,3,0,0,5,6,0,0,0,6,0,0,7,642,125,26,13,803,25,5,27,829,37,0,869,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,3,0,16,16,0,0,0,17,0,0,0,19,3,0,19,656,126,23,13,818,25,5,28,851,36,0,886,86,19,6,3,117,0,0,3,117,23,0,140,3,0,0,0,3,0,0,0,3,0,0,6,744,147,31,13,935,25,3,35,969,61,5,1032,17,0,3,0,19,0,0,0,23,0,0,26,29,3,4,0,33,0,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,8,0,59,0,0,0,58,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Augusta - Margaret River - Busselton
50102,23,4,5,0,34,0,0,0,34,0,0,34,9,0,0,7,19,0,0,0,19,0,4,21,1460,143,41,18,1663,38,0,42,1701,70,5,1777,13,3,0,0,20,5,0,5,25,0,0,30,45,3,6,0,58,3,0,5,64,0,0,66,61,7,6,6,73,13,0,14,86,7,0,89,1515,144,49,27,1739,50,5,52,1789,78,5,1871,299,34,18,8,362,9,0,14,372,45,0,422,0,0,0,3,4,0,0,0,7,0,4,12,1818,186,66,38,2105,58,3,64,2169,125,5,2301,71,5,0,0,81,3,0,3,79,3,0,86,86,27,0,0,111,3,0,3,114,6,0,116,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,4,160,33,6,3,198,8,0,8,204,10,0,208,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,Bunbury
50103,3,0,4,0,12,0,0,0,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,291,40,17,7,350,6,0,5,361,32,0,393,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,7,0,0,7,5,0,0,0,5,0,0,0,7,0,0,7,298,40,17,7,362,10,0,10,366,32,0,402,43,3,4,3,58,0,0,0,58,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,345,40,20,10,415,10,0,10,424,38,0,465,7,0,0,0,7,0,0,0,7,0,0,8,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manjimup
50201,22,0,9,0,28,0,0,0,34,0,0,32,8,0,3,10,20,0,0,0,20,3,0,25,1058,121,39,18,1228,51,5,54,1288,63,4,1359,22,4,3,7,36,3,0,6,43,6,0,51,31,0,0,0,36,3,0,3,44,0,0,45,56,4,7,8,70,15,0,12,86,6,0,92,1110,126,46,29,1302,62,6,68,1376,72,4,1451,215,23,12,12,262,27,0,27,289,50,0,342,0,0,0,0,0,0,0,0,0,0,3,3,1323,145,52,44,1564,87,6,93,1664,128,5,1797,167,11,3,0,187,3,0,3,183,11,0,198,166,18,4,3,194,11,0,11,202,8,0,211,6,0,0,0,8,0,0,0,9,0,0,9,0,0,0,3,5,0,0,0,7,0,0,4,338,30,8,11,382,13,0,13,398,19,0,423,4,0,0,0,6,3,0,3,11,0,0,11,8,0,0,0,11,0,0,0,Mandurah
50301,11,0,0,0,13,0,0,0,13,3,0,12,10,3,0,3,17,0,0,0,17,0,0,17,1177,148,4,8,1343,27,8,36,1379,45,0,1425,9,0,0,0,8,3,0,3,15,0,0,17,30,4,0,0,33,0,0,0,33,0,0,33,33,6,0,0,40,3,0,3,45,0,0,50,1214,149,4,12,1386,31,8,39,1422,48,0,1475,392,39,3,3,440,4,0,7,447,36,0,485,0,0,0,0,3,0,0,0,3,0,0,3,1607,193,11,12,1829,35,7,43,1872,85,7,1960,280,34,0,0,317,7,0,9,325,22,0,353,381,53,0,4,442,3,3,9,455,16,0,474,12,0,0,0,11,0,0,0,11,3,0,13,3,0,0,0,8,0,0,0,8,0,0,8,674,89,3,10,778,11,3,21,794,46,0,840,5,0,0,0,7,0,0,0,5,0,0,9,17,0,0,0,17,0,0,0,Cottesloe - Claremont
50302,10,3,4,0,18,0,0,0,19,0,0,23,5,0,0,3,8,0,0,0,8,0,0,8,859,103,13,6,977,34,3,39,1016,52,0,1072,7,0,0,0,10,0,0,0,13,0,0,13,7,0,0,0,15,0,0,0,12,0,0,17,22,5,0,0,22,3,0,3,28,0,0,28,878,108,16,6,1001,42,3,44,1047,59,0,1104,150,10,4,0,164,8,0,8,172,25,0,193,0,0,0,0,0,0,0,0,0,0,0,0,1024,119,14,6,1164,47,3,53,1217,81,0,1299,224,25,0,0,245,11,3,18,262,14,0,276,201,47,0,0,250,10,4,14,259,11,0,272,13,0,7,0,24,0,0,0,20,0,0,20,0,3,0,4,9,3,0,3,7,0,0,7,435,77,8,4,524,23,3,28,553,27,0,582,3,0,0,0,3,0,0,0,3,0,0,4,5,3,0,0,9,5,0,5,Perth City
50401,13,0,3,0,16,0,0,0,12,0,0,12,7,0,0,4,13,0,0,0,13,0,0,12,794,116,20,10,931,25,3,33,959,45,5,1009,21,0,0,0,21,3,0,3,23,4,0,21,30,4,0,0,32,3,0,3,31,3,0,35,42,4,0,0,46,4,0,4,55,11,0,64,838,117,20,10,979,29,4,34,1017,59,5,1075,153,28,5,0,190,15,7,26,211,68,3,278,0,0,0,0,0,0,0,0,0,0,0,0,995,148,25,13,1173,49,12,58,1229,120,7,1357,222,20,3,0,248,8,0,8,256,13,0,270,194,28,0,3,226,3,0,3,227,14,0,238,8,0,0,0,11,0,0,0,11,0,0,9,0,0,0,3,3,0,0,0,6,0,0,6,424,54,4,5,489,12,0,12,500,31,0,529,3,0,0,0,3,0,0,0,3,0,0,5,3,4,0,0,9,0,0,0,Bayswater - Bassendean
50402,10,4,0,0,7,0,0,0,7,3,0,12,5,0,0,3,9,0,0,0,9,0,0,10,638,64,14,12,735,19,4,25,755,31,0,790,10,0,0,0,10,3,0,3,11,0,0,8,17,0,0,0,17,0,0,0,16,0,0,16,24,0,0,0,24,6,0,6,27,0,0,31,666,64,14,12,757,23,4,25,783,31,0,815,146,11,5,10,174,10,0,8,187,18,0,200,0,0,0,0,0,0,0,0,0,0,0,4,807,77,25,21,934,30,3,40,971,43,0,1017,93,12,0,3,114,0,0,0,116,8,0,124,97,10,0,0,110,0,0,0,113,8,0,119,3,0,0,0,3,0,0,0,3,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,199,26,7,3,232,0,0,0,234,14,0,247,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Mundaring
50403,31,0,15,0,50,3,0,3,52,0,0,53,15,6,0,16,37,3,0,3,37,0,0,38,1793,218,58,26,2089,49,13,61,2153,87,3,2240,32,3,0,0,34,16,0,16,49,7,0,50,41,3,3,0,55,4,5,12,58,5,0,69,66,11,3,0,87,16,5,20,109,13,0,118,1857,230,60,23,2180,70,13,83,2262,103,3,2366,382,58,23,6,465,27,8,38,502,117,4,618,0,0,0,0,3,0,0,0,3,0,7,9,2239,291,78,35,2645,96,27,118,2768,217,11,2994,355,45,9,0,401,11,0,15,415,32,0,443,311,62,9,4,385,7,0,7,393,27,0,417,6,0,3,0,13,0,0,0,12,0,0,17,0,0,0,3,6,0,0,0,5,0,3,7,675,101,19,9,802,18,4,22,828,59,3,880,16,0,0,0,18,3,0,3,21,4,0,26,12,0,0,0,13,0,0,0,Swan
50501,43,0,13,0,62,0,0,0,62,0,0,61,23,3,0,16,42,0,0,0,43,4,0,43,2861,293,60,33,3244,109,10,118,3362,112,0,3468,39,3,0,0,44,9,0,9,57,3,0,57,72,16,3,0,88,12,0,12,100,4,0,110,110,16,3,3,135,20,0,17,154,11,0,166,2971,311,59,34,3376,125,13,139,3516,121,0,3636,491,44,15,8,565,15,5,21,582,43,0,631,0,0,0,3,7,0,0,0,7,0,3,7,3470,356,71,46,3946,140,22,163,4110,165,5,4279,629,67,8,3,708,17,3,16,730,31,0,757,690,76,7,6,778,24,0,24,803,34,0,840,15,5,12,0,31,3,0,3,38,4,0,39,7,0,0,6,17,0,0,0,23,3,0,25,1343,153,27,17,1541,41,3,47,1586,69,3,1664,26,3,0,0,34,5,0,9,39,5,0,47,29,3,0,0,41,7,0,7,Joondalup
