sa3_code16,p_eductrain_gd_gc,p_eductrain_bd,p_eductrain_add_d,p_eductrain_cert,p_eductrain_id_ns,p_eductrain_tot,p_healthcaresoca_pd,p_healthcaresoca_gd_gc,p_healthcaresoca_bd,p_healthcaresoca_add_d,p_healthcaresoca_cert,p_healthcaresoca_id_ns,p_healthcaresoca_tot,p_artrecserv_pd,p_artrecserv_gd_gc,p_artrecserv_bd,p_artrecserv_add_d,p_artrecserv_cert,p_artrecserv_id_ns,p_artrecserv_tot,p_othserv_pd,p_othserv_gd_gc,p_othserv_bd,p_othserv_add_d,p_othserv_cert,p_othserv_id_ns,p_othserv_tot,p_id_ns_pd,p_id_ns_gd_gc,p_id_ns_bd,p_id_ns_add_d,p_id_ns_cert,p_id_ns_id_ns,p_id_ns_tot,p_tot_pd,p_tot_gd_gc,p_tot_bd,p_tot_add_d,p_tot_cert,p_tot_id_ns,p_tot_tot,sa3_name16
40501,112,486,201,191,22,1114,58,59,376,361,538,47,1436,4,4,20,18,52,10,107,9,4,27,41,297,25,407,7,7,30,46,163,42,303,351,313,1996,1739,5197,574,10166,Barossa
40502,61,268,108,105,13,584,44,36,239,208,273,26,827,0,0,5,7,9,3,32,5,4,14,23,179,8,225,3,4,30,25,91,37,187,143,175,1090,889,2731,333,5362,Lower North
40503,72,356,134,160,13,774,33,40,346,323,492,46,1289,0,0,3,6,22,3,32,4,5,18,27,186,7,241,3,0,16,12,64,32,123,140,180,1083,955,3285,317,5961,Mid North
40504,61,281,109,134,16,620,28,25,241,217,366,41,917,0,0,8,4,14,0,27,0,5,9,22,223,12,271,0,3,6,18,81,47,147,84,130,854,782,2828,362,5033,Yorke Peninsula
40601,132,827,233,343,27,1678,89,99,710,513,769,93,2270,4,0,18,16,57,12,103,13,3,36,63,503,22,641,4,3,37,42,214,96,397,362,354,2677,1970,7481,826,13669,Eyre Peninsula and South West
40602,66,358,105,176,29,795,53,51,265,179,253,48,847,0,3,11,5,30,8,62,3,3,20,25,164,21,233,6,0,15,10,90,53,172,227,183,1198,857,3569,358,6397,Outback - North and East
40701,126,517,231,214,26,1229,104,89,614,525,812,84,2223,10,3,31,43,67,19,174,8,9,46,57,387,12,527,11,9,49,49,159,59,334,438,387,2314,2105,5807,678,11719,Fleurieu - Kangaroo Island
40702,170,794,316,362,42,1801,117,101,724,507,964,120,2531,0,3,10,13,63,12,104,5,4,44,73,676,22,831,4,6,30,39,257,100,442,429,442,2931,2474,9332,996,16597,Limestone Coast
40703,150,658,287,354,40,1566,110,109,621,641,1050,98,2634,3,0,6,24,78,7,115,14,7,45,80,580,18,743,6,0,36,46,248,119,463,370,396,2539,2546,8538,1084,15472,Murray and Mallee
50101,209,731,221,318,39,1620,107,103,669,368,551,61,1860,12,0,58,51,92,5,214,12,6,62,82,395,24,584,12,11,90,96,294,89,581,499,556,3690,2402,7096,728,14971,Augusta - Margaret River - Busselton
50102,384,1345,453,793,95,3251,242,195,1376,840,1339,163,4145,7,11,69,46,166,13,310,25,17,138,153,969,34,1336,15,14,116,148,576,141,1007,881,874,5524,4260,15022,1375,27939,Bunbury
50103,91,295,90,137,17,663,27,36,196,170,248,48,719,4,6,24,25,59,3,129,0,0,19,22,180,5,222,5,4,29,25,97,35,193,157,192,1124,912,2834,390,5612,Manjimup
50201,310,1067,386,599,74,2586,148,132,891,802,1104,140,3216,7,5,39,40,138,17,247,13,7,76,164,714,25,1002,14,11,84,123,529,137,903,761,669,4114,3895,12138,1094,22678,Mandurah
50301,376,1415,247,142,63,3225,1192,301,2599,414,169,139,4820,62,26,204,60,46,10,407,68,19,170,84,175,14,527,168,37,444,125,121,80,970,4935,1483,12430,2576,2270,701,24387,Cottesloe - Claremont
50302,671,1894,371,261,77,4459,1126,417,3450,741,530,158,6416,102,56,415,118,126,32,857,120,40,372,212,497,41,1283,237,59,698,230,263,134,1616,7022,2569,20291,5682,6479,1230,43268,Perth City
50401,406,1274,319,402,70,2948,396,231,1616,711,792,122,3871,43,26,200,89,148,16,521,52,25,221,179,731,51,1260,64,27,289,164,416,146,1110,2451,1339,9611,4697,8509,1069,27668,Bayswater - Bassendean
50402,223,634,231,282,38,1596,103,118,560,370,418,69,1649,8,12,55,40,70,6,184,14,10,67,85,485,11,665,15,14,74,56,267,65,492,675,586,2896,2111,5402,548,12216,Mundaring
50403,345,1311,542,848,92,3447,282,223,1682,1180,1557,237,5165,27,12,126,95,228,18,514,38,15,220,296,1410,65,2048,61,21,249,269,811,212,1616,1747,1100,8421,6901,17318,1787,37276,Swan
50501,937,3360,952,1132,186,7493,613,424,3232,1664,1564,307,7800,44,31,262,144,240,29,759,73,37,329,369,1407,62,2278,122,38,429,380,932,195,2088,3813,2504,17016,9709,19346,2013,54405,Joondalup
50502,1105,3358,802,852,170,7439,1150,604,4697,1667,1630,347,10102,95,50,473,218,264,42,1145,162,78,582,488,1428,78,2815,202,56,767,430,823,301,2588,6721,3310,25387,11055,17855,2468,66791,Stirling
50503,617,2100,810,1231,170,5348,482,323,2834,2022,2409,367,8434,12,16,160,157,293,36,679,69,16,319,484,2079,100,3070,76,18,378,349,1154,356,2333,2548,1640,12972,10409,25528,2687,55779,Wanneroo
50601,251,923,317,490,65,2273,264,143,1163,804,1075,139,3595,20,6,56,56,140,9,281,30,9,133,165,817,32,1183,42,13,164,137,471,145,977,1436,684,5447,4088,10333,963,22960,Armadale
50602,274,940,268,260,46,2290,334,157,1412,506,543,109,3064,55,22,201,123,185,20,609,51,28,214,174,511,34,1013,82,16,261,188,323,140,1005,2653,1038,8792,4102,6940,921,24450,Belmont - Victoria Park
50603,380,1483,385,434,75,3557,491,238,2092,824,750,150,4553,40,17,183,74,120,12,452,84,23,285,188,532,43,1154,120,31,372,187,407,161,1279,3733,1291,11344,4754,7619,1112,29859,Canning
50604,280,1145,421,658,93,3004,357,193,1735,985,1288,209,4774,32,6,127,94,175,24,459,60,29,232,224,1068,51,1665,87,16,278,238,711,258,1585,2550,898,8718,5558,13089,1595,32410,Gosnells
50605,229,800,275,387,58,1974,153,123,786,494,575,70,2208,16,7,75,40,109,9,248,15,22,80,130,716,28,992,22,11,139,103,392,91,753,949,673,4180,2947,7618,707,17079,Kalamunda
50606,67,256,118,191,24,705,40,61,276,255,326,52,1019,0,0,19,13,76,10,118,3,4,31,63,375,11,483,5,3,34,35,215,34,333,239,206,1347,1373,4360,354,7881,Serpentine - Jarrahdale
50607,269,855,178,143,46,2027,386,156,1229,279,220,65,2341,38,21,110,33,76,5,290,45,28,134,65,207,7,483,74,17,249,80,143,64,639,2441,979,7003,2120,2784,498,15821,South Perth
50701,444,1558,487,658,120,3775,410,307,2026,1007,1147,186,5075,19,6,153,85,162,21,449,39,15,185,240,1064,54,1593,98,15,271,226,708,203,1526,2363,1347,9509,5687,13413,1446,33765,Cockburn
50702,334,891,176,162,37,2115,390,178,1090,292,209,73,2232,53,17,144,51,53,10,323,29,16,102,55,177,14,393,63,16,216,80,146,59,583,1959,914,5491,1919,2837,468,13592,Fremantle
50703,105,353,121,222,15,905,84,74,562,336,467,58,1585,5,3,31,27,60,3,125,17,3,48,76,320,12,483,18,9,68,61,264,73,492,591,328,2480,1749,4852,512,10520,Kwinana
50704,614,2327,581,468,88,5068,696,388,2654,825,654,195,5415,46,24,219,94,154,21,554,71,37,269,180,558,34,1151,136,47,470,232,401,142,1425,4172,2051,14541,5444,7901,1185,35293,Melville
50705,354,1365,506,977,95,3542,189,221,1369,1127,1620,169,4697,0,6,70,76,238,20,416,27,13,106,219,1161,54,1574,34,8,139,247,812,195,1429,1089,915,6036,6166,18584,1535,34321,Rockingham
50901,270,812,326,452,57,2052,145,123,728,536,722,90,2343,17,0,54,40,85,9,206,18,5,57,96,558,36,767,14,10,59,62,271,118,522,579,596,3336,2639,7621,920,15695,Albany
50902,143,588,220,362,49,1436,64,56,380,333,463,92,1384,3,0,25,23,58,10,123,7,10,38,57,441,19,572,7,6,55,62,305,105,539,349,343,2426,2066,6899,944,13017,Wheat Belt - North
50903,82,252,95,129,21,600,19,24,192,134,193,33,589,0,0,13,9,24,3,47,3,0,13,23,170,7,214,0,3,13,17,68,37,138,110,175,1058,750,2372,337,4811,Wheat Belt - South
51001,158,592,139,323,53,1411,130,134,637,296,348,84,1623,6,3,47,22,65,15,167,17,6,45,51,336,46,507,15,3,52,49,193,81,391,483,411,2361,1446,3870,561,9125,Kimberley
51002,63,237,52,114,24,522,37,47,211,128,132,28,590,0,0,8,5,29,0,49,9,4,22,47,274,19,366,3,3,28,26,110,40,218,249,217,1444,1159,4956,415,8446,East Pilbara
51003,100,405,86,154,19,805,51,35,198,112,125,22,538,0,3,10,13,27,0,57,4,0,28,40,241,12,327,21,9,69,69,381,79,634,467,270,2383,1749,7656,556,13074,West Pilbara
51101,56,225,72,122,22,510,17,34,124,98,153,35,446,3,0,7,5,16,0,38,0,0,14,28,179,3,221,3,0,13,14,67,34,136,94,141,755,626,2171,279,4065,Esperance
51102,26,138,23,52,5,257,18,15,81,38,60,17,226,9,3,37,18,25,0,82,0,6,8,9,69,3,90,3,0,14,17,54,21,111,80,68,561,379,1311,169,2571,Gascoyne
51103,138,472,116,216,36,1063,92,59,367,195,271,58,1042,3,0,15,14,49,10,92,14,3,31,51,470,22,593,8,0,23,33,193,82,341,471,296,2060,1465,5898,563,10755,Goldfields
51104,197,757,239,429,65,1805,93,99,633,462,542,89,1925,4,0,36,23,51,3,117,14,11,34,83,494,31,662,6,6,43,64,335,88,543,413,468,2661,2204,7394,770,13916,Mid West
60101,16,96,51,100,13,296,13,20,100,138,385,37,699,0,0,6,6,45,11,74,3,0,14,22,176,15,225,0,0,0,9,80,29,122,70,74,444,548,2342,272,3752,Brighton
60102,164,1000,208,329,34,2094,221,204,871,493,787,95,2665,23,14,80,39,103,3,264,30,11,73,95,443,28,675,9,9,50,36,177,72,350,1111,790,4185,2428,6368,572,15445,Hobart - North East
60103,89,409,150,309,31,1172,85,127,532,478,1165,98,2481,16,7,61,37,101,6,236,16,9,57,64,448,23,612,9,3,33,35,240,87,410,570,405,2222,1883,6854,649,12585,Hobart - North West
60104,142,723,159,163,24,1601,165,123,697,324,429,55,1795,17,13,77,26,49,5,194,21,12,68,53,258,15,441,20,8,55,24,90,41,243,1163,553,3342,1571,3670,341,10644,Hobart - South and West
60105,300,1266,201,166,41,2964,640,276,1678,419,379,86,3476,105,42,263,56,84,14,568,69,30,140,76,202,15,529,56,6,146,34,87,50,385,3329,1344,7686,2200,3397,450,18416,Hobart Inner
60106,26,181,59,106,9,422,27,28,173,153,282,32,692,10,3,18,17,45,3,91,3,7,16,18,163,4,211,0,3,19,18,84,14,131,185,123,780,712,2388,197,4385,Sorell - Dodges Ferry
60201,198,1591,316,515,80,3221,387,274,1628,799,1280,165,4540,13,11,90,60,150,21,343,24,14,95,113,681,29,956,19,6,92,69,282,119,587,1444,823,6007,3149,9384,891,21696,Launceston
60202,38,247,86,120,16,584,45,60,285,198,334,30,965,11,3,15,23,37,8,93,0,0,13,23,185,6,223,3,3,15,22,108,39,190,220,178,1115,901,2803,359,5571,Meander Valley - West Tamar
60203,44,365,89,171,28,800,86,49,356,256,486,57,1290,4,0,28,21,59,3,114,10,3,20,32,263,16,344,8,3,28,26,162,72,295,325,197,1508,1194,4503,550,8274,North East
60301,11,89,26,74,11,232,17,15,60,79,181,23,374,0,0,9,6,25,4,45,3,0,4,5,83,7,102,0,3,9,14,59,35,111,93,54,374,351,1435,198,2498,Central Highlands (Tas.)
60302,61,207,71,95,14,548,66,34,214,160,210,31,718,11,6,29,25,32,4,110,0,3,20,22,163,12,220,3,0,23,19,76,43,164,338,195,1152,804,2207,285,4989,Huon - Bruny Island
60303,4,42,19,27,3,106,11,3,46,39,63,7,160,10,4,15,20,44,5,98,3,0,12,4,24,0,44,4,0,4,3,19,13,53,68,39,274,250,732,98,1457,South East Coast
40302,318,1641,441,406,59,3506,628,345,2367,1109,1331,204,5977,19,15,117,94,175,14,436,39,29,186,205,729,32,1218,42,17,157,100,291,115,723,2474,1177,9027,5047,10091,1024,28836,Marion
60401,82,586,183,304,33,1302,131,103,551,488,863,97,2238,0,3,8,12,53,3,69,4,5,39,61,441,17,575,4,3,28,36,212,67,352,415,332,2004,1670,6403,584,11403,Burnie - Ulverstone
60402,94,618,166,249,16,1241,67,92,472,446,734,92,1899,3,3,22,28,59,7,123,13,10,30,68,414,12,539,3,0,33,29,202,65,342,320,319,1945,1685,5903,557,10735,Devonport
60403,28,206,56,105,12,447,18,32,90,120,156,19,440,6,0,10,5,19,3,36,0,0,7,11,145,3,169,3,0,11,21,62,33,122,99,98,645,594,2355,305,4095,West Coast
70101,121,367,75,87,14,847,141,77,473,130,146,38,1007,38,5,83,64,77,6,275,32,10,64,52,169,24,344,35,7,85,55,156,56,395,1235,564,3810,1733,3413,436,11184,Darwin City
70102,302,888,242,332,48,2307,437,210,1353,462,480,84,3030,38,9,102,59,112,16,340,37,9,120,85,336,33,622,35,17,141,79,287,149,713,2087,978,5775,2748,6224,836,18637,Darwin Suburbs
70103,77,218,100,190,18,644,22,36,133,108,158,11,463,6,3,18,24,50,7,100,9,3,17,31,252,9,327,9,0,39,30,212,63,358,198,216,1068,1131,4566,420,7599,Litchfield
70204,45,137,38,97,22,385,31,31,94,50,107,31,352,0,0,11,4,9,3,27,6,0,12,12,79,24,141,0,3,7,5,38,55,112,149,121,485,301,993,225,2276,East Arnhem
70205,47,242,69,120,33,563,35,31,188,121,173,59,609,0,3,18,10,21,8,56,5,4,16,15,137,30,205,0,3,15,6,56,59,145,163,154,846,657,1811,368,4001,Katherine
80101,519,1823,462,501,82,4650,489,277,1533,701,803,99,3908,83,31,228,87,142,13,582,87,41,203,178,554,33,1090,89,19,205,102,228,114,758,5811,2357,12086,5121,8390,883,34648,Belconnen
80103,0,3,3,16,0,29,3,0,8,8,11,6,28,0,0,0,0,3,0,5,0,0,0,6,10,0,18,0,0,3,6,5,3,18,21,6,71,47,146,19,313,Canberra East
40301,146,665,201,129,26,1518,299,149,992,322,340,61,2162,13,6,58,36,60,3,184,16,9,101,78,230,12,442,27,3,97,42,109,42,316,1248,592,4001,1983,3207,370,11405,Holdfast Bay
70104,117,406,124,257,21,1034,65,58,366,236,320,40,1086,3,8,30,25,72,9,146,3,10,33,49,328,11,435,9,6,45,59,269,92,473,473,391,2138,1912,5877,511,11303,Palmerston
70202,14,54,13,31,9,134,15,10,59,34,55,7,186,0,0,3,3,9,0,19,0,3,5,7,31,8,56,4,0,9,7,33,14,73,61,49,243,164,470,81,1059,Barkly
70203,37,172,43,126,29,464,12,15,54,33,93,34,236,3,3,13,5,26,9,68,7,4,16,17,81,21,153,0,3,16,10,48,62,141,125,78,469,270,1015,270,2239,Daly - Tiwi - West Arnhem
70201,153,523,129,244,50,1308,245,174,752,363,421,83,2033,27,16,75,22,82,14,234,31,19,97,58,265,23,496,18,11,73,40,153,61,356,905,543,2752,1638,3882,538,10256,Alice Springs
80104,271,1207,292,307,35,2856,458,178,1165,542,568,70,2976,33,17,112,58,93,14,326,75,28,178,167,390,28,862,111,17,190,100,147,95,668,5378,1649,9855,4737,6205,682,28505,Gungahlin
80105,264,942,119,122,38,2773,354,141,700,198,166,38,1597,109,51,224,37,45,4,474,86,22,168,54,134,7,474,79,13,157,42,57,59,405,5649,1820,9117,1850,2302,435,21167,North Canberra
80106,135,388,59,53,13,1070,378,101,573,106,105,31,1300,41,22,88,22,21,6,190,55,14,101,39,68,4,282,41,11,85,28,39,29,229,3270,1075,5063,1094,1172,228,11897,South Canberra
80107,332,1265,369,492,38,2923,344,260,1257,839,1009,138,3835,21,16,98,65,114,16,340,55,30,154,165,712,23,1137,35,7,132,103,313,128,715,2785,1669,8465,5655,9850,980,29397,Tuggeranong
80108,143,393,94,92,14,996,167,88,407,154,178,30,1021,15,7,41,22,31,3,121,12,4,65,51,109,11,248,26,0,46,19,34,18,144,1395,715,2986,1220,1610,191,8129,Weston Creek
80109,146,494,116,91,8,1208,503,157,1285,351,222,68,2590,36,14,87,30,44,3,205,45,13,98,61,128,10,355,39,19,104,34,56,30,278,2837,1019,5544,1738,1886,301,13316,Woden Valley
80110,27,124,23,20,0,252,69,27,179,47,42,9,369,3,0,12,3,8,0,27,9,4,15,10,16,3,45,5,0,13,4,11,9,42,439,145,979,302,339,60,2259,Molonglo
80111,0,13,0,10,0,33,3,0,10,3,4,0,19,3,0,7,3,11,0,15,0,0,0,0,7,0,7,0,0,0,3,3,0,9,36,11,58,53,98,4,253,Urriarra - Namadgi
90101,16,17,3,9,6,48,3,0,9,9,9,0,32,0,0,6,0,10,0,20,0,0,0,0,10,0,10,0,0,3,3,10,3,19,29,26,83,79,241,43,505,Christmas Island
90102,0,13,3,10,0,31,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,0,0,4,0,5,0,0,0,5,3,5,8,3,3,29,16,71,11,141,Cocos (Keeling) Islands
90103,0,0,3,4,0,11,3,0,0,0,3,0,6,0,0,8,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,4,28,19,29,3,96,Jervis Bay
90104,5,18,5,6,3,45,0,0,17,7,7,3,34,0,0,0,3,10,4,22,0,0,4,3,22,0,24,0,0,0,0,5,5,16,21,7,114,108,285,65,599,Norfolk Island
