SA3_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,SA3_NAME11
20603,12,235,112,12,11,79,461,3,573,7,12,6,0,601,44,395,87,65,12,12,615,249,261,132,19,6,5,672,341,116,92,6,6,3,564,745,105,172,6,12,4,1044,1515,37,318,8,15,4,1897,1580,13,243,0,17,0,1853,532,5,76,0,3,0,616,191,0,32,0,0,3,226,131,10,38,0,0,3,182,91,120,81,14,8,14,328,5434,1870,1390,142,96,127,9059,Essendon
20604,83,209,321,37,52,165,867,6,645,9,11,4,3,678,66,418,117,48,7,6,662,170,315,167,76,20,11,759,199,121,142,16,14,7,499,892,166,278,57,43,8,1444,2656,137,610,151,114,11,3679,5449,68,778,89,64,29,6477,4058,25,573,40,43,19,4758,1878,6,296,12,23,6,2221,1899,13,319,3,28,10,2272,329,128,202,25,38,38,760,17685,2251,3812,565,450,313,25076,Melbourne City
20605,17,198,216,16,20,163,630,19,825,24,35,4,3,910,76,388,119,56,4,6,649,336,241,234,57,8,10,886,456,47,176,14,5,7,705,1607,62,362,9,16,10,2066,3297,49,581,10,23,19,3979,4727,16,735,4,27,12,5521,2558,8,451,0,6,5,3028,1310,5,226,0,6,4,1551,1689,11,291,0,11,3,2005,256,120,121,12,27,37,573,16348,1970,3536,213,157,279,22503,Port Phillip
20703,26,77,228,26,27,132,516,5,214,23,18,8,3,271,46,128,196,85,40,8,503,85,75,180,41,30,4,415,121,17,123,11,6,3,281,591,49,237,23,16,4,920,1592,52,420,18,27,7,2116,1980,16,375,8,23,10,2412,645,0,139,3,19,4,810,179,0,48,6,3,0,236,163,5,57,3,4,3,235,112,42,148,19,17,33,371,5545,675,2174,261,220,211,9086,Whitehorse - West
20801,17,85,156,8,19,127,412,0,317,17,9,3,3,349,18,196,68,57,13,9,361,39,106,73,10,13,6,247,61,25,69,0,3,0,158,208,25,115,0,6,0,354,695,47,213,4,9,4,972,1174,8,261,3,6,3,1455,736,3,148,0,6,3,896,454,3,96,0,3,0,556,1058,4,219,0,8,0,1289,88,61,69,9,7,14,248,4548,880,1504,100,96,169,7297,Bayside
20803,19,60,171,18,17,123,408,6,283,28,21,5,3,346,59,163,141,48,32,8,451,287,70,205,10,57,10,639,375,28,198,3,45,3,652,1116,36,294,8,24,6,1484,2087,29,414,8,27,7,2572,1708,0,273,0,19,0,2000,665,0,88,0,8,3,764,220,0,28,0,0,0,248,157,3,46,3,7,3,219,123,57,94,10,19,15,318,6822,729,1980,129,260,181,10101,Kingston
20804,9,14,68,11,5,38,145,0,42,6,19,4,0,71,18,21,48,36,3,0,126,60,5,59,3,11,0,138,99,3,37,3,4,0,146,463,11,86,10,8,4,582,862,3,138,0,11,5,1019,1032,3,141,3,4,0,1183,365,0,84,3,3,0,455,182,0,26,0,0,0,208,289,0,71,3,6,3,372,49,5,54,7,10,17,142,3428,107,818,98,69,67,4587,Stonnington - East
20901,22,156,172,18,13,115,496,0,456,19,49,13,6,543,29,352,120,48,15,14,578,85,225,167,49,40,0,566,148,92,158,11,80,3,492,759,141,262,28,53,3,1246,2442,123,447,13,35,8,3068,1810,22,259,6,17,9,2123,446,4,81,0,11,0,542,109,5,41,0,0,0,155,128,9,26,0,8,3,174,110,128,124,28,27,9,426,6088,1713,1876,250,312,170,10409,Banyule
20902,20,147,149,17,7,113,453,4,516,25,8,7,8,568,78,355,111,28,31,4,607,283,176,206,13,28,9,715,375,88,151,8,21,4,647,1124,142,304,12,43,9,1634,2669,84,461,3,76,8,3301,1495,10,249,3,29,8,1794,232,9,57,3,3,3,307,47,3,19,0,4,0,73,116,7,31,3,3,0,160,141,125,116,16,21,31,450,6584,1662,1879,114,273,197,10709,Darebin - North
20903,0,16,83,4,11,62,176,5,41,7,14,0,0,67,13,28,51,30,8,3,133,17,9,72,5,3,0,106,24,8,45,0,0,0,77,90,4,67,0,7,0,168,308,5,111,3,8,3,438,395,0,56,0,3,4,458,146,0,23,0,0,0,169,35,0,10,0,0,0,45,39,0,14,0,0,0,53,21,12,33,6,19,4,95,1093,123,572,62,59,76,1985,Nillumbik - Kinglake
20904,27,62,222,4,13,131,459,5,96,12,0,8,0,121,29,150,99,14,12,8,312,125,110,197,25,25,3,485,195,42,178,11,47,0,473,996,97,379,26,75,11,1584,3282,65,573,3,87,23,4033,1859,9,183,0,27,11,2089,157,5,42,3,4,3,214,29,3,13,0,3,0,48,105,4,30,3,3,3,148,184,49,124,9,45,25,436,6993,692,2052,98,349,218,10402,Whittlesea - Wallan
21001,8,8,76,3,4,67,166,4,26,7,0,0,3,40,15,25,31,6,0,0,77,39,11,70,0,6,0,126,69,3,62,0,4,0,138,252,16,137,3,9,3,420,965,8,211,3,11,5,1203,647,7,107,0,5,3,769,134,0,27,3,0,0,164,28,0,5,0,0,0,33,32,3,13,0,0,0,48,46,10,32,3,5,6,102,2239,117,778,21,44,87,3286,Keilor
21002,0,10,33,16,19,39,117,0,16,9,9,4,0,38,4,8,47,8,10,0,77,25,9,54,3,12,0,103,38,0,46,3,3,0,90,110,6,71,3,4,0,194,178,0,69,0,4,0,251,144,0,26,0,3,0,173,31,0,11,0,3,0,45,4,0,0,0,0,0,4,6,0,5,0,0,0,11,6,0,18,0,5,3,32,546,49,389,42,67,42,1135,Macedon Ranges
21003,19,75,119,5,8,204,430,7,185,10,4,0,3,209,23,146,71,17,16,7,280,157,85,139,8,21,0,410,185,36,118,0,10,4,353,678,68,220,6,19,7,998,1811,24,358,0,69,8,2270,1063,3,145,3,18,3,1235,95,3,30,0,5,0,133,6,0,5,0,0,0,11,63,6,20,0,3,0,92,75,52,63,7,13,24,234,4182,683,1298,50,182,260,6655,Moreland - North
20606,23,73,177,3,11,108,395,10,368,15,37,3,3,436,27,190,51,40,12,11,331,129,129,126,3,7,3,397,171,19,85,3,3,3,284,894,47,195,6,17,5,1164,1914,53,348,7,6,12,2340,2610,13,428,0,9,9,3069,1361,4,228,0,6,6,1605,764,0,135,0,7,7,913,925,8,181,3,8,3,1128,148,65,84,16,13,13,339,8976,969,2053,118,102,183,12401,Stonnington - West
20607,10,319,153,20,16,121,639,6,927,11,30,11,3,988,30,790,100,73,30,9,1032,139,500,133,42,3,10,827,183,153,114,23,0,4,477,720,285,262,17,12,3,1299,1248,123,449,13,19,4,1856,2473,36,558,0,16,3,3086,2307,9,517,0,8,9,2850,1167,3,237,0,8,3,1418,954,14,214,6,0,0,1188,170,204,97,21,16,25,533,9407,3363,2845,245,139,194,16193,Yarra
20701,27,61,314,50,26,230,708,9,188,22,45,3,5,272,56,124,151,73,14,6,424,179,55,232,51,17,3,537,248,15,145,12,9,5,434,764,18,259,9,28,3,1081,2604,32,584,14,34,12,3280,3609,6,595,7,16,9,4242,1671,3,315,3,16,10,2018,829,0,143,3,3,3,981,1371,4,241,4,13,10,1643,208,36,145,36,29,32,486,11575,542,3146,307,208,328,16106,Boroondara
20702,10,13,176,4,13,82,298,0,29,11,12,0,3,55,16,39,47,10,4,0,116,41,8,60,3,3,3,118,51,3,68,0,4,0,126,156,6,112,3,7,3,287,891,4,224,8,18,3,1148,1514,0,200,6,10,5,1735,627,0,101,0,4,3,735,205,0,33,0,3,3,244,129,3,32,0,3,3,170,77,5,93,14,15,4,208,3717,110,1157,60,84,112,5240,Manningham - West
20802,26,61,315,39,18,195,654,15,166,29,58,3,3,274,66,124,199,79,17,9,494,290,55,281,32,17,4,679,645,17,187,5,18,0,872,1695,26,347,13,20,7,2108,2872,20,608,6,29,17,3552,3428,8,613,0,26,13,4088,1466,0,288,0,9,4,1767,576,0,120,4,5,3,708,627,0,162,0,12,3,804,230,46,180,21,20,27,524,11936,523,3329,257,194,285,16524,Glen Eira
21004,5,12,42,3,3,19,84,0,36,3,3,0,0,42,5,40,25,9,3,0,82,82,13,78,3,3,0,179,123,6,85,3,3,3,223,367,19,138,3,6,6,539,627,3,107,0,9,3,749,240,0,40,3,0,3,286,33,0,3,0,0,3,39,6,0,0,0,0,0,6,10,0,3,0,0,0,13,36,8,18,3,3,6,74,1534,137,542,30,30,43,2316,Sunbury
21005,26,119,149,3,20,80,397,0,250,4,6,0,0,260,24,310,80,19,13,4,450,86,250,141,24,62,10,573,115,127,172,5,66,3,488,625,206,341,20,77,11,1280,2420,53,690,9,151,30,3353,873,12,153,0,25,3,1066,55,5,27,3,6,0,96,24,0,7,0,4,0,35,62,3,22,0,5,3,95,101,100,117,17,31,24,390,4411,1435,1903,106,460,168,8483,Tullamarine - Broadmeadows
21101,12,84,153,17,15,106,387,0,276,25,32,9,5,347,20,211,124,27,16,4,402,112,113,198,24,40,3,490,146,32,175,9,10,3,375,708,116,318,8,19,7,1176,2327,60,510,9,21,19,2946,1818,6,259,0,14,9,2106,261,0,43,3,3,0,310,47,0,19,4,0,0,70,60,3,24,0,3,3,93,141,49,110,18,27,19,364,5652,950,1958,151,177,178,9066,Knox
21102,0,4,33,0,3,29,69,0,5,3,3,0,0,11,3,8,7,3,0,0,21,8,4,17,3,3,0,35,5,3,10,0,0,0,18,20,0,19,3,0,0,42,142,5,37,0,0,0,184,213,0,34,0,4,0,251,72,0,14,0,0,0,86,24,0,0,0,0,0,24,35,3,6,0,3,0,47,21,0,15,0,6,3,45,543,32,195,12,19,32,833,Manningham - East
21103,18,66,111,19,6,85,305,0,255,25,16,0,3,299,32,197,94,67,9,3,402,108,113,212,54,13,4,504,193,48,175,14,8,0,438,1074,82,351,14,23,9,1553,2371,33,446,10,28,8,2896,1257,9,202,0,7,0,1475,184,5,35,3,0,0,227,40,3,13,0,0,0,56,61,3,21,3,0,3,91,93,65,75,7,16,23,279,5431,879,1760,207,110,138,8525,Maroondah
21104,7,42,86,27,9,66,237,8,163,8,5,0,3,187,9,82,62,16,4,3,176,66,51,91,8,4,0,220,88,14,69,3,13,3,190,251,14,114,6,8,0,393,1020,28,201,3,9,3,1264,1007,3,136,3,7,3,1159,185,0,35,0,4,0,224,34,0,3,0,0,0,37,45,3,19,0,0,3,70,45,42,45,13,8,10,163,2765,442,869,84,66,94,4320,Whitehorse - East
21105,14,55,199,37,53,176,534,11,148,32,42,7,3,243,50,82,194,36,25,7,394,263,50,314,16,47,3,693,279,24,282,18,25,3,631,757,40,358,13,30,8,1206,1579,24,423,4,40,13,2083,873,9,166,0,15,0,1063,124,4,33,0,0,0,161,33,0,13,0,0,0,46,35,3,12,0,4,0,54,92,30,118,16,25,12,293,4110,469,2144,182,271,225,7401,Yarra Ranges
21201,4,30,118,5,31,99,287,3,69,9,3,5,3,92,20,69,102,15,20,3,229,93,38,137,9,54,6,337,146,10,144,0,15,3,318,738,23,219,0,21,3,1004,1724,8,232,4,15,5,1988,485,3,72,3,3,3,569,45,3,14,0,3,3,68,21,0,5,0,0,0,26,31,3,5,0,3,0,42,68,25,65,7,19,8,192,3378,281,1122,46,189,136,5152,Cardinia
21202,15,69,116,7,17,72,296,3,223,5,3,3,0,237,7,225,82,13,16,4,347,78,116,168,15,37,8,422,135,68,166,6,27,3,405,855,102,310,10,27,8,1312,2477,50,451,0,53,16,3047,1141,4,148,0,11,10,1314,148,0,30,0,0,0,178,25,3,9,3,0,0,40,74,3,26,0,4,0,107,120,66,100,8,25,22,341,5078,929,1611,65,220,143,8046,Casey - North
21203,4,43,127,6,14,83,277,6,122,9,9,6,0,152,17,158,87,14,7,3,286,95,103,160,7,21,5,391,200,37,174,9,8,4,432,870,92,384,6,26,9,1387,2428,24,464,3,46,20,2985,1069,3,144,0,14,4,1234,94,3,41,0,4,3,145,20,0,10,0,0,3,33,66,3,23,0,4,0,96,106,41,103,10,24,20,304,4975,629,1726,64,174,154,7722,Casey - South
21204,65,172,273,26,27,142,705,18,605,44,16,20,4,707,135,403,251,58,108,5,960,799,254,439,35,161,22,1710,1021,119,326,15,77,6,1564,2764,206,586,23,152,19,3750,4029,63,764,8,188,26,5078,1292,11,210,3,40,16,1572,170,0,44,0,6,3,223,39,10,15,0,3,0,67,171,5,50,0,14,3,243,260,138,218,24,66,38,744,10763,1986,3220,208,862,284,17323,Dandenong
21205,35,91,284,18,12,177,617,17,287,38,13,4,3,362,73,208,233,36,27,6,583,122,127,226,24,20,7,526,125,44,176,11,17,0,373,646,58,306,10,32,4,1056,2773,89,608,8,43,15,3536,3704,13,563,7,30,17,4334,1288,5,240,0,15,9,1557,350,4,77,0,7,0,438,242,7,108,4,8,0,369,197,71,190,15,25,44,542,9572,1004,3049,146,240,282,14293,Monash
21301,43,92,287,8,14,188,632,16,224,33,7,17,0,297,80,310,193,39,40,9,671,498,215,413,47,99,18,1290,561,77,391,25,90,15,1159,1723,157,747,22,155,23,2827,3378,61,778,6,176,30,4429,736,9,172,4,32,0,953,66,3,39,0,6,3,117,23,0,12,0,3,0,38,109,4,42,0,10,0,165,210,105,231,17,60,44,667,7443,1257,3338,175,702,330,13245,Brimbank
21302,13,80,122,7,13,94,329,0,243,14,8,4,3,272,40,195,92,17,11,4,359,224,95,164,24,55,3,565,276,35,149,16,31,4,511,997,60,272,22,43,3,1397,1819,30,348,3,52,12,2264,1039,3,175,8,12,3,1240,419,3,54,0,3,0,479,130,0,20,0,0,0,150,146,7,25,0,4,3,185,92,71,75,5,19,15,277,5195,822,1510,110,247,144,8028,Hobsons Bay
21303,17,167,129,21,17,81,432,10,498,22,14,9,0,553,90,321,130,37,20,10,608,509,175,223,49,39,5,1000,439,78,175,27,29,10,758,978,114,305,36,61,14,1508,1916,43,433,3,53,8,2456,1692,5,267,3,18,4,1989,432,0,94,3,4,3,536,102,5,20,0,0,3,130,98,11,28,3,6,0,146,97,101,104,16,26,13,357,6380,1518,1930,212,282,151,10473,Maribyrnong
21304,16,51,125,0,23,83,298,0,120,17,16,10,5,168,39,166,88,26,28,4,351,290,99,243,45,61,3,741,415,52,261,13,34,0,775,1527,33,348,5,26,13,1952,2052,10,324,7,43,14,2450,750,0,107,0,12,3,872,60,3,24,0,3,0,90,24,0,8,0,3,0,35,38,4,17,0,0,3,62,102,34,100,15,18,20,289,5313,572,1662,127,261,148,8083,Melton - Bacchus Marsh
21305,29,65,157,13,6,90,360,3,129,15,3,7,0,157,52,146,132,16,22,6,374,327,96,317,36,51,8,835,510,48,302,34,85,9,988,2650,103,552,17,91,11,3424,4702,14,564,4,58,16,5358,1327,4,186,0,19,5,1541,182,4,36,0,3,0,225,59,0,14,0,0,0,73,124,4,31,0,6,0,165,177,61,127,10,35,30,440,10142,674,2433,133,383,175,13940,Wyndham
21401,17,121,140,15,14,125,432,9,407,35,39,28,4,522,84,288,193,47,32,5,649,528,170,344,21,86,7,1156,616,66,325,36,102,11,1156,2167,139,555,18,75,20,2974,3340,26,542,7,43,21,3979,1085,4,185,3,8,8,1293,200,0,47,0,6,0,253,47,0,15,0,0,0,62,94,10,27,0,3,0,134,167,78,109,18,14,28,414,8354,1309,2517,204,411,229,13024,Frankston
21402,20,100,279,3,47,237,686,12,320,38,8,17,3,398,84,212,217,23,72,5,613,463,129,369,13,79,6,1059,557,83,342,11,94,3,1090,1593,74,426,6,75,17,2191,2162,16,445,0,46,13,2682,1170,5,207,4,8,8,1402,288,3,48,0,5,3,347,98,3,16,0,4,0,121,125,3,39,0,6,3,176,154,75,146,6,30,17,428,6726,1023,2572,74,483,315,11193,Mornington Peninsula
21501,16,145,309,15,116,249,850,61,180,93,30,21,3,388,526,160,418,45,90,15,1254,893,116,300,8,47,8,1372,220,5,93,5,16,0,339,285,12,62,6,9,0,374,131,7,40,5,4,0,187,52,4,13,0,0,0,69,8,0,0,0,3,0,11,0,0,5,5,0,0,10,8,9,16,0,7,0,40,47,57,73,18,43,25,263,2247,695,1422,137,356,300,5157,Grampians
21502,9,105,148,51,76,131,520,29,233,29,29,23,0,343,353,297,242,23,95,20,1030,972,113,376,29,64,11,1565,531,16,181,6,30,0,764,646,11,123,4,30,3,817,262,8,51,0,7,0,328,66,0,14,0,3,0,83,7,0,3,0,3,0,13,0,0,0,0,4,0,4,16,3,8,0,3,3,33,48,53,54,9,22,21,207,2939,839,1229,151,360,189,5707,Mildura
21503,11,106,238,22,139,161,677,28,146,61,5,43,3,286,322,166,250,22,89,8,857,481,77,218,32,61,6,875,189,17,94,0,25,3,328,163,4,56,0,11,3,237,59,3,37,3,8,0,110,14,0,5,0,4,0,23,0,3,3,0,0,0,6,0,0,0,0,0,0,0,3,4,16,0,3,0,26,30,39,59,11,40,12,191,1300,565,1037,95,423,196,3616,Murray River - Swan Hill
21601,6,55,113,22,51,111,358,11,194,31,21,14,3,274,173,156,216,20,50,5,620,424,100,221,19,41,6,811,291,32,89,3,7,0,422,400,16,58,3,9,5,491,154,3,41,0,5,0,203,27,0,8,0,3,0,38,6,0,3,0,0,0,9,5,0,0,0,0,0,5,6,0,6,0,0,0,12,27,25,35,4,35,10,136,1530,581,821,92,215,140,3379,Campaspe
21602,6,38,123,7,67,98,339,18,93,25,3,16,3,158,128,118,154,16,37,3,456,401,47,185,7,34,5,679,184,0,91,3,17,0,295,191,6,53,3,5,5,263,103,0,36,0,3,3,145,30,0,8,0,0,0,38,0,0,4,0,0,3,7,0,0,0,0,3,0,3,3,0,5,0,0,0,8,18,24,35,0,33,9,119,1082,326,719,39,215,129,2510,Moira
21603,12,110,118,15,51,97,403,13,248,32,32,36,9,370,269,262,209,42,106,16,904,877,249,322,50,82,14,1594,516,40,220,14,32,10,832,734,11,201,9,36,9,1000,464,12,90,6,16,0,588,119,3,38,0,7,5,172,14,4,7,0,3,0,28,3,0,3,0,0,0,6,13,9,11,0,3,3,39,59,76,67,14,41,14,271,3093,1024,1318,182,413,177,6207,Shepparton
21701,13,60,156,10,87,118,444,24,139,70,27,8,3,271,188,115,248,27,35,7,620,353,64,263,13,36,0,729,223,28,132,4,15,4,406,242,8,75,0,8,0,333,113,0,39,0,6,0,158,26,5,10,0,0,0,41,6,0,3,0,0,3,12,0,0,0,0,0,0,0,3,4,9,0,5,0,21,24,25,36,3,35,9,132,1215,448,1041,84,235,144,3167,Glenelg - Southern Grampians
21702,16,114,324,19,210,314,997,26,316,67,16,20,3,448,229,292,406,43,88,5,1063,763,249,550,42,81,9,1694,462,50,310,3,36,3,864,815,17,280,6,18,3,1139,623,7,189,6,20,10,855,312,3,71,0,3,5,394,43,3,17,0,0,0,63,12,0,5,0,3,0,20,26,7,29,0,0,0,62,38,65,124,13,87,22,349,3365,1123,2372,148,566,374,7948,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,8,165,55,3,3,42,276,0,170,3,20,0,0,193,0,233,43,22,13,0,311,13,138,74,29,9,3,266,15,39,77,8,15,9,163,64,46,117,10,8,3,248,704,20,372,8,37,3,1144,1459,5,494,7,39,13,2017,409,0,88,0,4,0,501,71,0,24,3,3,0,101,70,3,22,0,0,0,95,30,60,52,8,12,6,168,2843,879,1421,118,143,79,5483,Capalaba
30102,17,160,84,9,24,83,377,0,158,9,12,9,3,191,16,118,75,22,19,5,255,192,79,144,101,12,7,535,186,13,130,37,20,7,393,250,18,177,14,13,3,475,627,11,290,3,19,10,960,1751,3,423,5,31,3,2216,792,0,155,4,8,4,963,168,0,40,0,4,0,212,126,0,39,3,5,3,176,57,50,54,12,17,13,203,4182,610,1620,222,181,141,6956,Cleveland - Stradbroke
30103,14,197,71,9,13,47,351,3,246,8,16,3,0,276,12,233,61,15,5,5,331,52,112,98,27,23,0,312,74,41,90,25,29,3,262,189,36,126,7,18,4,380,797,16,324,21,20,7,1185,2063,8,617,27,55,13,2783,617,0,114,0,9,0,740,220,0,32,0,0,0,252,160,8,30,0,3,0,201,54,63,50,8,11,18,204,4255,960,1621,155,189,97,7277,Wynnum - Manly
30201,5,26,29,3,0,30,93,0,27,3,7,0,0,37,6,30,27,5,4,0,72,10,18,31,3,24,3,89,10,9,34,3,61,0,117,41,6,61,3,28,0,139,350,6,226,13,45,5,645,840,3,296,7,22,11,1179,307,0,38,0,7,4,356,77,0,10,0,0,0,87,46,0,13,0,0,0,59,26,5,22,3,15,6,77,1718,130,790,47,206,59,2950,Bald Hills - Everton Park
30202,14,330,80,16,8,55,503,3,333,13,4,0,0,353,30,338,70,33,39,8,518,80,169,145,13,68,4,479,120,37,148,16,30,0,351,319,50,199,9,52,0,629,1393,43,531,9,84,12,2072,2299,13,520,7,55,11,2905,445,0,79,0,7,0,531,88,0,24,0,3,0,115,98,8,22,0,3,3,134,78,91,56,12,21,18,276,4967,1412,1887,119,370,111,8866,Chermside
30203,7,146,48,12,8,29,250,4,152,5,3,0,0,164,14,130,42,33,7,0,226,46,92,78,30,7,0,253,93,21,93,3,5,0,215,237,27,145,14,9,4,436,983,11,287,5,20,7,1313,1358,0,262,3,30,11,1664,261,0,67,0,3,0,331,47,0,17,0,0,0,64,30,4,10,0,0,0,44,36,31,39,10,8,9,133,3116,614,1093,113,97,60,5093,Nundah
30204,9,209,58,11,9,50,346,4,233,4,5,0,4,250,28,249,44,9,13,0,343,127,151,92,24,46,4,444,82,54,105,11,31,4,287,200,51,140,22,34,5,452,1098,40,374,7,56,10,1585,1654,13,392,20,48,13,2140,150,0,31,0,3,3,187,31,0,11,0,0,0,42,26,5,9,0,0,0,40,50,62,56,0,11,18,197,3459,1067,1316,109,251,111,6313,Sandgate
30301,11,115,52,3,11,37,229,0,170,5,3,5,0,183,19,149,27,6,3,0,204,20,70,70,7,3,0,170,23,22,38,9,0,0,92,69,21,81,8,3,5,187,419,33,200,3,12,3,670,1529,6,390,15,42,17,1999,540,0,103,5,3,4,655,171,0,43,3,3,0,220,131,0,22,0,0,0,153,38,36,31,3,3,8,119,2970,622,1062,65,88,74,4881,Carindale
30302,10,500,105,3,9,66,693,7,485,21,9,0,0,522,58,308,103,41,11,0,521,171,144,232,45,25,7,624,243,43,211,7,14,3,521,767,22,356,12,22,10,1189,2158,35,706,10,53,16,2978,2498,12,625,12,24,10,3181,764,3,225,0,12,4,1008,264,3,72,3,3,0,345,199,12,65,0,6,3,285,86,90,71,10,17,19,293,7225,1657,2792,152,196,138,12160,Holland Park - Yeronga
30303,8,169,101,5,19,63,365,3,184,10,14,3,3,217,14,210,59,10,23,0,316,37,136,89,19,107,3,391,43,21,80,7,35,3,189,135,40,106,15,68,0,364,565,33,328,13,65,12,1016,1956,16,644,19,90,14,2739,447,4,150,9,21,4,635,99,0,62,0,8,0,169,59,7,35,0,4,3,108,47,52,82,6,22,14,223,3413,872,1746,117,465,119,6732,Mt Gravatt
30304,8,133,45,4,7,37,234,5,144,8,3,0,3,163,19,131,52,7,7,0,216,58,59,96,10,11,3,237,65,15,71,8,10,0,169,158,17,124,5,13,3,320,540,12,291,9,21,6,879,999,5,273,6,33,8,1324,198,0,65,4,9,0,276,73,5,29,3,7,0,117,34,0,20,3,3,0,60,27,39,42,9,7,14,138,2184,560,1116,71,128,74,4133,Nathan
30305,3,81,74,3,7,24,192,0,78,5,0,0,0,83,15,135,33,10,8,3,204,13,82,43,20,10,0,168,16,31,59,5,14,0,125,72,27,79,3,20,0,201,577,15,244,9,25,12,882,1834,4,371,30,56,14,2309,302,0,48,5,5,3,363,65,0,16,0,0,0,81,17,0,10,0,0,5,32,49,26,47,6,11,6,145,2963,479,1029,91,156,67,4785,Rocklea - Acacia Ridge
30503,10,228,95,14,19,79,445,3,195,16,12,0,3,229,54,166,133,55,19,0,427,210,133,295,79,23,11,751,272,33,222,13,18,9,567,766,45,347,32,23,9,1222,2192,49,724,9,49,22,3045,2768,14,729,9,42,11,3573,1402,3,394,12,11,3,1825,575,3,175,4,9,3,769,584,7,163,3,11,3,771,114,69,97,9,25,30,344,8950,945,3390,251,249,183,13968,Brisbane Inner - North
