SA3_MAIN11,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total,SA3_NAME11
31502,1916,104,327,158,8,2513,4917,227,556,229,32,5961,226,9,25,15,0,275,331,29,108,34,0,502,5474,265,689,278,32,6738,369,28,69,90,0,556,7759,397,1085,526,40,9807,Outback - North
31503,1900,58,129,86,16,2189,4071,42,99,87,30,4329,187,3,3,3,3,199,260,10,21,5,3,299,4518,55,123,95,36,4827,316,11,21,28,3,379,6734,124,273,209,55,7395,Outback - South
31601,1554,539,233,21,0,2347,11241,1061,446,19,0,12767,380,68,29,3,0,480,308,59,37,7,0,411,11929,1188,512,29,0,13658,403,79,50,9,0,541,13886,1806,795,59,0,16546,Buderim
31602,2852,1191,898,269,3,5213,14788,1799,2441,263,3,19294,537,118,111,35,0,801,670,128,254,18,0,1070,15995,2045,2806,316,3,21165,502,139,118,27,0,786,19349,3375,3822,612,6,27164,Caloundra
31603,1539,848,1131,177,0,3695,8661,2246,3695,201,14,14817,340,116,184,7,0,647,404,213,470,26,5,1118,9405,2575,4349,234,19,16582,368,139,210,35,0,752,11312,3562,5690,446,19,21029,Maroochy
31604,2819,162,450,221,7,3659,14240,282,533,234,8,15297,669,27,33,12,0,741,560,31,89,31,0,711,15469,340,655,277,8,16749,587,29,75,27,0,718,18875,531,1180,525,15,21126,Nambour - Pomona
31605,1219,541,381,60,3,2204,8217,1169,1066,87,3,10542,315,71,41,4,0,431,299,85,123,4,0,511,8831,1325,1230,95,3,11484,283,78,63,3,0,427,10333,1944,1674,158,6,14115,Noosa
31102,1797,560,294,13,0,2664,7638,1022,306,8,4,8978,298,65,16,0,0,379,454,110,47,0,3,614,8390,1197,369,8,7,9971,394,88,41,5,0,528,10581,1845,704,26,7,13163,Beenleigh
31103,3120,208,69,83,0,3480,16259,431,105,68,6,16869,654,14,0,4,0,672,872,56,14,16,0,958,17785,501,119,88,6,18499,746,41,15,7,0,809,21651,750,203,178,6,22788,Browns Plains
31104,1264,11,30,4,3,1312,8546,22,51,9,5,8633,512,4,0,0,0,516,393,5,0,3,0,401,9451,31,51,12,5,9550,357,0,5,0,0,362,11072,42,86,16,8,11224,Jimboomba
31105,2116,340,64,69,0,2589,12795,1033,91,63,3,13985,421,51,3,4,0,479,566,109,9,10,0,694,13782,1193,103,77,3,15158,550,60,18,15,0,643,16448,1593,185,161,3,18390,Loganlea - Carbrook
31106,3297,877,603,55,6,4838,15293,2174,761,47,5,18280,431,114,51,3,0,599,682,222,78,8,0,990,16406,2510,890,58,5,19869,757,159,103,11,0,1030,20460,3546,1596,124,11,25737,Springwood - Kingston
31201,1634,141,211,178,7,2171,6886,392,256,248,12,7794,285,19,14,19,0,337,333,34,44,41,4,456,7504,445,314,308,16,8587,333,24,43,34,0,434,9471,610,568,520,23,11192,Bowen Basin - North
40101,116,383,541,3,3,1046,799,2136,3147,19,13,6114,31,84,128,0,0,243,42,183,304,4,0,533,872,2403,3579,23,13,6890,30,81,131,0,0,242,1018,2867,4251,26,16,8178,Adelaide City
40102,3178,274,194,37,8,3691,17482,310,201,52,4,18049,1083,23,18,0,0,1124,770,25,24,3,0,822,19335,358,243,55,4,19995,637,37,26,13,0,713,23150,669,463,105,12,24399,Adelaide Hills
40105,1622,774,915,3,3,3317,5857,2297,1952,14,4,10124,237,117,108,3,0,465,245,176,209,0,0,630,6339,2590,2269,17,4,11219,222,106,139,0,0,467,8183,3470,3323,20,7,15003,Norwood - Payneham - St Peters
40106,1310,265,434,10,3,2022,5804,751,880,21,3,7459,228,33,61,0,0,322,220,89,103,3,0,415,6252,873,1044,24,3,8196,215,54,71,0,0,340,7777,1192,1549,34,6,10558,Prospect - Walkerville
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,2288,425,158,123,0,2994,9650,462,168,116,10,10406,491,33,10,10,0,544,666,57,26,16,0,765,10807,552,204,142,10,11715,392,49,16,21,0,478,13487,1026,378,286,10,15187,Augusta - Margaret River - Busselton
50102,5480,968,419,147,9,7023,20877,1070,547,158,17,22669,1116,83,39,12,0,1250,1412,135,75,22,0,1644,23405,1288,661,192,17,25563,947,139,59,110,0,1255,29832,2395,1139,449,26,33841,Bunbury
50103,1895,53,128,25,5,2106,5119,33,61,40,7,5260,382,3,5,0,0,390,267,3,14,3,0,287,5768,39,80,43,7,5937,237,4,13,6,0,260,7900,96,221,74,12,8303,Manjimup
50201,4660,1175,522,214,4,6575,18360,1565,820,202,17,20964,1034,131,63,24,0,1252,1099,186,96,19,0,1400,20493,1882,979,245,17,23616,836,197,84,32,0,1149,25989,3254,1585,491,21,31340,Mandurah
50301,1359,471,772,4,0,2606,14309,1592,2414,7,19,18341,398,75,122,0,0,595,367,79,312,0,0,758,15074,1746,2848,7,19,19694,391,91,156,0,3,641,16824,2308,3776,11,22,22941,Cottesloe - Claremont
50302,2189,908,2443,4,6,5550,13004,4735,10301,108,36,28184,399,179,450,0,0,1028,543,401,1326,14,3,2287,13946,5315,12077,122,39,31499,406,180,459,5,0,1050,16541,6403,14979,131,45,38099,Perth City
50401,4029,1183,979,0,0,6191,15560,3110,2135,10,11,20826,676,136,100,0,0,912,741,237,261,0,3,1242,16977,3483,2496,10,14,22980,676,210,177,0,0,1063,21682,4876,3652,10,14,30234,Bayswater - Bassendean
40504,3002,174,105,80,0,3361,5315,106,28,70,0,5519,427,16,3,4,0,450,303,9,9,11,0,332,6045,131,40,85,0,6301,269,32,13,5,0,319,9316,337,158,170,0,9981,Yorke Peninsula
40601,4468,1354,517,81,0,6420,10823,1609,378,112,13,12935,616,89,19,6,0,730,684,207,61,20,3,975,12123,1905,458,138,16,14640,628,156,60,39,0,883,17219,3415,1035,258,16,21943,Eyre Peninsula and South West
40602,2491,220,176,55,8,2950,4843,244,179,65,22,5353,226,12,16,4,3,261,342,37,30,12,3,424,5411,293,225,81,28,6038,319,42,28,19,3,411,8221,555,429,155,39,9399,Outback - North and East
40701,4173,365,279,80,3,4900,11169,389,163,90,9,11820,859,38,11,6,0,914,668,34,33,10,0,745,12696,461,207,106,9,13479,432,40,33,12,0,517,17301,866,519,198,12,18896,Fleurieu - Kangaroo Island
40702,5662,444,759,50,3,6918,13721,367,547,66,15,14716,951,26,32,3,0,1012,932,63,126,8,3,1132,15604,456,705,77,18,16860,653,54,96,10,3,816,21919,954,1560,137,24,24594,Limestone Coast
40703,6893,725,550,127,4,8299,13792,454,253,160,21,14680,1124,38,42,8,3,1215,1033,77,45,23,0,1178,15949,569,340,191,24,17073,821,82,80,49,3,1035,23663,1376,970,367,31,26407,Murray and Mallee
50402,1956,238,82,3,0,2279,10003,222,49,6,4,10284,461,19,4,4,0,488,320,12,0,0,0,332,10784,253,53,10,4,11104,444,27,14,16,0,501,13184,518,149,29,4,13884,Mundaring
50403,4367,525,443,116,7,5458,23581,1141,642,110,16,25490,884,65,36,7,0,992,1166,139,76,8,0,1389,25631,1345,754,125,16,27871,997,100,60,55,0,1212,30995,1970,1257,296,23,34541,Swan
50501,4447,652,504,66,0,5669,39956,1670,971,74,10,42681,1372,116,65,7,0,1560,1357,126,118,14,0,1615,42685,1912,1154,95,10,45856,1286,100,89,8,0,1483,48418,2664,1747,169,10,53008,Joondalup
40107,1212,588,687,0,0,2487,6985,1930,1717,5,7,10644,220,113,114,0,0,447,237,179,227,0,0,643,7442,2222,2058,5,7,11734,233,102,76,0,4,415,8887,2912,2821,5,11,14636,Unley
40201,2018,426,101,25,0,2570,7458,316,111,26,3,7914,441,30,13,0,0,484,390,41,19,4,0,454,8289,387,143,30,3,8852,318,42,14,11,3,388,10625,855,258,66,6,11810,Gawler - Two Wells
40202,4987,1888,699,49,0,7623,15608,1824,407,51,0,17890,879,110,29,3,0,1021,1264,260,55,5,3,1587,17751,2194,491,59,3,20498,852,279,96,6,0,1233,23590,4361,1286,114,3,29354,Playford
40203,4327,1086,738,23,0,6174,12173,1532,1184,22,4,14915,631,103,81,3,0,818,708,168,140,0,0,1016,13512,1803,1405,25,4,16749,617,151,98,3,0,869,18456,3040,2241,51,4,23792,Port Adelaide - East
40204,8028,1459,1029,46,4,10566,27196,2146,1258,58,8,30666,1358,140,60,8,3,1569,1752,290,172,7,0,2221,30306,2576,1490,73,11,34456,1347,187,150,3,0,1687,39681,4222,2669,122,15,46709,Salisbury
40205,4460,1071,429,3,0,5963,23682,1255,505,4,7,25453,983,108,29,0,0,1120,906,121,69,0,0,1096,25571,1484,603,4,7,27669,781,118,45,0,0,944,30812,2673,1077,7,7,34576,Tea Tree Gully
40302,4741,1915,1275,3,0,7934,17960,3312,1498,5,3,22778,902,198,97,0,0,1197,873,315,211,0,0,1399,19735,3825,1806,5,3,25374,721,271,139,3,0,1134,25197,6011,3220,11,3,34442,Marion
40303,2739,476,796,8,0,4019,14886,995,1280,30,3,17194,635,76,89,0,0,800,457,75,171,5,0,708,15978,1146,1540,35,3,18702,448,52,90,5,0,595,19165,1674,2426,48,3,23316,Mitcham
40304,8898,1481,970,177,5,11531,40341,1457,928,123,27,42876,2041,129,61,7,0,2238,2179,158,149,25,0,2511,44561,1744,1138,155,27,47625,1534,171,93,12,0,1810,54993,3396,2201,344,32,60966,Onkaparinga
40401,7443,2200,1669,26,3,11341,19561,3469,2293,37,8,25368,1010,186,170,3,0,1369,998,321,334,6,0,1659,21569,3976,2797,46,8,28396,942,298,252,3,0,1495,29954,6474,4718,75,11,41232,Charles Sturt
40402,4049,1447,1049,28,5,6578,10146,1895,1263,59,11,13374,514,123,81,0,0,718,586,202,202,9,3,1002,11246,2220,1546,68,14,15094,581,198,160,0,0,939,15876,3865,2755,96,19,22611,Port Adelaide - West
40403,3658,868,1475,3,3,6007,10596,1862,3062,14,6,15540,493,92,163,3,0,751,511,188,419,4,0,1122,11600,2142,3644,21,6,17413,506,125,213,3,0,847,15764,3135,5332,27,9,24267,West Torrens
40501,2577,151,161,28,0,2917,7964,188,123,46,9,8330,509,13,8,3,0,533,411,26,21,10,0,468,8884,227,152,59,9,9331,306,10,14,6,0,336,11767,388,327,93,9,12584,Barossa
40502,2260,85,90,27,3,2465,5046,59,43,59,4,5211,387,5,3,0,0,395,350,7,3,3,0,363,5783,71,49,62,4,5969,229,7,21,0,3,260,8272,163,160,89,10,8694,Lower North
40503,3182,396,274,47,3,3902,5648,206,77,46,4,5981,384,19,9,3,0,415,345,44,10,10,0,409,6377,269,96,59,4,6805,322,46,32,11,0,411,9881,711,402,117,7,11118,Mid North
50502,7788,4248,1974,40,3,14053,31057,13042,4369,64,19,48551,1243,590,256,6,0,2095,1395,1096,572,0,0,3063,33695,14728,5197,70,19,53709,1417,695,359,9,0,2480,42900,19671,7530,119,22,70242,Stirling
50503,5478,899,293,151,0,6821,35082,2149,515,103,3,37852,1331,95,26,9,0,1461,1823,207,55,11,0,2096,38236,2451,596,123,3,41409,1455,128,59,7,0,1649,45169,3478,948,281,3,49879,Wanneroo
50602,3141,1027,907,9,7,5091,11539,3055,2634,11,17,17256,547,127,139,4,3,820,709,292,279,3,3,1286,12795,3474,3052,18,23,19362,614,216,167,0,0,997,16550,4717,4126,27,30,25450,Belmont - Victoria Park
50603,3315,887,874,21,0,5097,18817,2645,1539,12,9,23022,746,110,90,0,0,946,765,179,128,3,0,1075,20328,2934,1757,15,9,25043,744,211,149,0,0,1104,24387,4032,2780,36,9,31244,Canning
50607,951,726,578,0,3,2258,6688,3224,2430,0,3,12345,225,134,103,0,0,462,221,247,274,0,0,742,7134,3605,2807,0,3,13549,222,132,95,0,0,449,8307,4463,3480,0,6,16256,South Perth
40103,1383,485,857,7,0,2732,9138,1521,1701,3,0,12363,383,73,109,0,0,565,241,82,176,3,0,502,9762,1676,1986,6,0,13430,251,71,111,0,0,433,11396,2232,2954,13,0,16595,Burnside
40104,3336,544,699,3,0,4582,10227,1203,888,7,4,12329,549,73,63,0,0,685,437,81,105,0,0,623,11213,1357,1056,7,4,13637,434,84,81,0,0,599,14983,1985,1836,10,4,18818,Campbelltown (SA)
50801,957,153,86,62,3,1261,3170,186,99,62,3,3520,172,13,6,3,3,197,223,13,16,11,0,263,3565,212,121,76,6,3980,155,20,17,16,0,208,4677,385,224,154,9,5449,Esperance
50802,527,71,71,148,9,826,1591,90,59,183,15,1938,88,12,4,11,0,115,114,13,15,24,0,166,1793,115,78,218,15,2219,115,30,10,44,0,199,2435,216,159,410,24,3244,Gascoyne
50803,1999,291,164,136,9,2599,7156,590,437,175,30,8388,284,30,22,10,0,346,459,67,66,36,4,632,7899,687,525,221,34,9366,409,53,34,32,3,531,10307,1031,723,389,46,12496,Goldfields
50804,2125,234,140,309,38,2846,3761,331,292,549,58,4991,198,12,10,20,0,240,461,78,47,83,5,674,4420,421,349,652,63,5905,310,48,23,105,8,494,6855,703,512,1066,109,9245,Kimberley
50805,3596,373,404,213,11,4597,10747,345,378,200,17,11687,734,29,19,15,3,800,719,57,55,28,6,865,12200,431,452,243,26,13352,597,58,52,38,5,750,16393,862,908,494,42,18699,Mid West
50806,1087,242,130,128,14,1601,7533,972,458,424,43,9430,261,44,14,17,6,342,408,118,82,64,4,676,8202,1134,554,505,53,10448,342,78,43,120,3,586,9631,1454,727,753,70,12635,Pilbara
50901,4239,442,296,94,0,5071,12360,432,214,120,9,13135,792,26,22,4,0,844,789,49,27,16,0,881,13941,507,263,140,9,14860,552,72,55,47,0,726,18732,1021,614,281,9,20657,Albany
50902,4417,184,223,114,12,4950,12036,143,111,168,18,12476,785,9,13,5,5,817,715,22,27,19,0,783,13536,174,151,192,23,14076,597,27,29,26,3,682,18550,385,403,332,38,19708,Wheat Belt - North
50903,1728,127,125,37,0,2017,4531,70,75,49,0,4725,266,8,10,0,0,284,261,22,11,11,0,305,5058,100,96,60,0,5314,224,13,13,17,4,271,7010,240,234,114,4,7602,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
60101,1219,50,162,0,0,1431,3168,26,169,14,0,3377,196,0,9,0,0,205,288,9,41,0,0,338,3652,35,219,14,0,3920,157,9,17,0,0,183,5028,94,398,14,0,5534,Brighton
60102,3578,420,366,15,0,4379,11606,493,416,31,3,12549,666,34,25,0,0,725,641,63,69,4,0,777,12913,590,510,35,3,14051,534,52,44,3,0,633,17025,1062,920,53,3,19063,Hobart - North East
60103,4775,677,1299,34,0,6785,10107,479,933,42,6,11567,621,51,71,3,0,746,733,78,138,3,0,952,11461,608,1142,48,6,13265,585,65,135,0,0,785,16821,1350,2576,82,6,20835,Hobart - North West
60104,1550,156,255,14,0,1975,7604,267,404,20,0,8295,435,16,31,0,0,482,382,38,53,5,0,478,8421,321,488,25,0,9255,263,17,25,3,0,308,10234,494,768,42,0,11538,Hobart - South and West
60105,1953,434,1074,28,0,3489,10129,1402,2294,94,29,13948,479,72,92,6,3,652,526,160,322,9,3,1020,11134,1634,2708,109,35,15620,341,59,141,4,0,545,13428,2127,3923,141,35,19654,Hobart Inner
60106,1260,79,58,11,0,1408,3464,80,32,19,0,3595,235,6,4,0,3,248,256,12,4,4,0,276,3955,98,40,23,3,4119,182,5,7,0,3,197,5397,182,105,34,6,5724,Sorell - Dodges Ferry
60201,5845,1002,1194,53,0,8094,17236,946,1236,67,19,19504,843,61,86,4,0,994,1022,180,194,14,3,1413,19101,1187,1516,85,22,21911,785,112,130,8,3,1038,25731,2301,2840,146,25,31043,Launceston
60202,1998,125,79,38,0,2240,5187,121,46,35,4,5393,358,7,3,4,0,372,268,8,9,4,0,289,5813,136,58,43,4,6054,239,13,18,4,0,274,8050,274,155,85,4,8568,Meander Valley - West Tamar
60203,3953,134,243,55,0,4385,8099,77,122,43,3,8344,599,6,11,8,0,624,534,13,20,9,0,576,9232,96,153,60,3,9544,413,10,32,3,3,461,13598,240,428,118,6,14390,North East
60301,1339,37,27,6,3,1412,2244,39,9,14,0,2306,207,6,0,4,0,217,174,0,4,0,0,178,2625,45,13,18,0,2701,136,3,3,8,0,150,4100,85,43,32,3,4263,Central Highlands (Tas.)
60302,1593,57,28,40,0,1718,4220,36,20,52,3,4331,297,3,3,4,0,307,306,0,3,9,0,318,4823,39,26,65,3,4956,212,14,3,8,0,237,6628,110,57,113,3,6911,Huon - Bruny Island
60303,819,31,17,23,3,893,1354,36,19,46,0,1455,100,0,6,0,0,106,105,6,0,0,0,111,1559,42,25,46,0,1672,85,0,5,7,0,97,2463,73,47,76,3,2662,South East Coast
60401,4405,456,687,64,3,5615,10469,260,437,61,0,11227,605,26,30,4,0,665,619,37,75,6,0,737,11693,323,542,71,0,12629,523,63,75,9,0,670,16621,842,1304,144,3,18914,Burnie - Ulverstone
60402,3846,522,322,75,0,4765,9414,335,259,70,17,10095,564,40,17,0,0,621,551,51,50,18,0,670,10529,426,326,88,17,11386,442,96,47,44,0,629,14817,1044,695,207,17,16780,Devonport
60403,1769,19,146,16,0,1950,4044,21,77,35,0,4177,263,0,8,3,0,274,301,4,14,6,0,325,4608,25,99,44,0,4776,196,6,14,5,0,221,6573,50,259,65,0,6947,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,300,181,631,66,9,1187,1844,951,2719,117,13,5644,88,42,115,4,3,252,123,115,392,20,3,653,2055,1108,3226,141,19,6549,82,39,167,107,3,398,2437,1328,4024,314,31,8134,Darwin City
70102,1499,505,654,57,9,2724,8196,1584,1445,184,40,11449,352,80,95,7,0,534,472,176,207,16,3,874,9020,1840,1747,207,43,12857,418,148,132,36,0,734,10937,2493,2533,300,52,16315,Darwin Suburbs
70103,742,28,34,142,3,949,3330,163,40,240,10,3783,219,12,0,15,0,246,238,7,4,32,0,281,3787,182,44,287,10,4310,175,7,8,35,0,225,4704,217,86,464,13,5484,Litchfield
70204,824,28,44,6,0,902,1186,113,179,6,12,1496,49,12,7,0,0,68,87,9,24,0,0,120,1322,134,210,6,12,1684,35,4,11,3,4,57,2181,166,265,15,16,2643,East Arnhem
70205,1175,78,140,96,9,1498,1647,124,109,114,21,2015,89,0,7,14,0,110,277,22,24,18,4,345,2013,146,140,146,25,2470,212,19,63,103,6,403,3400,243,343,345,40,4371,Katherine
40301,1149,650,1227,14,5,3045,5600,1710,2145,28,3,9486,248,103,125,6,0,482,219,133,280,6,0,638,6067,1946,2550,40,3,10606,189,71,252,0,0,512,7405,2667,4029,54,8,14163,Holdfast Bay
70104,787,261,245,15,0,1308,5257,542,575,13,8,6395,146,25,42,0,0,213,385,76,101,3,0,565,5788,643,718,16,8,7173,207,44,49,17,0,317,6782,948,1012,48,8,8798,Palmerston
70202,456,23,36,50,16,581,433,22,50,29,8,542,33,0,4,3,0,40,45,11,7,14,0,77,511,33,61,46,8,659,75,11,11,23,0,120,1042,67,108,119,24,1360,Barkly
70203,1487,5,104,155,11,1762,927,17,126,109,13,1192,54,0,8,5,0,67,180,0,26,13,3,222,1161,17,160,127,16,1481,92,3,12,30,0,137,2740,25,276,312,27,3380,Daly - Tiwi - West Arnhem
50601,3261,452,381,41,3,4138,14160,664,515,42,3,15384,616,39,21,0,0,676,871,79,78,9,0,1037,15647,782,614,51,3,17097,606,70,48,6,0,730,19514,1304,1043,98,6,21965,Armadale
50604,5276,540,528,57,3,6404,23987,956,672,68,5,25688,1086,62,51,0,0,1199,1340,103,53,15,5,1516,26413,1121,776,83,10,28403,1135,82,73,4,0,1294,32824,1743,1377,144,13,36101,Gosnells
50605,2440,266,97,24,0,2827,13835,415,104,42,0,14396,570,33,9,5,0,617,469,15,4,0,3,491,14874,463,117,47,3,15504,481,41,17,3,0,542,17795,770,231,74,3,18873,Kalamunda
50606,716,8,0,3,0,727,4240,7,10,19,3,4279,233,5,0,0,0,238,241,0,3,3,0,247,4714,12,13,22,3,4764,173,0,0,0,0,173,5603,20,13,25,3,5664,Serpentine - Jarrahdale
70201,1867,190,400,153,18,2628,4232,959,779,249,21,6240,184,38,46,14,4,286,321,133,125,27,6,612,4737,1130,950,290,31,7138,363,73,89,113,4,642,6967,1393,1439,556,53,10408,Alice Springs
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
80101,2658,833,355,0,3,3849,20816,3465,1960,4,12,26257,811,177,77,0,0,1065,837,289,243,0,0,1369,22464,3931,2280,4,12,28691,571,164,81,0,0,816,25693,4928,2716,4,15,33356,Belconnen
80102,28,0,4,0,0,32,126,0,0,6,0,132,7,0,0,0,0,7,12,0,0,0,0,12,145,0,0,6,0,151,3,0,0,0,0,3,176,0,4,6,0,186,Cotter - Namadgi
80103,67,5,30,80,0,182,164,15,35,78,0,292,6,3,3,3,0,15,15,0,5,9,0,29,185,18,43,90,0,336,13,0,3,8,0,24,265,23,76,178,0,542,Fyshwick - Pialligo - Hume
80104,729,405,66,6,0,1206,9694,3020,435,9,0,13158,312,102,10,0,0,424,457,311,73,0,3,844,10463,3433,518,9,3,14426,260,77,19,0,0,356,11452,3915,603,15,3,15988,Gungahlin
80105,1313,436,925,5,3,2682,7215,1817,4010,5,11,13058,264,85,146,0,3,498,357,161,548,0,0,1066,7836,2063,4704,5,14,14622,196,78,162,0,0,436,9345,2577,5791,10,17,17740,North Canberra
80106,649,212,401,4,0,1266,4222,652,2497,0,0,7371,149,32,86,0,0,267,161,58,310,0,3,532,4532,742,2893,0,3,8170,137,26,91,0,0,254,5318,980,3385,4,3,9690,South Canberra
80107,2331,674,178,0,0,3183,21622,2412,499,3,7,24543,729,111,23,0,0,863,752,208,60,0,0,1020,23103,2731,582,3,7,26426,597,105,22,0,0,724,26031,3510,782,3,7,30333,Tuggeranong
80108,715,314,94,0,0,1123,5899,679,180,3,4,6765,212,43,6,0,0,261,204,67,18,3,0,292,6315,789,204,6,4,7318,141,35,7,3,0,186,7171,1138,305,9,4,8627,Weston Creek
80109,1010,287,486,0,0,1783,7124,1233,1573,0,3,9933,278,66,93,0,0,437,218,102,202,0,0,522,7620,1401,1868,0,3,10892,184,48,56,0,0,288,8814,1736,2410,0,3,12963,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,31,12,90,0,0,133,132,41,95,0,3,271,10,3,6,0,0,19,7,6,3,0,0,16,149,50,104,0,3,306,6,6,15,3,0,30,186,68,209,3,3,469,Christmas Island
90102,39,0,3,0,0,42,87,0,0,0,0,87,4,0,0,0,0,4,4,0,0,0,0,4,95,0,0,0,0,95,4,0,0,0,0,4,138,0,3,0,0,141,Cocos (Keeling) Islands
90103,36,0,0,3,3,42,29,0,0,0,8,37,3,0,0,0,0,3,3,0,0,0,0,3,35,0,0,0,8,43,0,0,0,0,0,0,71,0,0,3,11,85,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
