sa3_code16,d_0_4_fpeft_mpeft,d_0_4_fpeft_mpept,d_0_4_fpeft_mpeaw,d_0_4_fpeft_mpehns,d_0_4_fpeft_mpet,d_0_4_fpeft_mpulftw,d_0_4_fpeft_mpulptw,d_0_4_fpeft_mput,d_0_4_fpeft_mptlf,d_0_4_fpeft_mpnlf,d_0_4_fpeft_mplfsns,d_0_4_fpeft_t,d_0_4_fpept_mpeft,d_0_4_fpept_mpept,d_0_4_fpept_mpeaw,d_0_4_fpept_mpehns,d_0_4_fpept_mpet,d_0_4_fpept_mpulftw,d_0_4_fpept_mpulptw,d_0_4_fpept_mput,d_0_4_fpept_mptlf,d_0_4_fpept_mpnlf,d_0_4_fpept_mplfsns,d_0_4_fpept_t,d_0_4_fpeaw_mpeft,d_0_4_fpeaw_mpept,d_0_4_fpeaw_mpeaw,d_0_4_fpeaw_mpehns,d_0_4_fpeaw_mpet,d_0_4_fpeaw_mpulftw,d_0_4_fpeaw_mpulptw,d_0_4_fpeaw_mput,d_0_4_fpeaw_mptlf,d_0_4_fpeaw_mpnlf,d_0_4_fpeaw_mplfsns,d_0_4_fpeaw_t,d_0_4_fphns_mpeft,d_0_4_fphns_mpept,d_0_4_fphns_mpeaw,d_0_4_fphns_mpehns,d_0_4_fphns_mpet,d_0_4_fphns_mpulftw,d_0_4_fphns_mpulptw,d_0_4_fphns_mput,d_0_4_fphns_mptlf,d_0_4_fphns_mpnlf,d_0_4_fphns_mplfsns,d_0_4_fphns_t,d_0_4_fpet_mpeft,d_0_4_fpet_mpept,d_0_4_fpet_mpeaw,d_0_4_fpet_mpehns,d_0_4_fpet_mpet,d_0_4_fpet_mpulftw,d_0_4_fpet_mpulptw,d_0_4_fpet_mput,d_0_4_fpet_mptlf,d_0_4_fpet_mpnlf,d_0_4_fpet_mplfsns,d_0_4_fpet_t,d_0_4_fpulftw_mpeft,d_0_4_fpulftw_mpept,d_0_4_fpulftw_mp_eaw,d_0_4_fpulftw_mp_e_hw_ns,d_0_4_fpulftw_mpet,d_0_4_fpulftw_mpulftw,d_0_4_fpulftw_mpulptw,d_0_4_fpulftw_mput,d_0_4_fpulftw_mptlf,d_0_4_fpulftw_mpnlf,d_0_4_fpulftw_mplfsns,d_0_4_fpulftw_t,d_0_4_fpulptw_mpeft,d_0_4_fpulptw_mpept,d_0_4_fpulptw_mpeaw,d_0_4_fpulptw_mpem_hw_ns,d_0_4_fpulptw_mpet,d_0_4_fpulptw_mpulftw,d_0_4_fpulptw_mpulptw,d_0_4_fpulptw_mput,d_0_4_fpulptw_mptlf,d_0_4_fpulptw_mpnlf,d_0_4_fpulptw_mplfsns,d_0_4_fpulptw_t,d_0_4_fput_mpeft,d_0_4_fput_mpept,d_0_4_fput_mpeaw,d_0_4_fput_mp_e_hns,d_0_4_fput_mpet,d_0_4_fput_mpulftw,d_0_4_fput_mpulptw,d_0_4_fput_mput,d_0_4_fput_mptlf,d_0_4_fput_mpnlf,d_0_4_fput_mplfsns,d_0_4_fput_t,d_0_4_fptlf_mpeft,d_0_4_fptlf_mpept,d_0_4_fptlf_mpeaw,d_0_4_fptlf_mpehns,d_0_4_fptlf_mpet,d_0_4_fptlf_mpulftw,d_0_4_fptlf_mpulptw,d_0_4_fptlf_mput,d_0_4_fptlf_mptlf,d_0_4_fptlf_mpnlf,d_0_4_fptlf_mplfsns,d_0_4_fptlf_t,d_0_4_fpnlf_mpeft,d_0_4_fpnlf_mpept,d_0_4_fpnlf_mpeaw,d_0_4_fpnlf_mp_e_hns,d_0_4_fpnlf_mpet,d_0_4_fpnlf_mpuemplfftw,d_0_4_fpnlf_mpuemplfptw,d_0_4_fpnlf_mput,d_0_4_fpnlf_mptlf,d_0_4_fpnlf_mpnlf,d_0_4_fpnlf_mplfsns,d_0_4_fpnlf_t,d_0_4_fplfsns_mpeft,d_0_4_fplfsns_mpept,d_0_4_fplfsns_mpeaw,d_0_4_fplfsns_mp_e_hns,d_0_4_fplfsns_mpet,d_0_4_fplfsns_mpulftw,d_0_4_fplfsns_mpulptw,d_0_4_fplfsns_mput,d_0_4_fplfsns_mptlf,d_0_4_fplfsns_mpnlf,d_0_4_fplfsns_mplfsns,d_0_4_fplfsns_t,d_0_4_fpt_mpeft,d_0_4_fpt_mpept,d_0_4_fpt_mpeaw,d_0_4_fpt_mpehns,d_0_4_fpt_mpet,d_0_4_fpt_mpulftw,d_0_4_fpt_mpulptw,d_0_4_fpt_mput,d_0_4_fpt_mptlf,d_0_4_fpt_mpnlf,d_0_4_fpt_mplfsns,d_0_4_fpt_t,d_5_9_fpeft_mpeft,d_5_9_fpeft_mpept,d_5_9_fpeft_mpeaw,d_5_9_fpeft_mpehns,d_5_9_fpeft_mpet,d_5_9_fpeft_mpulftw,d_5_9_fpeft_mpulptw,d_5_9_fpeft_mput,d_5_9_fpeft_mptlf,d_5_9_fpeft_mpnlf,d_5_9_fpeft_mplfsns,d_5_9_fpeft_t,d_5_9_fpept_mpeft,d_5_9_fpept_mpept,d_5_9_fpept_mpeaw,d_5_9_fpept_mpehns,d_5_9_fpept_mpet,d_5_9_fpept_mpulftw,d_5_9_fpept_mpulptw,d_5_9_fpept_mput,d_5_9_fpept_mptlf,d_5_9_fpept_mpnlf,d_5_9_fpept_mplfsns,d_5_9_fpept_t,d_5_9_fpeaw_mpeft,d_5_9_fpeaw_mpept,d_5_9_fpeaw_mpeaw,d_5_9_fpeaw_mpehns,d_5_9_fpeaw_mpet,d_5_9_fpeaw_mpulftw,d_5_9_fpeaw_mpulptw,d_5_9_fpeaw_mput,d_5_9_fpeaw_mptlf,d_5_9_fpeaw_mpnlf,d_5_9_fpeaw_mplfsns,d_5_9_fpeaw_t,d_5_9_fphns_mpeft,d_5_9_fphns_mpept,d_5_9_fphns_mpeaw,d_5_9_fphns_mpehns,d_5_9_fphns_mpet,d_5_9_fphns_mpulftw,d_5_9_fphns_mpulptw,d_5_9_fphns_mput,d_5_9_fphns_mptlf,d_5_9_fphns_mpnlf,d_5_9_fphns_mplfsns,d_5_9_fphns_t,d_5_9_fpet_mpeft,d_5_9_fpet_mpept,d_5_9_fpet_mpeaw,d_5_9_fpet_mp_e_hns,d_5_9_fpet_mpet,d_5_9_fpet_mpulftw,d_5_9_fpet_mpulptw,d_5_9_fpet_mput,sa3_name16
40106,157,25,3,0,184,3,0,3,187,15,0,198,452,66,3,5,521,11,0,11,534,11,3,554,97,13,12,0,124,0,0,0,121,0,0,121,3,0,0,0,4,0,3,3,9,0,0,9,708,103,18,4,832,17,3,24,854,23,3,885,5,0,0,0,7,0,0,0,14,3,0,10,23,4,0,0,29,4,0,4,35,3,0,37,31,11,0,0,37,9,0,9,47,7,0,51,740,107,18,6,872,26,3,24,900,28,3,928,232,67,8,4,305,13,8,19,329,35,0,362,0,0,0,0,0,0,0,0,0,0,3,4,972,172,32,5,1184,43,8,48,1229,59,8,1294,284,38,4,0,330,9,3,15,338,12,0,351,517,63,0,3,582,4,0,4,586,6,5,598,25,0,0,0,23,0,0,0,23,0,0,23,4,0,0,0,5,0,0,0,5,3,0,9,829,102,10,4,941,15,3,16,Prospect - Walkerville
40403,281,52,0,0,337,11,4,15,349,21,0,375,892,133,16,4,1045,19,3,19,1067,38,0,1102,201,34,32,3,271,3,4,4,277,0,3,282,11,4,0,0,15,0,0,0,15,4,0,22,1383,223,52,9,1669,33,4,37,1706,66,0,1777,27,3,0,0,28,12,0,12,37,0,0,37,49,3,0,0,54,3,0,3,56,10,0,69,73,10,0,0,81,15,0,15,96,10,0,107,1455,234,52,15,1753,46,4,55,1804,72,0,1883,567,144,21,16,746,25,8,40,784,82,0,866,3,0,0,3,7,0,0,0,7,0,3,15,2022,375,72,32,2503,77,14,93,2593,155,10,2762,396,77,3,7,482,12,3,13,492,29,0,521,904,128,10,12,1056,20,11,28,1082,36,0,1124,32,7,7,0,46,0,0,0,46,3,0,51,9,0,0,0,14,0,0,0,14,0,0,14,1346,212,22,17,1599,28,12,40,West Torrens
40501,176,16,0,0,188,0,0,3,195,12,0,205,579,65,7,3,659,3,0,3,658,11,0,670,118,8,14,0,143,0,0,0,145,3,0,149,4,3,0,4,9,0,0,0,9,0,0,14,870,98,26,13,1001,5,0,5,1007,21,0,1033,9,0,0,0,9,3,0,3,10,0,0,14,13,3,0,3,19,0,0,0,24,0,0,24,22,3,0,3,28,6,0,6,36,3,0,38,899,96,26,11,1031,16,0,16,1044,26,0,1066,424,52,9,10,500,8,0,8,511,44,0,553,3,0,0,0,3,0,0,0,3,0,3,10,1322,153,38,22,1529,26,0,27,1554,65,7,1625,336,40,4,0,378,6,0,11,391,13,3,405,731,87,13,8,840,4,0,4,845,8,3,859,39,4,10,0,46,0,0,0,46,0,0,54,3,0,0,4,6,0,0,0,4,0,0,11,1106,132,28,12,1280,9,0,17,Barossa
40502,56,11,0,0,65,0,0,0,66,3,0,76,342,27,0,0,372,0,0,0,370,3,0,375,56,3,13,0,69,0,0,0,68,4,0,73,3,0,0,4,11,0,0,0,11,0,0,11,453,43,10,4,513,6,0,3,518,14,0,533,0,0,0,0,0,3,0,3,3,0,0,3,7,3,0,0,10,0,0,0,12,3,0,19,11,4,0,0,12,3,0,0,17,3,0,23,461,48,10,4,527,7,3,10,539,17,0,557,284,38,22,5,350,18,0,14,368,30,0,399,5,0,0,0,5,0,0,0,5,0,0,5,750,91,35,8,886,23,0,27,910,42,0,955,124,24,3,0,151,0,0,0,152,5,0,161,418,46,7,0,474,3,0,3,480,9,3,492,9,0,9,0,25,0,0,0,25,0,0,25,3,0,0,4,4,0,0,0,4,0,0,4,561,70,19,3,654,8,0,8,Lower North
40503,63,14,3,0,78,3,0,3,82,7,0,87,328,31,0,0,365,6,0,9,367,13,0,379,94,19,7,0,120,0,0,0,120,4,0,125,13,0,0,5,17,0,0,0,17,0,0,17,493,59,13,10,577,9,3,11,583,25,0,608,7,0,0,0,3,0,0,0,3,3,0,11,11,3,0,0,19,3,0,3,18,0,0,25,16,5,0,0,26,3,0,3,23,3,0,32,511,64,18,10,602,13,3,11,612,25,0,641,217,39,12,12,276,20,4,27,306,60,0,363,3,0,0,0,3,0,0,0,3,0,0,3,734,100,27,20,879,27,7,38,919,88,4,1013,148,21,0,0,171,5,0,5,175,6,0,180,384,50,3,7,438,4,0,6,451,11,0,461,28,8,3,0,43,0,0,0,38,4,0,49,5,0,0,4,8,0,0,0,8,0,0,13,566,81,7,13,660,13,0,13,Mid North
40504,61,13,0,0,73,0,0,0,72,13,0,79,223,33,0,0,262,3,3,8,266,9,0,273,52,10,3,0,61,0,0,0,61,4,0,68,7,0,0,3,11,0,0,0,11,0,0,11,338,50,7,5,404,3,3,7,408,20,0,433,3,0,0,0,3,4,0,4,5,0,0,7,0,3,0,0,0,3,3,3,10,0,0,10,3,3,0,0,3,6,3,13,13,0,0,19,344,58,9,5,406,12,3,19,423,19,0,449,212,52,12,3,274,14,7,21,298,38,0,339,0,0,0,0,0,0,0,0,0,0,5,6,550,107,20,5,682,28,15,42,728,64,3,796,117,14,0,0,132,0,0,0,134,3,0,142,313,53,9,0,384,4,4,8,392,23,0,417,7,0,8,0,21,0,0,0,21,0,0,23,5,0,0,5,10,0,0,0,10,0,0,10,442,74,20,4,545,6,5,13,Yorke Peninsula
40601,207,19,4,0,228,8,3,7,234,23,0,259,791,92,7,3,894,9,3,8,904,29,3,934,159,19,26,0,208,3,0,3,206,12,0,220,19,0,0,10,34,0,0,0,29,0,0,32,1181,127,39,14,1360,14,7,25,1383,56,3,1443,7,0,3,3,12,0,0,0,14,3,0,14,24,0,3,0,31,3,0,4,34,0,0,34,35,0,3,3,40,3,0,3,48,3,0,49,1211,122,44,16,1403,22,3,25,1427,58,3,1495,609,84,11,19,723,57,6,58,788,87,0,872,3,0,0,0,4,0,0,0,4,0,17,24,1824,216,57,43,2131,72,14,82,2219,152,19,2391,403,37,4,3,447,10,0,10,457,35,0,493,1022,103,23,11,1162,12,4,15,1175,22,0,1197,51,5,10,0,75,3,0,3,72,3,0,84,6,0,0,10,16,3,0,3,22,0,0,22,1480,148,39,31,1701,25,4,32,Eyre Peninsula and South West
40602,150,10,9,3,169,9,0,9,174,17,0,191,276,39,10,0,322,3,0,6,328,23,0,354,66,9,10,0,79,0,0,0,83,3,0,87,4,0,3,5,14,0,0,0,14,0,0,15,496,58,25,6,589,15,0,12,604,39,0,642,10,3,0,0,17,9,0,9,28,3,0,31,23,0,0,0,26,3,0,7,32,3,0,29,35,3,0,0,39,15,0,17,53,7,0,58,529,66,25,6,624,29,4,34,660,42,0,705,264,37,6,12,329,29,0,26,355,84,9,449,0,3,0,0,3,0,0,0,3,0,19,18,794,106,31,28,957,56,5,60,1019,131,21,1173,183,16,3,3,208,12,3,14,224,9,0,231,325,37,11,0,372,3,0,3,377,25,0,403,12,3,3,3,24,0,0,0,24,0,0,25,3,0,0,3,10,0,0,0,8,8,0,15,526,56,12,10,609,14,3,19,Outback - North and East
40701,117,30,5,0,153,0,0,0,153,14,0,164,505,103,10,3,619,3,3,6,627,19,0,647,92,19,7,3,123,4,0,7,128,5,0,130,18,0,0,3,23,0,0,0,23,0,0,22,730,147,23,12,916,12,5,9,925,39,0,968,3,0,0,0,3,0,0,0,5,3,0,11,10,3,0,3,16,0,0,7,19,3,0,22,17,3,0,3,18,4,0,7,26,4,0,26,749,151,23,11,930,13,5,19,950,45,0,998,392,114,17,3,534,17,6,22,557,68,0,620,0,0,0,0,0,0,0,0,0,0,3,4,1144,262,41,16,1467,32,13,38,1508,109,7,1620,232,63,0,3,295,4,4,3,306,32,0,332,713,139,17,4,872,8,3,8,879,32,3,921,36,11,6,0,55,0,0,0,55,0,0,52,10,3,0,3,12,0,0,0,12,6,0,21,982,213,27,14,1236,10,4,20,Fleurieu - Kangaroo Island
40702,233,33,3,3,272,5,0,5,275,9,0,287,989,97,16,4,1108,7,3,11,1116,37,3,1156,172,15,26,4,217,5,0,5,219,0,0,226,17,4,0,7,29,0,0,0,29,0,0,29,1406,148,48,17,1617,16,3,20,1640,51,7,1698,8,0,0,0,8,3,0,3,8,0,0,16,20,3,0,0,27,4,0,4,27,4,0,29,33,3,0,0,31,6,0,6,40,8,0,43,1436,154,48,17,1654,24,3,28,1682,52,7,1740,750,110,39,18,913,38,3,37,954,135,0,1092,3,0,0,0,10,0,0,0,10,0,5,15,2190,264,80,37,2579,57,3,68,2641,189,15,2847,520,43,5,6,580,9,0,9,584,13,0,600,1301,125,19,10,1461,11,0,13,1470,41,0,1513,54,3,15,3,77,0,0,0,77,3,0,81,11,4,0,4,20,0,0,0,20,0,0,20,1879,178,48,27,2130,18,0,23,Limestone Coast
40703,241,39,3,4,285,3,3,7,294,31,0,322,796,96,11,5,916,14,0,14,926,28,0,954,151,21,24,0,197,0,0,0,197,4,0,199,13,3,0,9,22,0,0,0,21,5,0,30,1197,162,39,20,1415,18,3,20,1436,67,0,1505,17,4,0,0,21,0,0,0,26,3,0,25,34,4,0,0,38,3,0,8,44,0,0,46,46,10,0,0,61,5,0,9,65,6,0,76,1250,165,39,22,1474,28,3,29,1506,75,0,1580,680,115,22,19,841,74,10,82,926,128,0,1054,9,0,4,0,9,0,0,0,9,0,7,22,1934,282,64,41,2326,97,19,115,2436,205,13,2657,447,69,14,3,531,7,3,10,547,45,0,588,926,102,17,15,1065,16,3,17,1080,44,0,1123,35,3,19,0,56,0,0,0,56,0,0,56,6,0,0,15,23,0,0,0,23,0,0,23,1414,176,51,33,1674,24,3,27,Murray and Mallee
50101,155,34,5,0,190,0,0,3,195,12,0,209,761,128,43,15,947,12,0,10,960,14,0,978,102,16,24,0,147,0,0,0,147,4,0,149,6,0,0,4,19,0,0,0,19,0,0,19,1031,187,72,18,1306,10,5,15,1320,27,3,1350,9,0,0,0,5,4,0,4,10,3,0,14,23,9,0,0,40,3,0,3,41,9,0,45,34,9,3,0,45,7,0,7,50,12,0,60,1060,196,71,18,1350,19,5,17,1375,38,3,1416,640,114,44,22,821,29,3,35,858,54,0,912,3,0,0,0,3,0,0,0,7,0,3,9,1707,318,116,41,2177,49,10,57,2234,98,6,2329,354,62,8,3,425,0,5,11,437,19,0,452,1037,189,50,18,1288,19,5,26,1313,33,3,1345,21,0,8,0,33,0,0,0,33,0,0,33,10,0,3,6,19,0,0,0,19,0,0,19,1425,251,66,25,1768,20,13,30,Augusta - Margaret River - Busselton
50102,324,53,5,6,384,14,4,25,407,35,0,441,1301,126,29,16,1467,29,6,33,1508,26,0,1535,225,23,33,4,281,3,0,9,289,4,0,292,27,6,3,14,45,0,0,0,45,3,3,53,1876,206,66,33,2180,50,9,63,2247,73,3,2321,23,4,0,0,30,17,0,21,45,5,0,50,101,3,0,0,110,13,0,13,123,7,0,132,128,7,0,0,135,31,0,28,167,16,0,188,2002,211,67,37,2316,79,16,93,2412,83,8,2507,1508,160,91,40,1800,107,3,113,1907,135,0,2042,3,0,0,0,8,0,0,0,8,0,7,15,3515,373,157,75,4122,190,19,205,4325,221,16,4564,596,80,22,7,696,28,9,37,731,40,0,775,1799,186,61,22,2065,51,3,57,2121,55,4,2177,65,5,19,0,86,3,0,4,92,4,0,98,15,0,0,10,29,0,0,0,29,0,0,29,2468,269,96,42,2879,87,16,94,Bunbury
50103,60,6,6,0,76,0,0,0,71,7,0,83,215,32,0,0,251,6,0,6,261,10,0,268,24,4,7,0,36,0,0,0,35,0,0,35,3,0,0,0,3,0,0,0,3,0,0,3,300,46,10,0,361,6,0,5,368,20,0,388,0,0,0,0,3,0,0,0,3,0,0,3,7,8,0,0,15,0,3,3,20,5,0,21,12,3,0,0,14,0,3,3,19,7,0,24,312,56,10,0,377,6,3,10,388,22,0,416,268,42,19,12,338,24,3,24,363,27,3,389,4,0,0,0,5,0,0,0,5,0,3,6,582,97,31,10,719,29,7,34,758,46,3,809,137,21,10,0,173,7,0,6,178,10,0,190,336,53,3,3,393,9,0,10,399,16,0,416,4,3,13,0,19,0,0,0,19,0,0,19,8,0,0,8,17,0,0,0,17,0,0,17,481,79,26,12,600,13,3,17,Manjimup
50201,267,42,7,3,318,15,3,15,337,33,0,369,864,91,22,12,999,30,0,30,1029,32,0,1057,146,14,27,6,189,7,0,7,195,6,3,205,7,5,0,15,25,0,0,0,25,0,3,25,1287,151,60,30,1523,51,3,55,1578,69,7,1660,45,3,0,0,49,6,0,6,56,3,0,60,86,7,3,0,103,10,0,10,112,3,0,113,130,14,7,0,150,15,0,15,164,4,0,168,1417,167,64,33,1672,65,3,72,1743,80,7,1829,1141,150,82,42,1421,108,6,116,1536,104,0,1636,3,0,0,0,3,0,0,0,3,7,8,17,2555,316,146,79,3091,180,8,190,3283,187,12,3482,509,57,17,4,583,18,10,28,607,65,0,675,1215,123,36,16,1387,39,3,43,1434,58,11,1497,37,3,10,0,59,0,0,0,56,7,0,65,15,4,4,11,33,0,0,0,29,0,0,31,1775,181,64,36,2058,61,14,77,Mandurah
50301,243,39,3,3,284,8,4,9,298,32,0,332,877,85,6,3,968,9,0,7,978,25,4,1012,174,12,21,0,209,0,0,0,209,0,0,206,12,0,0,7,19,0,0,0,19,0,0,19,1311,126,26,16,1480,16,3,18,1502,59,4,1566,7,0,0,0,7,4,0,4,15,0,0,16,40,4,0,0,51,3,3,7,56,5,0,58,51,4,0,0,58,3,3,5,63,7,0,70,1359,137,31,16,1537,22,7,28,1571,62,4,1631,713,53,19,6,785,16,6,20,809,56,0,861,0,0,0,0,3,0,0,0,3,0,0,3,2076,184,43,22,2330,44,6,50,2381,113,8,2501,568,93,5,4,671,34,0,34,706,36,0,741,1358,132,7,3,1495,26,0,26,1524,40,0,1560,38,3,10,0,55,0,0,0,56,0,0,56,11,3,0,16,28,0,0,0,27,0,0,27,1982,230,22,23,2251,62,0,62,Cottesloe - Claremont
50302,424,91,15,4,529,25,0,28,559,53,0,607,1251,139,11,4,1406,19,4,20,1425,22,0,1446,354,26,29,0,411,10,0,10,418,8,0,431,16,3,0,3,16,0,0,0,16,3,0,19,2041,259,53,15,2365,49,8,59,2421,80,4,2504,37,6,0,0,45,6,0,6,46,0,0,46,68,8,0,0,75,8,0,8,85,0,3,86,102,9,0,3,121,13,0,13,131,0,3,137,2144,268,55,15,2485,66,8,73,2550,84,3,2643,1193,119,33,15,1356,56,17,64,1425,98,0,1529,3,0,0,0,3,0,0,0,3,0,9,8,3344,381,87,33,3842,119,16,135,3982,183,12,4181,568,113,6,4,697,38,3,35,738,56,0,791,1363,172,17,3,1555,31,0,30,1585,26,0,1609,49,5,6,0,62,0,0,0,62,0,0,67,17,0,0,7,23,0,0,3,26,5,0,28,2000,289,37,9,2339,67,10,71,Perth City
50401,371,77,0,3,460,17,9,24,479,31,0,515,1119,138,14,12,1278,28,3,31,1303,30,3,1341,258,28,33,3,318,3,0,3,324,5,0,329,12,3,0,15,23,0,0,0,24,3,0,32,1758,249,47,25,2081,47,8,59,2137,69,3,2210,43,13,0,0,57,5,0,5,66,4,0,69,72,7,0,4,82,9,0,10,90,5,0,96,111,26,0,5,142,12,0,18,159,5,0,165,1868,270,46,35,2220,64,14,76,2291,79,3,2376,1055,136,31,24,1245,63,7,68,1317,119,3,1438,5,0,0,0,6,0,0,0,11,0,5,14,2923,416,77,57,3475,124,18,146,3620,189,16,3821,535,81,3,9,623,28,11,40,663,44,0,710,1163,143,14,8,1333,28,5,29,1361,33,0,1396,56,11,5,0,67,4,0,4,70,5,0,76,6,3,0,5,15,0,0,0,15,3,3,24,1765,234,24,25,2041,58,14,74,Bayswater - Bassendean
50402,131,11,6,0,150,3,0,5,154,15,0,169,461,43,15,3,526,8,0,11,535,10,0,546,82,13,13,0,107,4,0,4,114,7,0,113,8,0,0,0,5,3,0,3,12,0,0,12,678,73,34,7,784,22,3,22,811,36,0,839,10,3,0,0,7,0,0,0,9,0,0,11,25,0,0,0,27,3,0,3,30,0,0,30,33,3,0,0,33,5,0,5,37,0,0,41,708,71,33,7,819,22,3,30,847,33,0,878,513,54,21,15,595,24,4,31,629,26,3,660,11,0,0,3,9,0,0,0,9,0,3,14,1224,122,53,23,1424,53,11,56,1482,61,7,1552,250,39,3,3,291,10,0,14,309,26,0,335,688,69,15,10,776,15,0,15,794,14,0,803,32,3,4,0,41,4,0,4,43,0,0,43,10,0,0,8,16,0,0,0,16,0,0,18,974,111,23,17,1126,31,0,32,Mundaring
50403,779,106,15,10,908,35,11,44,949,49,3,999,1824,195,29,20,2067,30,4,43,2107,34,0,2146,366,50,75,5,493,15,0,15,503,9,0,514,27,5,0,16,48,0,0,0,50,3,0,52,3006,353,113,44,3510,82,21,98,3607,96,6,3711,69,26,4,7,101,20,0,20,123,9,0,124,146,22,12,3,182,6,3,7,191,13,0,205,212,45,16,8,282,28,3,26,308,22,0,333,3221,400,126,58,3795,105,22,126,3919,115,6,4041,2279,271,90,61,2698,131,20,158,2851,253,0,3105,11,3,0,7,18,4,0,4,25,0,26,46,5505,673,210,123,6510,248,44,288,6796,362,28,7189,1058,138,24,7,1231,42,16,65,1292,79,6,1374,2031,249,38,14,2336,51,0,47,2386,65,0,2449,92,13,20,4,129,3,0,3,133,4,3,136,39,0,0,31,66,4,0,4,68,4,0,74,3225,394,85,56,3763,96,20,120,Swan
50501,643,100,15,5,762,27,3,34,792,54,0,846,2520,204,52,21,2796,37,3,42,2835,40,0,2876,518,52,57,4,631,4,3,6,642,9,0,653,26,4,0,16,40,0,0,0,43,0,0,43,3701,365,122,43,4231,66,14,87,4314,101,0,4418,38,4,3,0,43,6,0,6,55,7,0,57,178,15,4,5,200,8,0,8,208,4,0,212,217,15,8,5,243,16,0,16,263,10,0,271,3916,378,133,48,4474,86,14,107,4581,114,0,4695,2011,157,65,48,2282,69,4,78,2357,98,0,2452,4,8,0,3,14,0,0,0,14,3,11,21,5929,545,199,102,6766,158,24,177,6947,211,15,7173,1198,159,18,13,1389,37,17,50,1442,79,3,1527,3611,265,46,22,3946,80,6,82,4031,54,4,4087,117,6,16,0,146,3,0,3,144,3,0,149,25,3,0,32,55,3,0,3,58,0,3,64,4947,438,84,67,5534,123,24,142,Joondalup
50502,884,140,11,9,1045,54,4,62,1102,83,4,1185,2730,341,36,24,3132,66,9,73,3208,63,0,3268,658,66,51,4,792,18,3,21,807,10,0,819,27,3,0,28,65,3,0,3,68,6,0,73,4306,552,98,69,5028,138,14,151,5183,161,5,5352,96,15,4,0,117,21,0,21,137,11,0,145,182,7,3,0,193,28,5,35,226,9,0,238,280,20,14,0,310,42,5,50,363,14,0,379,4589,578,115,69,5340,184,15,206,5548,175,5,5731,2644,397,83,51,3177,167,36,206,3384,388,5,3782,16,0,0,7,25,0,0,0,25,12,36,76,7247,977,191,132,8545,356,55,411,8961,576,51,9585,1207,176,21,10,1411,66,11,74,1491,79,3,1572,2955,318,29,17,3320,92,15,99,3424,81,0,3503,100,14,19,0,141,9,0,9,147,3,0,149,15,0,0,24,42,0,0,0,46,0,0,44,4279,516,73,54,4921,160,24,184,Stirling
50503,1090,175,30,15,1309,48,6,53,1365,92,0,1457,3214,352,60,37,3668,81,11,89,3762,77,0,3838,674,74,71,4,824,12,0,12,835,11,3,849,39,9,3,36,89,3,0,3,95,3,0,94,5014,614,167,99,5891,140,23,160,6058,177,4,6236,89,20,0,0,110,9,0,11,122,10,0,133,232,31,3,5,267,28,4,31,293,10,0,305,321,42,6,8,380,34,3,37,416,22,0,441,5341,654,170,100,6270,180,21,203,6475,197,4,6675,3156,421,150,105,3824,230,34,264,4088,385,12,4484,11,0,0,8,19,0,0,0,22,4,32,62,8503,1079,321,211,10115,412,59,472,10583,583,47,11214,1559,232,26,16,1827,60,14,75,1901,119,3,2018,3591,436,67,46,4132,113,10,129,4258,83,4,4341,153,18,37,0,211,3,0,4,215,8,3,223,26,14,0,42,84,0,0,0,85,0,4,85,5326,700,126,101,6247,183,23,201,Wanneroo
50601,523,86,7,8,621,46,8,48,674,47,3,722,1296,148,25,8,1484,31,4,35,1522,29,3,1549,257,30,26,0,319,10,0,15,329,11,0,344,17,0,0,14,35,0,0,0,34,3,0,37,2097,268,61,31,2460,85,15,99,2555,89,6,2656,73,3,0,0,79,15,3,18,100,4,0,96,126,19,0,0,146,12,0,14,161,5,0,161,201,22,0,0,220,32,6,36,261,5,0,262,2298,283,62,36,2682,119,13,136,2817,97,6,2916,1653,203,57,37,1945,134,14,143,2093,174,9,2274,3,3,0,9,16,0,0,0,16,3,10,21,3953,492,120,76,4643,252,27,280,4921,274,16,5218,590,105,7,8,712,21,9,36,744,37,0,783,1237,144,10,8,1395,43,11,50,1441,34,0,1478,46,12,4,0,65,0,0,0,65,3,0,71,10,0,0,7,21,0,0,0,23,0,0,25,1880,264,23,25,2191,63,18,81,Armadale
50602,345,53,8,0,408,22,4,26,429,28,0,458,862,116,11,9,1004,27,0,27,1027,27,0,1058,221,29,37,3,297,6,0,6,305,6,0,309,12,3,0,11,19,0,0,0,26,0,0,26,1442,205,54,22,1725,51,3,60,1787,67,0,1854,31,11,0,0,40,8,0,8,46,4,0,52,64,4,3,0,75,9,0,9,80,5,0,85,93,20,3,0,109,12,0,13,130,7,0,134,1536,226,56,22,1838,67,5,74,1913,69,0,1985,1014,153,27,32,1223,90,7,98,1316,165,7,1492,12,3,0,6,18,0,4,4,15,0,4,20,2556,379,81,61,3076,154,18,172,3244,243,15,3496,347,45,6,0,402,21,0,18,418,42,0,462,769,100,11,0,882,27,3,33,915,16,0,929,20,3,3,0,30,0,0,0,30,0,0,30,9,0,0,4,16,0,0,0,16,0,0,18,1146,143,24,5,1326,45,0,54,Belmont - Victoria Park
