SA3_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA3_NAME11
20603,78,29,25,14,146,94,34,50,17,195,30,20,109,5,164,47,28,139,12,226,514,124,235,41,914,354,190,224,53,821,399,232,183,43,857,291,321,216,52,880,358,340,160,42,900,599,709,210,52,1570,770,770,106,57,1703,498,1071,137,21,1727,436,916,44,21,1417,245,482,8,9,744,351,890,6,8,1255,326,788,228,20,1362,98,87,89,9,283,5488,7031,2169,476,15164,Essendon
20604,301,55,125,398,879,140,47,80,110,377,50,20,106,43,219,80,29,140,44,293,369,116,216,115,816,358,154,183,175,870,504,142,128,158,932,493,177,148,141,959,669,210,115,137,1131,1147,465,139,178,1929,1420,313,69,152,1954,1107,601,165,77,1950,1105,416,32,48,1601,604,243,12,20,879,1146,541,23,25,1735,805,501,177,24,1507,85,48,61,16,210,10383,4078,1919,1861,18241,Melbourne City
20605,98,25,55,26,204,100,32,67,18,217,25,13,61,4,103,41,17,125,17,200,525,88,307,42,962,393,133,296,55,877,479,187,226,73,965,469,230,229,53,981,573,276,180,60,1089,1252,595,225,95,2167,1671,521,100,93,2385,1372,1052,254,53,2731,1359,789,36,34,2218,771,462,15,21,1269,1561,1105,20,22,2708,894,735,245,22,1896,133,59,41,17,250,11716,6319,2482,705,21222,Port Phillip
20703,238,70,96,46,450,199,58,78,17,352,40,42,92,15,189,102,44,136,16,298,1069,200,353,43,1665,943,355,412,55,1765,931,419,348,53,1751,611,598,428,63,1700,557,735,292,58,1642,850,1533,382,75,2840,830,1441,210,54,2535,513,1830,200,31,2574,496,1353,62,14,1925,228,654,21,5,908,308,1002,13,11,1334,499,1349,350,17,2215,177,112,51,9,349,8591,11795,3524,582,24492,Whitehorse - West
20801,81,62,53,13,209,124,30,54,10,218,23,15,82,4,124,57,31,133,14,235,599,88,288,11,986,586,156,301,31,1074,710,197,286,28,1221,537,328,326,33,1224,579,425,284,26,1314,845,1026,365,40,2276,884,1089,155,42,2170,859,2519,280,15,3673,755,1743,75,10,2583,362,949,35,3,1349,775,2008,22,3,2808,622,1818,382,19,2841,192,125,70,9,396,8590,12609,3191,311,24701,Bayside
20803,112,56,50,3,221,162,74,70,10,316,29,24,87,8,148,84,40,180,3,307,1230,198,485,25,1938,1014,334,545,58,1951,1010,555,510,56,2131,724,869,523,69,2185,747,1000,359,45,2151,1134,2188,471,52,3845,1418,1977,226,58,3679,820,2039,195,27,3081,692,1362,73,10,2137,259,587,13,10,869,348,818,9,3,1178,573,1584,471,25,2653,265,183,98,7,553,10621,13888,4365,469,29343,Kingston
20804,48,18,29,17,112,47,16,14,19,96,10,9,15,3,37,16,15,29,5,65,248,34,65,15,362,205,81,119,33,438,216,78,101,26,421,200,138,94,25,457,253,172,80,21,526,391,357,124,42,914,414,398,43,27,882,360,867,116,14,1357,330,676,32,9,1047,133,383,17,0,533,350,974,14,3,1341,214,701,132,8,1055,67,61,18,6,152,3502,4978,1042,273,9795,Stonnington - East
20901,140,62,74,12,288,191,52,68,26,337,41,29,146,5,221,99,56,250,17,422,1285,198,541,30,2054,1067,407,634,67,2175,1165,526,529,61,2281,781,901,573,73,2328,814,1055,400,52,2321,1283,2238,563,69,4153,1380,2125,268,60,3833,813,2167,201,32,3213,724,1569,72,11,2376,282,737,40,11,1070,381,1211,26,7,1625,621,1747,503,30,2901,242,184,135,10,571,11309,15264,5023,573,32169,Banyule
20902,197,85,60,18,360,262,99,89,27,477,44,65,152,8,269,101,90,246,23,460,1538,327,517,47,2429,803,551,552,84,1990,763,652,429,81,1925,516,909,459,81,1965,471,881,271,69,1692,749,1535,330,67,2681,799,1145,181,61,2186,379,941,107,17,1444,327,630,27,20,1004,132,272,10,8,422,149,333,10,4,496,415,1048,341,31,1835,251,171,139,23,584,7896,9734,3920,669,22219,Darebin - North
20903,46,22,26,0,94,56,22,27,7,112,12,14,41,3,70,45,15,84,4,148,385,79,202,14,680,443,177,257,11,888,496,282,229,16,1023,385,483,208,19,1095,413,614,172,16,1215,675,1378,239,19,2311,644,1484,126,19,2273,443,1600,120,0,2163,381,1196,39,4,1620,134,618,17,0,769,204,870,16,4,1094,303,1365,220,0,1888,93,109,38,0,240,5158,10328,2061,136,17683,Nillumbik - Kinglake
20904,296,160,95,16,567,352,164,129,16,661,79,90,240,6,415,138,169,414,14,735,2639,657,1039,50,4385,1329,1287,1017,75,3708,1223,1469,813,66,3571,953,2331,883,87,4254,1042,2466,530,65,4103,1707,4494,672,102,6975,1630,3356,336,93,5415,681,2119,180,22,3002,412,1295,45,15,1767,146,548,29,4,727,156,636,22,3,817,636,2710,646,32,4024,389,479,241,22,1131,13808,24430,7331,688,46257,Whittlesea - Wallan
21001,79,33,36,4,152,156,31,42,4,233,23,11,53,3,90,53,18,107,9,187,1117,121,220,19,1477,708,260,258,37,1263,607,318,247,39,1211,317,490,251,31,1089,319,526,187,22,1054,490,1090,273,30,1883,479,984,138,44,1645,313,950,122,13,1398,237,735,38,5,1015,98,359,17,3,477,114,523,16,7,660,299,884,251,16,1450,180,115,68,6,369,5589,7448,2324,292,15653,Keilor
21002,33,9,12,0,54,39,9,18,3,69,12,4,25,0,41,28,4,50,0,82,267,42,108,3,420,246,86,101,3,436,297,126,84,8,515,192,232,93,4,521,194,286,65,3,548,336,646,79,7,1068,321,555,35,4,915,231,539,37,3,810,140,359,6,0,505,60,156,3,0,219,75,192,4,0,271,149,547,98,0,794,59,56,19,0,134,2679,3848,837,38,7402,Macedon Ranges
21003,115,60,47,13,235,194,82,70,8,354,34,45,103,3,185,63,79,188,12,342,1266,294,390,35,1985,676,522,437,49,1684,610,553,325,51,1539,393,745,337,61,1536,383,700,241,46,1370,581,1227,278,57,2143,652,930,104,48,1734,296,724,72,8,1100,254,444,18,14,730,118,212,11,0,341,109,202,10,4,325,322,876,304,14,1516,221,140,87,17,465,6287,7835,3022,440,17584,Moreland - North
21004,36,16,19,3,74,40,28,24,3,95,8,12,35,0,55,22,7,90,3,122,353,50,244,10,657,330,120,241,23,714,316,181,180,13,690,233,375,188,21,817,267,454,129,9,859,429,971,159,25,1584,461,770,85,10,1326,247,627,46,3,923,149,422,19,3,593,43,184,6,0,233,47,216,0,3,266,175,615,160,11,961,73,81,42,0,196,3229,5129,1667,140,10165,Sunbury
20606,93,23,56,12,184,74,14,34,14,136,15,8,34,8,65,21,7,64,9,101,328,41,120,23,512,244,63,134,48,489,293,91,109,40,533,274,120,103,53,550,382,136,89,50,657,673,276,129,73,1151,882,228,65,80,1255,747,604,155,24,1530,793,415,42,21,1271,413,312,22,9,756,1005,788,11,12,1816,517,544,168,17,1246,96,45,33,4,178,6850,3715,1368,497,12430,Stonnington - West
20607,63,26,52,15,156,93,48,93,21,255,20,33,166,6,225,51,31,227,18,327,545,139,315,42,1041,307,184,311,83,885,345,206,177,57,785,345,236,219,57,857,388,242,156,47,833,821,504,207,71,1603,1184,516,78,104,1882,940,805,171,35,1951,992,671,33,34,1730,589,365,14,14,982,1115,765,11,11,1902,581,572,235,16,1404,75,71,65,19,230,8454,5414,2530,650,17048,Yarra
20701,210,107,173,44,534,222,82,98,32,434,36,34,91,9,170,92,65,167,24,348,819,191,356,64,1430,748,329,412,77,1566,1061,430,380,75,1946,757,587,433,86,1863,949,699,356,94,2098,1560,1546,529,136,3771,1652,1591,278,110,3631,1358,3584,511,40,5493,1377,2962,151,30,4520,660,1752,62,16,2490,1328,3991,52,28,5399,900,3076,563,34,4573,219,192,85,22,518,13948,21218,4697,921,40784,Boroondara
20702,212,81,95,16,404,244,88,92,18,442,48,46,68,6,168,101,73,135,16,325,1254,253,290,22,1819,933,447,341,37,1758,1100,519,296,44,1959,610,739,323,37,1709,655,801,253,36,1745,841,1703,344,60,2948,711,1369,183,50,2313,542,1640,205,12,2399,485,1146,70,23,1724,206,610,20,15,851,305,1030,28,15,1378,518,1606,324,12,2460,214,162,46,7,429,8979,12313,3113,426,24831,Manningham - West
21005,188,159,112,12,471,242,250,160,16,668,63,143,273,5,484,107,230,466,16,819,1652,959,939,34,3584,894,1452,926,68,3340,768,1477,660,48,2953,652,1852,705,74,3283,660,1813,457,59,2989,993,3037,535,68,4633,849,2164,234,58,3305,364,1378,120,22,1884,225,758,62,7,1052,80,369,20,4,473,83,455,14,6,558,430,2230,559,27,3246,283,427,233,26,969,8533,19153,6475,550,34711,Tullamarine - Broadmeadows
21101,204,70,64,9,347,248,76,107,10,441,53,51,159,8,271,100,80,323,15,518,1663,301,729,37,2730,1357,612,828,55,2852,1422,872,662,53,3009,1000,1645,723,62,3430,1085,1866,515,55,3521,1728,3814,628,87,6257,1651,2957,343,73,5024,911,2586,196,34,3727,620,1677,88,24,2409,223,854,29,5,1111,210,1106,23,10,1349,689,2571,669,20,3949,290,314,160,10,774,13454,21452,6246,567,41719,Knox
21102,31,10,20,4,65,32,8,19,0,59,3,3,15,0,21,23,15,21,0,59,210,31,69,4,314,190,72,70,4,336,245,94,49,4,392,172,165,78,8,423,181,214,60,3,458,245,430,89,4,768,217,466,57,6,746,204,634,48,3,889,149,496,13,0,658,70,283,10,5,368,127,497,3,3,630,120,568,85,4,777,58,48,12,0,118,2277,4034,718,52,7081,Manningham - East
21103,106,25,45,4,180,131,53,65,5,254,37,30,128,0,195,77,31,225,7,340,1033,185,565,23,1806,1005,357,603,56,2021,1097,532,544,46,2219,724,960,569,52,2305,738,1140,361,47,2286,1192,2341,483,65,4081,1291,1939,225,54,3509,685,1736,152,23,2596,513,1102,56,9,1680,178,507,20,0,705,202,682,19,6,909,545,1525,471,23,2564,208,190,114,10,522,9762,13335,4645,430,28172,Maroondah
21104,111,31,47,8,197,100,48,50,0,198,24,20,47,0,91,55,24,92,11,182,713,133,205,13,1064,612,242,267,31,1152,679,313,233,28,1253,465,482,232,45,1224,404,553,185,27,1169,587,1177,245,42,2051,598,1037,131,39,1805,384,1108,120,9,1621,316,791,34,6,1147,125,366,13,0,504,177,472,4,5,658,298,806,201,8,1313,90,77,42,4,213,5738,7680,2148,276,15842,Whitehorse - East
21105,134,63,47,3,247,217,66,91,13,387,54,29,155,4,242,131,44,332,6,513,1668,253,917,26,2864,1472,599,901,64,3036,1478,956,699,57,3190,1087,1716,692,57,3552,1190,1867,444,39,3540,1809,3509,532,54,5904,1719,2634,249,38,4640,855,2150,145,19,3169,515,1269,67,12,1863,200,585,16,3,804,225,737,6,4,972,803,2520,653,20,3996,335,357,145,16,853,13892,19354,6091,435,39772,Yarra Ranges
21201,94,37,23,0,154,119,37,43,4,203,24,25,87,0,136,62,33,181,3,279,864,139,513,12,1528,700,355,454,17,1526,689,576,344,25,1634,485,957,344,28,1814,569,1105,175,25,1874,1017,2017,241,41,3316,900,1452,93,43,2488,368,1042,64,3,1477,236,570,31,4,841,85,226,10,3,324,96,311,4,0,411,371,1093,278,10,1752,193,181,85,6,465,6872,10156,2970,224,20222,Cardinia
21202,162,91,77,8,338,177,99,87,8,371,41,51,174,0,266,87,78,291,17,473,1455,427,719,26,2627,992,803,751,42,2588,993,1047,585,39,2664,731,1573,610,53,2967,770,1743,392,35,2940,1275,3196,461,65,4997,1188,2595,226,49,4058,547,1843,136,13,2539,322,1165,65,11,1563,125,535,19,3,682,146,697,16,4,863,504,2066,500,10,3080,245,295,150,15,705,9760,18304,5259,398,33721,Casey - North
21203,175,113,67,10,365,147,117,105,11,380,42,54,172,3,271,71,95,348,10,524,1183,428,896,27,2534,847,894,858,47,2646,872,1198,670,45,2785,807,1968,652,53,3480,861,2119,413,53,3446,1466,3798,462,82,5808,1369,2716,201,69,4355,531,1503,122,19,2175,293,886,37,9,1225,96,364,17,6,483,87,313,13,3,416,464,2006,508,24,3002,304,339,188,13,844,9615,18911,5729,484,34739,Casey - South
21204,409,224,225,37,895,447,249,216,30,942,123,163,419,18,723,236,256,528,31,1051,2965,1100,1065,54,5184,1890,1696,1150,149,4885,1529,1766,868,143,4306,1119,2396,891,152,4558,1035,2118,557,115,3825,1313,3335,647,133,5428,987,2299,320,90,3696,417,1383,160,22,1982,245,794,65,23,1127,87,371,25,3,486,116,452,30,3,601,769,2393,741,59,3962,476,475,304,41,1296,14163,21470,8211,1103,44947,Dandenong
21205,427,158,194,102,881,406,109,142,49,706,85,74,160,19,338,174,111,264,26,575,2383,464,551,58,3456,1719,770,653,112,3254,1787,894,567,116,3364,1105,1407,635,127,3274,1075,1525,491,94,3185,1485,2904,654,107,5150,1406,2524,341,99,4370,966,2744,295,42,4047,790,1956,102,30,2878,301,1007,39,8,1355,441,1611,47,5,2104,797,2581,558,31,3967,349,223,134,14,720,15696,21062,5827,1039,43624,Monash
21301,328,188,221,38,775,414,223,255,23,915,112,170,544,18,844,192,244,681,32,1149,2927,891,1250,83,5151,1460,1557,1250,144,4411,1299,1652,919,118,3988,893,2279,978,136,4286,873,2114,597,98,3682,1272,3688,735,128,5823,1115,2825,353,90,4383,508,1690,182,32,2412,326,1025,67,15,1433,105,497,29,7,638,108,607,19,9,743,664,2678,795,46,4183,480,565,391,55,1491,13076,22893,9266,1072,46307,Brimbank
21302,96,49,49,6,200,187,61,69,7,324,36,22,118,4,180,59,48,194,7,308,1105,204,403,29,1741,703,359,500,46,1608,652,492,337,46,1527,418,671,377,44,1510,449,727,281,34,1491,761,1404,309,68,2542,847,1233,154,52,2286,524,1267,153,24,1968,493,966,38,13,1510,202,448,20,9,679,337,688,15,4,1044,500,1171,327,18,2016,194,155,91,18,458,7563,9965,3435,429,21392,Hobsons Bay
21303,112,68,60,21,261,148,82,79,18,327,29,48,138,6,221,58,69,219,14,360,800,279,406,49,1534,471,434,412,72,1389,419,426,287,65,1197,370,587,312,70,1339,391,578,204,52,1225,696,1037,263,61,2057,852,907,115,67,1941,517,883,105,15,1520,542,618,32,13,1205,226,271,16,3,516,389,411,13,11,824,399,703,244,22,1368,118,128,78,11,335,6537,7529,2983,570,17619,Maribyrnong
21304,162,110,78,7,357,147,87,100,4,338,31,56,215,5,307,74,79,384,9,546,1163,371,916,29,2479,881,746,840,57,2524,863,1029,622,41,2555,738,1653,575,54,3020,813,1787,406,37,3043,1360,3312,466,63,5201,1369,2689,201,49,4308,615,1872,100,26,2613,376,1070,39,7,1492,154,451,20,5,630,118,467,20,4,609,495,1889,456,15,2855,246,281,184,16,727,9605,17949,5622,428,33604,Melton - Bacchus Marsh
21305,251,147,129,12,539,214,177,133,18,542,44,83,282,8,417,97,127,487,12,723,1320,558,1152,40,3070,1042,1038,1105,59,3244,1118,1315,755,70,3258,1016,2012,780,79,3887,1073,2198,526,71,3868,1976,4184,649,111,6920,2006,3239,265,95,5605,1048,2595,158,40,3841,675,1454,52,24,2205,265,647,27,0,939,297,808,11,3,1119,759,2350,606,31,3746,276,370,205,20,871,13477,23302,7322,693,44794,Wyndham
21401,117,51,66,0,234,166,63,100,17,346,35,37,215,5,292,82,47,470,11,610,1545,248,1100,44,2937,1210,588,1051,69,2918,1217,810,751,53,2831,949,1379,782,68,3178,978,1426,465,60,2929,1581,2799,586,87,5053,1535,2077,265,55,3932,635,1496,173,22,2326,439,896,40,9,1384,147,408,14,3,572,129,440,9,3,581,654,1806,667,19,3146,292,248,213,9,762,11711,14819,6967,534,34031,Frankston
20802,262,84,113,46,505,240,77,92,26,435,52,30,111,14,207,116,57,149,11,333,1348,225,428,51,2052,1035,462,494,75,2066,1166,597,467,97,2327,792,851,537,97,2277,895,984,403,71,2353,1352,2071,503,92,4018,1493,1927,195,86,3701,968,2766,288,40,4062,939,2164,67,35,3205,442,1092,31,17,1582,722,1910,21,18,2671,692,2000,490,20,3202,304,197,88,20,609,12818,17494,4477,816,35605,Glen Eira
21402,189,53,62,4,308,270,48,111,10,439,61,22,180,3,266,145,51,365,11,572,2428,232,1003,25,3688,2082,529,948,59,3618,2241,811,688,45,3785,1204,1323,625,46,3198,1355,1501,381,31,3268,1783,2712,459,32,4986,1489,2053,171,47,3760,830,1904,144,7,2885,635,1181,56,4,1876,204,496,14,3,717,392,629,13,0,1034,966,2236,664,18,3884,451,285,166,17,919,16725,16066,6050,362,39203,Mornington Peninsula
21501,82,32,31,3,148,158,29,28,7,222,28,23,108,4,163,74,40,193,4,311,1310,186,464,17,1977,1001,410,378,42,1831,1010,498,245,45,1798,579,708,208,11,1506,618,687,114,15,1434,764,1072,115,15,1966,579,706,48,11,1344,239,362,23,3,627,172,223,3,3,401,34,70,0,0,104,77,98,3,3,181,457,801,212,13,1483,208,100,82,9,399,7390,6045,2255,205,15895,Grampians
21502,66,37,30,0,133,121,54,53,5,233,18,23,109,3,153,64,34,237,4,339,966,188,484,19,1657,677,307,451,27,1462,658,420,276,26,1380,420,655,204,29,1308,496,589,128,8,1221,574,917,98,11,1600,429,641,26,10,1106,151,323,20,0,494,126,197,6,0,329,38,78,3,0,119,67,81,5,0,153,345,772,208,16,1341,176,120,112,9,417,5392,5436,2450,167,13445,Mildura
21503,82,19,17,3,121,117,42,13,10,182,23,25,62,0,110,56,35,128,9,228,861,135,267,13,1276,590,294,213,23,1120,624,323,151,17,1115,341,499,107,14,961,386,439,67,12,904,423,605,53,12,1093,309,384,16,6,715,90,187,10,4,291,67,115,3,0,185,17,42,3,0,62,34,76,3,0,113,261,563,137,6,967,163,86,60,7,316,4444,3869,1310,136,9759,Murray River - Swan Hill
21601,72,21,10,4,107,105,16,24,4,149,19,15,67,0,101,48,24,121,3,196,794,99,347,11,1251,581,222,280,25,1108,604,289,160,14,1067,320,450,143,12,925,340,484,79,7,910,468,668,75,10,1221,332,451,25,8,816,124,260,9,3,396,82,167,5,0,254,32,40,0,0,72,44,69,0,0,113,256,537,158,0,951,139,79,41,3,262,4360,3891,1544,104,9899,Campaspe
21602,65,27,9,5,106,95,23,13,0,131,12,10,45,0,67,48,20,89,6,163,715,102,239,11,1067,495,186,195,21,897,510,243,104,16,873,246,326,90,11,673,281,328,52,8,669,333,504,39,4,880,223,329,22,0,574,83,151,0,0,234,58,90,3,0,151,19,33,0,0,52,24,53,3,0,80,199,393,103,7,702,133,73,34,0,240,3539,2891,1040,89,7559,Moira
21603,67,37,30,0,134,114,49,48,3,214,25,28,115,0,168,56,42,200,7,305,944,207,563,27,1741,681,384,464,26,1555,739,489,292,30,1550,446,750,269,19,1484,514,737,149,17,1417,745,1168,147,25,2085,570,885,49,9,1513,213,474,25,3,715,187,298,5,3,493,58,131,3,0,192,81,136,3,3,223,343,825,223,8,1399,183,146,115,9,453,5966,6786,2700,189,15641,Shepparton
21701,46,19,16,0,81,88,15,29,5,137,13,11,47,0,71,59,18,135,4,216,737,105,283,7,1132,549,208,245,23,1025,528,300,144,9,981,329,384,133,15,861,372,432,61,8,873,503,705,62,7,1277,360,446,25,4,835,163,294,14,0,471,139,191,11,3,344,24,82,3,0,109,59,78,0,0,137,269,522,119,3,913,102,45,46,5,198,4340,3855,1373,93,9661,Glenelg - Southern Grampians
21702,111,51,34,4,200,181,57,48,4,290,29,27,102,3,161,88,26,242,8,364,1376,197,650,32,2255,1134,465,609,64,2272,1141,682,406,36,2265,751,1053,334,39,2177,865,1111,195,25,2196,1110,1690,198,29,3027,774,1218,69,23,2084,309,695,36,4,1044,249,412,20,8,689,70,142,3,0,215,155,236,3,6,400,568,1147,320,15,2050,313,147,103,10,573,9224,9356,3372,310,22262,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,62,31,32,4,129,102,28,34,8,172,19,21,85,0,125,59,19,145,5,228,817,80,378,18,1293,655,200,415,41,1311,630,325,346,17,1318,526,601,369,27,1523,583,723,286,25,1617,896,1695,345,37,2973,909,1546,152,34,2641,464,1249,101,17,1831,350,845,38,3,1236,117,396,10,0,523,148,519,13,0,680,395,1155,239,8,1797,121,97,63,9,290,6853,9530,3051,253,19687,Capalaba
30102,117,32,19,0,168,137,33,39,5,214,30,17,82,3,132,84,27,172,5,288,1238,99,463,12,1812,984,237,478,27,1726,989,342,333,21,1685,583,579,334,26,1522,651,731,210,20,1612,1007,1550,267,26,2850,884,1428,119,16,2447,521,1314,101,4,1940,406,855,32,3,1296,129,421,3,3,556,207,560,9,0,776,551,1287,245,12,2095,211,130,75,8,424,8729,9642,2981,191,21543,Cleveland - Stradbroke
30103,55,21,30,0,106,70,24,30,3,127,9,6,59,3,77,59,8,115,6,188,702,61,405,17,1185,537,191,461,43,1232,530,282,362,37,1211,388,473,379,36,1276,469,589,272,29,1359,836,1234,307,51,2428,864,1293,137,47,2341,522,1322,120,16,1980,452,873,35,13,1373,162,406,19,6,593,221,472,3,0,696,376,860,266,8,1510,133,95,58,6,292,6385,8210,3058,321,17974,Wynnum - Manly
30201,35,9,13,0,57,49,17,12,0,78,3,6,21,0,30,28,11,56,0,95,375,35,116,6,532,389,86,153,20,648,448,137,174,14,773,286,254,200,16,756,321,326,120,17,784,503,736,139,38,1416,554,735,80,33,1402,333,811,103,12,1259,245,583,30,12,870,94,281,12,3,390,146,449,11,0,606,228,556,112,4,900,80,54,24,4,162,4117,5086,1376,179,10758,Bald Hills - Everton Park
30202,56,19,33,6,114,85,17,39,4,145,10,14,72,0,96,46,15,142,14,217,633,98,331,27,1089,626,185,400,44,1255,675,233,329,57,1294,427,415,379,47,1268,495,469,263,45,1272,804,1096,332,68,2300,938,1108,144,57,2247,579,1080,135,27,1821,506,775,36,22,1339,209,383,8,11,611,251,490,12,10,763,417,750,250,18,1435,132,102,99,13,346,6889,7249,3004,470,17612,Chermside
30203,33,15,17,3,68,39,19,15,4,77,9,0,39,3,51,22,11,77,3,113,344,69,152,11,576,296,102,190,30,618,264,151,169,18,602,238,237,189,35,699,261,298,149,32,740,471,547,160,38,1216,509,538,77,30,1154,305,485,50,15,855,274,333,26,8,641,114,170,7,4,295,116,174,3,5,298,225,404,112,11,752,71,36,35,4,146,3591,3589,1467,254,8901,Nundah
30204,39,21,24,3,87,55,18,28,8,109,25,4,64,0,93,34,15,126,10,185,688,68,351,15,1122,555,176,368,38,1137,477,258,311,19,1065,378,487,322,19,1206,397,535,203,20,1155,725,1099,298,42,2164,726,981,130,39,1876,351,788,71,19,1229,290,510,26,5,831,95,208,9,8,320,113,232,3,3,351,347,627,235,14,1223,108,68,64,12,252,5403,6095,2633,274,14405,Sandgate
30301,35,22,37,0,94,57,23,30,3,113,14,6,55,0,75,43,9,84,4,140,436,42,173,24,675,382,100,217,20,719,385,133,206,23,747,257,284,215,28,784,289,325,183,23,820,498,715,228,45,1486,602,856,110,47,1615,417,1005,113,14,1549,416,814,29,13,1272,161,385,11,0,557,261,638,6,3,908,284,604,116,14,1018,68,60,38,6,172,4605,6021,1851,267,12744,Carindale
30302,52,23,27,20,122,64,32,31,13,140,18,13,67,8,106,55,27,112,17,211,446,103,241,43,833,413,151,266,73,903,458,192,250,75,975,417,296,261,65,1039,447,345,182,79,1053,851,744,270,99,1964,1029,731,104,79,1943,605,994,129,38,1766,556,822,41,23,1442,261,404,9,6,680,409,665,10,8,1092,451,673,168,27,1319,88,57,57,10,212,6620,6272,2225,683,15800,Holland Park - Yeronga
30303,119,37,63,26,245,106,45,37,13,201,25,31,64,9,129,56,46,125,5,232,719,157,284,39,1199,607,281,356,45,1289,679,325,267,37,1308,435,505,278,50,1268,477,570,199,52,1298,720,1181,321,56,2278,788,1130,162,36,2116,453,1087,100,21,1661,412,804,23,16,1255,146,378,8,8,540,216,539,15,3,773,403,871,186,14,1474,98,70,70,10,248,6459,8057,2558,440,17514,Mt Gravatt
30304,47,20,29,15,111,53,26,27,7,113,3,19,40,0,62,42,16,54,6,118,363,77,193,16,649,334,145,197,29,705,355,154,134,35,678,237,234,178,17,666,248,251,124,22,645,390,614,154,41,1199,417,564,90,21,1092,228,566,68,12,874,251,456,25,6,738,93,166,9,0,268,143,281,6,6,436,197,406,100,11,714,63,42,28,9,142,3464,4037,1456,253,9210,Nathan
