SA3_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,SA3_NAME11
12701,35,134,517,7238,9422,1578,313,367,19604,3,18,55,528,190,19,5,12,830,4,9,60,550,453,58,9,26,1169,7,27,115,1078,643,77,14,38,1999,94,118,40,111,5,0,0,28,396,0,27,231,35,0,0,0,18,311,0,9,0,0,0,0,0,0,9,0,9,13,5,3,0,0,0,30,94,163,284,151,8,0,0,46,746,4,25,67,12,5,0,0,4,117,0,3,3,3,6,3,0,0,18,140,352,986,8482,10084,1658,327,455,22484,Bringelly - Green Valley
12702,121,324,2486,18955,12774,2784,675,921,39040,17,269,485,1461,436,78,20,112,2878,25,178,906,2478,467,62,19,110,4245,42,447,1391,3939,903,140,39,222,7123,19,308,1058,241,20,3,8,90,1747,14,258,2176,175,0,3,0,105,2731,19,129,842,96,5,0,0,34,1125,0,47,39,39,11,5,0,10,151,52,742,4115,551,36,11,8,239,5754,7,64,36,14,8,3,0,8,140,5,0,14,26,6,0,0,0,51,227,1577,8042,23485,13727,2938,722,1390,52108,Fairfield
12703,38,110,1036,9641,9034,1506,259,380,22004,25,131,395,637,188,26,10,116,1528,13,114,748,1320,451,80,10,112,2848,38,245,1143,1957,639,106,20,228,4376,107,242,422,196,19,3,4,89,1082,19,176,1889,220,13,3,3,75,2398,8,135,1848,473,0,0,0,69,2533,0,7,6,7,5,0,0,0,25,134,560,4165,896,37,6,7,233,6038,0,12,8,4,0,0,0,4,28,0,13,14,5,0,0,0,0,32,210,940,6366,12503,9710,1618,286,845,32478,Liverpool
12801,26,239,1892,9605,8035,2229,404,259,22689,22,165,561,997,54,8,0,35,1842,0,91,697,2286,237,17,6,50,3384,22,256,1258,3283,291,25,6,85,5226,27,1032,1206,180,15,0,4,82,2546,5,512,3580,622,14,0,5,105,4843,45,419,2590,721,15,0,0,109,3899,0,24,8,20,5,6,3,0,66,77,1987,7384,1543,49,6,12,296,11354,15,65,64,24,3,0,0,4,175,0,0,4,6,3,0,0,0,13,140,2547,10602,14461,8381,2260,422,644,39457,Cronulla - Miranda - Caringbah
12802,18,152,1346,11264,11524,2611,395,213,27523,11,105,431,562,45,7,0,33,1194,3,123,413,1469,131,5,0,35,2179,14,228,844,2031,176,12,0,68,3373,4,287,575,161,8,4,0,38,1077,5,125,2132,219,4,0,3,29,2517,5,59,850,96,0,0,0,13,1023,4,24,15,5,4,0,0,3,55,18,495,3572,481,16,4,3,83,4672,15,48,37,21,0,4,0,4,129,0,0,0,0,4,0,0,0,4,65,923,5799,13797,11720,2631,398,368,35701,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,27,261,3613,18132,7692,944,159,467,31295,7,376,973,417,23,0,4,70,1870,0,6,74,143,35,12,0,8,278,7,382,1047,560,58,12,4,78,2148,11,669,1556,274,16,4,8,121,2659,0,15,16,5,4,0,0,0,40,0,0,12,0,0,0,0,0,12,0,4,4,0,0,0,0,3,11,11,688,1588,279,20,4,8,124,2722,11,35,23,14,10,0,0,5,98,0,3,3,3,0,0,0,3,12,56,1369,6274,18988,7780,960,171,677,36275,Ballarat
20102,24,272,1656,5087,2224,347,95,172,9877,0,24,41,15,4,0,0,4,88,0,0,3,3,0,3,0,0,9,0,24,44,18,4,3,0,4,97,0,69,97,16,0,0,0,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,69,101,16,3,0,0,9,198,18,51,24,10,10,0,0,10,123,0,0,0,0,0,0,0,0,0,42,416,1825,5131,2241,350,95,195,10295,Creswick - Daylesford - Ballan
20103,27,220,1565,4950,1771,262,64,198,9057,3,44,83,21,3,0,3,6,163,0,3,4,3,0,0,0,0,10,3,47,87,24,3,0,3,6,173,7,88,146,21,0,0,0,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,7,88,149,25,0,0,0,7,276,36,84,42,26,10,0,0,17,215,0,0,0,3,0,0,0,0,3,73,439,1843,5028,1784,262,67,228,9724,Maryborough - Pyrenees
20201,22,336,3600,16753,6871,868,136,502,29088,17,175,713,245,35,0,0,41,1226,0,7,63,87,24,5,0,3,189,17,182,776,332,59,5,0,44,1415,18,352,1325,326,21,0,0,77,2119,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,16,18,359,1331,329,21,3,0,77,2138,29,81,39,30,13,3,0,12,207,0,0,0,8,0,0,0,0,8,86,958,5746,17452,6964,879,136,635,32856,Bendigo
20202,41,357,2518,8154,3623,614,132,251,15690,6,34,104,37,5,0,0,13,199,0,0,0,6,3,0,0,0,9,6,34,104,43,8,0,0,13,208,7,108,310,34,4,0,0,30,493,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,108,318,34,4,0,0,30,501,22,73,36,33,4,3,6,6,183,0,0,4,6,0,0,0,0,10,76,572,2980,8270,3639,617,138,300,16592,Heathcote - Castlemaine - Kyneton
20203,19,86,681,2240,930,148,33,67,4204,0,5,4,4,3,0,0,0,16,0,3,0,3,0,0,0,0,6,0,8,4,7,3,0,0,0,22,0,32,24,4,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,36,24,4,4,0,0,3,71,14,28,13,14,9,3,3,17,101,0,0,0,0,0,0,0,0,0,33,158,722,2265,946,151,36,87,4398,Loddon - Elmore
20301,4,77,535,2761,1720,275,69,77,5518,0,5,18,5,6,0,0,4,38,0,0,0,0,0,0,0,0,0,0,5,18,5,6,0,0,4,38,0,10,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,7,0,0,0,0,0,17,3,7,3,7,3,3,0,0,26,0,0,0,3,0,0,0,0,3,7,99,563,2776,1729,278,69,81,5602,Barwon - West
20302,60,535,6461,33215,12645,1672,354,896,55838,21,554,1603,491,42,9,3,86,2809,0,35,271,375,57,10,0,7,755,21,589,1874,866,99,19,3,93,3564,60,1641,3622,722,32,4,8,222,6311,0,11,75,7,0,0,0,0,93,0,8,44,25,3,0,0,3,83,0,19,13,9,3,0,0,3,47,60,1679,3754,763,38,4,8,228,6534,40,163,173,48,14,0,0,35,473,0,0,3,4,5,0,5,0,17,181,2966,12265,34896,12801,1695,370,1252,66426,Geelong
20303,23,169,2032,11155,5586,855,156,236,20212,0,63,324,183,9,0,0,28,607,0,5,68,244,69,4,0,4,394,0,68,392,427,78,4,0,32,1001,5,107,539,293,35,9,0,24,1012,0,3,0,4,0,0,3,0,10,0,0,10,0,0,0,0,0,10,0,16,7,6,0,0,3,3,35,5,126,556,303,35,9,6,27,1067,8,19,32,26,5,0,5,6,101,0,0,0,7,0,0,0,3,10,36,382,3012,11918,5704,868,167,304,22391,Surf Coast - Bellarine Peninsula
20401,43,350,2471,9218,4100,577,125,325,17209,0,92,269,112,8,0,0,30,511,0,0,6,26,13,0,4,3,52,0,92,275,138,21,0,4,33,563,5,132,335,63,9,0,3,33,580,0,0,3,7,0,0,0,0,10,0,3,3,3,0,0,0,0,9,3,4,3,0,0,0,0,0,10,8,139,344,73,9,0,3,33,609,40,128,92,91,35,9,5,51,451,3,4,3,4,3,0,0,0,17,94,713,3185,9524,4168,586,137,442,18849,Upper Goulburn Valley
20402,19,192,1882,8691,4041,506,95,260,15686,0,120,482,95,3,0,4,36,740,0,0,3,11,0,3,0,0,17,0,120,485,106,3,3,4,36,757,5,202,662,87,5,0,0,58,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,205,662,87,5,0,0,58,1022,18,47,46,33,12,3,4,7,170,0,0,3,0,3,0,0,0,6,42,564,3078,8917,4064,512,103,361,17641,Wangaratta - Benalla
20403,29,253,2128,11941,5928,741,170,310,21500,3,170,744,226,9,0,0,31,1183,0,0,39,32,6,0,3,4,84,3,170,783,258,15,0,3,35,1267,7,224,961,209,9,0,3,55,1468,0,3,3,3,0,0,0,0,9,3,8,3,5,0,0,0,0,19,3,7,3,0,0,0,3,0,16,13,242,970,217,9,0,6,55,1512,24,65,47,39,9,6,10,20,220,0,0,0,4,4,0,3,0,11,69,730,3928,12459,5965,747,192,420,24510,Wodonga - Alpine
20501,19,161,1420,7727,4188,522,100,214,14351,3,50,548,229,71,14,5,21,941,0,0,9,11,3,0,0,0,23,3,50,557,240,74,14,5,21,964,3,104,331,69,0,0,0,16,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,11,3,112,331,69,0,0,0,19,534,14,65,58,10,6,0,0,15,168,0,0,0,0,0,3,0,0,3,39,388,2366,8046,4268,539,105,269,16020,Baw Baw
20502,36,292,2198,8258,3235,449,95,256,14819,4,117,240,145,31,8,0,25,570,0,3,3,21,4,0,3,0,34,4,120,243,166,35,8,3,25,604,3,145,601,213,22,6,4,47,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,148,604,213,22,6,4,47,1047,29,154,143,42,11,3,3,38,423,0,0,4,9,0,0,0,0,13,72,714,3192,8688,3303,466,105,366,16906,Gippsland - East
20503,30,342,3039,11429,4674,652,135,347,20648,0,181,373,85,10,0,4,35,688,0,0,21,66,14,5,0,0,106,0,181,394,151,24,5,4,35,794,3,145,386,107,11,0,0,33,685,3,6,8,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,12,6,156,401,110,11,0,0,33,717,18,78,40,33,10,3,3,24,209,0,3,0,5,0,0,4,0,12,54,760,3874,11728,4719,660,146,439,22380,Gippsland - South West
20504,25,179,2637,14456,5511,693,124,475,24100,5,150,301,330,83,6,3,38,916,0,0,18,28,8,3,0,0,57,5,150,319,358,91,9,3,38,973,63,662,1421,205,14,4,5,135,2509,0,0,10,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,14,63,666,1438,208,18,4,5,135,2537,16,72,143,17,3,0,0,17,268,0,0,0,3,0,0,4,0,7,109,1067,4537,15042,5623,706,136,665,27885,Latrobe Valley
20505,21,228,1761,7616,3759,541,107,262,14295,3,107,296,105,9,0,0,17,537,0,5,21,32,6,3,3,4,74,3,112,317,137,15,3,3,21,611,6,144,293,63,3,0,0,24,533,0,0,23,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,147,316,68,3,0,0,24,564,17,61,35,21,3,3,3,3,146,0,0,0,0,3,0,0,0,3,47,548,2429,7842,3783,547,113,310,15619,Wellington
20601,31,224,4324,9301,2924,444,96,336,17680,3,265,1883,777,114,7,3,80,3132,6,55,822,1281,234,18,8,31,2455,9,320,2705,2058,348,25,11,111,5587,102,1657,2760,442,40,6,5,111,5123,22,352,566,68,8,0,0,8,1024,44,417,693,105,9,4,0,42,1314,0,16,6,8,0,0,0,0,30,168,2442,4025,623,57,10,5,161,7491,5,29,72,39,10,3,8,5,171,0,4,5,5,3,0,0,0,17,213,3019,11131,12026,3342,482,120,613,30946,Brunswick - Coburg
20602,14,122,2855,6132,1827,296,64,167,11477,0,121,961,593,57,4,0,18,1754,0,92,311,438,37,4,4,9,895,0,213,1272,1031,94,8,4,27,2649,40,1917,2061,221,21,6,0,88,4354,4,180,207,46,0,0,0,11,448,37,122,112,29,0,0,0,22,322,0,4,3,7,3,0,0,0,17,81,2223,2383,303,24,6,0,121,5141,6,36,72,39,12,0,6,5,176,0,0,7,3,0,3,0,0,13,101,2594,6589,7508,1957,313,74,320,19456,Darebin - South
20603,16,121,2441,6190,2989,626,112,157,12652,0,133,1116,639,73,14,4,42,2021,0,12,380,923,89,10,0,25,1439,0,145,1496,1562,162,24,4,67,3460,57,810,1999,419,20,5,7,77,3394,55,922,1283,74,3,0,3,107,2447,41,198,925,334,3,0,0,75,1576,0,3,6,4,0,0,0,0,13,153,1933,4213,831,26,5,10,259,7430,0,16,30,24,3,0,0,3,76,0,4,3,3,0,0,0,0,10,169,2219,8183,8610,3180,655,126,486,23628,Essendon
20604,3,66,653,789,351,108,28,26,2024,8,268,1089,610,151,17,7,56,2206,22,217,1418,1975,590,135,39,62,4458,30,485,2507,2585,741,152,46,118,6664,49,692,1286,418,44,4,5,32,2530,223,1437,2496,603,48,7,18,79,4911,1345,7866,11017,2849,152,22,29,419,23699,0,7,7,6,0,0,0,0,20,1617,10002,14806,3876,244,33,52,530,31160,4,21,27,21,5,3,3,4,88,4,10,10,4,3,0,3,0,34,1658,10584,18003,7275,1344,296,132,678,39970,Melbourne City
20605,15,243,1960,2760,1117,252,58,103,6508,5,278,2152,1643,273,38,4,69,4462,7,187,1244,2119,465,78,15,45,4160,12,465,3396,3762,738,116,19,114,8622,193,2168,3966,650,45,3,12,154,7191,310,3872,5538,645,42,3,3,191,10604,146,2688,4312,1532,62,15,3,130,8888,3,0,7,0,3,0,0,0,13,652,8728,13823,2827,152,21,18,475,26696,3,53,118,43,7,0,0,5,229,0,5,3,6,3,0,0,0,17,682,9494,19300,9398,2017,389,95,697,42072,Port Phillip
20702,35,63,1002,10930,9905,1815,344,289,24383,3,84,850,826,65,12,3,39,1882,0,18,244,1173,424,86,12,20,1977,3,102,1094,1999,489,98,15,59,3859,9,112,604,770,63,6,0,24,1588,0,59,121,39,3,0,0,10,232,3,32,179,113,8,0,0,8,343,3,4,8,0,0,5,0,0,20,15,207,912,922,74,11,0,42,2183,3,3,6,12,0,0,0,0,24,0,0,0,3,0,0,0,0,3,56,375,3014,13866,10468,1924,359,390,30452,Manningham - West
20703,39,182,2774,13454,6754,1416,356,338,25313,23,235,2398,1172,110,23,7,84,4052,8,66,534,784,130,11,8,16,1557,31,301,2932,1956,240,34,15,100,5609,121,362,1552,638,46,15,6,112,2852,24,180,239,27,0,3,0,7,480,48,129,75,29,3,0,0,8,292,3,26,8,7,3,0,3,0,50,196,697,1874,701,52,18,9,127,3674,0,5,22,13,0,0,0,0,40,0,3,3,0,3,0,0,0,9,266,1188,7605,16124,7049,1468,380,565,34645,Whitehorse - West
20801,20,158,3030,10108,7353,1749,287,238,22943,10,178,1730,1168,145,13,0,57,3301,0,59,383,1398,355,30,4,18,2247,10,237,2113,2566,500,43,4,75,5548,49,436,2271,846,58,11,4,81,3756,0,98,296,90,3,3,0,22,512,15,98,156,80,3,0,3,3,358,3,5,4,6,3,0,0,0,21,67,637,2727,1022,67,14,7,106,4647,0,14,59,33,5,0,0,0,111,0,8,11,3,0,0,0,0,22,97,1054,7940,13732,7925,1806,298,419,33271,Bayside
20803,33,196,3193,14207,7612,1217,224,364,27046,10,309,2735,1756,117,7,4,100,5038,5,39,606,1483,312,33,3,46,2527,15,348,3341,3239,429,40,7,146,7565,40,1048,3967,1108,71,5,4,225,6468,0,24,148,21,0,0,0,8,201,0,44,147,25,0,0,0,6,222,0,9,9,7,0,0,0,3,28,40,1125,4271,1161,71,5,4,242,6919,19,145,142,29,7,0,0,7,349,0,3,6,4,0,0,0,0,13,107,1817,10953,18640,8119,1262,235,759,41892,Kingston
20804,4,64,970,3371,2615,715,137,112,7988,3,53,733,567,73,14,11,22,1476,3,31,218,435,101,8,0,11,807,6,84,951,1002,174,22,11,33,2283,34,661,1796,422,33,7,3,53,3009,17,309,545,46,0,15,0,10,942,22,134,152,36,3,0,0,6,353,0,5,15,12,0,0,0,0,32,73,1109,2508,516,36,22,3,69,4336,0,11,39,23,3,0,0,4,80,4,0,3,0,0,0,0,0,7,87,1268,4471,4912,2828,759,151,218,14694,Stonnington - East
20901,41,374,4214,19144,9177,1662,289,476,35377,9,234,1516,936,32,12,3,56,2798,3,47,441,948,96,8,3,17,1563,12,281,1957,1884,128,20,6,73,4361,23,503,1991,746,63,8,3,78,3415,0,41,131,17,0,0,0,7,196,0,50,126,19,0,0,0,8,203,4,29,22,26,0,0,3,0,84,27,623,2270,808,63,8,6,93,3898,0,10,13,23,3,0,0,3,52,0,0,4,6,0,0,0,0,10,80,1288,8458,21865,9371,1690,301,645,43698,Banyule
20902,48,295,4509,12642,4050,635,158,538,22875,11,258,1704,857,56,4,5,97,2992,6,66,360,571,76,8,8,18,1113,17,324,2064,1428,132,12,13,115,4105,49,807,2449,610,38,4,3,169,4129,81,194,212,28,0,0,0,13,528,0,80,256,18,0,0,0,5,359,0,7,5,10,4,0,0,3,29,130,1088,2922,666,42,4,3,190,5045,5,14,63,36,7,0,3,7,135,0,0,9,0,0,0,0,0,9,200,1721,9567,14772,4231,651,177,850,32169,Darebin - North
20903,25,244,1257,8547,7516,1549,270,145,19553,11,49,167,88,5,9,0,14,343,0,0,54,154,9,0,0,0,217,11,49,221,242,14,9,0,14,560,17,63,139,104,4,0,0,11,338,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,3,0,17,17,69,148,111,4,0,3,11,363,6,20,15,16,6,0,0,0,63,0,3,3,3,0,3,0,0,12,59,385,1644,8919,7540,1561,273,170,20551,Nillumbik - Kinglake
20904,85,190,2056,26911,16322,1816,291,806,48477,4,41,487,857,327,24,7,36,1783,0,10,177,979,269,42,7,17,1501,4,51,664,1836,596,66,14,53,3284,11,123,1105,596,22,5,6,51,1919,3,57,68,14,3,0,0,3,148,0,15,9,7,0,0,0,3,34,3,3,9,6,0,0,0,0,21,17,198,1191,623,25,5,6,57,2122,6,30,16,13,4,0,0,0,69,0,0,3,5,3,0,0,0,11,112,469,3930,29388,16950,1887,311,916,53963,Whittlesea - Wallan
21001,15,61,1311,9807,4683,735,121,325,17058,3,34,431,508,23,4,0,20,1023,3,4,70,386,75,3,3,9,553,6,38,501,894,98,7,3,29,1576,10,53,505,552,21,4,0,28,1173,0,7,19,13,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,60,527,565,21,4,0,28,1215,0,6,11,16,3,0,0,0,36,0,0,0,3,3,0,0,0,6,31,165,2350,11285,4808,746,124,382,19891,Keilor
21002,3,97,505,3839,3297,606,111,92,8550,0,4,42,35,3,0,0,3,87,0,0,7,24,3,0,0,0,34,0,4,49,59,6,0,0,3,121,0,45,115,42,5,0,0,9,216,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,48,115,45,5,0,0,9,222,3,17,11,10,0,0,0,3,44,0,0,0,0,3,0,0,0,3,6,166,680,3953,3311,606,111,107,8940,Macedon Ranges
21003,32,173,3016,11153,3029,428,94,432,18357,4,148,1473,743,117,19,3,78,2585,4,23,558,554,62,3,3,26,1233,8,171,2031,1297,179,22,6,104,3818,24,232,1201,491,25,4,0,76,2053,0,29,78,11,0,3,0,6,127,0,0,110,65,0,0,0,0,175,0,8,3,0,0,0,0,0,11,24,269,1392,567,25,7,0,82,2366,0,9,27,11,4,0,3,4,58,0,0,6,9,0,0,0,0,15,64,622,6472,13037,3237,457,103,622,24614,Moreland - North
21004,11,53,409,6178,4130,584,106,126,11597,3,9,124,58,3,3,0,8,208,0,0,16,86,15,3,0,0,120,3,9,140,144,18,6,0,8,328,10,77,477,174,6,0,0,26,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,80,477,174,6,0,0,26,773,3,0,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,27,142,1032,6501,4154,590,106,160,12712,Sunbury
20606,8,164,1710,2528,1439,470,138,67,6524,3,117,1120,735,96,12,4,27,2114,22,190,892,1165,163,20,6,46,2504,25,307,2012,1900,259,32,10,73,4618,58,767,1779,461,51,6,5,53,3180,151,2341,3204,420,15,3,0,95,6229,122,1210,1654,651,9,3,6,107,3762,0,8,0,0,0,0,0,0,8,331,4326,6637,1532,75,12,11,255,13179,0,23,20,17,3,3,3,0,69,0,8,6,6,0,0,0,0,20,364,4828,10385,5983,1776,517,162,395,24410,Stonnington - West
20607,5,268,2375,2916,959,173,40,102,6838,16,531,3867,2257,412,56,10,106,7255,20,364,1953,2384,573,116,31,90,5531,36,895,5820,4641,985,172,41,196,12786,73,1137,1555,509,77,8,5,74,3438,81,1446,1750,325,24,3,3,90,3722,83,783,2285,888,14,0,0,146,4199,0,3,4,3,3,0,0,0,13,237,3369,5594,1725,118,11,8,310,11372,3,40,86,57,18,3,5,7,219,0,3,12,8,5,0,3,0,31,281,4575,13887,9347,2085,359,97,615,31246,Yarra
20701,33,272,4340,14520,12639,3490,607,376,36277,27,261,2808,1975,205,30,9,82,5397,5,80,737,1658,350,38,7,30,2905,32,341,3545,3633,555,68,16,112,8302,76,1088,4709,1290,118,14,13,163,7471,69,1007,1995,230,14,0,3,57,3375,133,497,722,105,7,5,3,16,1488,3,23,21,8,3,0,3,0,61,281,2615,7447,1633,142,19,22,236,12395,0,51,90,61,16,3,4,6,231,0,6,13,6,0,0,0,0,25,346,3285,15435,19853,13352,3580,649,730,57230,Boroondara
20802,24,282,4540,14704,7724,1714,363,380,29731,14,324,3476,2372,215,37,7,138,6583,8,89,548,1489,388,31,0,27,2580,22,413,4024,3861,603,68,7,165,9163,90,3453,5832,1867,160,18,11,253,11684,5,222,807,106,4,0,0,21,1165,0,130,253,29,0,0,0,24,436,0,15,7,0,3,0,0,0,25,95,3820,6899,2002,167,18,11,298,13310,4,50,119,65,12,3,0,10,263,0,3,10,14,4,0,0,5,36,145,4568,15592,20646,8510,1803,381,858,52503,Glen Eira
21005,84,180,1181,20614,10099,1401,242,725,34526,8,46,566,1515,447,37,12,70,2701,8,23,199,669,334,93,27,29,1382,16,69,765,2184,781,130,39,99,4083,7,159,527,457,18,5,0,50,1223,0,9,26,23,0,0,0,0,58,0,12,39,23,0,0,0,0,74,0,6,8,0,0,0,0,3,17,7,186,600,503,18,5,0,53,1372,23,123,54,22,5,0,0,12,239,0,3,3,16,3,0,0,7,32,130,561,2603,23339,10906,1536,281,896,40252,Tullamarine - Broadmeadows
