SA3_MAIN11,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total,SA3_NAME11
30301,3,9,1462,1474,35,136,1394,1565,1056,655,1324,3035,2217,383,688,3288,2049,220,540,2809,1661,110,463,2234,969,38,260,1267,598,12,203,813,143,0,105,248,8731,1563,6439,16733,3,16,1457,1476,80,248,1299,1627,1385,652,1195,3232,2407,355,832,3594,2119,203,927,3249,1535,114,785,2434,810,17,599,1426,458,8,711,1177,63,0,400,463,8860,1613,8205,18678,6,25,2919,2950,115,384,2693,3192,2441,1307,2519,6267,4624,738,1520,6882,4168,423,1467,6058,3196,224,1248,4668,1779,55,859,2693,1056,20,914,1990,206,0,505,711,17591,3176,14644,35411,Carindale
30302,0,18,1517,1535,124,379,2491,2994,1788,1401,3071,6260,2610,701,1490,4801,1937,363,1208,3508,1458,194,944,2596,776,42,533,1351,496,14,334,844,149,0,149,298,9338,3112,11737,24187,7,47,1514,1568,243,550,2321,3114,2232,1426,2700,6358,2699,633,1452,4784,1894,357,1399,3650,1322,131,1235,2688,639,23,875,1537,369,3,873,1245,86,4,471,561,9491,3174,12840,25505,7,65,3031,3103,367,929,4812,6108,4020,2827,5771,12618,5309,1334,2942,9585,3831,720,2607,7158,2780,325,2179,5284,1415,65,1408,2888,865,17,1207,2089,235,4,620,859,18829,6286,24577,49692,Holland Park - Yeronga
30303,5,14,2144,2163,94,219,2402,2715,1744,813,2280,4837,2716,383,947,4046,2647,243,795,3685,2232,140,656,3028,1653,46,368,2067,898,16,267,1181,193,3,120,316,12182,1877,9979,24038,7,26,2052,2085,209,322,2277,2808,2166,812,1771,4749,2984,384,1134,4502,2674,233,1175,4082,2195,115,998,3308,1441,31,840,2312,604,8,907,1519,88,5,451,544,12368,1936,11605,25909,12,40,4196,4248,303,541,4679,5523,3910,1625,4051,9586,5700,767,2081,8548,5321,476,1970,7767,4427,255,1654,6336,3094,77,1208,4379,1502,24,1174,2700,281,8,571,860,24550,3813,21584,49947,Mt Gravatt
30304,0,5,1004,1009,38,118,1278,1434,973,460,1391,2824,1515,324,736,2575,1242,205,586,2033,926,90,429,1445,715,27,221,963,488,3,158,649,141,0,95,236,6038,1232,5898,13168,4,13,996,1013,95,161,1074,1330,1241,494,944,2679,1602,342,696,2640,1183,177,739,2099,917,59,618,1594,666,11,457,1134,367,4,559,930,74,0,335,409,6149,1261,6418,13828,4,18,2000,2022,133,279,2352,2764,2214,954,2335,5503,3117,666,1432,5215,2425,382,1325,4132,1843,149,1047,3039,1381,38,678,2097,855,7,717,1579,215,0,430,645,12187,2493,12316,26996,Nathan
30305,3,14,1927,1944,92,180,1685,1957,1808,597,1605,4010,2524,358,727,3609,2471,226,570,3267,1946,122,419,2487,987,30,234,1251,372,3,114,489,66,3,46,115,10269,1533,7327,19129,4,29,1810,1843,183,250,1348,1781,2320,654,1364,4338,2764,343,884,3991,2446,191,843,3480,1744,96,746,2586,728,29,471,1228,233,3,348,584,24,0,138,162,10446,1595,7952,19993,7,43,3737,3787,275,430,3033,3738,4128,1251,2969,8348,5288,701,1611,7600,4917,417,1413,6747,3690,218,1165,5073,1715,59,705,2479,605,6,462,1073,90,3,184,277,20715,3128,15279,39122,Rocklea - Acacia Ridge
30502,0,11,892,903,20,175,1161,1356,970,904,1645,3519,1789,464,754,3007,1335,233,629,2197,863,120,458,1441,388,32,237,657,223,6,136,365,48,3,66,117,5636,1948,5978,13562,4,22,815,841,73,284,1131,1488,1271,900,1526,3697,1855,428,837,3120,1318,201,701,2220,770,86,639,1495,318,16,356,690,153,0,338,491,27,0,197,224,5789,1937,6540,14266,4,33,1707,1744,93,459,2292,2844,2241,1804,3171,7216,3644,892,1591,6127,2653,434,1330,4417,1633,206,1097,2936,706,48,593,1347,376,6,474,856,75,3,263,341,11425,3885,12518,27828,Brisbane Inner - East
30503,0,25,1648,1673,69,384,2601,3054,1726,1637,3626,6989,2928,833,1710,5471,2537,453,1397,4387,1821,240,1118,3179,1029,71,560,1660,538,12,317,867,131,0,140,271,10779,3655,13117,27551,8,48,1869,1925,208,563,2692,3463,2184,1634,3079,6897,3180,666,1833,5679,2506,350,1561,4417,1663,206,1293,3162,829,39,855,1723,401,8,787,1196,63,3,529,595,11042,3517,14498,29057,8,73,3517,3598,277,947,5293,6517,3910,3271,6705,13886,6108,1499,3543,11150,5043,803,2958,8804,3484,446,2411,6341,1858,110,1415,3383,939,20,1104,2063,194,3,669,866,21821,7172,27615,56608,Brisbane Inner - North
30504,0,17,1329,1346,37,256,2332,2625,1139,1106,2575,4820,2229,500,922,3651,1849,297,645,2791,1401,170,548,2119,736,32,286,1054,308,11,169,488,93,5,77,175,7792,2394,8883,19069,3,34,1457,1494,77,392,2664,3133,1444,1129,2349,4922,2397,459,994,3850,1912,262,892,3066,1269,118,856,2243,588,22,525,1135,235,8,490,733,41,0,317,358,7966,2424,10544,20934,3,51,2786,2840,114,648,4996,5758,2583,2235,4924,9742,4626,959,1916,7501,3761,559,1537,5857,2670,288,1404,4362,1324,54,811,2189,543,19,659,1221,134,5,394,533,15758,4818,19427,40003,Brisbane Inner - West
30601,0,11,1487,1498,28,190,678,896,797,694,752,2243,1907,653,702,3262,2061,479,777,3317,1669,269,612,2550,906,78,335,1319,313,10,116,439,61,3,46,110,7742,2387,5505,15634,3,41,1412,1456,86,283,680,1049,1211,773,860,2844,2317,682,998,3997,2187,467,1036,3690,1534,198,762,2494,664,41,436,1141,198,3,270,471,30,0,104,134,8230,2488,6558,17276,3,52,2899,2954,114,473,1358,1945,2008,1467,1612,5087,4224,1335,1700,7259,4248,946,1813,7007,3203,467,1374,5044,1570,119,771,2460,511,13,386,910,91,3,150,244,15972,4875,12063,32910,Cairns - North
30602,3,59,2671,2733,91,465,1777,2333,1603,1436,2360,5399,2995,1073,1958,6026,2844,676,1898,5418,2593,370,1520,4483,1553,123,878,2554,714,27,402,1143,138,4,137,279,12534,4233,13601,30368,6,146,2508,2660,187,695,1758,2640,2294,1625,2523,6442,3463,977,2225,6665,2990,623,2140,5753,2425,289,1693,4407,1250,65,1144,2459,446,17,816,1279,55,0,465,520,13116,4437,15272,32825,9,205,5179,5393,278,1160,3535,4973,3897,3061,4883,11841,6458,2050,4183,12691,5834,1299,4038,11171,5018,659,3213,8890,2803,188,2022,5013,1160,44,1218,2422,193,4,602,799,25650,8670,28873,63193,Cairns - South
30603,0,20,1044,1064,40,145,588,773,454,356,658,1468,894,336,589,1819,1269,291,775,2335,1318,172,649,2139,958,35,428,1421,513,12,226,751,87,0,64,151,5533,1367,5021,11921,7,58,878,943,91,185,431,707,628,393,512,1533,1084,338,541,1963,1431,283,590,2304,1279,121,486,1886,812,30,421,1263,305,4,395,704,39,0,172,211,5676,1412,4426,11514,7,78,1922,2007,131,330,1019,1480,1082,749,1170,3001,1978,674,1130,3782,2700,574,1365,4639,2597,293,1135,4025,1770,65,849,2684,818,16,621,1455,126,0,236,362,11209,2779,9447,23435,Innisfail - Cassowary Coast
30604,0,6,218,224,4,43,151,198,113,188,233,534,325,153,204,682,382,128,245,755,359,75,229,663,244,35,130,409,88,4,65,157,8,0,16,24,1523,632,1491,3646,3,15,208,226,15,79,155,249,194,204,178,576,384,140,214,738,382,103,249,734,341,73,190,604,212,17,133,362,39,5,85,129,3,0,27,30,1573,636,1439,3648,3,21,426,450,19,122,306,447,307,392,411,1110,709,293,418,1420,764,231,494,1489,700,148,419,1267,456,52,263,771,127,9,150,286,11,0,43,54,3096,1268,2930,7294,Port Douglas - Daintree
30605,3,27,1021,1051,24,120,511,655,458,345,561,1364,1049,335,537,1921,1296,327,688,2311,1502,204,725,2431,1321,98,521,1940,653,25,279,957,122,7,95,224,6428,1488,4938,12854,3,70,969,1042,72,185,441,698,664,368,594,1626,1299,387,665,2351,1516,329,770,2615,1610,167,736,2513,1126,58,613,1797,388,14,550,952,51,0,244,295,6729,1578,5582,13889,6,97,1990,2093,96,305,952,1353,1122,713,1155,2990,2348,722,1202,4272,2812,656,1458,4926,3112,371,1461,4944,2447,156,1134,3737,1041,39,829,1909,173,7,339,519,13157,3066,10520,26743,Tablelands (East) - Kuranda
30701,0,35,1037,1072,60,240,637,937,907,474,671,2052,1666,366,553,2585,1636,289,723,2648,1546,146,602,2294,1043,71,445,1559,498,13,274,785,69,0,86,155,7425,1634,5028,14087,3,87,819,909,124,294,480,898,1239,544,671,2454,1827,352,476,2655,1722,261,553,2536,1474,104,505,2083,878,43,521,1442,293,11,437,741,32,0,200,232,7592,1696,4662,13950,3,122,1856,1981,184,534,1117,1835,2146,1018,1342,4506,3493,718,1029,5240,3358,550,1276,5184,3020,250,1107,4377,1921,114,966,3001,791,24,711,1526,101,0,286,387,15017,3330,9690,28037,Darling Downs (West) - Maranoa
30702,0,28,1184,1212,58,208,613,879,760,366,556,1682,1402,309,561,2272,1636,205,607,2448,1585,122,574,2281,1234,39,380,1653,587,14,257,858,111,0,90,201,7373,1291,4822,13486,8,87,1056,1151,117,249,444,810,982,404,517,1903,1652,296,526,2474,1709,199,478,2386,1584,97,461,2142,1085,26,493,1604,371,4,451,826,45,0,194,239,7553,1362,4620,13535,8,115,2240,2363,175,457,1057,1689,1742,770,1073,3585,3054,605,1087,4746,3345,404,1085,4834,3169,219,1035,4423,2319,65,873,3257,958,18,708,1684,156,0,284,440,14926,2653,9442,27021,Darling Downs - East
30703,0,43,1105,1148,45,158,517,720,599,325,534,1458,1191,253,502,1946,1484,211,583,2278,1780,181,568,2529,1349,67,453,1869,659,22,246,927,123,4,90,217,7230,1264,4598,13092,4,75,1033,1112,92,223,442,757,816,335,545,1696,1412,260,582,2254,1688,242,652,2582,1785,146,661,2592,1175,40,634,1849,403,11,600,1014,50,0,299,349,7425,1332,5448,14205,4,118,2138,2260,137,381,959,1477,1415,660,1079,3154,2603,513,1084,4200,3172,453,1235,4860,3565,327,1229,5121,2524,107,1087,3718,1062,33,846,1941,173,4,389,566,14655,2596,10046,27297,Granite Belt
30801,4,16,854,874,44,192,576,812,895,537,587,2019,1339,271,392,2002,1153,183,447,1783,798,83,367,1248,349,29,187,565,107,7,73,187,13,0,21,34,4702,1318,3504,9524,3,52,698,753,112,289,407,808,1166,509,437,2112,1380,223,291,1894,1182,187,287,1656,680,77,211,968,256,18,169,443,66,3,99,168,12,0,36,48,4857,1358,2635,8850,7,68,1552,1627,156,481,983,1620,2061,1046,1024,4131,2719,494,683,3896,2335,370,734,3439,1478,160,578,2216,605,47,356,1008,173,10,172,355,25,0,57,82,9559,2676,6139,18374,Central Highlands (Qld)
30802,7,42,2202,2251,96,446,1348,1890,1802,1067,1466,4335,2979,715,1135,4829,3108,542,1239,4889,2542,269,971,3782,1391,85,502,1978,567,17,249,833,85,0,72,157,12577,3183,9184,24944,12,111,1841,1964,232,675,856,1763,2315,1012,988,4315,3254,695,923,4872,3233,507,841,4581,2304,221,618,3143,1159,60,608,1827,345,8,505,858,42,3,181,226,12896,3292,7361,23549,19,153,4043,4215,328,1121,2204,3653,4117,2079,2454,8650,6233,1410,2058,9701,6341,1049,2080,9470,4846,490,1589,6925,2550,145,1110,3805,912,25,754,1691,127,3,253,383,25473,6475,16545,48493,Gladstone - Biloela
30803,7,67,3395,3469,159,637,2007,2803,2024,1364,2078,5466,3317,838,1539,5694,3913,639,1685,6237,3811,339,1396,5546,2530,134,916,3580,1327,38,635,2000,216,4,192,412,17304,4060,13843,35207,17,173,3078,3268,321,892,1735,2948,2774,1431,1932,6137,3956,875,1776,6607,4488,687,1909,7084,3655,297,1635,5587,2238,110,1406,3754,932,15,1373,2320,85,6,646,737,18466,4486,15490,38442,24,240,6473,6737,480,1529,3742,5751,4798,2795,4010,11603,7273,1713,3315,12301,8401,1326,3594,13321,7466,636,3031,11133,4768,244,2322,7334,2259,53,2008,4320,301,10,838,1149,35770,8546,29333,73649,Rockhampton
30306,3,10,1565,1578,102,155,2109,2366,1384,419,1947,3750,1912,204,698,2814,1926,146,536,2608,1788,74,433,2295,1078,33,219,1330,432,8,125,565,95,0,65,160,8720,1049,7697,17466,4,18,1499,1521,201,238,1810,2249,1753,395,1443,3591,2051,185,782,3018,1951,138,780,2869,1673,55,743,2471,854,20,456,1330,296,0,425,721,43,0,229,272,8826,1049,8167,18042,7,28,3064,3099,303,393,3919,4615,3137,814,3390,7341,3963,389,1480,5832,3877,284,1316,5477,3461,129,1176,4766,1932,53,675,2660,728,8,550,1286,138,0,294,432,17546,2098,15864,35508,Sunnybank
30401,0,3,1081,1084,14,56,843,913,750,286,697,1733,1602,204,355,2161,1712,151,328,2191,1525,91,235,1851,836,30,100,966,307,3,91,401,52,0,38,90,6798,824,3768,11390,3,7,1081,1091,52,98,750,900,1011,314,538,1863,1818,219,470,2507,1760,145,474,2379,1430,75,479,1984,619,12,309,940,190,0,286,476,34,0,142,176,6917,870,4529,12316,3,10,2162,2175,66,154,1593,1813,1761,600,1235,3596,3420,423,825,4668,3472,296,802,4570,2955,166,714,3835,1455,42,409,1906,497,3,377,877,86,0,180,266,13715,1694,8297,23706,Centenary
30402,0,4,1739,1743,10,59,1194,1263,651,199,734,1584,2241,248,313,2802,2447,205,318,2970,2060,119,257,2436,1355,38,178,1571,608,10,109,727,115,3,56,174,9487,885,4898,15270,0,11,1661,1672,26,77,1055,1158,912,240,592,1744,2640,266,437,3343,2637,179,589,3405,1987,93,523,2603,1128,24,426,1578,393,5,364,762,55,0,223,278,9778,895,5870,16543,0,15,3400,3415,36,136,2249,2421,1563,439,1326,3328,4881,514,750,6145,5084,384,907,6375,4047,212,780,5039,2483,62,604,3149,1001,15,473,1489,170,3,279,452,19265,1780,10768,31813,Kenmore - Brookfield - Moggill
30403,3,10,1382,1395,52,252,2863,3167,1030,697,2046,3773,1660,245,605,2510,1502,147,494,2143,1362,108,426,1896,798,39,198,1035,452,4,145,601,136,0,87,223,6995,1502,8246,16743,3,29,1386,1418,101,338,2837,3276,1278,667,1640,3585,1798,222,681,2701,1603,142,698,2443,1312,71,694,2077,664,24,524,1212,345,3,522,870,68,0,351,419,7172,1496,9333,18001,6,39,2768,2813,153,590,5700,6443,2308,1364,3686,7358,3458,467,1286,5211,3105,289,1192,4586,2674,179,1120,3973,1462,63,722,2247,797,7,667,1471,204,0,438,642,14167,2998,17579,34744,Sherwood - Indooroopilly
30404,0,7,1567,1574,60,171,1261,1492,1033,604,1073,2710,2241,461,651,3353,1896,241,546,2683,1638,129,445,2212,1080,28,248,1356,530,4,158,692,139,3,80,222,8617,1648,6029,16294,0,23,1406,1429,97,261,1084,1442,1430,641,899,2970,2393,446,816,3655,1981,217,917,3115,1596,104,793,2493,877,26,604,1507,400,3,594,997,85,0,378,463,8859,1721,7491,18071,0,30,2973,3003,157,432,2345,2934,2463,1245,1972,5680,4634,907,1467,7008,3877,458,1463,5798,3234,233,1238,4705,1957,54,852,2863,930,7,752,1689,224,3,458,685,17476,3369,13520,34365,The Gap - Enoggera
30501,0,21,971,992,72,366,2352,2790,1248,1744,4225,7217,1316,668,1701,3685,1142,356,1201,2699,1189,213,911,2313,678,61,484,1223,305,7,217,529,76,3,80,159,6026,3439,12142,21607,3,42,952,997,151,538,2386,3075,1571,1698,3566,6835,1296,511,1336,3143,1201,287,1062,2550,1108,144,990,2242,571,29,537,1137,187,3,402,592,22,3,253,278,6110,3255,11484,20849,3,63,1923,1989,223,904,4738,5865,2819,3442,7791,14052,2612,1179,3037,6828,2343,643,2263,5249,2297,357,1901,4555,1249,90,1021,2360,492,10,619,1121,98,6,333,437,12136,6694,23626,42456,Brisbane Inner
30901,0,9,1334,1343,29,234,1353,1616,902,997,1954,3853,1733,568,1231,3532,1699,370,1024,3093,1911,230,896,3037,1551,113,524,2188,979,35,371,1385,265,9,196,470,9069,2565,8883,20517,3,31,1234,1268,73,411,1525,2009,1206,1025,1838,4069,1921,522,1164,3607,1815,320,1254,3389,1974,177,1188,3339,1410,78,1058,2546,734,19,1043,1796,120,4,560,684,9256,2587,10864,22707,3,40,2568,2611,102,645,2878,3625,2108,2022,3792,7922,3654,1090,2395,7139,3514,690,2278,6482,3885,407,2084,6376,2961,191,1582,4734,1713,54,1414,3181,385,13,756,1154,18325,5152,19747,43224,Broadbeach - Burleigh
30902,0,13,1455,1468,22,147,1095,1264,743,675,1127,2545,1542,501,962,3005,1677,321,1049,3047,1734,219,899,2852,1314,87,539,1940,819,23,383,1225,223,9,196,428,8074,1995,7705,17774,3,30,1319,1352,61,242,1009,1312,1057,732,1079,2868,1706,488,1067,3261,1844,322,1333,3499,1679,173,1147,2999,1147,50,881,2078,631,20,878,1529,113,3,449,565,8241,2060,9162,19463,3,43,2774,2820,83,389,2104,2576,1800,1407,2206,5413,3248,989,2029,6266,3521,643,2382,6546,3413,392,2046,5851,2461,137,1420,4018,1450,43,1261,2754,336,12,645,993,16315,4055,16867,37237,Coolangatta
30903,0,24,1474,1498,57,278,1289,1624,949,866,1431,3246,1790,542,1134,3466,1843,363,1036,3242,2102,253,914,3269,1936,126,690,2752,1060,42,396,1498,268,7,198,473,10005,2501,8562,21068,9,56,1332,1397,111,446,1146,1703,1337,819,1341,3497,1987,511,1302,3800,1963,383,1507,3853,2187,215,1523,3925,1702,94,1277,3073,762,24,1075,1861,124,0,506,630,10182,2548,11009,23739,9,80,2806,2895,168,724,2435,3327,2286,1685,2772,6743,3777,1053,2436,7266,3806,746,2543,7095,4289,468,2437,7194,3638,220,1967,5825,1822,66,1471,3359,392,7,704,1103,20187,5049,19571,44807,Gold Coast - North
30904,0,5,485,490,15,25,239,279,211,99,209,519,718,195,233,1146,771,158,279,1208,840,98,232,1170,607,43,183,833,234,9,63,306,43,0,31,74,3439,632,1954,6025,0,6,431,437,20,38,225,283,326,135,185,646,810,200,265,1275,894,164,328,1386,819,92,317,1228,476,30,259,765,147,0,150,297,21,0,66,87,3513,665,2226,6404,0,11,916,927,35,63,464,562,537,234,394,1165,1528,395,498,2421,1665,322,607,2594,1659,190,549,2398,1083,73,442,1598,381,9,213,603,64,0,97,161,6952,1297,4180,12429,Gold Coast Hinterland
30905,0,8,1139,1147,25,60,574,659,547,326,486,1359,1549,280,349,2178,1535,187,356,2078,1196,151,269,1616,768,41,151,960,272,10,99,381,47,0,26,73,5939,1063,3449,10451,0,13,1081,1094,62,111,509,682,805,349,493,1647,1756,275,538,2569,1526,218,549,2293,1135,103,473,1711,625,15,308,948,169,5,185,359,17,0,80,97,6095,1089,4216,11400,0,21,2220,2241,87,171,1083,1341,1352,675,979,3006,3305,555,887,4747,3061,405,905,4371,2331,254,742,3327,1393,56,459,1908,441,15,284,740,64,0,106,170,12034,2152,7665,21851,Mudgeeraba - Tallebudgera
30906,0,17,2149,2166,66,227,1358,1651,1320,853,1312,3485,2708,650,930,4288,2632,369,867,3868,2143,229,650,3022,1465,92,407,1964,616,11,275,902,130,3,94,227,11080,2451,8042,21573,7,55,2063,2125,120,369,1196,1685,1757,885,1192,3834,3051,619,1156,4826,2750,372,1219,4341,2023,216,995,3234,1213,55,716,1984,376,7,571,954,62,3,334,399,11359,2581,9442,23382,7,72,4212,4291,186,596,2554,3336,3077,1738,2504,7319,5759,1269,2086,9114,5382,741,2086,8209,4166,445,1645,6256,2678,147,1123,3948,992,18,846,1856,192,6,428,626,22439,5032,17484,44955,Nerang
30907,6,22,3024,3052,107,429,1793,2329,2575,1574,1696,5845,4555,1060,1218,6833,3938,606,980,5524,3143,311,752,4206,2047,106,421,2574,758,28,221,1007,136,0,87,223,17265,4136,10192,31593,7,85,2823,2915,278,743,1466,2487,3345,1595,1686,6626,5040,956,1532,7528,3964,615,1358,5937,2996,245,1090,4331,1617,77,754,2448,460,10,529,999,66,3,235,304,17773,4329,11473,33575,13,107,5847,5967,385,1172,3259,4816,5920,3169,3382,12471,9595,2016,2750,14361,7902,1221,2338,11461,6139,556,1842,8537,3664,183,1175,5022,1218,38,750,2006,202,3,322,527,35038,8465,21665,65168,Ormeau - Oxenford
31004,7,47,2288,2342,150,527,1581,2258,2168,1318,1684,5170,2754,703,1114,4571,2378,360,855,3593,1715,115,639,2469,823,33,300,1156,272,6,108,386,45,0,36,81,10312,3109,8605,22026,4,129,2186,2319,316,754,1401,2471,2725,1271,1588,5584,2901,637,1288,4826,2249,309,1142,3700,1521,88,801,2410,646,27,516,1189,173,4,314,491,19,0,124,143,10554,3219,9360,23133,11,176,4474,4661,466,1281,2982,4729,4893,2589,3272,10754,5655,1340,2402,9397,4627,669,1997,7293,3236,203,1440,4879,1469,60,816,2345,445,10,422,877,64,0,160,224,20866,6328,17965,45159,Springfield - Redbank
31101,0,15,375,390,23,47,207,277,186,122,199,507,389,115,161,665,485,75,220,780,477,38,198,713,367,22,152,541,196,0,65,261,27,0,35,62,2150,434,1612,4196,0,23,363,386,32,65,154,251,258,132,213,603,468,112,235,815,495,75,226,796,489,40,174,703,308,11,183,502,115,0,164,279,18,0,68,86,2183,458,1780,4421,0,38,738,776,55,112,361,528,444,254,412,1110,857,227,396,1480,980,150,446,1576,966,78,372,1416,675,33,335,1043,311,0,229,540,45,0,103,148,4333,892,3392,8617,Beaudesert
31104,0,14,1371,1385,41,115,661,817,795,367,558,1720,2128,469,465,3062,1930,310,430,2670,1434,150,292,1876,728,37,189,954,195,3,79,277,26,0,27,53,7277,1465,4072,12814,3,26,1294,1323,57,165,527,749,1186,438,406,2030,2370,458,504,3332,1925,300,389,2614,1303,123,343,1769,518,17,256,791,121,0,131,252,11,0,71,82,7494,1527,3921,12942,3,40,2665,2708,98,280,1188,1566,1981,805,964,3750,4498,927,969,6394,3855,610,819,5284,2737,273,635,3645,1246,54,445,1745,316,3,210,529,37,0,98,135,14771,2992,7993,25756,Jimboomba
31105,0,28,2020,2048,114,292,1431,1837,1289,830,1326,3445,2081,511,791,3383,2169,292,716,3177,2160,155,541,2856,1255,49,353,1657,457,10,154,621,96,5,77,178,9621,2172,7409,19202,4,68,1838,1910,192,433,1278,1903,1660,850,1208,3718,2279,469,1018,3766,2363,280,957,3600,2007,140,874,3021,918,30,623,1571,321,11,535,867,48,0,200,248,9792,2281,8531,20604,4,96,3858,3958,306,725,2709,3740,2949,1680,2534,7163,4360,980,1809,7149,4532,572,1673,6777,4167,295,1415,5877,2173,79,976,3228,778,21,689,1488,144,5,277,426,19413,4453,15940,39806,Loganlea - Carbrook
31106,8,37,2698,2743,151,366,1990,2507,1856,963,2211,5030,2530,652,1507,4689,2369,370,1278,4017,2703,236,1012,3951,1620,84,623,2327,449,15,252,716,83,4,91,178,11769,2727,11662,26158,15,73,2458,2546,313,534,1681,2528,2333,1009,1906,5248,2720,590,1665,4975,2464,345,1691,4500,2646,211,1523,4380,1131,48,981,2160,264,3,601,868,47,0,292,339,11933,2813,12798,27544,23,110,5156,5289,464,900,3671,5035,4189,1972,4117,10278,5250,1242,3172,9664,4833,715,2969,8517,5349,447,2535,8331,2751,132,1604,4487,713,18,853,1584,130,4,383,517,23702,5540,24460,53702,Springwood - Kingston
31201,0,14,919,933,44,207,622,873,1005,565,665,2235,1437,391,481,2309,1272,237,606,2115,1030,120,472,1622,527,31,256,814,196,3,132,331,35,0,45,80,5546,1568,4198,11312,3,64,704,771,132,314,404,850,1293,547,451,2291,1455,363,337,2155,1322,234,352,1908,915,85,292,1292,420,27,210,657,130,7,220,357,11,0,69,80,5681,1641,3039,10361,3,78,1623,1704,176,521,1026,1723,2298,1112,1116,4526,2892,754,818,4464,2594,471,958,4023,1945,205,764,2914,947,58,466,1471,326,10,352,688,46,0,114,160,11227,3209,7237,21673,Bowen Basin - North
31202,5,66,3593,3664,132,668,2243,3043,2483,1621,2398,6502,4121,1046,1752,6919,4590,775,1815,7180,3775,364,1273,5412,2264,116,758,3138,1053,25,439,1517,192,4,126,322,18615,4685,14397,37697,7,198,3178,3383,348,1067,1642,3057,3482,1673,1706,6861,4898,1061,1497,7456,5120,740,1560,7420,3638,321,1244,5203,1873,89,1106,3068,713,15,1079,1807,97,0,437,534,20176,5164,13449,38789,12,264,6771,7047,480,1735,3885,6100,5965,3294,4104,13363,9019,2107,3249,14375,9710,1515,3375,14600,7413,685,2517,10615,4137,205,1864,6206,1766,40,1518,3324,289,4,563,856,38791,9849,27846,76486,Mackay
