SA4_MAIN11,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total,SA4_NAME11
317,0,86,4441,4527,263,738,2709,3710,3206,1460,2611,7277,5071,831,1785,7687,5365,590,1890,7845,4907,331,1454,6692,3531,117,968,4616,1858,31,663,2552,438,6,282,726,24639,4190,16803,45632,20,180,4222,4422,536,1016,2494,4046,4036,1370,2572,7978,5709,798,2417,8924,5749,631,2545,8925,4815,265,2262,7342,3099,79,2024,5202,1336,25,2102,3463,196,6,1002,1204,25496,4370,21640,51506,20,266,8663,8949,799,1754,5203,7756,7242,2830,5183,15255,10780,1629,4202,16611,11114,1221,4435,16770,9722,596,3716,14034,6630,196,2992,9818,3194,56,2765,6015,634,12,1284,1930,50135,8560,38443,97138,Toowoomba
318,3,141,7129,7273,249,1425,4933,6607,4364,3182,4707,12253,7404,2076,3380,12860,7647,1371,3483,12501,6987,791,2721,10499,4491,251,1641,6383,2048,43,954,3045,396,5,300,701,33589,9285,29248,72122,23,358,6458,6839,592,2066,4306,6964,5990,3336,4362,13688,8553,2094,3672,14319,8347,1425,3678,13450,6734,638,2998,10370,3758,178,2380,6316,1378,27,2290,3695,166,0,1005,1171,35541,10122,31149,76812,26,499,13587,14112,841,3491,9239,13571,10354,6518,9069,25941,15957,4170,7052,27179,15994,2796,7161,25951,13721,1429,5719,20869,8249,429,4021,12699,3426,70,3244,6740,562,5,1305,1872,69130,19407,60397,148934,Townsville
319,16,188,7887,8091,307,1016,3698,5021,3873,2371,3908,10152,7724,2023,3788,13535,9683,1659,4533,15875,11796,1294,4262,17352,10654,680,3435,14769,4952,154,2029,7135,920,13,750,1683,49925,9398,34290,93613,33,389,7103,7525,649,1542,3169,5360,5476,2575,4134,12185,9346,2093,4825,16264,11145,1768,5259,18172,12396,1119,4868,18383,8947,492,4547,13986,3252,88,3892,7232,424,17,1726,2167,51668,10083,39523,101274,49,577,14990,15616,956,2558,6867,10381,9349,4946,8042,22337,17070,4116,8613,29799,20828,3427,9792,34047,24192,2413,9130,35735,19601,1172,7982,28755,8204,242,5921,14367,1344,30,2476,3850,101593,19481,73813,194887,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,0,44,7989,8033,191,686,8554,9431,5067,2793,7522,15382,10668,1838,4335,16841,11473,1569,4239,17281,10527,1204,3325,15056,7341,375,1836,9552,4232,77,1370,5679,1037,17,742,1796,50536,8603,39912,99051,8,110,7697,7815,489,1091,8059,9639,6730,2858,6311,15899,12022,1831,4530,18383,11936,1593,5431,18960,10470,990,5068,16528,6435,229,4140,10804,2909,36,4417,7362,483,5,2683,3171,51482,8743,48336,108561,8,154,15686,15848,680,1777,16613,19070,11797,5651,13833,31281,22690,3669,8865,35224,23409,3162,9670,36241,20997,2194,8393,31584,13776,604,5976,20356,7141,113,5787,13041,1520,22,3425,4967,102018,17346,88248,207612,Adelaide - Central and Hills
402,13,146,12901,13060,499,1545,10401,12445,9386,4945,10973,25304,14119,3445,7626,25190,15025,2300,7101,24426,13790,1094,4663,19547,9506,338,2479,12323,5100,109,1729,6938,919,12,754,1685,68357,13934,58627,140918,53,356,11958,12367,1252,2444,8713,12409,12022,4898,9059,25979,14985,3183,7900,26068,15387,2179,8191,25757,13449,923,6679,21051,8351,278,5105,13734,3514,60,4741,8315,398,17,2149,2564,69411,14338,64495,148244,66,502,24859,25427,1751,3989,19114,24854,21408,9843,20032,51283,29104,6628,15526,51258,30412,4479,15292,50183,27239,2017,11342,40598,17857,616,7584,26057,8614,169,6470,15253,1317,29,2903,4249,137768,28272,123122,289162,Adelaide - North
403,5,74,10515,10594,252,1053,8798,10103,6566,4179,8290,19035,12494,2858,5417,20769,13884,2046,5550,21480,13843,1272,4427,19542,8904,423,2276,11603,5252,110,1650,7012,1318,21,946,2285,62518,12036,47869,122423,24,217,9871,10112,630,1679,7638,9947,8870,4347,6979,20196,13686,2709,5829,22224,14603,2032,6985,23620,13518,1107,6676,21301,7941,276,4738,12955,3787,66,5165,9018,705,8,3137,3850,63764,12441,57018,133223,29,291,20386,20706,882,2732,16436,20050,15436,8526,15269,39231,26180,5567,11246,42993,28487,4078,12535,45100,27361,2379,11103,40843,16845,699,7014,24558,9039,176,6815,16030,2023,29,4083,6135,126282,24477,104887,255646,Adelaide - South
404,0,34,6130,6164,206,634,6404,7244,4481,2407,7145,14033,7605,1717,4681,14003,7790,1309,4885,13984,6773,736,3551,11060,5100,253,1902,7255,3881,70,1431,5382,1006,13,806,1825,36842,7173,36935,80950,16,95,5668,5779,512,967,5354,6833,5993,2604,5499,14096,8140,1720,4603,14463,7791,1273,5265,14329,6812,630,4675,12117,4891,183,3614,8688,2689,53,4136,6878,467,12,2380,2859,37311,7537,41194,86042,16,129,11798,11943,718,1601,11758,14077,10474,5011,12644,28129,15745,3437,9284,28466,15581,2582,10150,28313,13585,1366,8226,23177,9991,436,5516,15943,6570,123,5567,12260,1473,25,3186,4684,74153,14710,78129,166992,Adelaide - West
405,0,44,3051,3095,87,369,1651,2107,1627,996,1643,4266,3427,812,1448,5687,4376,766,2073,7215,5038,463,1666,7167,3828,229,1126,5183,1960,49,799,2808,392,3,322,717,20735,3731,13779,38245,3,94,2645,2742,180,611,1125,1916,2269,993,1360,4622,3955,850,1471,6276,4809,765,1732,7306,4996,416,1568,6980,3386,138,1557,5081,1345,24,1705,3074,195,3,926,1124,21138,3894,14089,39121,3,138,5696,5837,267,980,2776,4023,3896,1989,3003,8888,7382,1662,2919,11963,9185,1531,3805,14521,10034,879,3234,14147,7214,367,2683,10264,3305,73,2504,5882,587,6,1248,1841,41873,7625,27868,77366,Barossa - Yorke - Mid North
406,12,60,2387,2459,102,509,1588,2199,1446,1142,1659,4247,2522,893,1544,4959,2987,628,1764,5379,2823,350,1317,4490,1985,122,838,2945,962,29,476,1467,162,4,159,325,13001,3737,11732,28470,25,160,2059,2244,218,684,1141,2043,1932,1155,1497,4584,2877,899,1339,5115,3140,622,1434,5196,2710,273,1166,4149,1683,76,1031,2790,646,25,1011,1682,87,3,436,526,13318,3897,11114,28329,37,220,4446,4703,320,1193,2729,4242,3378,2297,3156,8831,5399,1792,2883,10074,6127,1250,3198,10575,5533,623,2483,8639,3668,198,1869,5735,1608,54,1487,3149,249,7,595,851,26319,7634,22846,56799,South Australia - Outback
407,4,79,5089,5172,147,713,2882,3742,2903,1766,2914,7583,5576,1440,2794,9810,6834,1262,3279,11375,7873,776,2720,11369,6101,278,1679,8058,3363,84,1138,4585,661,18,505,1184,33462,6416,23000,62878,9,230,4466,4705,359,1048,1975,3382,3905,1766,2442,8113,6355,1479,2686,10520,7374,1234,3025,11633,7899,670,2737,11306,5454,197,2610,8261,2269,57,2716,5042,317,7,1450,1774,33941,6688,24107,64736,13,309,9555,9877,506,1761,4857,7124,6808,3532,5356,15696,11931,2919,5480,20330,14208,2496,6304,23008,15772,1446,5457,22675,11555,475,4289,16319,5632,141,3854,9627,978,25,1955,2958,67403,13104,47107,127614,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,3,75,4738,4816,146,703,2475,3324,2730,2013,2755,7498,5689,1521,2157,9367,6409,1164,2296,9869,5965,686,1869,8520,4003,211,1005,5219,1976,41,642,2659,410,9,280,699,27331,6423,18217,51971,15,205,4164,4384,373,1099,1878,3350,3909,2092,2339,8340,6714,1644,2487,10845,6798,1164,2456,10418,6003,552,2155,8710,3375,152,1775,5302,1383,23,1688,3094,151,7,854,1012,28721,6938,19796,55455,18,280,8902,9200,519,1802,4353,6674,6639,4105,5094,15838,12403,3165,4644,20212,13207,2328,4752,20287,11968,1238,4024,17230,7378,363,2780,10521,3359,64,2330,5753,561,16,1134,1711,56052,13361,38013,107426,Bunbury
502,4,39,2533,2576,102,367,1353,1822,1153,920,1341,3414,2386,671,1084,4141,2769,501,1208,4478,3076,352,1003,4431,3012,163,790,3965,1752,54,491,2297,326,3,196,525,14580,3070,9999,27649,13,103,2305,2421,195,593,1182,1970,1742,1009,1253,4004,2896,682,1316,4894,3166,588,1446,5200,3359,330,1300,4989,2714,126,1238,4078,1256,34,1212,2502,154,4,522,680,15495,3469,11774,30738,17,142,4838,4997,297,960,2535,3792,2895,1929,2594,7418,5282,1353,2400,9035,5935,1089,2654,9678,6435,682,2303,9420,5726,289,2028,8043,3008,88,1703,4799,480,7,718,1205,30075,6539,21773,58387,Mandurah
503,3,27,3817,3847,81,529,5006,5616,2923,2617,6334,11874,5598,1154,2545,9297,5881,933,2364,9178,4908,546,2157,7611,3097,192,1212,4501,1693,48,672,2413,503,12,339,854,24687,6058,24446,55191,8,59,3731,3798,292,879,4629,5800,3891,2707,5015,11613,6463,1048,2330,9841,6161,823,2647,9631,4688,433,2600,7721,2578,101,1893,4572,1219,23,1990,3232,241,4,1345,1590,25541,6077,26180,57798,11,86,7548,7645,373,1408,9635,11416,6814,5324,11349,23487,12061,2202,4875,19138,12042,1756,5011,18809,9596,979,4757,15332,5675,293,3105,9073,2912,71,2662,5645,744,16,1684,2444,50228,12135,50626,112989,Perth - Inner
504,3,63,7094,7160,237,822,5647,6706,4679,2814,5727,13220,8827,2018,3613,14458,8884,1394,3479,13757,7535,745,2777,11057,4809,241,1427,6477,2370,46,888,3304,492,5,354,851,37836,8148,31006,76990,17,159,6527,6703,658,1358,4417,6433,6599,3039,4313,13951,9824,2016,3981,15821,9184,1384,4122,14690,7314,583,3666,11563,4003,185,2626,6814,1557,26,2286,3869,220,5,1112,1337,39376,8755,33050,81181,20,222,13621,13863,895,2180,10064,13139,11278,5853,10040,27171,18651,4034,7594,30279,18068,2778,7601,28447,14849,1328,6443,22620,8812,426,4053,13291,3927,72,3174,7173,712,10,1466,2188,77212,16903,64056,158171,Perth - North East
505,9,112,15991,16112,481,1717,13077,15275,10781,6430,13110,30321,21210,3949,7036,32195,20734,2314,6192,29240,17434,1307,4549,23290,10633,379,2508,13520,5488,97,1651,7236,1244,16,732,1992,88014,16321,64846,169181,53,299,14837,15189,1254,2929,10998,15181,15020,6719,10280,32019,23619,3745,7736,35100,21497,2293,8379,32169,16663,1057,7589,25309,9043,267,5502,14812,3864,59,5185,9108,565,9,2556,3130,91578,17377,73062,182017,62,411,30828,31301,1735,4646,24075,30456,25801,13149,23390,62340,44829,7694,14772,67295,42231,4607,14571,61409,34097,2364,12138,48599,19676,646,8010,28332,9352,156,6836,16344,1809,25,3288,5122,179592,33698,137908,351198,Perth - North West
506,12,140,13888,14040,534,1776,13919,16229,10566,5731,14008,30305,16284,3373,7209,26866,16035,2256,6455,24746,15131,1307,4987,21425,9312,408,2725,12445,4585,95,1605,6285,985,21,712,1718,73444,15107,65508,154059,48,338,12819,13205,1411,2880,11491,15782,14169,5976,10144,30289,17904,3216,7167,28287,16996,2238,7522,26756,14513,1106,7087,22706,7675,274,5200,13149,3161,59,4751,7971,449,0,2418,2867,76326,16087,68599,161012,60,478,26707,27245,1945,4656,25410,32011,24735,11707,24152,60594,34188,6589,14376,55153,33031,4494,13977,51502,29644,2413,12074,44131,16987,682,7925,25594,7746,154,6356,14256,1434,21,3130,4585,149770,31194,134107,315071,Perth - South East
507,3,108,11403,11514,331,1363,9006,10700,7235,4690,8559,20484,14077,3029,5216,22322,14277,2021,4886,21184,12048,1131,3674,16853,7918,359,2094,10371,4434,92,1437,5963,923,13,620,1556,61246,12806,46895,120947,16,284,10769,11069,757,2289,7960,11006,10178,4954,7011,22143,16150,3135,5761,25046,15076,2083,6302,23461,11973,942,5404,18319,6691,238,4235,11164,3138,51,4227,7416,453,7,2095,2555,64432,13983,53764,132179,19,392,22172,22583,1088,3652,16966,21706,17413,9644,15570,42627,30227,6164,10977,47368,29353,4104,11188,44645,24021,2073,9078,35172,14609,597,6329,21535,7572,143,5664,13379,1376,20,2715,4111,125678,26789,100659,253126,Perth - South West
508,17,122,5037,5176,272,1167,3514,4953,3815,3473,4220,11508,6829,2458,3322,12609,6245,1725,3463,11433,4952,839,2718,8509,2614,197,1472,4283,1059,38,645,1742,163,7,173,343,25966,10026,24564,60556,45,337,4371,4753,584,1774,2838,5196,5264,3643,3670,12577,7366,2392,2956,12714,6362,1669,2880,10911,4521,655,2245,7421,2068,134,1407,3609,689,28,1039,1756,73,3,412,488,26972,10635,21818,59425,62,459,9408,9929,856,2941,6352,10149,9079,7116,7890,24085,14195,4850,6278,25323,12607,3394,6343,22344,9473,1494,4963,15930,4682,331,2879,7892,1748,66,1684,3498,236,10,585,831,52938,20661,46382,119981,Western Australia - Outback
509,0,63,3096,3159,105,470,1812,2387,2098,1281,1780,5159,4199,1118,1718,7035,5215,970,2231,8416,5475,628,1970,8073,3893,225,1280,5398,1890,51,763,2704,363,8,269,640,23238,4814,14919,42971,6,159,2639,2804,288,689,1285,2262,2936,1448,1636,6020,5057,1203,1755,8015,5674,997,1943,8614,5340,492,1851,7683,3286,152,1574,5012,1252,39,1496,2787,159,3,744,906,23998,5182,14923,44103,6,222,5735,5963,393,1159,3097,4649,5034,2729,3416,11179,9256,2321,3473,15050,10889,1967,4174,17030,10815,1120,3821,15756,7179,377,2854,10410,3142,90,2259,5491,522,11,1013,1546,47236,9996,29842,87074,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,7,100,6312,6419,180,1000,5102,6282,3524,2891,4855,11270,6768,2147,3339,12254,7964,1598,3563,13125,7939,923,2919,11781,5122,345,1694,7161,2838,64,1128,4030,661,8,500,1169,35003,9076,29412,73491,16,212,5821,6049,381,1392,4579,6352,4587,3033,4647,12267,7662,2109,4014,13785,8453,1527,4587,14567,7622,758,4168,12548,4446,211,3308,7965,1962,34,3216,5212,331,4,1690,2025,35460,9280,36030,80770,23,312,12133,12468,561,2392,9681,12634,8111,5924,9502,23537,14430,4256,7353,26039,16417,3125,8150,27692,15561,1681,7087,24329,9568,556,5002,15126,4800,98,4344,9242,992,12,2190,3194,70463,18356,65442,154261,Hobart
602,0,85,4356,4441,131,587,2765,3483,2215,1619,2496,6330,4484,1251,2010,7745,5433,956,2409,8798,5688,613,2019,8320,3985,199,1283,5467,1971,53,858,2882,405,4,342,751,24312,5367,18538,48217,11,161,3923,4095,261,870,2411,3542,2989,1651,2476,7116,5139,1242,2449,8830,5844,866,2719,9429,5435,483,2537,8455,3380,153,2217,5750,1397,25,2052,3474,206,3,1059,1268,24662,5454,21843,51959,11,246,8279,8536,392,1457,5176,7025,5204,3270,4972,13446,9623,2493,4459,16575,11277,1822,5128,18227,11123,1096,4556,16775,7365,352,3500,11217,3368,78,2910,6356,611,7,1401,2019,48974,10821,40381,100176,Launceston and North East
603,0,11,880,891,21,119,455,595,473,367,489,1329,1112,454,600,2166,1439,413,723,2575,1706,259,711,2676,1312,116,495,1923,511,20,244,775,75,0,72,147,6649,1759,4669,13077,5,30,735,770,49,164,307,520,654,454,416,1524,1286,471,474,2231,1586,389,573,2548,1781,223,619,2623,1013,61,474,1548,291,5,369,665,26,0,152,178,6691,1797,4119,12607,5,41,1615,1661,70,283,762,1115,1127,821,905,2853,2398,925,1074,4397,3025,802,1296,5123,3487,482,1330,5299,2325,177,969,3471,802,25,613,1440,101,0,224,325,13340,3556,8788,25684,South East
604,4,61,3371,3436,106,500,1745,2351,1683,1301,1730,4714,3308,1113,1613,6034,4381,788,1873,7042,4542,418,1522,6482,3397,153,1058,4608,1625,41,662,2328,354,6,249,609,19400,4381,13823,37604,9,149,3005,3163,253,738,1459,2450,2316,1361,1753,5430,3920,1097,1885,6902,4711,777,2142,7630,4526,320,1888,6734,2889,107,1666,4662,1083,28,1680,2791,154,6,806,966,19861,4583,16284,40728,13,210,6376,6599,359,1238,3204,4801,3999,2662,3483,10144,7228,2210,3498,12936,9092,1565,4015,14672,9068,738,3410,13216,6286,260,2724,9270,2708,69,2342,5119,508,12,1055,1575,39261,8964,30107,78332,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,4,62,3308,3374,194,717,2590,3501,2567,2001,3503,8071,4214,1526,2237,7977,3890,1044,2103,7037,3234,572,1682,5488,1512,135,820,2467,435,18,298,751,56,3,58,117,16106,6078,16599,38783,24,157,2900,3081,409,1048,1965,3422,3627,2184,2933,8744,4684,1462,2185,8331,3946,1052,2080,7078,2789,443,1712,4944,1031,88,961,2080,224,7,496,727,21,0,144,165,16755,6441,15376,38572,28,219,6208,6455,603,1765,4555,6923,6194,4185,6436,16815,8898,2988,4422,16308,7836,2096,4183,14115,6023,1015,3394,10432,2543,223,1781,4547,659,25,794,1478,77,3,202,282,32861,12519,31975,77355,Darwin
702,110,47,2776,2933,571,382,1848,2801,2332,1083,2425,5840,2707,855,1674,5236,2448,614,1550,4612,1783,309,1213,3305,653,103,564,1320,150,18,188,356,18,3,44,65,10772,3414,12282,26468,216,110,2417,2743,766,541,1755,3062,2777,1166,2528,6471,2906,878,1974,5758,2347,594,1755,4696,1445,240,1414,3099,398,60,676,1134,69,8,342,419,7,0,114,121,10931,3597,12975,27503,326,157,5193,5676,1337,923,3603,5863,5109,2249,4953,12311,5613,1733,3648,10994,4795,1208,3305,9308,3228,549,2627,6404,1051,163,1240,2454,219,26,530,775,25,3,158,186,21703,7011,25257,53971,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,0,72,10472,10544,332,1389,10236,11957,9049,5351,11140,25540,14925,3110,5783,23818,14150,2115,5018,21283,12256,1211,3604,17071,7132,330,1753,9215,3386,65,1105,4556,809,13,482,1304,62039,13656,49593,125288,22,192,9764,9978,855,2136,9031,12022,11821,5385,9417,26623,15704,2989,6445,25138,14377,2008,6807,23192,11484,977,5884,18345,5901,218,3959,10078,2328,32,3225,5585,391,3,1720,2114,62883,13940,56252,133075,22,264,20236,20522,1187,3525,19267,23979,20870,10736,20557,52163,30629,6099,12228,48956,28527,4123,11825,44475,23740,2188,9488,35416,13033,548,5712,19293,5714,97,4330,10141,1200,16,2202,3418,124922,27596,105845,258363,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
