SA4_MAIN11,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot,SA4_NAME11
306,88,7468,832,8388,426,14600,1158,16184,162,6866,554,7582,124,5326,528,5978,231,11822,1231,13284,347,14379,1303,16029,569,14717,1267,16553,794,12291,1070,14155,733,7374,572,8679,705,2921,353,3979,464,465,137,1066,4643,98229,9005,111877,54,6989,763,7806,193,14231,1114,15538,126,6589,454,7169,82,5666,543,6291,172,13472,1091,14735,298,15804,1094,17196,500,15243,961,16704,679,11940,749,13368,681,6711,457,7849,999,2774,324,4097,903,659,244,1806,4687,100078,7794,112559,142,14457,1595,16194,619,28831,2272,31722,288,13455,1008,14751,206,10992,1071,12269,403,25294,2322,28019,645,30183,2397,33225,1069,29960,2228,33257,1473,24231,1819,27523,1414,14085,1029,16528,1704,5695,677,8076,1367,1124,381,2872,9330,198307,16799,224436,Cairns
307,61,4160,365,4586,313,8441,670,9424,118,3631,280,4029,68,2891,241,3200,109,5665,492,6266,201,7107,582,7890,344,7581,547,8472,577,7121,471,8169,523,4954,346,5823,516,2272,215,3003,349,403,70,822,3179,54226,4279,61684,26,3966,397,4389,161,8007,539,8707,55,3452,235,3742,38,2655,149,2842,111,6254,407,6772,178,7418,494,8090,339,7575,378,8292,466,6844,328,7638,444,4884,264,5592,663,2243,213,3119,760,498,150,1408,3241,53796,3554,60591,87,8126,762,8975,474,16448,1209,18131,173,7083,515,7771,106,5546,390,6042,220,11919,899,13038,379,14525,1076,15980,683,15156,925,16764,1043,13965,799,15807,967,9838,610,11415,1179,4515,428,6122,1109,901,220,2230,6420,108022,7833,122275,Darling Downs - Maranoa
308,82,7543,657,8282,575,14279,1039,15893,191,7069,579,7839,125,6086,721,6932,205,12800,1405,14410,264,13343,1385,14992,415,13794,1342,15551,705,10930,1002,12637,653,5926,598,7177,586,2623,371,3580,329,405,136,870,4130,94798,9235,108163,65,7129,626,7820,296,13633,954,14883,124,6510,418,7052,72,5856,417,6345,178,12968,849,13995,288,13519,824,14631,447,13522,880,14849,545,9878,627,11050,565,5886,436,6887,844,2776,389,4009,711,623,326,1660,4135,92300,6746,103181,147,14672,1283,16102,871,27912,1993,30776,315,13579,997,14891,197,11942,1138,13277,383,25768,2254,28405,552,26862,2209,29623,862,27316,2222,30400,1250,20808,1629,23687,1218,11812,1034,14064,1430,5399,760,7589,1040,1028,462,2530,8265,187098,15981,211344,Fitzroy
309,216,14930,1219,16365,959,29117,1913,31989,365,15305,1045,16715,263,15247,1517,17027,450,30618,2983,34051,608,32856,2557,36021,849,29756,2206,32811,1439,25590,1899,28928,1630,17205,1299,20134,1803,7805,845,10453,1339,1798,412,3549,9921,220227,17895,248043,113,14249,1123,15485,490,28269,1782,30541,208,14904,977,16089,162,16328,1382,17872,338,32556,2451,35345,595,35248,2175,38018,916,32953,2001,35870,1367,28003,1635,31005,1455,18314,1246,21015,2676,8724,1042,12442,2883,2245,789,5917,11203,231793,16603,259599,329,29179,2342,31850,1449,57386,3695,62530,573,30209,2022,32804,425,31575,2899,34899,788,63174,5434,69396,1203,68104,4732,74039,1765,62709,4207,68681,2806,53593,3534,59933,3085,35519,2545,41149,4479,16529,1887,22895,4222,4043,1201,9466,21124,452020,34498,507642,Gold Coast
310,140,10731,892,11763,967,19462,1390,21819,393,9454,713,10560,218,8503,977,9698,455,17317,1821,19593,553,17867,1730,20150,839,16392,1332,18563,1183,12374,891,14448,1028,7316,508,8852,808,3048,277,4133,473,562,139,1174,7057,123026,10670,140753,108,10357,836,11301,432,18704,1241,20377,218,9399,509,10126,146,8797,525,9468,333,18625,1065,20023,564,19046,1066,20676,860,16811,831,18502,1097,12616,599,14312,953,7606,446,9005,1256,3446,335,5037,1108,808,292,2208,7075,126215,7745,141035,248,21088,1728,23064,1399,38166,2631,42196,611,18853,1222,20686,364,17300,1502,19166,788,35942,2886,39616,1117,36913,2796,40826,1699,33203,2163,37065,2280,24990,1490,28760,1981,14922,954,17857,2064,6494,612,9170,1581,1370,431,3382,14132,249241,18415,281788,Ipswich
311,154,10956,949,12059,958,20149,1304,22411,336,10581,720,11637,222,9216,674,10112,369,18069,1190,19628,481,18488,1223,20192,647,16909,1006,18562,1047,13938,797,15782,1028,7596,486,9110,778,2548,248,3574,414,432,134,980,6434,128882,8731,144047,102,10489,916,11507,409,19624,1277,21310,222,10097,571,10890,137,9363,544,10044,306,19189,991,20486,528,19835,1048,21411,786,18018,881,19685,1012,14613,715,16340,905,7324,450,8679,1150,2755,332,4237,964,577,253,1794,6521,131884,7978,146383,256,21445,1865,23566,1367,39773,2581,43721,558,20678,1291,22527,359,18579,1218,20156,675,37258,2181,40114,1009,38323,2271,41603,1433,34927,1887,38247,2059,28551,1512,32122,1933,14920,936,17789,1928,5303,580,7811,1378,1009,387,2774,12955,260766,16709,290430,Logan - Beaudesert
312,56,5847,498,6401,330,10991,664,11985,125,5137,388,5650,73,4949,736,5758,143,11040,1656,12839,182,11529,1513,13224,281,11552,1460,13293,451,8573,926,9950,489,4379,361,5229,449,1764,185,2398,270,277,54,601,2849,76038,8441,87328,37,5603,390,6030,166,10391,582,11139,67,4744,233,5044,63,4743,366,5172,93,10801,775,11669,157,11054,617,11828,276,10776,654,11706,338,7580,470,8388,364,4068,226,4658,600,1983,175,2758,633,387,70,1090,2794,72130,4558,79482,93,11450,888,12431,496,21382,1246,23124,192,9881,621,10694,136,9692,1102,10930,236,21841,2431,24508,339,22583,2130,25052,557,22328,2114,24999,789,16153,1396,18338,853,8447,587,9887,1049,3747,360,5156,903,664,124,1691,5643,148168,12999,166810,Mackay
313,118,6990,584,7692,755,13656,927,15338,291,6940,507,7738,177,5381,590,6148,282,10382,991,11655,423,12533,1004,13960,602,12397,836,13835,1107,11201,692,13000,1082,8013,491,9586,960,3721,360,5041,594,731,158,1483,6391,91945,7140,105476,93,6653,577,7323,336,13300,903,14539,159,6762,400,7321,118,5606,369,6093,232,11630,747,12609,473,13905,783,15161,654,13299,643,14596,917,12523,533,13973,941,8642,438,10021,1295,4100,431,5826,1275,961,279,2515,6493,97381,6103,109977,211,13643,1161,15015,1091,26956,1830,29877,450,13702,907,15059,295,10987,959,12241,514,22012,1738,24264,896,26438,1787,29121,1256,25696,1479,28431,2024,23724,1225,26973,2023,16655,929,19607,2255,7821,791,10867,1869,1692,437,3998,12884,189326,13243,215453,Moreton Bay - North
314,96,6624,299,7019,459,12173,397,13029,168,5805,195,6168,98,4840,206,5144,151,9973,450,10574,155,12691,466,13312,218,10671,415,11304,351,8195,305,8851,414,4308,170,4892,327,1381,99,1807,225,267,51,543,2662,76928,3053,82643,46,6129,282,6457,233,11930,382,12545,96,5796,167,6059,61,4803,156,5020,149,10868,360,11377,207,13447,366,14020,249,11316,346,11911,370,8595,242,9207,358,4320,124,4802,514,1614,151,2279,620,388,102,1110,2903,79206,2678,84787,142,12753,581,13476,692,24103,779,25574,264,11601,362,12227,159,9643,362,10164,300,20841,810,21951,362,26138,832,27332,467,21987,761,23215,721,16790,547,18058,772,8628,294,9694,841,2995,250,4086,845,655,153,1653,5565,156134,5731,167430,Moreton Bay - South
315,26,3366,387,3779,90,5885,564,6539,30,2511,308,2849,31,2576,512,3119,54,5336,1067,6457,65,5299,903,6267,167,5261,649,6077,245,4081,473,4799,212,2177,254,2643,228,726,114,1068,94,112,28,234,1242,37330,5259,43831,24,3118,380,3522,59,5704,551,6314,27,2163,209,2399,15,2590,211,2816,36,5566,485,6087,73,5063,454,5590,157,4710,408,5275,162,3324,266,3752,206,1662,147,2015,246,660,102,1008,180,107,26,313,1185,34667,3239,39091,50,6484,767,7301,149,11589,1115,12853,57,4674,517,5248,46,5166,723,5935,90,10902,1552,12544,138,10362,1357,11857,324,9971,1057,11352,407,7405,739,8551,418,3839,401,4658,474,1386,216,2076,274,219,54,547,2427,71997,8498,82922,Queensland - Outback
316,120,8549,508,9177,658,19100,945,20703,257,9190,445,9892,157,6894,463,7514,274,13462,866,14602,400,18309,1104,19813,679,19176,1150,21005,1054,17853,932,19839,1237,13151,721,15109,1310,6580,438,8328,1073,1357,231,2661,7219,133621,7803,148643,64,8028,477,8569,342,18388,898,19628,192,9030,378,9600,121,6863,298,7282,232,14965,676,15873,441,20881,909,22231,692,22096,868,23656,899,20003,796,21698,1010,14326,651,15987,1819,7007,550,9376,2242,1749,376,4367,8054,143336,6877,158267,184,16577,985,17746,1000,37488,1843,40331,449,18220,823,19492,278,13757,761,14796,506,28427,1542,30475,841,39190,2013,42044,1371,41272,2018,44661,1953,37856,1728,41537,2247,27477,1372,31096,3129,13587,988,17704,3315,3106,607,7028,15273,276957,14680,306910,Sunshine Coast
317,55,4757,347,5159,407,9240,524,10171,133,4908,268,5309,116,4157,256,4529,194,7805,501,8500,255,7959,491,8705,379,8017,463,8859,495,6734,329,7558,466,4493,255,5214,467,2217,231,2915,320,483,118,921,3287,60770,3783,67840,36,4695,285,5016,204,9122,463,9789,66,5015,229,5310,77,4449,213,4739,159,8172,385,8716,229,8894,337,9460,365,8861,377,9603,423,7372,330,8125,412,5155,245,5812,715,2943,316,3974,790,738,310,1838,3476,65416,3490,72382,91,9452,632,10175,611,18362,987,19960,199,9923,497,10619,193,8606,469,9268,353,15977,886,17216,484,16853,828,18165,744,16878,840,18462,918,14106,659,15683,878,9648,500,11026,1182,5160,547,6889,1110,1221,428,2759,6763,126186,7273,140222,Toowoomba
318,81,7242,605,7928,483,14131,931,15545,176,7829,552,8557,119,7513,774,8406,227,13284,1376,14887,351,13569,1258,15178,461,13127,1153,14741,802,10566,808,12176,781,5947,461,7189,674,2551,273,3498,401,440,96,937,4556,96199,8287,109042,52,7065,600,7717,253,13723,818,14794,107,7481,451,8039,87,7589,514,8190,186,14111,950,15247,347,14291,930,15568,471,13507,791,14769,573,10366,544,11483,625,5999,382,7006,1004,2935,283,4222,1032,628,159,1819,4737,97695,6422,108854,133,14307,1205,15645,736,27854,1749,30339,283,15310,1003,16596,206,15102,1288,16596,413,27395,2326,30134,698,27860,2188,30746,932,26634,1944,29510,1375,20932,1352,23659,1406,11946,843,14195,1678,5486,556,7720,1433,1068,255,2756,9293,193894,14709,217896,Townsville
319,136,7997,629,8762,1034,16996,986,19016,412,7962,500,8874,262,5299,435,5996,466,10551,866,11883,765,13727,1012,15504,1278,15796,1080,18154,2189,16519,1003,19711,2119,13599,883,16601,1441,5960,689,8090,790,1088,314,2192,10892,115494,8397,134783,78,7425,542,8045,480,16863,931,18274,236,7668,395,8299,182,5574,302,6058,361,12175,583,13119,651,15914,762,17327,1181,17747,794,19722,1582,17962,844,20388,1501,13306,783,15590,1711,5792,778,8281,1538,1238,604,3380,9501,121664,7318,138483,214,15422,1171,16807,1514,33859,1917,37290,648,15630,895,17173,444,10873,737,12054,827,22726,1449,25002,1416,29641,1774,32831,2459,33543,1874,37876,3771,34481,1847,40099,3620,26905,1666,32191,3152,11752,1467,16371,2328,2326,918,5572,20393,237158,15715,273266,Wide Bay
397,0,0,0,0,0,13,0,13,0,11,0,11,0,33,4,37,0,38,10,48,0,32,9,41,0,32,15,47,0,34,4,38,0,17,4,21,5,11,3,19,3,0,0,3,8,221,49,278,0,3,0,3,0,3,3,6,0,7,0,7,0,14,3,17,0,13,3,16,0,17,3,20,0,27,3,30,0,25,7,32,0,27,6,33,4,19,3,26,0,3,3,6,4,158,34,196,0,3,0,3,0,16,3,19,0,18,0,18,0,47,7,54,0,51,13,64,0,49,12,61,0,59,18,77,0,59,11,70,0,44,10,54,9,30,6,45,3,3,3,9,12,379,83,474,Migratory - Offshore - Shipping (Qld)
399,0,231,29,260,8,234,41,283,9,201,60,270,8,446,118,572,23,967,228,1218,35,718,215,968,51,729,203,983,127,1134,179,1440,72,758,100,930,26,149,27,202,8,13,3,24,367,5580,1203,7150,3,202,30,235,4,241,38,283,0,200,50,250,4,472,71,547,20,765,96,881,14,487,87,588,54,600,75,729,88,1024,94,1206,44,468,41,553,22,57,14,93,10,14,5,29,263,4530,601,5394,3,433,59,495,12,475,79,566,9,401,110,520,12,918,189,1119,43,1732,324,2099,49,1205,302,1556,105,1329,278,1712,215,2158,273,2646,116,1226,141,1483,48,206,41,295,18,27,8,53,630,10110,1804,12544,Special Purpose Codes SA4 (Qld)
401,102,6787,373,7262,413,14740,611,15764,131,8628,373,9132,116,10186,673,10975,177,16219,1108,17504,315,17320,938,18573,431,17741,883,19055,553,15360,690,16603,651,9578,435,10664,1146,4976,290,6412,1074,1266,169,2509,5109,122801,6543,134453,61,6742,305,7108,211,14279,557,15047,106,8476,264,8846,73,10432,456,10961,189,16495,766,17450,276,18441,708,19425,421,19059,663,20143,598,16747,579,17924,777,10617,442,11836,2079,6025,445,8549,2881,2065,376,5322,7672,129378,5561,142611,163,13529,678,14370,624,29019,1168,30811,237,17104,637,17978,189,20618,1129,21936,366,32714,1874,34954,591,35761,1646,37998,852,36800,1546,39198,1151,32107,1269,34527,1428,20195,877,22500,3225,11001,735,14961,3955,3331,545,7831,12781,252179,12104,277064,Adelaide - Central and Hills
402,288,12616,952,13856,1423,23167,1266,25856,449,12842,690,13981,325,12884,861,14070,596,25878,1565,28039,800,25106,1399,27305,1153,23937,1189,26279,1504,18739,848,21091,1349,11588,564,13501,1477,5903,452,7832,944,1124,159,2227,10308,173784,9945,194037,160,12196,919,13275,638,22506,1171,24315,246,12410,593,13249,233,12699,586,13518,511,25990,1155,27656,836,25398,1141,27375,1267,24839,986,27092,1517,20229,800,22546,1507,12841,589,14937,2479,6568,535,9582,2304,1506,251,4061,11698,177182,8726,197606,448,24812,1871,27131,2061,45673,2437,50171,695,25252,1283,27230,558,25583,1447,27588,1107,51868,2720,55695,1636,50504,2540,54680,2420,48776,2175,53371,3021,38968,1648,43637,2856,24429,1153,28438,3956,12471,987,17414,3248,2630,410,6288,22006,350966,18671,391643,Adelaide - North
403,174,9676,456,10306,912,18697,727,20336,279,10673,423,11375,220,10513,477,11210,403,19687,926,21016,536,21062,850,22448,789,21589,922,23300,1225,19400,704,21329,956,11531,479,12966,1269,6276,379,7924,1137,1641,227,3005,7900,150745,6570,165215,85,9247,524,9856,406,18307,667,19380,170,10471,357,10998,181,10519,418,11118,363,20486,740,21589,547,22039,715,23301,901,23284,760,24945,1089,21188,660,22937,1006,12821,480,14307,2055,7787,473,10315,2858,2571,483,5912,9661,158720,6277,174658,259,18923,980,20162,1318,37004,1394,39716,449,21144,780,22373,401,21032,895,22328,766,40173,1666,42605,1083,43101,1565,45749,1690,44873,1682,48245,2314,40588,1364,44266,1962,24352,959,27273,3324,14063,852,18239,3995,4212,710,8917,17561,309465,12847,339873,Adelaide - South
404,76,5570,427,6073,389,10558,517,11464,155,6096,300,6551,112,7442,421,7975,250,14380,858,15488,392,14116,744,15252,634,13819,685,15138,761,10769,526,12056,736,6860,372,7968,1209,4497,331,6037,976,1192,134,2302,5690,95299,5315,106304,47,5373,402,5822,188,10211,511,10910,102,5846,242,6190,73,7118,284,7475,194,14296,683,15173,346,14331,574,15251,641,13905,553,15099,762,11680,477,12919,897,8080,402,9379,2082,5318,405,7805,2441,1607,278,4326,7773,97765,4811,110349,123,10943,829,11895,577,20769,1028,22374,257,11942,542,12741,185,14560,705,15450,444,28676,1541,30661,738,28447,1318,30503,1275,27724,1238,30237,1523,22449,1003,24975,1633,14940,774,17347,3291,9815,736,13842,3417,2799,412,6628,13463,193064,10126,216653,Adelaide - West
405,44,3032,165,3241,313,6495,264,7072,105,3188,123,3416,89,2250,108,2447,142,4432,200,4774,238,5771,277,6286,393,7230,320,7943,662,7086,307,8055,570,5117,214,5901,493,2560,175,3228,349,539,51,939,3398,47700,2204,53302,22,2875,144,3041,137,6244,216,6597,63,2865,92,3020,56,2038,84,2178,99,4688,161,4948,217,6227,184,6628,337,7282,245,7864,439,7114,235,7788,443,5097,183,5723,722,2691,186,3599,994,730,107,1831,3529,47851,1837,53217,66,5907,309,6282,450,12739,480,13669,168,6053,215,6436,145,4288,192,4625,241,9120,361,9722,455,11998,461,12914,730,14512,565,15807,1101,14200,542,15843,1013,10214,397,11624,1215,5251,361,6827,1343,1269,158,2770,6927,95551,4041,106519,Barossa - Yorke - Mid North
406,37,2647,263,2947,195,5254,425,5874,64,2567,208,2839,57,2417,285,2759,86,4774,575,5435,136,5418,583,6137,213,5778,541,6532,342,4707,380,5429,340,2949,246,3535,314,1270,126,1710,166,239,54,459,1950,38020,3686,43656,27,2597,234,2858,92,5085,420,5597,52,2355,161,2568,37,2210,166,2413,78,4719,353,5150,150,5177,314,5641,220,5304,280,5804,279,4299,241,4819,267,2805,188,3260,448,1375,167,1990,452,335,78,865,2102,36261,2602,40965,64,5244,497,5805,287,10339,845,11471,116,4922,369,5407,94,4627,451,5172,164,9493,928,10585,286,10595,897,11778,433,11082,821,12336,621,9006,621,10248,607,5754,434,6795,762,2645,293,3700,618,574,132,1324,4052,74281,6288,84621,South Australia - Outback
407,69,5034,283,5386,441,10425,515,11381,161,5282,272,5715,126,3979,284,4389,198,7893,616,8707,336,10023,705,11064,497,11509,671,12677,798,11497,618,12913,725,8279,439,9443,832,4123,300,5255,589,824,123,1536,4772,78868,4826,88466,40,4638,300,4978,217,10353,461,11031,113,4922,192,5227,75,3589,147,3811,147,8324,332,8803,333,10450,426,11209,471,11704,440,12615,726,11576,470,12772,675,8465,413,9553,1158,4361,352,5871,1432,1165,189,2786,5387,79547,3722,88656,109,9672,583,10364,658,20778,976,22412,274,10204,464,10942,201,7568,431,8200,345,16217,948,17510,669,20473,1131,22273,968,23213,1111,25292,1524,23073,1088,25685,1400,16744,852,18996,1990,8484,652,11126,2021,1989,312,4322,10159,158415,8548,177122,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,Migratory - Offshore - Shipping (SA)
499,0,64,5,69,3,77,3,83,0,65,10,75,7,126,20,153,3,291,56,350,11,239,55,305,11,188,67,266,22,190,50,262,12,107,21,140,9,11,23,43,13,7,13,33,91,1365,323,1779,0,60,4,64,3,76,6,85,0,61,7,68,3,119,11,133,5,213,20,238,10,145,18,173,11,152,29,192,19,129,17,165,10,61,17,88,13,4,24,41,5,3,34,42,79,1023,187,1289,0,124,9,133,6,153,9,168,0,126,17,143,10,245,31,286,8,504,76,588,21,384,73,478,22,340,96,458,41,319,67,427,22,168,38,228,22,15,47,84,18,10,47,75,170,2388,510,3068,Special Purpose Codes SA4 (SA)
501,50,5223,393,5666,313,10722,621,11656,120,5050,290,5460,85,3661,348,4094,116,8189,820,9125,178,9993,830,11001,323,10467,750,11540,488,9027,572,10087,470,5495,322,6287,489,2476,183,3148,320,498,74,892,2952,70801,5203,78956,36,4873,398,5307,155,10318,609,11082,52,4582,236,4870,57,3603,206,3866,119,8649,492,9260,168,10974,588,11730,309,10678,514,11501,409,9202,426,10037,380,5581,263,6224,739,2761,209,3709,814,646,101,1561,3238,71867,4042,79147,86,10096,791,10973,468,21040,1230,22738,172,9632,526,10330,142,7264,554,7960,235,16838,1312,18385,346,20967,1418,22731,632,21145,1264,23041,897,18229,998,20124,850,11076,585,12511,1228,5237,392,6857,1134,1144,175,2453,6190,142668,9245,158103,Bunbury
502,35,2431,266,2732,160,4858,345,5363,62,2593,185,2840,32,2002,175,2209,88,3702,326,4116,116,4402,392,4910,178,4713,366,5257,365,4561,354,5280,401,4116,253,4770,399,2112,193,2704,213,402,73,688,2049,35892,2928,40869,18,2266,222,2506,94,4743,355,5192,44,2478,134,2656,34,2095,119,2248,56,4089,256,4401,106,4886,299,5291,168,5256,272,5696,279,5169,279,5727,281,4247,216,4744,480,2207,236,2923,470,460,111,1041,2030,37896,2499,42425,53,4697,488,5238,254,9601,700,10555,106,5071,319,5496,66,4097,294,4457,144,7791,582,8517,222,9288,691,10201,346,9969,638,10953,644,9730,633,11007,682,8363,469,9514,879,4319,429,5627,683,862,184,1729,4079,73788,5427,83294,Mandurah
503,33,3752,323,4108,121,7396,473,7990,65,4167,315,4547,51,6300,656,7007,95,12797,1734,14626,130,9807,994,10931,175,9588,716,10479,228,7899,695,8822,272,4641,338,5251,409,2214,224,2847,403,600,123,1126,1982,69161,6591,77734,15,3610,270,3895,84,7365,400,7849,35,4467,237,4739,30,6392,536,6958,69,12267,1320,13656,117,10017,664,10798,167,9764,586,10517,237,7912,506,8655,333,4604,288,5225,772,2819,250,3841,1174,1059,254,2487,3033,70276,5311,78620,48,7362,593,8003,205,14761,873,15839,100,8634,552,9286,81,12692,1192,13965,164,25064,3054,28282,247,19824,1658,21729,342,19352,1302,20996,465,15811,1201,17477,605,9245,626,10476,1181,5033,474,6688,1577,1659,377,3613,5015,139437,11902,156354,Perth - Inner
504,98,7027,564,7689,405,13722,827,14954,151,7120,464,7735,116,6994,734,7844,191,13875,1617,15683,248,14948,1410,16606,367,14110,1070,15547,563,11014,711,12288,565,6201,419,7185,633,2804,256,3693,468,528,86,1082,3805,98343,8158,110306,52,6567,499,7118,197,12906,761,13864,84,6753,375,7212,83,6674,381,7138,170,14242,859,15271,259,15758,898,16915,422,14564,745,15731,509,11411,572,12492,610,6465,380,7455,1024,3043,317,4384,1068,724,216,2008,4478,99107,6003,109588,150,13594,1063,14807,602,26628,1588,28818,235,13873,839,14947,199,13668,1115,14982,361,28117,2476,30954,507,30706,2308,33521,789,28674,1815,31278,1072,22425,1283,24780,1175,12666,799,14640,1657,5847,573,8077,1536,1252,302,3090,8283,197450,14161,219894,Perth - North East
505,181,15835,1126,17142,920,30137,1572,32629,305,16091,854,17250,215,15962,1146,17323,334,31891,2559,34784,463,33176,2177,35816,544,30037,1729,32310,921,23358,1242,25521,975,13152,724,14851,1240,6316,521,8077,935,1365,243,2543,7033,217320,13893,238246,120,15233,1127,16480,420,28973,1540,30933,177,15366,750,16293,129,15767,874,16770,299,32626,1875,34800,433,35000,1630,37063,733,31904,1327,33964,966,25123,1053,27142,1028,14393,695,16116,2107,7595,678,10380,2304,1908,555,4767,8716,223888,12104,244708,301,31068,2253,33622,1340,59110,3112,63562,482,31457,1604,33543,344,31729,2020,34093,633,64517,4434,69584,896,68176,3807,72879,1277,61941,3056,66274,1887,48481,2295,52663,2003,27545,1419,30967,3347,13911,1199,18457,3239,3273,798,7310,15749,441208,25997,482954,Perth - North West
