SA4_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,SA4_NAME11
504,81,515,4629,26396,28972,3625,688,950,65856,11,495,1901,2770,415,20,6,162,5780,3,80,462,841,139,19,5,36,1585,14,575,2363,3611,554,39,11,198,7365,13,488,1474,1298,77,9,6,108,3473,6,178,581,72,0,0,0,30,867,0,290,338,36,4,0,0,20,688,0,10,14,4,0,3,0,0,31,19,966,2407,1410,81,12,6,158,5059,24,87,121,28,7,3,0,69,339,0,12,7,15,8,0,0,0,42,138,2155,9527,31460,29622,3679,705,1375,78661,Perth - North East
505,115,608,5625,48454,69787,8960,1333,1609,136491,41,1124,6109,11793,1106,101,24,468,20766,14,220,777,2984,824,118,33,75,5045,55,1344,6886,14777,1930,219,57,543,25811,71,1145,4051,2609,195,20,6,248,8345,3,210,550,185,14,0,3,42,1007,6,84,240,164,8,0,3,12,517,5,75,94,165,5,0,3,8,355,85,1514,4935,3123,222,20,15,310,10224,49,198,250,42,5,0,0,26,570,0,0,5,16,8,0,3,0,32,304,3664,17701,66412,71952,9199,1408,2488,173128,Perth - North West
506,190,901,8073,51491,53925,7134,1417,1854,124985,53,969,3946,6766,779,85,30,399,13027,11,121,640,2520,503,93,50,73,4011,64,1090,4586,9286,1282,178,80,472,17038,67,1230,2662,3507,329,22,17,243,8077,14,644,1152,379,13,4,0,58,2264,31,594,1279,641,37,4,3,58,2647,0,13,21,12,8,4,0,3,61,112,2481,5114,4539,387,34,20,362,13049,66,156,79,53,30,3,0,27,414,3,11,17,25,5,3,0,3,67,435,4639,17869,65394,55629,7352,1517,2718,155553,Perth - South East
507,97,704,5995,37564,53239,6285,1012,1383,106279,20,776,3724,3951,679,57,13,259,9479,25,130,706,1538,363,49,8,36,2855,45,906,4430,5489,1042,106,21,295,12334,35,807,2640,1546,126,44,20,165,5383,11,288,1016,336,0,3,3,49,1706,27,168,404,251,9,43,0,26,928,3,18,9,19,6,0,0,3,58,76,1281,4069,2152,141,90,23,243,8075,68,264,197,43,15,3,4,37,631,0,4,12,16,8,3,4,3,50,286,3159,14703,45264,54445,6487,1064,1961,127369,Perth - South West
508,127,1023,4562,24789,16421,1935,400,1042,50299,28,578,1559,1336,174,8,4,200,3887,4,29,188,361,132,26,8,11,759,32,607,1747,1697,306,34,12,211,4646,42,573,1440,762,81,12,16,113,3039,0,8,58,16,0,0,0,5,87,0,10,28,52,0,0,3,3,96,0,4,5,11,0,0,0,0,20,42,595,1531,841,81,12,19,121,3242,598,1329,423,339,166,23,24,369,3271,16,55,62,89,40,6,19,17,304,815,3609,8325,27755,17014,2010,474,1760,61762,Western Australia - Outback
509,121,769,5515,20693,13783,2207,507,699,44294,8,314,619,437,61,0,6,61,1506,0,7,31,57,30,10,5,0,140,8,321,650,494,91,10,11,61,1646,10,316,556,242,27,3,4,56,1214,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,7,4,4,0,3,0,28,10,326,576,246,31,3,7,56,1255,75,236,161,110,37,6,11,86,722,3,6,8,18,10,0,7,4,56,217,1658,6910,21561,13952,2226,543,906,47973,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,80,982,10005,38490,13979,2843,611,952,67942,29,659,2255,526,76,20,6,102,3673,7,169,815,515,79,22,7,24,1638,36,828,3070,1041,155,42,13,126,5311,69,1893,3896,858,119,22,29,198,7084,60,241,403,92,13,0,19,16,844,6,137,307,50,3,0,0,17,520,12,119,54,22,17,5,3,5,237,147,2390,4660,1022,152,27,51,236,8685,28,108,94,76,29,4,10,14,363,3,13,9,21,3,0,3,0,52,294,4321,17838,40650,14318,2916,688,1328,82353,Hobart
602,95,914,7535,26898,9156,1689,373,717,47377,13,594,1382,323,57,7,3,85,2464,0,23,180,97,32,6,3,8,349,13,617,1562,420,89,13,6,93,2813,22,945,1773,314,30,6,7,124,3221,0,26,60,6,0,0,0,0,92,0,3,25,14,0,0,0,0,42,0,39,18,3,0,3,5,4,72,22,1013,1876,337,30,9,12,128,3427,35,115,90,60,14,4,9,23,350,0,0,10,14,6,0,0,3,33,165,2659,11073,27729,9295,1715,400,964,54000,Launceston and North East
603,73,537,2605,6922,2318,403,136,198,13192,0,32,99,65,21,9,3,9,238,0,0,5,9,12,0,6,3,35,0,32,104,74,33,9,9,12,273,3,41,67,11,0,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,16,3,49,72,14,0,0,0,4,142,25,65,51,45,8,4,11,14,223,0,0,0,0,4,0,0,0,4,101,683,2832,7055,2363,416,156,228,13834,South East
604,75,536,4998,23551,7035,1055,231,524,38005,3,444,1075,181,15,13,3,101,1835,0,5,66,17,4,3,0,3,98,3,449,1141,198,19,16,3,104,1933,22,548,1258,153,12,0,5,105,2103,0,5,31,0,0,0,0,5,41,0,12,39,11,0,0,0,0,62,0,20,29,7,0,0,0,0,56,22,585,1357,171,12,0,5,110,2262,34,146,104,59,13,4,7,51,418,0,0,3,8,7,0,3,0,21,134,1716,7603,23987,7086,1075,249,789,42639,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,136,573,1859,13468,6820,1280,276,455,24867,38,357,1588,718,135,24,0,107,2967,9,94,869,853,134,10,6,44,2019,47,451,2457,1571,269,34,6,151,4986,50,579,2234,480,27,4,4,128,3506,27,154,973,488,11,0,0,34,1687,28,210,1023,1015,44,4,3,66,2393,3,21,19,10,3,4,0,4,64,108,964,4249,1993,85,12,7,232,7650,255,396,141,81,50,13,8,180,1124,0,20,33,34,11,0,4,3,105,546,2404,8739,17147,7235,1339,301,1021,38732,Darwin
702,111,582,2150,9235,3176,392,133,541,16320,11,361,528,367,70,9,3,61,1410,0,32,310,110,3,3,0,25,483,11,393,838,477,73,12,3,86,1893,31,691,1270,237,15,8,3,132,2387,10,19,5,0,0,0,0,3,37,3,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,9,44,713,1275,240,18,8,3,135,2436,272,410,230,136,47,8,20,228,1351,14,36,43,35,9,6,3,12,158,452,2134,4536,10123,3323,426,162,1002,22158,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,100,665,3656,43724,37205,6915,1193,806,94264,33,879,4195,5892,632,43,14,186,11874,26,216,1243,4277,991,69,11,101,6934,59,1095,5438,10169,1623,112,25,287,18808,63,1473,2692,935,85,5,4,130,5387,87,1519,3459,633,22,3,5,108,5836,62,1724,2101,570,16,0,0,45,4518,24,178,53,37,18,10,5,8,333,236,4894,8305,2175,141,18,14,291,16074,24,78,73,30,13,0,0,10,228,0,7,4,24,5,5,3,3,51,419,6739,17476,56122,38987,7050,1235,1397,129425,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,0,8,43,225,99,13,3,7,398,0,5,26,23,3,0,0,3,60,0,0,5,0,0,0,0,0,5,0,5,31,23,3,0,0,3,65,0,48,17,16,3,0,0,7,91,3,3,42,56,3,0,0,7,114,0,0,0,7,0,0,0,0,7,0,0,3,0,0,0,0,0,3,3,51,62,79,6,0,0,14,215,0,0,3,0,0,0,0,0,3,0,0,0,0,11,3,0,0,14,3,64,139,327,119,16,3,24,695,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
