sla_code_2006_,sla_name_2006_,irsad_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
545059520,Wyndham-East Kimberley (S),929,375,3,27,WA ,37,3,24,531,1057,6596,4
545100980,Broome (S),977,722,6,52,WA ,103,7,67,677,1127,13058,2
545102800,Derby-West Kimberley (S),835,80,1,6,WA ,6,1,4,474,1162,6507,7
605050410,Brighton (M),859,91,1,7,TAS,1,1,3,683,1045,14120,5
605051410,Clarence (C),980,738,6,53,TAS,37,9,85,703,1112,49638,2
705051028,Fannie Bay,1067,1113,8,80,NT ,83,10,92,688,1135,2434,0
705051034,Jingili,1035,983,8,71,NT ,67,8,74,992,1063,1820,0
705051054,Ludmilla,966,649,5,47,NT ,48,6,53,608,1075,1702,0
705051058,Malak,969,668,5,48,NT ,50,6,55,809,1049,3263,0
705051088,Nightcliff,1048,1032,8,74,NT ,73,9,81,890,1091,3357,0
805100279,Aranda,1154,1349,10,97,ACT,87,9,84,1138,1205,2411,0
705051098,Rapid Creek,1062,1095,8,79,NT ,80,9,88,1038,1084,2934,0
705051134,Wulagi,1045,1020,8,74,NT ,71,8,79,1008,1061,2554,0
710400205,Alice Springs (T) - Larapinta,1011,879,7,63,NT ,62,7,69,606,1100,8258,0
705051104,Stuart Park,1072,1136,9,82,NT ,85,10,94,1004,1133,3493,0
705102804,Driver,992,809,6,58,NT ,55,7,61,969,1012,2715,0
805151269,Chifley,1087,1192,9,86,ACT,46,5,45,1074,1102,2324,0
705051138,City - Remainder,1025,942,7,68,NT ,65,8,72,886,1059,2298,1
705202304,Litchfield (S) - Pt A,1061,1088,8,78,NT ,78,9,86,955,1104,1232,57
705202308,Litchfield (S) - Pt B,1008,866,7,63,NT ,59,7,65,921,1075,14323,0
710050540,Belyuen (CGC),641,2,1,1,NT ,2,1,3,641,641,173,0
710050700,Coomalie (CGC),920,306,3,22,NT ,43,5,48,897,951,1105,3
710050759,Cox-Finniss,848,84,1,7,NT ,33,4,37,837,866,384,0
705051108,The Gardens,1058,1070,8,77,NT ,76,9,84,1058,1058,568,0
705051114,Tiwi,1041,1005,8,72,NT ,69,8,76,1001,1108,2515,0
705102824,Palmerston (C) Bal,1066,1111,8,80,NT ,82,10,91,571,1138,2835,0
710050770,Cox Peninsula (CGC),967,661,5,48,NT ,49,6,54,967,967,294,0
710104050,Tiwi Islands (CGC),713,36,1,3,NT ,17,2,19,703,752,2128,3
710302270,Lajamanu (CGC),709,30,1,3,NT ,15,2,17,709,709,669,0
710152240,Kunbarllanjnja (CGC),692,22,1,2,NT ,12,2,14,692,692,882,0
710153309,South Alligator,826,78,1,6,NT ,32,4,36,794,850,645,13
710154809,West Arnhem,708,29,1,3,NT ,14,2,16,701,805,3334,25
710200809,Daly,788,65,1,5,NT ,30,4,33,636,999,1048,0
710302200,Katherine (T),977,718,6,52,NT ,53,6,59,564,1100,8191,2
710400207,Alice Springs (T) - Ross,1056,1057,8,76,NT ,75,9,83,928,1146,7028,3
710304030,Timber Creek (CGC),810,74,1,6,NT ,31,4,35,810,810,228,0
710304409,Victoria,778,62,1,5,NT ,28,4,31,697,945,887,5
710400208,Alice Springs (T) - Stuart,976,712,6,52,NT ,52,6,58,916,1006,1917,1
710304600,Walangeri Ngumpinku (CGC),655,5,1,1,NT ,3,1,4,593,668,463,39
710305050,Yugul Mangi (CGC),678,14,1,2,NT ,7,1,8,640,894,1642,1
710350300,Alpurrurulam (CGC),759,55,1,4,NT ,26,3,29,759,759,345,0
710351350,Elliott District (CGC),766,57,1,5,NT ,27,3,30,766,766,420,16
710400360,Anmatjere (CGC),756,53,1,4,NT ,25,3,28,614,880,964,55
710400400,Arltarlpilta (CGC),733,47,1,4,NT ,22,3,25,733,733,239,26
710353409,Tableland,910,240,2,18,NT ,40,5,44,895,963,495,17
710354009,Tennant Creek - Bal,788,64,1,5,NT ,29,4,32,788,788,1209,83
805107569,Scullin,1035,982,8,71,ACT,10,1,10,995,1075,2794,0
805107659,Spence,1059,1078,8,78,ACT,21,3,21,1047,1066,2595,0
710401909,Hanson,749,50,1,4,NT ,24,3,27,680,923,803,63
710402320,Ltyentye Purte (CGC),701,25,1,2,NT ,13,2,15,701,701,541,0
710403009,Petermann-Simpson,874,107,1,8,NT ,35,4,39,630,1054,2391,7
710403609,Tanami,682,16,1,2,NT ,8,1,9,634,824,2440,22
710403209,Sandover,689,19,1,2,NT ,11,2,13,571,918,2772,53
805050909,Campbell,1165,1368,10,98,ACT,93,9,90,1129,1183,3116,0
805051449,City,1148,1343,10,97,ACT,85,9,82,1148,1148,722,0
805051889,Dickson,1071,1130,9,81,ACT,30,3,29,1036,1168,1948,0
805052169,Duntroon,1137,1325,10,95,ACT,80,8,77,1137,1137,1684,0
805053609,Hackett,1102,1248,9,90,ACT,65,7,63,1077,1159,2882,0
805055049,Kowen,1084,1181,9,85,ACT,42,5,41,1084,1084,49,0
805055229,Lyneham,1075,1152,9,83,ACT,36,4,35,1019,1118,4320,0
805055769,Majura,1061,1086,8,78,ACT,23,3,23,1020,1093,117,0
805100459,Belconnen Town Centre,1049,1034,8,75,ACT,14,2,14,911,1136,3057,0
805100549,Belconnen - SSD Bal,1112,1270,10,91,ACT,67,7,65,1112,1112,43,0
805100729,Bruce,1183,1383,10,100,ACT,98,10,95,1166,1217,3387,23
805101179,Charnwood,982,749,6,54,ACT,3,1,3,935,1031,3020,0
805102259,Evatt,1084,1183,9,85,ACT,43,5,42,1039,1164,5496,0
805156939,Phillip,1102,1245,9,90,ACT,63,7,61,1044,1147,1909,0
805102619,Florey,1056,1060,8,76,ACT,17,2,17,994,1099,5107,0
805103249,Giralang,1092,1211,9,87,ACT,52,6,51,1069,1132,3303,0
805103879,Hawker,1140,1331,10,96,ACT,82,8,79,978,1212,2827,0
805102709,Flynn,1102,1246,9,90,ACT,64,7,62,1068,1136,3550,0
805102889,Fraser,1118,1288,10,93,ACT,73,8,71,1077,1151,2157,0
805103969,Higgins,1047,1028,8,74,ACT,13,2,13,1033,1057,3024,0
805104779,Kaleen,1096,1222,9,88,ACT,55,6,53,995,1145,7586,0
805204059,Holder,1116,1282,10,92,ACT,71,7,69,1079,1143,2610,0
805105139,Latham,1074,1146,9,83,ACT,35,4,34,1045,1109,3687,0
805151719,Curtin,1133,1317,10,95,ACT,79,8,76,1070,1193,5132,0
805105409,McKellar,1093,1214,9,87,ACT,53,6,51,1057,1117,2604,0
805156849,Pearce,1120,1293,10,93,ACT,75,8,73,1065,1197,2511,0
805152439,Farrer,1137,1326,10,95,ACT,81,8,78,1045,1189,3362,0
805153069,Garran,1167,1369,10,99,ACT,94,10,91,1130,1241,3176,0
805158109,Torrens,1113,1272,10,92,ACT,68,7,66,1016,1168,2266,0
805201089,Chapman,1193,1388,10,100,ACT,100,10,97,1143,1220,2693,0
805105949,Melba,1098,1231,9,89,ACT,60,6,58,1046,1162,3265,0
805106669,Page,1032,968,7,70,ACT,9,1,9,973,1064,2694,0
805154239,Hughes,1117,1285,10,93,ACT,72,7,70,1065,1169,2898,0
805154419,Isaacs,1164,1366,10,98,ACT,91,9,88,1100,1181,2424,0
805155319,Lyons,1057,1066,8,77,ACT,18,2,18,938,1105,2442,1
805155859,Mawson,1099,1237,9,89,ACT,62,6,60,1048,1177,2862,0
805156489,O'Malley,1204,1392,10,100,ACT,101,10,98,1195,1224,685,0
805202079,Duffy,1122,1296,10,93,ACT,76,8,74,1070,1172,2942,0
805202529,Fisher,1090,1206,9,87,ACT,51,5,50,1007,1141,2977,0
805208739,Weston,1104,1254,9,90,ACT,66,7,64,1009,1203,3176,0
805250819,Calwell,1097,1225,9,88,ACT,57,6,55,1017,1132,5927,0
805251549,Conder,1085,1187,9,86,ACT,44,5,43,1024,1143,5052,0
805253339,Gowrie,1097,1229,9,89,ACT,59,6,57,1072,1110,3225,0
805208829,Weston Creek-Stromlo - SSD Bal,1024,935,7,67,ACT,7,1,7,1024,1024,15,0
805357929,Symonston,872,104,1,8,ACT,1,1,1,868,875,469,0
805358919,Yarralumla,1165,1367,10,98,ACT,92,9,89,1121,1199,2905,0
805352789,Forrest,1212,1394,10,100,ACT,102,10,99,1204,1222,1191,0
805252349,Fadden,1185,1385,10,100,ACT,99,10,96,1171,1207,3214,0
805251359,Chisholm,1058,1072,8,77,ACT,19,2,19,973,1100,5379,0
805400239,Amaroo,1146,1338,10,96,ACT,84,9,81,1099,1183,5504,0
805253159,Gilmore,1045,1019,8,73,ACT,12,2,12,1037,1056,2905,0
805253289,Gordon,1085,1188,9,86,ACT,45,5,44,1005,1154,7869,0
805254509,Isabella Plains,1053,1045,8,75,ACT,15,2,15,1013,1099,4316,0
805254869,Kambah,1080,1171,9,84,ACT,40,4,39,971,1188,15579,0
805253379,Greenway,1097,1227,9,88,ACT,58,6,56,1082,1113,1130,0
805256579,Oxley,1072,1134,9,82,ACT,32,4,31,1058,1082,1790,0
805255489,Macarthur,1151,1348,10,97,ACT,86,9,83,1128,1192,1583,0
805256129,Monash,1098,1233,9,89,ACT,61,6,59,1049,1136,5548,0
805357119,Red Hill,1146,1337,10,96,ACT,83,8,80,956,1235,3144,0
805257289,Richardson,1008,869,7,63,ACT,5,1,5,982,1023,3231,0
805258019,Theodore,1068,1119,9,81,ACT,25,3,25,992,1124,4108,0
805258189,Tuggeranong - SSD Bal,1002,841,7,61,ACT,4,1,4,1002,1002,66,15
805406249,Ngunnawal,1073,1144,9,82,ACT,34,4,33,1007,1139,8938,0
805258379,Wanniassa,1077,1158,9,83,ACT,37,4,36,920,1174,7931,0
805406719,Palmerston,1096,1224,9,88,ACT,56,6,54,1040,1165,5708,0
810059009,Remainder of ACT,1040,1001,8,72,ACT,11,2,11,1014,1084,269,0
910051009,Jervis Bay Territory,887,126,1,10,OT ,1,3,26,720,1083,371,0
910052009,Territory of Christmas Island,939,464,4,34,OT ,3,8,76,824,1079,1348,0
910053009,Territory of Cocos (Keeling) Islands,891,138,1,10,OT ,2,6,51,800,1057,571,0
805354959,Kingston,1170,1374,10,99,ACT,95,10,92,751,1268,2451,0
805352979,Fyshwick,1021,917,7,66,ACT,6,1,6,1021,1021,54,0
805350369,Barton,1229,1395,10,100,ACT,103,10,100,1223,1237,940,0
805351809,Deakin,1164,1365,10,98,ACT,90,9,87,1084,1233,2607,0
805353429,Griffith,1131,1314,10,95,ACT,78,8,76,997,1183,3905,0
805353789,Harman,1089,1198,9,86,ACT,48,5,47,1089,1089,96,0
805356219,Narrabundah,1077,1159,9,84,ACT,38,4,37,964,1180,5526,0
805356309,Oaks Estate,904,203,2,15,ACT,2,1,2,904,904,243,0
805406279,Nicholls,1160,1362,10,98,ACT,89,9,86,1095,1211,6992,0
805357029,Pialligo,1071,1131,9,82,ACT,31,3,30,1071,1071,111,0
805403519,Gungahlin,1158,1359,10,98,ACT,88,9,85,1081,1189,3856,0
805403529,Gungahlin-Hall - SSD Bal,1056,1058,8,76,ACT,16,2,16,1056,1056,17,0
805403689,Hall,1115,1278,10,92,ACT,69,7,67,1115,1115,336,0
