sla_code_2006_,sla_name_2006_,ier_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
405150124,Adelaide Hills (DC) - Ranges,1084,1251,9,90,SA ,120,10,98,1022,1139,10066,0
405150701,Burnside (C) - North-East,1066,1180,9,85,SA ,116,10,95,965,1192,21070,0
530051960,Coolgardie (S),995,706,6,51,WA ,68,5,44,685,1052,3800,4
530054284,Kalgoorlie/Boulder (C) - Pt B,734,67,1,5,WA ,4,1,3,558,999,179,27
405150704,Burnside (C) - South-West,1064,1171,9,84,SA ,115,10,94,764,1178,20886,0
535053360,Exmouth (S),968,445,4,32,WA ,40,3,26,913,1044,2063,1
535057770,Shark Bay (S),953,320,3,23,WA ,26,2,17,873,1029,858,7
405150911,Campbelltown (C) - East,1022,923,7,67,SA ,97,8,79,853,1139,26963,0
405150914,Campbelltown (C) - West,946,271,2,20,SA ,34,3,28,824,1070,19197,0
405204064,Marion (C) - North,918,159,2,12,SA ,16,2,14,739,1035,24943,0
405155291,Norw. P'ham St Ptrs (C) - East,968,451,4,33,SA ,53,5,44,864,1116,15993,0
410150125,Adelaide Hills (DC) - North,1066,1183,9,85,SA ,117,10,96,995,1115,6645,0
410150128,Adelaide Hills (DC) Bal,1028,974,7,70,SA ,102,9,83,942,1114,8664,0
805104149,Holt,992,672,5,49,ACT,15,2,15,882,1064,4697,0
805101629,Cook,1046,1082,8,78,ACT,39,4,38,981,1148,2817,0
405155294,Norw. P'ham St Ptrs (C) - West,993,678,5,49,SA ,73,6,60,733,1122,17739,0
405158260,Walkerville (M),1039,1037,8,75,SA ,105,9,86,911,1183,6964,0
420059039,Unincorp. Riverland,714,62,1,5,SA ,2,1,2,578,983,131,0
420103080,Karoonda East Murray (DC),999,745,6,54,SA ,80,7,66,947,1067,1164,0
420105040,Murray Bridge (RC),928,184,2,14,SA ,21,2,18,719,1064,17679,4
420107290,Southern Mallee (DC),1001,766,6,55,SA ,83,7,68,934,1169,2135,0
420107800,The Coorong (DC),963,398,3,29,SA ,46,4,38,663,1099,5668,0
425053360,Kingston (DC),982,575,5,42,SA ,66,6,54,905,1074,2325,0
425055090,Naracoorte and Lucindale (DC),995,705,6,51,SA ,77,7,63,899,1088,8079,0
425056860,Robe (DC),1014,869,7,63,SA ,94,8,77,952,1077,1701,42
425057630,Tatiara (DC),1008,826,6,60,SA ,89,8,73,944,1103,6862,0
425102250,Grant (DC),1045,1071,8,77,SA ,109,9,89,912,1100,7868,0
805250339,Banks,1061,1153,9,83,ACT,53,6,51,1008,1177,4904,0
405202601,Holdfast Bay (C) - North,992,667,5,48,SA ,71,6,58,659,1139,19170,0
425104620,Mount Gambier (C),929,189,2,14,SA ,22,2,18,612,1089,23493,0
405202604,Holdfast Bay (C) - South,1005,801,6,58,SA ,87,8,71,887,1065,14132,0
710400201,Alice Springs (T) - Charles,1000,759,6,55,NT ,67,8,74,605,1068,4543,6
405204065,Marion (C) - South,1054,1117,9,81,SA ,112,10,92,988,1126,21231,0
405204341,Mitcham (C) - Hills,1055,1129,9,81,SA ,113,10,92,852,1145,24036,0
405204061,Marion (C) - Central,943,250,2,18,SA ,32,3,27,623,1073,32527,0
430051750,Elliston (DC),996,709,6,51,SA ,78,7,64,880,1116,1132,0
430051960,Franklin Harbour (DC),991,664,5,48,SA ,70,6,57,970,1099,1276,0
705051052,Lee Point-Leanyer Swamp,891,114,1,9,NT ,41,5,46,891,891,127,0
535102380,Cue (S),890,111,1,8,WA ,10,1,7,875,971,324,0
435259589,Unincorp. Far North,963,399,3,29,SA ,47,4,39,873,1077,1568,10
705051038,Karama,945,260,2,19,NT ,50,6,55,901,1012,4777,0
405204344,Mitcham (C) - North-East,1058,1134,9,82,SA ,114,10,93,905,1216,15381,0
410102750,Kangaroo Island (DC),981,571,5,41,SA ,65,6,53,929,1059,4260,0
705051044,Larrakeyah,1063,1164,9,84,NT ,85,10,94,974,1205,3037,0
710302360,Mataranka (CGC),877,105,1,8,NT ,40,5,44,877,877,251,0
710302530,Nyirranggulung Mardrulk Ngadberre (CGC),551,7,1,1,NT ,5,1,6,408,678,936,10
405204345,Mitcham (C) - West,1008,827,6,60,SA ,90,8,74,761,1164,22435,0
405205341,Onkaparinga (C) - Hackham,927,182,2,14,SA ,20,2,17,634,1131,13731,0
405205342,Onkaparinga (C) - Hills,1050,1098,8,79,SA ,110,9,90,954,1141,11300,0
405205343,Onkaparinga (C) - Morphett,933,204,2,15,SA ,24,2,20,788,1044,23049,0
405205344,Onkaparinga (C) - North Coast,879,106,1,8,SA ,10,1,9,691,997,17215,0
405205345,Onkaparinga (C) - Reservoir,1067,1188,9,86,SA ,118,10,96,917,1163,24940,0
405205346,Onkaparinga (C) - South Coast,973,498,4,36,SA ,59,5,48,873,1076,25123,0
430053220,Kimba (DC),1016,884,7,64,SA ,95,8,78,943,1114,1112,0
415050430,Barunga West (DC),967,439,4,32,SA ,51,5,42,899,1056,2543,0
415051560,Copper Coast (DC),937,222,2,16,SA ,25,3,21,805,1038,11445,0
415058831,Yorke Peninsula (DC) - North,959,366,3,27,SA ,44,4,36,529,1077,7333,0
405205347,Onkaparinga (C) - Woodcroft,1025,939,7,68,SA ,100,9,82,917,1149,34378,0
425108341,Wattle Range (DC) - East,980,567,5,41,SA ,64,6,53,894,1089,3188,0
425108344,Wattle Range (DC) - West,959,361,3,26,SA ,43,4,35,760,1067,8701,0
430051190,Cleve (DC),1011,844,7,61,SA ,92,8,75,928,1113,1897,0
410050311,Barossa (DC) - Angaston,997,726,6,53,SA ,79,7,65,871,1087,7879,0
410050314,Barossa (DC) - Barossa,1044,1067,8,77,SA ,108,9,88,963,1127,7985,0
435251330,Coober Pedy (DC),894,122,1,9,SA ,13,2,11,838,943,1913,4
435256970,Roxby Downs (M),1075,1227,9,88,SA ,119,10,97,1049,1092,4054,5
410050315,Barossa (DC) - Tanunda,1022,927,7,67,SA ,98,8,80,938,1067,4684,0
410053650,Light (RegC),1044,1064,8,77,SA ,106,9,87,927,1135,12362,0
410053920,Mallala (DC),1028,972,7,70,SA ,101,9,83,936,1098,7903,0
410154551,Mount Barker (DC) - Central,1003,788,6,57,SA ,84,7,69,839,1153,18157,0
410154554,Mount Barker (DC) Bal,1044,1066,8,77,SA ,107,9,87,909,1111,8278,0
410200221,Alexandrina (DC) - Coastal,972,483,4,35,SA ,56,5,46,843,1077,11510,4
410200224,Alexandrina (DC) - Strathalbyn,1008,823,6,59,SA ,88,8,72,912,1113,9203,0
410208050,Victor Harbor (C),975,514,4,37,SA ,60,5,49,826,1092,12015,0
410208750,Yankalilla (DC),985,597,5,43,SA ,68,6,56,909,1052,4154,0
420050521,Berri & Barmera (DC) - Barmera,939,233,2,17,SA ,27,3,22,824,1027,4132,0
505051310,Cambridge (T),1122,1342,10,97,WA ,151,10,97,882,1257,23756,2
605052811,Hobart (C) - Inner,964,411,3,30,TAS,21,5,48,903,983,455,31
605052812,Hobart (C) - Remainder,992,675,5,49,TAS,33,8,76,786,1191,47246,0
605053611,Kingborough (M) - Pt A,1017,890,7,64,TAS,42,10,96,875,1136,28220,0
605054811,Sorell (M) - Pt A,967,433,4,32,TAS,24,6,55,871,1075,10893,0
610051010,Central Highlands (M),951,303,3,22,TAS,16,4,37,895,1014,2242,3
610051512,Derwent Valley (M) - Pt B,972,482,4,35,TAS,28,7,64,880,1027,2938,0
420050524,Berri & Barmera (DC) - Berri,952,316,3,23,SA ,40,4,33,796,1041,6801,0
420053791,Loxton Waikerie (DC) - East,975,520,4,38,SA ,61,5,50,846,1060,7128,0
420053794,Loxton Waikerie (DC) - West,958,355,3,26,SA ,42,4,35,827,1037,4477,0
420054210,Mid Murray (DC),955,339,3,25,SA ,41,4,34,824,1048,8037,6
430053570,Le Hunte (DC),971,471,4,34,SA ,55,5,45,839,1026,1313,0
430053710,Lower Eyre Peninsula (DC),1004,789,6,57,SA ,85,7,70,932,1090,4402,0
430056300,Port Lincoln (C),941,240,2,18,SA ,29,3,24,747,1091,13602,0
430057910,Tumby Bay (DC),986,610,5,44,SA ,69,6,57,895,1157,2541,0
430101010,Ceduna (DC),921,163,2,12,SA ,17,2,14,601,1053,3572,0
430107490,Streaky Bay (DC),960,372,3,27,SA ,45,4,37,920,997,2023,0
430109249,Unincorp. West Coast,926,180,2,13,SA ,19,2,16,717,1002,458,0
435058540,Whyalla (C),868,100,1,8,SA ,8,1,7,725,1074,21416,0
435059389,Unincorp. Whyalla,871,102,1,8,SA ,9,1,8,832,1014,206,4
435155120,Northern Areas (DC),967,434,4,32,SA ,48,4,40,891,1067,4651,0
610054812,Sorell (M) - Pt B,962,394,3,29,TAS,19,5,44,931,980,1032,0
610055010,Southern Midlands (M),975,512,4,37,TAS,29,7,66,864,1052,5670,0
610055210,Tasman (M),934,212,2,16,TAS,11,3,26,894,990,2238,0
615052211,George Town (M) - Pt A,891,113,1,9,TAS,1,1,3,768,1011,5501,0
605051511,Derwent Valley (M) - Pt A,921,166,2,12,TAS,7,2,16,739,1064,6541,0
605052610,Glenorchy (C),913,151,2,11,TAS,4,1,10,728,1069,43412,0
435155400,Orroroo/Carrieton (DC),979,562,5,41,SA ,63,6,52,930,1064,933,0
505203150,East Fremantle (T),1067,1187,9,86,WA ,139,9,90,1002,1131,6698,0
615102212,George Town (M) - Pt B,993,684,5,49,TAS,34,8,78,952,1044,1025,0
615104013,Launceston (C) - Pt C,999,738,6,53,TAS,39,9,89,922,1040,2771,0
435155540,Peterborough (DC),867,98,1,8,SA ,7,1,6,795,1016,1902,0
435156451,Port Pirie C Dists (M) - City,885,109,1,8,SA ,12,1,10,758,1058,13611,0
435156454,Port Pirie C Dists (M) Bal,972,487,4,35,SA ,57,5,47,878,1036,3531,0
505203432,Fremantle (C) - Remainder,976,528,4,38,WA ,49,4,32,802,1108,24008,0
505204830,Kwinana (T),993,682,5,49,WA ,66,5,43,770,1186,23195,4
505205320,Melville (C),1074,1220,9,88,WA ,144,10,93,859,1228,93001,0
505207490,Rockingham (C),1036,1017,8,73,WA ,123,8,79,777,1214,84309,0
505250210,Armadale (C),1013,854,7,62,WA ,92,6,59,795,1181,50537,0
505250490,Belmont (C),958,356,3,26,WA ,30,2,20,787,1134,30331,0
505251330,Canning (C),1034,1011,8,73,WA ,121,8,78,584,1189,77306,0
505253780,Gosnells (C),1036,1018,8,73,WA ,124,8,80,810,1191,91579,1
505257700,Serpentine-Jarrahdale (S),1098,1288,10,93,WA ,148,10,95,1001,1170,12892,2
505257840,South Perth (C),1029,979,8,71,WA ,113,8,73,847,1161,38360,1
505258510,Victoria Park (T),958,359,3,26,WA ,31,2,20,733,1187,27956,4
510015110,Mandurah (C),1019,904,7,65,WA ,99,7,64,788,1240,55815,1
510016230,Murray (S),1025,947,7,68,WA ,108,7,70,881,1144,11970,0
435159459,Unincorp. Pirie,992,676,5,49,SA ,72,6,59,978,1028,257,0
520056440,Narrogin (T),953,332,3,24,WA ,27,2,18,806,1038,4238,0
435201830,Flinders Ranges (DC),939,231,2,17,SA ,26,3,22,885,1088,1730,0
435204830,Mount Remarkable (DC),982,581,5,42,SA ,67,6,55,929,1083,2842,0
435206090,Port Augusta (C),899,128,1,10,SA ,14,2,12,720,1063,13876,7
505051750,Claremont (T),1067,1186,9,85,WA ,138,9,89,902,1193,8939,0
520058610,Wagin (S),970,462,4,34,WA ,41,3,27,906,1105,1843,0
520058680,Wandering (S),1038,1024,8,74,WA ,127,9,82,1027,1060,355,0
520058890,West Arthur (S),1033,1003,8,72,WA ,119,8,77,949,1084,853,0
520059100,Wickepin (S),971,478,4,35,WA ,42,3,27,911,1100,716,0
520059170,Williams (S),1030,985,8,71,WA ,114,8,74,953,1100,866,0
505052170,Cottesloe (T),1123,1344,10,97,WA ,153,10,99,942,1215,7257,0
520104900,Lake Grace (S),1029,977,7,70,WA ,112,8,72,993,1122,1456,0
525051680,Chittering (S),1068,1189,9,86,WA ,140,9,90,1027,1142,3520,0
525052590,Dandaragan (S),1015,876,7,63,WA ,95,7,61,885,1090,2884,0
525053570,Gingin (S),1032,993,8,72,WA ,116,8,75,904,1100,4319,0
620050811,Central Coast (M) - Pt A,936,221,2,16,TAS,12,3,28,807,1090,17595,0
620051610,Devonport (C),914,153,2,11,TAS,5,2,12,674,1045,24014,0
620053811,Latrobe (M) - Pt A,968,446,4,32,TAS,26,6,60,808,1053,7902,0
620055411,Waratah/Wynyard (M) - Pt A,923,172,2,13,TAS,9,3,21,796,1046,10903,0
620100612,Burnie (C) - Pt B,999,735,6,53,TAS,38,9,87,938,1027,2057,0
620100812,Central Coast (M) - Pt B,998,730,6,53,TAS,37,9,85,890,1062,3068,0
620101210,Circular Head (M),970,469,4,34,TAS,27,7,62,809,1052,7954,0
620103210,Kentish (M),952,314,3,23,TAS,17,4,39,834,1066,5762,0
620103410,King Island (M),991,656,5,47,TAS,32,8,73,933,1067,1639,0
620103812,Latrobe (M) - Pt B,997,722,6,52,TAS,36,9,82,981,1008,728,0
620105412,Waratah/Wynyard (M) - Pt B,981,568,5,41,TAS,30,7,69,822,1065,2508,0
620155610,West Coast (M),921,162,2,12,TAS,6,2,14,809,1000,5003,0
705051004,Alawa,987,618,5,45,NT ,60,7,66,925,1033,2125,0
505055740,Mosman Park (T),1045,1075,8,78,WA ,130,9,84,780,1276,8251,0
505056580,Nedlands (C),1122,1343,10,97,WA ,152,10,98,903,1226,20335,1
525104690,Koorda (S),1004,793,6,57,WA ,81,6,52,938,1126,430,0
705051008,Anula,1018,902,7,65,NT ,72,8,80,1003,1034,2394,0
505056930,Peppermint Grove (S),1168,1384,10,100,WA ,155,10,100,1142,1204,1582,0
525106650,Northam (T),930,191,2,14,WA ,19,2,13,827,1052,6008,0
525106720,Northam (S),990,652,5,47,WA ,63,5,41,850,1071,3793,0
525107350,Quairading (S),955,341,3,25,WA ,29,2,19,909,1082,1020,0
505057081,Perth (C) - Inner,894,121,1,9,WA ,13,1,9,846,1032,1079,5
505057082,Perth (C) - Remainder,991,660,5,48,WA ,64,5,42,718,1141,10494,0
505057980,Subiaco (C),1027,958,7,69,WA ,110,8,71,596,1144,16379,0
525109310,Wongan-Ballidu (S),1008,828,6,60,WA ,87,6,56,950,1135,1387,0
525109450,Wyalkatchem (S),943,251,2,18,WA ,23,2,15,881,1055,565,0
525109730,York (S),998,727,6,53,WA ,72,5,47,958,1091,3114,0
525151120,Bruce Rock (S),972,489,4,36,WA ,43,3,28,900,1073,952,0
525154410,Kellerberrin (S),935,216,2,16,WA ,21,2,14,879,1060,1181,0
525155460,Merredin (S),973,496,4,36,WA ,44,3,29,830,1106,3247,0
525155880,Mount Marshall (S),1017,888,7,64,WA ,98,7,63,919,1125,615,0
705051064,Marrara,1039,1035,8,75,NT ,80,9,88,1024,1051,1399,0
505058570,Vincent (T),1016,883,7,64,WA ,97,7,63,792,1105,26879,0
505100350,Bassendean (T),982,574,5,42,WA ,56,4,36,908,1062,13463,0
505100420,Bayswater (C),1000,753,6,54,WA ,78,6,51,705,1223,55800,0
505104200,Kalamunda (S),1068,1192,9,86,WA ,141,10,91,897,1207,49536,0
505106090,Mundaring (S),1069,1195,9,86,WA ,142,10,92,873,1162,35095,2
505108050,Swan (C),1037,1022,8,74,WA ,126,9,81,786,1208,93279,0
505154171,Joondalup (C) - North,1100,1292,10,93,WA ,149,10,96,890,1242,49675,0
505157916,Stirling (C) - South-Eastern,1045,1069,8,77,WA ,129,9,83,835,1196,15697,0
505158761,Wanneroo (C) - North-East,1088,1265,10,91,WA ,147,10,95,930,1206,31803,0
505158764,Wanneroo (C) - North-West,1064,1172,9,84,WA ,137,9,88,874,1222,37652,1
705051011,Bayview-Woolner,1142,1366,10,98,NT ,90,10,99,1085,1167,1759,0
505158767,Wanneroo (C) - South,1034,1010,8,73,WA ,120,8,77,809,1179,41486,0
505201820,Cockburn (C),1045,1068,8,77,WA ,128,9,83,769,1184,74473,0
705051014,Brinkin,1058,1137,9,82,NT ,83,10,92,947,1152,1039,0
705051018,City - Inner,974,508,4,37,NT ,56,7,62,874,1014,2484,1
705051068,Millner,952,315,3,23,NT ,51,6,57,926,974,2368,0
505203431,Fremantle (C) - Inner,959,364,3,27,WA ,32,3,21,869,1046,826,0
510031401,Capel (S) - Pt A,1133,1354,10,97,WA ,154,10,99,1091,1232,6012,0
705051078,Nakara,1059,1139,9,82,NT ,84,10,93,967,1127,1913,0
705051084,Narrows,836,84,1,7,NT ,34,4,38,836,836,653,0
510032661,Dardanup (S) - Pt A,1053,1113,8,80,WA ,132,9,85,993,1135,7719,0
510033991,Harvey (S) - Pt A,1082,1244,9,90,WA ,145,10,93,1023,1156,11534,0
510100630,Boddington (S),1022,925,7,67,WA ,104,7,67,948,1078,1377,0
510101404,Capel (S) - Pt B,1037,1020,8,74,WA ,125,9,81,961,1108,4194,0
510101890,Collie (S),977,538,4,39,WA ,52,4,34,842,1072,8611,0
510102664,Dardanup (S) - Pt B,1069,1196,9,86,WA ,143,10,92,1001,1100,2617,0
510102870,Donnybrook-Balingup (S),1020,912,7,66,WA ,101,7,65,952,1084,4738,0
510103994,Harvey (S) - Pt B,1000,750,6,54,WA ,77,5,50,834,1087,8021,0
510108820,Waroona (S),1014,865,7,62,WA ,93,6,60,884,1111,3451,0
510150280,Augusta-Margaret River (S),1022,928,7,67,WA ,105,7,68,920,1127,10352,0
510151260,Busselton (S),1028,969,7,70,WA ,111,8,72,825,1152,25355,0
510200770,Boyup Brook (S),1012,850,7,61,WA ,90,6,58,925,1118,1479,0
510200840,Bridgetown-Greenbushes (S),999,744,6,54,WA ,75,5,49,926,1073,3952,0
510205180,Manjimup (S),976,526,4,38,WA ,48,4,31,813,1072,9255,0
510206300,Nannup (S),998,729,6,53,WA ,73,5,47,935,1059,1190,0
515051050,Broomehill (S),1001,770,6,56,WA ,79,6,51,919,1106,478,0
515053640,Gnowangerup (S),1002,779,6,56,WA ,80,6,52,930,1115,1362,0
515054130,Jerramungup (S),1031,992,8,72,WA ,115,8,74,950,1108,1128,0
515054340,Katanning (S),947,274,2,20,WA ,25,2,17,895,1134,4210,0
515054480,Kent (S),1045,1076,8,78,WA ,131,9,84,1013,1093,575,0
515054550,Kojonup (S),1005,802,6,58,WA ,84,6,54,908,1107,2150,0
515058120,Tambellup (S),985,593,5,43,WA ,58,4,38,869,1093,659,0
515059380,Woodanilling (S),1035,1016,8,73,WA ,122,8,79,992,1091,399,0
515100081,Albany (C) - Central,945,265,2,19,WA ,24,2,16,764,1058,15978,0
515100084,Albany (C) Bal,1032,997,8,72,WA ,117,8,76,950,1089,15597,1
515102240,Cranbrook (S),1008,825,6,60,WA ,86,6,56,958,1066,1063,0
515102730,Denmark (S),966,429,4,31,WA ,39,3,26,893,1061,4511,0
515107210,Plantagenet (S),987,626,5,45,WA ,61,4,40,934,1067,4484,0
520050910,Brookton (S),974,509,4,37,WA ,45,3,29,922,1071,980,0
520052310,Cuballing (S),1009,837,6,60,WA ,89,6,58,927,1071,782,0
525055600,Moora (S),985,605,5,44,WA ,59,4,38,924,1126,2411,0
710400203,Alice Springs (T) - Heavitree,1030,988,8,71,NT ,77,9,85,972,1081,2145,17
525058540,Victoria Plains (S),1012,853,7,62,WA ,91,6,59,928,1040,903,0
525100560,Beverley (S),966,427,4,31,WA ,38,3,25,870,1062,1562,0
525102450,Cunderdin (S),979,552,4,40,WA ,54,4,35,942,1044,1249,0
525102520,Dalwallinu (S),1022,924,7,67,WA ,103,7,67,967,1078,1367,0
525102940,Dowerin (S),997,724,6,52,WA ,71,5,46,927,1110,702,0
805108649,Weetangera,1158,1378,10,99,ACT,96,10,93,1119,1181,2545,0
525103710,Goomalling (S),978,542,4,39,WA ,53,4,34,906,1084,936,0
525155950,Mukinbudin (S),995,708,6,51,WA ,69,5,45,921,1067,577,0
705051118,Wagaman,992,673,5,49,NT ,63,7,70,940,1030,2036,0
525156370,Narembeen (S),989,639,5,46,WA ,62,4,40,923,1122,905,0
525156860,Nungarin (S),980,564,5,41,WA ,55,4,36,914,1071,244,0
525158400,Trayning (S),963,401,3,29,WA ,36,3,24,886,1009,393,0
525159030,Westonia (S),1055,1124,9,81,WA ,135,9,87,1055,1055,213,0
525159660,Yilgarn (S),1020,917,7,66,WA ,102,7,66,937,1107,1414,0
530054970,Laverton (S),831,82,1,6,WA ,8,1,6,618,893,729,43
705051124,Wanguri,1024,935,7,67,NT ,74,9,82,970,1081,1859,0
705051128,Winnellie,953,322,3,24,NT ,52,6,58,926,962,305,0
530055040,Leonora (S),987,617,5,45,WA ,60,4,39,907,1027,1410,0
530055390,Menzies (S),735,68,1,5,WA ,5,1,4,659,801,216,2
530056620,Ngaanyatjarraku (S),642,47,1,4,WA ,2,1,2,553,1025,1334,6
530103080,Dundas (S),913,150,2,11,WA ,14,1,9,856,1003,1067,3
530103290,Esperance (S),994,690,5,50,WA ,67,5,43,799,1117,12965,0
530107420,Ravensthorpe (S),1054,1119,9,81,WA ,134,9,86,977,1147,1949,0
535058470,Upper Gascoyne (S),824,81,1,6,WA ,7,1,5,642,995,285,0
805058289,Turner,995,697,5,50,ACT,17,2,17,563,1073,3008,0
535105810,Mount Magnet (S),963,396,3,29,WA ,35,3,23,944,1037,457,0
535106160,Murchison (S),892,115,1,9,WA ,11,1,8,658,1073,113,18
705051024,Coconut Grove,894,120,1,9,NT ,42,5,47,714,971,2593,0
805058559,Watson,1021,919,7,66,ACT,27,3,26,952,1107,4187,0
535107630,Sandstone (S),922,167,2,12,WA ,16,2,11,922,922,120,0
535109250,Wiluna (S),718,64,1,5,WA ,3,1,2,382,879,680,56
535109590,Yalgoo (S),914,152,2,11,WA ,15,1,10,841,1037,243,0
535151470,Carnamah (S),976,530,4,38,WA ,51,4,33,929,1084,747,0
535151610,Chapman Valley (S),1009,831,6,60,WA ,88,6,57,979,1051,913,0
535152030,Coorow (S),1015,880,7,64,WA ,96,7,62,964,1143,1200,0
535153854,Greenough (S) - Pt B,1025,943,7,68,WA ,107,7,69,1017,1031,1399,35
535154060,Irwin (S),999,746,6,54,WA ,76,5,49,911,1063,3055,0
705102802,Bakewell,1012,847,7,61,NT ,70,8,77,969,1034,2992,0
535155530,Mingenew (S),976,529,4,38,WA ,50,4,33,905,1079,472,0
705051048,Leanyer,1048,1089,8,79,NT ,81,9,90,885,1108,4588,0
535155670,Morawa (S),960,370,3,27,WA ,34,3,22,905,1139,826,0
535156020,Mullewa (S),922,169,2,13,WA ,17,2,11,835,1004,910,0
535156790,Northampton (S),975,515,4,37,WA ,46,3,30,729,1098,3206,0
535157000,Perenjori (S),1005,800,6,58,WA ,83,6,54,907,1083,529,0
535158260,Three Springs (S),999,740,6,54,WA ,74,5,48,952,1094,662,0
540053220,East Pilbara (S),954,335,3,24,WA ,28,2,18,405,1097,6543,17
540057280,Port Hedland (T),996,712,6,52,WA ,70,5,45,485,1147,11957,12
540100250,Ashburton (S),1005,798,6,58,WA ,82,6,53,410,1051,6080,0
540107560,Roebourne (S),1033,1001,8,72,WA ,118,8,76,525,1126,16421,3
545053920,Halls Creek (S),615,33,1,3,WA ,1,1,1,449,837,3136,34
545059520,Wyndham-East Kimberley (S),893,118,1,9,WA ,12,1,8,462,1065,6596,4
545100980,Broome (S),942,246,2,18,WA ,22,2,15,512,1142,13058,2
545102800,Derby-West Kimberley (S),774,71,1,6,WA ,6,1,4,396,1066,6507,7
605050410,Brighton (M),901,132,1,10,TAS,2,1,5,646,1110,14120,5
605051410,Clarence (C),982,573,5,42,TAS,31,8,71,662,1146,49638,2
705051028,Fannie Bay,1032,995,8,72,NT ,78,9,86,621,1145,2434,0
705051034,Jingili,1027,965,7,70,NT ,76,9,84,1002,1083,1820,0
705051054,Ludmilla,928,185,2,14,NT ,47,6,52,498,1053,1702,0
705051058,Malak,940,239,2,18,NT ,49,6,54,708,1027,3263,0
705051088,Nightcliff,994,689,5,50,NT ,65,8,72,734,1086,3357,0
805100279,Aranda,1105,1305,10,94,ACT,82,8,79,1086,1158,2411,0
705051098,Rapid Creek,1002,772,6,56,NT ,68,8,75,955,1057,2934,0
705051134,Wulagi,1025,949,7,68,NT ,75,9,83,997,1044,2554,0
710400205,Alice Springs (T) - Larapinta,987,629,5,46,NT ,61,7,68,527,1077,8258,0
705051104,Stuart Park,1038,1025,8,74,NT ,79,9,87,977,1149,3493,0
705102804,Driver,972,488,4,35,NT ,54,6,60,950,985,2715,0
805151269,Chifley,1023,933,7,67,ACT,28,3,27,985,1069,2324,0
705051138,City - Remainder,986,607,5,44,NT ,58,7,64,820,1015,2298,1
705202304,Litchfield (S) - Pt A,1080,1239,9,89,NT ,86,10,95,974,1123,1232,57
705202308,Litchfield (S) - Pt B,1049,1095,8,79,NT ,82,10,91,932,1133,14323,0
710050540,Belyuen (CGC),524,3,1,1,NT ,3,1,4,524,524,173,0
710050700,Coomalie (CGC),913,149,2,11,NT ,45,5,50,840,985,1105,3
710050759,Cox-Finniss,857,91,1,7,NT ,36,4,40,837,869,384,0
705051108,The Gardens,993,687,5,50,NT ,64,8,71,993,993,568,0
705051114,Tiwi,1000,754,6,55,NT ,66,8,73,887,1042,2515,0
705102824,Palmerston (C) Bal,1087,1256,9,90,NT ,87,10,96,478,1180,2835,0
710050770,Cox Peninsula (CGC),986,609,5,44,NT ,59,7,65,986,986,294,0
710104050,Tiwi Islands (CGC),588,21,1,2,NT ,15,2,17,571,641,2128,3
710302270,Lajamanu (CGC),613,31,1,3,NT ,19,3,21,613,613,669,0
710152240,Kunbarllanjnja (CGC),584,18,1,2,NT ,13,2,15,584,584,882,0
710153309,South Alligator,814,78,1,6,NT ,33,4,37,714,888,645,13
710154809,West Arnhem,567,9,1,1,NT ,7,1,8,561,715,3334,25
710200809,Daly,733,66,1,5,NT ,29,4,32,521,1047,1048,0
710302200,Katherine (T),926,179,2,13,NT ,46,6,51,468,1070,8191,2
710400207,Alice Springs (T) - Ross,1023,930,7,67,NT ,73,9,81,832,1106,7028,3
710304030,Timber Creek (CGC),758,69,1,5,NT ,30,4,33,758,758,228,0
710304409,Victoria,716,63,1,5,NT ,28,4,31,595,952,887,5
710400208,Alice Springs (T) - Stuart,906,140,2,11,NT ,44,5,49,852,968,1917,1
710304600,Walangeri Ngumpinku (CGC),573,13,1,1,NT ,9,1,10,466,595,463,39
710305050,Yugul Mangi (CGC),554,8,1,1,NT ,6,1,7,511,874,1642,1
710350300,Alpurrurulam (CGC),664,53,1,4,NT ,23,3,26,664,664,345,0
710351350,Elliott District (CGC),679,55,1,4,NT ,24,3,27,679,679,420,16
710400360,Anmatjere (CGC),684,56,1,5,NT ,25,3,28,577,804,964,55
710400400,Arltarlpilta (CGC),601,26,1,2,NT ,17,2,19,601,601,239,26
710353409,Tableland,929,187,2,14,NT ,48,6,53,900,1032,495,17
710354009,Tennant Creek - Bal,771,70,1,6,NT ,31,4,35,771,771,1209,83
805107569,Scullin,989,647,5,47,ACT,14,2,14,895,1040,2794,0
805107659,Spence,1031,989,8,71,ACT,33,4,32,1020,1048,2595,0
710401909,Hanson,701,59,1,5,NT ,26,3,29,617,911,803,63
710402320,Ltyentye Purte (CGC),571,11,1,1,NT ,8,1,9,571,571,541,0
710403009,Petermann-Simpson,794,72,1,6,NT ,32,4,36,580,1053,2391,7
710403609,Tanami,583,17,1,2,NT ,12,2,14,528,834,2440,22
710403209,Sandover,595,24,1,2,NT ,16,2,18,445,912,2772,53
805050909,Campbell,1116,1333,10,96,ACT,90,9,87,1049,1178,3116,0
