lga_code_2016,ia_ds_separate_house,ia_ds_semd_ro_tr_h_th,ia_ds_flat_or_apart,ia_ds_other_dwelling,ia_ds_not_stated,ia_total,i_na_ds_separate_house,i_na_ds_semd_ro_tr_h_th,i_na_ds_flat_or_apart,i_na_ds_other_dwelling,i_na_ds_not_stated,i_na_total,ic_ns_ds_separate_house,ic_ns_ds_semd_ro_tr_h_th,ic_ns_ds_flat_or_apart,ic_ns_ds_other_dwelling,ic_ns_ds_not_stated,ic_not_stated_total,total_ds_separate_house,total_ds_semd_ro_tr_h_th,total_ds_flat_or_apart,total_ds_other_dwelling,total_ds_not_stated,total_total,lga_name_2016
52450,350,0,8,6,14,371,72,0,6,4,3,92,18,0,0,0,0,16,436,0,12,10,16,479,Cunderdin (S)
52520,372,10,3,14,7,403,72,9,0,8,0,87,11,0,0,0,0,9,458,14,4,16,7,497,Dalwallinu (S)
52590,911,18,0,35,7,967,196,5,0,13,0,223,34,0,0,3,4,39,1143,30,3,55,5,1232,Dandaragan (S)
52660,3920,180,0,43,10,4149,492,62,0,28,0,585,80,4,0,0,4,96,4493,243,0,71,18,4828,Dardanup (S)
52730,1737,44,0,10,16,1813,295,35,0,4,0,334,41,3,3,0,0,44,2075,81,3,13,16,2192,Denmark (S)
52940,207,0,0,0,0,216,44,4,0,0,0,48,3,0,0,0,0,3,257,4,0,0,0,268,Dowerin (S)
53010,190,0,0,3,0,198,61,0,0,0,0,61,7,0,0,0,0,7,259,0,0,3,0,269,Dumbleyung (S)
53080,153,3,0,5,6,170,88,0,0,7,0,92,19,0,0,3,8,40,263,3,4,15,13,300,Dundas (S)
53150,1657,456,291,10,3,2416,124,56,60,5,0,246,34,14,8,0,0,51,1809,528,361,12,5,2712,East Fremantle (T)
53220,1149,36,16,26,6,1235,241,22,6,7,10,296,37,5,0,4,6,54,1428,68,22,46,28,1579,East Pilbara (S)
53290,3472,202,52,38,47,3804,652,159,14,12,18,845,119,32,0,3,11,169,4236,386,68,52,69,4816,Esperance (S)
53360,699,16,0,50,4,765,76,4,0,38,3,113,29,24,0,8,0,64,803,43,0,91,3,949,Exmouth (S)
53430,6076,2340,1048,82,53,9599,855,468,253,28,5,1610,151,73,52,4,30,306,7083,2876,1360,110,86,11519,Fremantle (C)
53570,1408,25,7,16,26,1482,303,9,0,4,3,326,50,3,3,4,8,67,1763,45,12,27,36,1880,Gingin (S)
53640,329,7,0,3,4,343,63,7,0,0,0,75,10,0,0,0,0,10,406,8,0,3,3,428,Gnowangerup (S)
54280,6808,1141,112,109,28,8202,1001,359,79,44,10,1487,164,57,12,12,15,257,7973,1555,201,167,54,9951,Kalgoorlie/Boulder (C)
54310,4529,504,169,79,28,5312,478,177,29,28,5,718,104,26,9,3,0,147,5113,708,208,113,31,6178,Karratha (C)
53710,271,3,0,4,7,282,88,0,0,3,4,96,11,0,0,0,4,15,367,4,0,11,9,389,Goomalling (S)
53780,29911,2909,366,128,51,33367,3668,890,97,46,5,4709,741,136,10,11,22,926,34319,3934,470,192,77,38996,Gosnells (C)
53800,9646,877,134,178,28,10868,1763,496,100,84,11,2459,281,50,25,19,9,382,11690,1422,251,284,56,13710,Greater Geraldton (C)
53920,238,53,12,23,7,330,242,40,9,12,0,307,44,7,0,6,0,64,527,102,19,37,5,694,Halls Creek (S)
53990,7262,227,34,49,35,7611,983,122,19,39,5,1164,174,11,0,4,12,204,8417,356,52,91,49,8975,Harvey (S)
54060,1023,18,19,28,12,1098,209,24,22,13,4,270,32,0,3,0,0,39,1267,42,48,40,16,1404,Irwin (S)
54130,296,3,0,6,0,312,56,11,0,6,0,69,11,0,0,0,0,12,361,19,0,16,0,390,Jerramungup (S)
54170,44490,3528,931,98,48,49093,2719,792,250,60,3,3826,692,121,50,7,8,889,47900,4445,1233,169,59,53807,Joondalup (C)
54200,16783,693,32,72,38,17617,1734,284,20,25,6,2070,355,35,3,3,3,392,18871,1006,46,107,47,20084,Kalamunda (S)
54340,941,48,11,0,5,1010,292,39,8,0,4,347,37,8,0,0,3,42,1275,97,16,0,13,1399,Katanning (S)
54410,305,7,0,5,3,315,96,12,0,0,3,111,16,0,0,0,5,23,418,20,0,5,10,449,Kellerberrin (S)
54480,153,0,3,0,0,163,16,0,3,0,0,25,3,0,0,0,0,3,178,4,6,3,0,189,Kent (S)
54550,518,6,7,3,3,540,163,0,16,0,0,175,19,4,0,0,0,28,701,11,27,3,3,740,Kojonup (S)
54620,222,3,7,3,3,233,56,3,10,0,0,68,9,0,3,0,0,6,284,3,19,3,3,315,Kondinin (S)
54690,127,0,0,0,0,131,38,0,0,0,0,38,4,0,0,0,0,4,167,0,0,0,0,174,Koorda (S)
54760,210,10,0,0,0,221,66,7,0,0,3,73,7,0,0,0,0,6,279,19,0,0,4,300,Kulin (S)
54830,10109,477,294,54,28,10967,1292,182,134,7,3,1616,253,29,12,4,6,304,11648,691,442,72,39,12892,Kwinana (C)
54900,353,10,0,3,10,372,73,8,0,3,3,89,10,0,0,0,0,13,434,12,0,10,11,469,Lake Grace (S)
54970,80,3,0,5,6,92,67,4,0,3,0,70,8,0,0,0,0,9,154,6,0,9,7,175,Laverton (S)
55040,186,11,0,17,4,219,62,4,0,10,3,78,7,5,0,0,4,19,258,18,0,27,11,314,Leonora (S)
55110,21352,2789,867,131,48,25183,2987,1094,337,78,13,4513,539,168,50,14,7,780,24879,4054,1254,223,69,30475,Mandurah (C)
55180,2435,68,56,28,19,2597,678,46,45,4,4,785,76,9,6,0,3,99,3189,122,108,33,24,3479,Manjimup (S)
55250,90,0,17,4,5,121,67,0,7,4,0,83,11,0,0,0,4,15,176,0,23,8,12,219,Meekatharra (S)
55320,24691,5917,907,9,75,31597,2058,1177,322,0,10,3564,422,197,48,0,18,687,27171,7288,1282,9,100,35846,Melville (C)
55950,153,3,0,0,0,164,32,5,0,0,0,41,7,0,0,0,0,7,196,8,0,0,0,203,Mukinbudin (S)
55390,33,0,0,3,3,40,27,3,0,3,3,33,7,0,0,0,0,6,65,4,0,6,7,80,Menzies (S)
55460,895,13,4,3,5,916,213,32,4,0,3,252,36,3,0,0,4,47,1147,43,10,6,7,1213,Merredin (S)
55530,131,0,7,0,0,140,31,0,0,0,3,35,0,0,0,3,0,3,163,0,3,5,3,180,Mingenew (S)
56090,10903,300,16,18,14,11252,1169,152,12,9,7,1349,210,21,3,3,7,249,12283,471,30,35,29,12849,Mundaring (S)
55670,189,0,0,0,0,193,64,0,0,0,0,59,12,0,0,0,0,12,261,0,0,0,3,265,Morawa (S)
55600,616,9,0,12,4,642,196,3,0,0,0,197,28,0,0,5,0,33,837,12,0,19,8,874,Moora (S)
56860,70,0,0,0,0,71,20,0,0,0,0,20,0,0,0,0,0,0,90,0,0,0,0,97,Nungarin (S)
56930,362,43,54,0,0,462,19,10,10,0,0,32,14,0,0,0,0,16,389,57,64,0,0,513,Peppermint Grove (S)
55740,1873,412,595,0,0,2886,103,93,159,0,0,356,34,17,23,0,0,71,2010,524,776,0,0,3312,Mosman Park (T)
55810,81,5,0,6,0,97,38,0,0,0,0,39,7,0,0,0,0,7,127,5,0,6,5,143,Mount Magnet (S)
55880,149,0,0,3,0,157,38,0,0,0,0,39,7,0,0,0,0,7,197,0,0,4,0,202,Mount Marshall (S)
65010,1550,4,0,15,13,1582,594,0,0,11,3,606,63,0,0,0,3,70,2208,6,4,25,16,2255,Southern Midlands (M)
65210,681,0,3,15,6,705,205,0,4,3,3,223,30,0,0,0,0,29,917,0,5,23,13,959,Tasman (M)
56160,16,0,0,0,7,26,13,0,0,0,0,13,0,0,0,0,0,0,30,0,0,3,7,36,Murchison (S)
56230,4568,202,15,99,13,4892,739,133,5,77,3,961,115,20,0,11,0,142,5423,352,19,189,19,6000,Murray (S)
56300,381,0,0,14,0,396,103,0,0,5,0,103,11,0,0,0,0,17,492,0,0,20,0,514,Nannup (S)
65410,3797,166,11,29,10,4014,1062,163,11,18,3,1258,91,19,0,7,0,111,4947,342,22,53,13,5382,Waratah/Wynyard (M)
65610,1166,45,30,3,10,1256,406,12,22,0,0,444,55,3,0,0,0,63,1629,59,55,4,14,1763,West Coast (M)
65810,6849,110,82,60,27,7125,1159,59,50,13,4,1296,183,9,3,9,0,209,8185,183,132,82,35,8625,West Tamar (M)
56370,230,3,0,0,0,239,52,0,0,0,0,55,12,0,0,0,0,12,298,5,0,0,0,302,Narembeen (S)
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No usual address (Tas.)
56460,1253,49,11,15,6,1337,329,38,0,49,0,415,54,7,0,0,0,67,1639,96,17,64,8,1820,Narrogin (S)
56580,5437,781,332,0,6,6560,241,120,89,0,0,453,82,23,18,0,3,124,5756,929,440,0,6,7141,Nedlands (C)
56620,151,0,10,3,0,165,150,0,0,0,0,154,43,0,0,0,0,43,344,0,11,3,0,364,Ngaanyatjarraku (S)
56730,2815,26,44,36,12,2933,757,31,28,14,4,837,89,0,7,3,0,102,3661,63,85,48,19,3876,Northam (S)
56790,822,28,29,48,9,944,221,22,23,32,0,304,27,3,0,6,0,43,1076,60,61,94,11,1291,Northampton (S)
74550,231,18,4,32,8,301,235,15,7,16,0,276,23,0,0,8,0,34,491,39,10,62,8,602,Victoria Daly (R)
57630,27,0,0,0,0,26,11,0,0,0,0,11,0,0,0,0,0,3,32,0,0,0,0,38,Sandstone (S)
57700,7493,62,8,18,22,7599,626,21,3,5,3,654,135,0,4,0,0,141,8259,87,11,19,22,8399,Serpentine-Jarrahdale (S)
57770,229,15,18,40,11,303,40,8,0,16,3,64,9,0,0,12,0,21,270,24,19,62,14,391,Shark Bay (S)
57840,7356,5204,1889,4,42,14491,617,583,290,0,13,1509,153,121,64,0,8,345,8121,5905,2243,9,65,16341,South Perth (C)
57910,38744,24117,5413,47,140,68465,5162,4250,1555,14,18,11003,875,812,241,3,23,1955,44784,29183,7205,60,182,81417,Stirling (C)
57980,3054,1543,2339,7,11,6951,159,119,456,0,0,736,56,21,80,0,4,163,3268,1686,2867,7,18,7846,Subiaco (C)
58050,34060,4065,343,174,75,38712,3529,1095,117,73,11,4825,752,147,22,24,13,956,38340,5310,477,270,102,44495,Swan (C)
58190,104,0,0,3,0,104,24,0,0,0,0,23,7,0,0,0,0,7,131,0,0,3,3,137,Tammin (S)
58260,157,0,8,0,0,166,39,0,3,0,0,39,4,4,0,0,0,8,201,3,5,0,4,216,Three Springs (S)
79399,1096,142,440,74,26,1780,203,27,121,37,5,397,90,19,42,19,3,165,1392,189,598,131,34,2345,Unincorporated NT
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No usual address (NT)
57000,122,0,0,0,0,132,34,0,0,0,0,33,7,0,0,0,0,6,159,4,0,9,0,167,Perenjori (S)
57080,83,447,7147,17,34,7727,11,27,766,4,10,820,3,11,182,13,14,216,98,488,8093,31,55,8764,Perth (C)
57140,293,3,3,0,3,300,122,0,18,0,0,137,12,0,0,0,0,12,427,3,22,0,3,446,Pingelly (S)
57210,1373,4,4,17,23,1416,392,0,0,3,3,396,52,0,0,0,0,59,1821,5,7,17,26,1870,Plantagenet (S)
57280,2724,252,403,43,20,3444,429,69,88,16,8,608,125,11,24,22,11,184,3279,337,513,79,37,4239,Port Hedland (T)
57350,281,0,0,0,3,289,87,0,12,0,3,99,6,0,0,0,0,6,372,0,9,0,9,393,Quairading (S)
57420,461,11,6,15,10,494,100,9,0,3,0,107,15,0,0,3,0,18,570,14,4,24,10,620,Ravensthorpe (S)
57490,34091,1865,603,114,39,36717,3616,809,304,73,10,4812,770,119,47,7,6,949,38479,2799,950,194,58,42481,Rockingham (C)
58330,1373,4,0,29,8,1421,236,4,0,11,3,253,63,0,0,5,0,68,1671,17,0,41,12,1741,Toodyay (S)
58400,93,0,0,0,0,98,38,0,0,0,0,40,0,0,0,0,0,0,134,0,0,3,0,139,Trayning (S)
58470,18,0,0,5,0,26,35,0,0,0,0,36,5,0,0,4,0,4,55,0,0,8,0,60,Upper Gascoyne (S)
58510,6416,2965,2015,9,33,11446,742,548,433,9,3,1736,164,132,95,0,7,401,7320,3648,2539,17,53,13576,Victoria Park (T)
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
70200,4212,1638,208,372,39,6474,654,416,86,111,8,1272,176,78,17,31,19,319,5042,2133,308,511,71,8059,Alice Springs (T)
62410,1202,22,12,9,15,1263,430,15,8,9,4,468,59,3,0,0,0,64,1694,40,19,25,17,1793,Glamorgan/Spring Bay (M)
62610,11586,623,1210,57,20,13499,3094,485,874,16,3,4475,367,61,92,3,3,532,15043,1172,2181,74,27,18506,Glenorchy (C)
62810,12167,1769,3058,71,72,17143,1239,307,743,15,7,2310,238,60,107,5,22,428,13639,2140,3910,95,96,19878,Hobart (C)
63010,4742,46,39,61,15,4902,1059,31,46,27,3,1165,141,4,7,10,5,162,5939,83,85,101,15,6230,Huon Valley (M)
58540,257,4,0,5,3,264,63,4,0,0,0,72,5,0,0,0,0,5,331,5,0,4,3,339,Victoria Plains (S)
63210,1682,38,0,13,11,1739,437,14,5,0,0,456,67,0,0,0,0,71,2188,51,3,13,12,2262,Kentish (M)
63410,456,10,0,3,12,479,125,18,3,0,3,147,18,4,0,0,3,25,597,35,3,3,14,653,King Island (M)
63610,10792,476,186,39,17,11508,1324,135,71,15,3,1550,213,19,7,5,0,252,12336,621,267,58,24,13309,Kingborough (M)
63810,3007,86,75,23,8,3200,698,70,24,10,3,805,89,7,3,4,0,107,3796,163,102,32,8,4109,Latrobe (M) (Tas.)
64010,16494,1656,1466,75,59,19754,3403,758,766,15,21,4960,471,110,99,5,16,703,20373,2526,2324,92,99,25414,Launceston (C)
64210,5301,163,212,28,14,5710,1245,89,126,6,6,1473,165,7,9,0,5,187,6711,264,346,33,25,7371,Meander Valley (M)
64610,3516,53,69,24,14,3675,986,57,62,4,7,1118,117,5,8,0,0,135,4623,119,136,36,23,4927,Northern Midlands (M)
64810,4263,40,3,11,8,4327,1002,21,0,5,5,1036,130,5,0,0,3,140,5395,73,5,22,13,5508,Sorell (M)
58570,5976,2538,3045,48,44,11650,718,265,433,6,9,1432,165,58,78,7,3,308,6852,2861,3559,63,58,13392,Vincent (C)
58610,509,19,0,3,7,535,140,22,0,0,0,166,21,0,0,0,0,25,666,40,0,7,9,723,Wagin (S)
58680,123,0,0,3,7,137,29,0,0,0,0,30,0,0,0,0,0,3,156,0,0,3,10,169,Wandering (S)
58760,49539,4794,93,90,58,54578,4355,1247,31,62,4,5697,986,198,5,12,5,1204,54880,6241,128,162,73,61483,Wanneroo (C)
58820,1049,16,18,11,5,1107,246,11,38,0,0,299,29,0,9,10,3,48,1323,34,62,27,15,1452,Waroona (S)
58890,249,0,0,3,0,250,74,3,0,0,0,78,0,0,0,0,0,0,326,4,0,3,0,333,West Arthur (S)
59030,66,0,0,0,0,63,18,0,0,0,0,18,3,0,0,0,0,3,80,0,0,0,0,82,Westonia (S)
72800,7199,876,1089,10,13,9180,651,204,371,4,3,1234,230,43,79,0,4,359,8081,1127,1546,12,18,10781,Palmerston (C)
73600,426,52,25,86,10,589,311,39,10,48,6,414,66,19,3,56,4,145,800,110,42,187,23,1157,Roper Gulf (R)
74050,390,4,10,0,4,409,126,0,10,0,0,143,26,3,4,0,0,33,547,10,22,0,3,589,Tiwi Islands (R)
59100,202,0,0,3,0,203,54,0,0,0,0,60,7,0,0,0,0,7,265,3,4,5,0,276,Wickepin (S)
74560,146,0,0,4,0,145,31,0,0,0,0,31,12,0,0,0,0,12,189,0,0,4,0,190,Wagait (S)
74660,509,98,43,25,7,684,303,37,9,25,3,378,42,0,0,16,0,61,853,137,55,64,12,1123,West Arnhem (R)
74680,137,29,0,7,0,170,212,46,0,0,0,259,10,7,0,3,0,24,356,87,3,8,0,452,West Daly (R)
59170,271,3,0,0,0,274,65,9,0,0,0,72,9,0,0,0,0,9,340,14,0,0,0,353,Williams (S)
59250,47,0,0,0,4,52,40,0,0,3,0,41,3,0,0,0,0,5,87,0,0,7,4,95,Wiluna (S)
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
89399,87467,21754,18738,99,215,128278,6388,2855,2098,66,34,11440,1660,670,562,24,24,2941,95520,25278,21404,187,271,142664,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No usual address (ACT)
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
99399,900,63,86,7,10,1070,188,18,21,6,4,236,43,3,8,3,0,60,1130,87,115,12,16,1360,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No usual address (OT)
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
59310,410,0,0,9,4,420,108,7,0,0,0,116,17,0,0,0,0,12,527,8,0,10,0,549,Wongan-Ballidu (S)
59320,123,0,0,0,0,123,21,0,0,4,0,20,5,0,0,0,0,5,153,0,0,4,0,154,Woodanilling (S)
59330,154,3,0,0,0,156,52,0,0,0,0,52,4,0,0,0,0,4,208,3,0,0,0,214,Wyalkatchem (S)
59340,1077,122,63,221,25,1506,385,74,15,90,10,576,53,13,4,22,7,103,1513,209,84,338,41,2186,Wyndham-East Kimberley (S)
59350,23,0,0,3,0,25,20,0,0,0,3,24,0,0,0,0,0,3,46,0,0,5,5,59,Yalgoo (S)
59360,278,5,0,7,3,298,98,12,0,4,0,107,10,0,0,0,0,8,381,11,0,11,3,416,Yilgarn (S)
59370,1037,18,18,8,13,1097,219,24,11,4,3,257,33,0,0,0,5,44,1292,42,28,6,23,1391,York (S)
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No usual address (WA)
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
60210,1746,26,11,22,21,1825,627,26,14,18,9,693,58,4,0,3,4,74,2438,55,27,45,31,2588,Break O'Day (M)
60410,3953,47,305,4,13,4320,1126,39,197,4,3,1367,126,3,17,0,3,149,5208,87,519,14,16,5842,Brighton (M)
60610,5268,275,106,9,15,5677,1366,213,57,5,3,1644,176,27,7,0,4,222,6812,522,175,11,25,7542,Burnie (C)
60810,5915,277,31,63,21,6307,1498,313,39,42,3,1904,176,45,7,0,7,230,7585,639,75,103,32,8437,Central Coast (M) (Tas.)
61010,535,0,4,5,13,553,309,0,0,4,3,316,24,0,0,0,0,25,871,0,3,5,11,897,Central Highlands (M) (Tas.)
61210,2100,3,25,13,13,2148,645,0,26,9,3,680,77,0,13,0,4,89,2828,3,57,15,22,2919,Circular Head (M)
61410,16404,534,230,58,40,17267,2854,327,135,21,6,3344,380,46,14,11,3,455,19640,904,377,88,46,21056,Clarence (C)
61510,2599,49,39,14,7,2711,895,59,33,13,3,1013,80,3,0,0,0,86,3575,117,73,28,7,3805,Derwent Valley (M)
61610,6696,502,69,38,16,7318,1675,468,107,34,5,2291,203,52,9,10,0,271,8575,1026,185,80,23,9883,Devonport (C)
61810,1777,22,17,16,27,1858,642,32,20,8,14,713,72,0,0,3,5,84,2493,57,33,29,38,2653,Dorset (M)
62010,278,0,3,0,4,290,91,0,3,0,0,95,14,0,0,0,0,13,385,0,9,0,3,398,Flinders (M) (Tas.)
62210,1793,46,53,3,0,1898,531,53,53,4,3,635,53,10,4,0,0,65,2375,103,109,9,5,2597,George Town (M)
70420,702,31,115,57,3,913,465,8,46,34,4,559,62,3,10,12,0,94,1234,48,169,108,5,1562,Barkly (R)
70540,3,0,0,0,0,3,25,5,0,0,0,27,3,0,0,0,0,3,30,5,0,0,0,38,Belyuen (S)
70620,189,20,5,7,7,228,401,23,12,3,0,441,18,3,0,7,0,25,610,43,21,19,9,697,Central Desert (R)
70700,218,4,3,24,11,260,121,6,10,14,3,148,13,0,3,11,4,34,351,15,14,48,19,443,Coomalie (S)
71000,12036,2666,6917,301,112,22029,1174,664,1036,69,21,2965,410,123,281,67,31,918,13616,3456,8236,439,162,25905,Darwin (C)
71300,583,99,0,6,0,687,487,65,0,5,0,551,67,3,0,0,0,66,1129,167,0,13,0,1311,East Arnhem (R)
72200,1577,109,100,92,86,1959,326,60,73,39,35,529,79,17,9,5,13,127,1976,187,183,138,131,2616,Katherine (T)
72300,4676,54,96,271,63,5160,692,4,36,76,13,830,167,4,7,33,7,210,5540,67,132,383,75,6201,Litchfield (M)
72330,332,38,21,13,4,411,472,13,5,17,0,515,45,3,3,14,6,72,855,53,28,48,11,997,MacDonnell (R)
