LGA_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
32070,1098,1531,2629,12905,13955,26860,0,0,0,974,1004,1978,19,14,33,18612,20293,38905,113,136,249,366,377,743,498,670,1168,168,187,355,976,1072,2048,8,8,16,219,257,476,1078,1374,2452,2619,2777,5396,134,157,291,356,446,802,3046,3881,6927,1590,1771,3361,102,105,207,43783,48484,92267,363,311,674,283,240,523,78,73,151,27,15,42,563,606,1169,590,621,1211,20814,18302,39116,981,605,1586,9562,8451,18013,77552,78618,156170,Cairns (R)
32250,3,3,6,191,227,418,0,0,0,9,11,20,0,3,3,211,185,396,28,25,53,3,3,6,7,6,13,3,0,3,10,18,28,0,0,0,3,0,3,37,57,94,64,29,93,9,3,12,3,0,3,50,53,103,21,21,42,0,0,0,649,641,1290,0,3,3,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,191,131,322,4,3,7,213,196,409,1074,980,2054,Carpentaria (S)
32330,0,0,0,104,100,204,0,0,0,213,247,460,0,0,0,68,90,158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,76,77,153,0,0,0,3,0,3,0,0,0,0,0,0,7,4,11,0,5,5,0,0,0,474,523,997,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,90,82,172,5,3,8,25,22,47,597,630,1227,Cherbourg (S)
32450,9,3,12,338,287,625,0,0,0,21,16,37,0,0,0,521,475,996,0,3,3,3,3,6,9,14,23,0,0,0,17,14,31,0,0,0,7,8,15,14,18,32,49,27,76,0,6,6,3,8,11,135,132,267,21,19,40,0,0,0,1138,1030,2168,9,3,12,7,7,14,0,0,0,0,0,0,9,4,13,9,4,13,296,187,483,22,5,27,318,181,499,1808,1420,3228,Cloncurry (S)
32500,16,28,44,343,332,675,0,0,0,16,21,37,0,0,0,355,287,642,0,0,0,10,4,14,25,20,45,3,0,3,136,132,268,0,0,0,3,0,3,37,48,85,67,41,108,4,0,4,8,11,19,71,81,152,36,32,68,0,5,5,1114,1014,2128,6,3,9,4,0,4,0,0,0,0,0,0,11,13,24,11,13,24,530,418,948,16,11,27,734,235,969,2431,1722,4153,Cook (S)
32600,0,0,0,47,34,81,0,0,0,0,0,0,0,0,0,33,28,61,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,5,4,9,0,0,0,0,0,0,13,19,32,0,5,5,0,0,0,101,97,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,54,0,0,0,35,24,59,167,144,311,Croydon (S)
33360,161,228,389,5896,5895,11791,0,0,0,563,643,1206,9,3,12,6243,6036,12279,75,79,154,135,109,244,118,154,272,34,49,83,519,506,1025,3,0,3,44,36,80,241,275,516,1427,1341,2768,124,140,264,49,53,102,1816,1941,3757,645,631,1276,70,58,128,18011,17949,35960,115,81,196,93,82,175,6,14,20,4,0,4,97,112,209,101,112,213,7728,6351,14079,260,143,403,3618,2836,6454,30093,27796,57889,Gladstone (R)
33430,3372,4575,7947,48449,54726,103175,9,11,20,3400,3718,7118,55,49,104,54473,60972,115445,371,493,864,2774,2934,5708,1240,1604,2844,1211,1322,2533,3028,3422,6450,177,167,344,475,602,1077,3047,3629,6676,8481,9211,17692,457,590,1047,557,649,1206,10871,13516,24387,7204,8165,15369,484,551,1035,146763,166331,313094,1430,1166,2596,2135,1898,4033,683,661,1344,17,5,22,1239,1438,2677,1256,1443,2699,58533,51754,110287,2844,1921,4765,24584,23152,47736,241600,252901,494501,Gold Coast (C)
32750,0,0,0,34,21,55,0,0,0,3,0,3,0,0,0,35,31,66,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,9,11,20,0,3,3,0,0,0,17,17,34,3,5,8,0,0,0,105,94,199,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,37,24,61,0,0,0,14,7,21,156,128,284,Diamantina (S)
33610,8,18,26,1796,1799,3595,0,0,0,57,50,107,3,4,7,1468,1577,3045,3,3,6,3,0,3,17,22,39,3,7,10,75,76,151,3,0,3,4,3,7,47,58,105,289,251,540,12,14,26,14,13,27,237,269,506,55,57,112,10,12,22,4096,4215,8311,8,0,8,8,3,11,0,5,5,0,0,0,5,5,10,5,5,10,670,547,1217,22,12,34,501,504,1005,5318,5309,10627,Goondiwindi (R)
33620,150,226,376,4170,4432,8602,0,0,0,389,408,797,57,49,106,3842,4156,7998,57,72,129,39,37,76,268,296,564,72,87,159,442,458,900,3,3,6,126,168,294,225,266,491,802,777,1579,120,133,253,83,99,182,2300,2642,4942,772,872,1644,39,35,74,13806,14990,28796,27,18,45,48,29,77,4,9,13,4,5,9,87,134,221,91,139,230,5823,5076,10899,229,168,397,2545,2372,4917,22723,23027,45750,Gympie (R)
32770,0,0,0,18,7,25,0,0,0,85,77,162,283,289,572,19,21,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,4,4,8,4,12,0,0,0,0,0,0,17,14,31,21,29,50,0,0,0,457,445,902,0,0,0,0,0,0,0,0,0,20,17,37,3,0,3,23,17,40,107,97,204,3,3,6,77,60,137,667,622,1289,Doomadgee (S)
33100,3,3,6,117,115,232,0,0,0,5,4,9,0,0,0,124,105,229,0,0,0,3,3,6,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,31,14,45,3,0,3,0,0,0,30,32,62,7,3,10,0,0,0,324,279,603,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,108,58,166,6,3,9,65,39,104,509,385,894,Etheridge (S)
33200,3,3,6,244,238,482,0,0,0,30,18,48,0,0,0,231,251,482,0,0,0,3,0,3,11,14,25,0,0,0,12,6,18,3,0,3,0,3,3,0,8,8,66,58,124,5,0,5,3,3,6,78,76,154,5,0,5,0,0,0,691,675,1366,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,136,83,219,5,3,8,119,68,187,954,838,1792,Flinders (S)
33220,244,397,641,10378,11660,22038,0,0,0,991,1165,2156,164,172,336,8467,9535,18002,119,123,242,123,99,222,300,378,678,87,110,197,1075,1176,2251,11,9,20,190,235,425,505,629,1134,2008,2060,4068,201,287,488,120,145,265,3474,4189,7663,1280,1475,2755,71,93,164,29564,33540,63104,95,94,189,78,77,155,16,22,38,4,11,15,151,245,396,155,256,411,11130,9723,20853,404,319,723,4984,4212,9196,46670,48640,95310,Fraser Coast (R)
36150,3,0,3,153,117,270,0,0,0,3,3,6,0,0,0,195,162,357,3,3,6,0,0,0,0,0,0,0,0,0,6,5,11,3,0,3,0,0,0,3,3,6,12,14,26,0,3,3,0,0,0,20,40,60,16,8,24,0,0,0,414,358,772,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,69,59,128,3,4,7,38,27,65,530,448,978,Quilpie (S)
36250,516,723,1239,14400,16092,30492,0,0,0,1881,2081,3962,30,29,59,15413,16928,32341,110,127,237,503,544,1047,357,463,820,353,358,711,1156,1344,2500,15,10,25,162,186,348,831,956,1787,2658,2787,5445,214,276,490,217,304,521,4583,5532,10115,1794,2033,3827,226,251,477,44903,50301,95204,201,222,423,235,237,472,59,50,109,9,9,18,259,399,658,268,408,676,16005,13660,29665,566,372,938,5133,4807,9940,67886,70780,138666,Redland (C)
36300,0,0,0,115,123,238,0,0,0,0,3,3,0,0,0,134,117,251,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,10,14,24,0,0,0,0,0,0,35,36,71,13,12,25,0,0,0,311,310,621,0,0,0,0,3,3,0,0,0,0,0,0,5,3,8,5,3,8,58,46,104,3,3,6,58,30,88,435,395,830,Richmond (S)
36360,397,426,823,10378,11347,21725,0,0,0,1166,1342,2508,20,39,59,13598,14423,28021,62,60,122,103,109,212,251,314,565,141,136,277,533,633,1166,9,3,12,126,158,284,459,565,1024,2442,2457,4899,332,421,753,137,169,306,3880,4795,8675,1383,1511,2894,106,106,212,35126,38588,73714,237,196,433,272,143,415,13,12,25,13,17,30,174,241,415,187,258,445,11451,9506,20957,421,215,636,6646,5242,11888,54750,54586,109336,Rockhampton (R)
36510,140,192,332,3751,4123,7874,0,0,0,455,483,938,7,4,11,3519,3803,7322,144,172,316,44,42,86,132,188,320,28,29,57,635,653,1288,3,3,6,26,32,58,203,209,412,625,600,1225,96,119,215,66,74,140,1572,1739,3311,592,663,1255,29,39,68,11927,12975,24902,16,5,21,18,21,39,16,17,33,0,3,3,70,119,189,70,122,192,4079,3568,7647,163,172,335,1559,1396,2955,17988,18468,36456,Scenic Rim (R)
36580,89,99,188,2388,2535,4923,0,0,0,185,201,386,0,4,4,1893,2058,3951,28,35,63,19,18,37,71,88,159,15,26,41,610,573,1183,0,3,3,16,20,36,98,93,191,391,372,763,55,34,89,40,51,91,836,929,1765,273,287,560,130,152,282,7048,7479,14527,6,7,13,16,10,26,0,5,5,0,0,0,47,67,114,47,67,114,2568,2096,4664,72,50,122,1080,901,1981,10926,10714,21640,Somerset (R)
36630,80,102,182,2857,3040,5897,0,0,0,380,420,800,3,0,3,2697,2931,5628,69,91,160,10,19,29,143,170,313,45,52,97,969,993,1962,0,0,0,37,58,95,181,232,413,576,588,1164,102,127,229,63,73,136,1460,1598,3058,557,564,1121,30,47,77,10179,11003,21182,11,18,29,16,14,30,4,9,13,4,3,7,67,112,179,71,115,186,3385,2893,6278,135,90,225,1551,1352,2903,15432,15596,31028,South Burnett (R)
35250,0,0,0,15,12,27,0,0,0,0,0,0,0,0,0,28,31,59,0,0,0,0,0,0,3,9,12,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,17,13,30,0,0,0,3,0,3,218,231,449,4,6,10,0,0,0,294,308,602,0,0,0,0,0,0,0,0,0,53,48,101,3,0,3,56,48,104,174,191,365,3,3,6,34,30,64,561,580,1141,Mornington (S)
36660,73,76,149,3915,4344,8259,0,0,0,317,372,689,88,87,175,4459,4765,9224,35,39,74,36,40,76,107,164,271,56,64,120,201,243,444,0,0,0,34,37,71,146,182,328,703,679,1382,69,91,160,115,129,244,1286,1520,2806,421,466,887,18,14,32,12006,13236,25242,24,18,42,29,12,41,4,0,4,0,4,4,44,84,128,44,88,132,2888,2550,5438,129,85,214,1396,1225,2621,16593,17290,33883,Southern Downs (R)
36710,1669,2510,4179,29247,34104,63351,0,4,4,3301,3727,7028,164,173,337,28300,31990,60290,294,352,646,485,540,1025,987,1284,2271,411,471,882,2584,3098,5682,18,13,31,243,281,524,2225,2574,4799,5320,5947,11267,389,513,902,385,461,846,8450,10812,19262,4764,5604,10368,164,210,374,87731,102158,189889,275,241,516,284,200,484,169,158,327,18,21,39,536,793,1329,554,814,1368,42814,38454,81268,1777,1351,3128,13370,12381,25751,148643,158267,306910,Sunshine Coast (R)
36810,177,245,422,3422,3582,7004,0,0,0,250,301,551,3,5,8,5271,5651,10922,38,40,78,50,55,105,195,283,478,16,26,42,199,223,422,4,3,7,26,25,51,310,366,676,775,748,1523,48,65,113,447,482,929,1197,1493,2690,575,635,1210,28,24,52,12854,14007,26861,39,28,67,93,97,190,11,10,21,3,4,7,121,141,262,124,145,269,5531,4836,10367,247,187,434,2981,2116,5097,22057,21671,43728,Tablelands (R)
36910,473,591,1064,15638,17632,33270,0,0,0,1156,1251,2407,162,152,314,17833,19504,37337,789,938,1727,138,119,257,405,508,913,213,256,469,3886,4159,8045,6,4,10,182,201,383,1305,1508,2813,3094,3326,6420,258,322,580,317,382,699,4587,5687,10274,2944,3467,6411,150,169,319,53063,59585,112648,308,230,538,543,377,920,27,24,51,7,7,14,260,359,619,267,366,633,12209,10516,22725,559,374,933,6103,5576,11679,73552,77639,151191,Toowoomba (R)
36950,3,7,10,521,545,1066,0,0,0,6,6,12,0,3,3,295,262,557,0,0,0,0,3,3,17,23,40,8,18,26,3,3,6,0,0,0,4,12,16,190,215,405,16,17,33,0,0,0,10,14,24,60,83,143,31,28,59,3,3,6,1164,1235,2399,3,3,6,11,4,15,0,0,0,0,0,0,18,15,33,18,15,33,165,145,310,19,13,32,238,214,452,1621,1636,3257,Torres (S)
36960,3,0,3,1058,989,2047,0,0,0,4,8,12,0,0,0,121,129,250,0,0,0,0,0,0,3,4,7,16,10,26,3,0,3,0,0,0,36,46,82,378,382,760,0,4,4,0,0,0,19,22,41,38,35,73,37,39,76,32,30,62,1745,1698,3443,0,0,0,0,0,0,0,0,0,3,0,3,9,9,18,12,9,21,171,142,313,90,86,176,160,131,291,2181,2066,4247,Torres Strait Island (R)
37010,661,842,1503,15187,16653,31840,0,0,0,1111,1295,2406,38,55,93,23668,25331,48999,68,67,135,582,598,1180,274,371,645,162,202,364,787,865,1652,31,17,48,225,269,494,1192,1460,2652,3120,3202,6322,334,445,779,262,324,586,5045,6236,11281,1883,2194,4077,121,125,246,54090,59709,113799,353,328,681,301,269,570,36,29,65,12,14,26,327,380,707,339,394,733,20680,17538,38218,1044,479,1523,9600,7769,17369,87104,87357,174461,Townsville (C)
51190,119,184,303,3151,3663,6814,0,0,0,272,278,550,0,3,3,3467,3764,7231,49,71,120,84,90,174,104,136,240,85,98,183,90,93,183,0,0,0,40,43,83,92,99,191,228,276,504,43,78,121,58,69,127,460,698,1158,421,467,888,30,28,58,8674,9954,18628,83,55,138,81,88,169,4,9,13,0,0,0,71,87,158,71,87,158,4376,3809,8185,189,101,290,1996,1467,3463,15593,15754,31347,Bunbury (C)
45040,67,76,143,879,959,1838,0,0,0,103,96,199,0,3,3,1246,1320,2566,49,61,110,35,23,58,84,105,189,31,36,67,1088,1199,2287,0,0,0,20,14,34,180,205,385,127,115,242,39,49,88,27,24,51,987,1285,2272,283,295,578,22,34,56,5200,5823,11023,27,26,53,125,93,218,3,8,11,4,0,4,45,48,93,49,48,97,2951,2626,5577,77,42,119,1452,1051,2503,9951,9793,19744,Murray Bridge (RC)
51540,83,84,167,434,449,883,0,0,0,25,23,48,0,0,0,790,856,1646,59,62,121,9,13,22,25,30,55,3,4,7,7,12,19,0,0,0,8,10,18,16,19,35,74,37,111,4,3,7,6,13,19,82,69,151,59,71,130,3,0,3,1604,1671,3275,8,5,13,9,5,14,0,0,0,0,0,0,10,13,23,10,13,23,774,598,1372,35,25,60,441,422,863,2964,2823,5787,Carnarvon (S)
34830,0,0,0,21,16,37,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,12,18,30,8,12,20,0,0,0,0,0,0,28,26,54,0,0,0,0,0,0,79,81,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,53,0,3,3,27,23,50,137,129,266,Mapoon (S)
34860,15,27,42,1958,1871,3829,0,0,0,47,37,84,0,3,3,1692,1737,3429,44,41,85,6,4,10,33,30,63,7,9,16,72,98,170,0,0,0,7,3,10,70,68,138,271,267,538,37,56,93,13,20,33,461,486,947,91,99,190,6,3,9,4815,4832,9647,10,13,23,4,0,4,3,0,3,3,0,3,6,15,21,9,15,24,1009,779,1788,16,13,29,850,667,1517,6731,6346,13077,Maranoa (R)
35010,1219,1742,2961,35729,39895,75624,8,8,16,4924,5421,10345,191,187,378,40767,44775,85542,299,357,656,745,864,1609,1197,1459,2656,829,872,1701,3135,3492,6627,48,36,84,496,579,1075,2661,3028,5689,6738,7231,13969,646,862,1508,747,888,1635,11132,13821,24953,5713,6428,12141,657,694,1351,116662,130897,247559,878,880,1758,448,393,841,95,82,177,23,28,51,759,1053,1812,782,1081,1863,46530,40989,87519,1843,1140,2983,17215,15169,32384,185672,192373,378045,Moreton Bay (R)
35790,0,3,3,284,262,546,0,0,0,71,81,152,0,0,0,597,526,1123,0,0,0,0,0,0,8,3,11,0,0,0,0,3,3,0,0,0,66,66,132,7,12,19,0,0,0,0,0,0,5,6,11,14,15,29,9,7,16,0,0,0,1061,981,2042,0,0,0,3,0,3,0,0,0,3,0,3,3,6,9,6,6,12,142,106,248,0,0,0,15,15,30,1227,1111,2338,Palm Island (S)
35800,3,0,3,294,253,547,0,0,0,0,5,5,0,0,0,314,342,656,3,0,3,0,3,3,6,8,14,0,0,0,10,7,17,0,0,0,6,0,6,4,6,10,22,30,52,0,6,6,0,4,4,49,56,105,8,7,15,0,0,0,716,727,1443,0,3,3,0,0,0,0,0,0,3,5,8,3,3,6,6,8,14,130,93,223,3,3,6,93,76,169,951,910,1861,Paroo (S)
37300,11,22,33,255,249,504,0,0,0,22,23,45,0,0,0,359,352,711,8,4,12,0,3,3,22,24,46,4,3,7,10,11,21,0,0,0,0,0,0,34,43,77,59,63,122,7,5,12,5,10,15,123,129,252,37,30,67,9,0,9,954,949,1903,3,0,3,6,4,10,0,0,0,0,0,0,4,5,9,4,5,9,466,334,800,16,10,26,315,234,549,1775,1558,3333,Weipa (T)
37310,27,43,70,3709,3720,7429,0,0,0,391,391,782,4,8,12,3713,3643,7356,98,102,200,16,18,34,92,118,210,21,27,48,719,709,1428,0,0,0,22,26,48,277,296,573,1181,1161,2342,51,50,101,35,37,72,972,1082,2054,451,436,887,12,14,26,11764,11838,23602,39,17,56,29,17,46,0,0,0,3,0,3,28,29,57,31,29,60,2476,1910,4386,83,34,117,1833,1420,3253,16282,15308,31590,Western Downs (R)
37340,124,134,258,3101,3032,6133,0,0,0,199,195,394,0,0,0,3407,3407,6814,17,15,32,43,33,76,127,140,267,29,32,61,133,131,264,0,0,0,14,17,31,183,170,353,569,498,1067,49,66,115,39,63,102,1207,1389,2596,304,339,643,22,20,42,9443,9547,18990,15,21,36,37,16,53,6,9,15,3,0,3,22,46,68,25,46,71,4110,3191,7301,185,111,296,2598,1808,4406,16543,14883,31426,Whitsunday (R)
40520,14,26,40,482,600,1082,0,0,0,31,29,60,0,0,0,795,858,1653,47,68,115,335,303,638,8,5,13,4,15,19,405,527,932,0,0,0,11,3,14,75,70,145,48,50,98,28,20,48,21,27,48,528,656,1184,83,81,164,0,4,4,2901,3316,6217,7,7,14,12,8,20,0,3,3,3,0,3,90,91,181,93,91,184,1623,1338,2961,44,28,72,572,500,1072,5266,5317,10583,Berri and Barmera (DC)
41750,5,4,9,80,69,149,0,0,0,10,19,29,0,0,0,87,78,165,0,0,0,0,3,3,3,0,3,0,0,0,50,44,94,0,0,0,0,0,0,7,5,12,15,14,29,0,0,0,0,0,0,114,93,207,7,9,16,0,0,0,373,334,707,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,115,241,3,3,6,47,32,79,554,492,1046,Elliston (DC)
50910,0,0,0,120,123,243,0,0,0,9,3,12,0,0,0,62,59,121,0,0,0,0,0,0,3,5,8,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,11,21,32,0,0,0,0,0,0,60,60,120,15,20,35,0,0,0,283,294,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,109,238,13,12,25,47,47,94,472,462,934,Brookton (S)
50980,71,112,183,886,924,1810,0,0,0,81,97,178,0,0,0,2293,2399,4692,0,8,8,18,11,29,35,38,73,7,3,10,48,56,104,3,3,6,32,42,74,109,116,225,97,99,196,8,13,21,15,16,31,198,226,424,113,165,278,15,10,25,3958,4226,8184,24,11,35,49,34,83,6,0,6,18,14,32,19,20,39,37,34,71,2202,1884,4086,84,54,138,1234,978,2212,7665,7333,14998,Broome (S)
43920,25,35,60,554,650,1204,0,0,0,43,41,84,0,0,0,770,689,1459,8,14,22,89,54,143,3,0,3,10,4,14,135,139,274,0,0,0,7,6,13,21,22,43,29,37,66,10,24,34,6,6,12,485,530,1015,99,90,189,3,3,6,2272,2309,4581,0,0,0,5,5,10,3,0,3,0,0,0,14,25,39,14,25,39,1439,1285,2724,43,21,64,453,412,865,4254,4092,8346,Mallala (DC)
44620,57,71,128,1208,1402,2610,0,0,0,237,280,517,69,80,149,2532,2860,5392,15,17,32,61,61,122,56,58,114,31,42,73,376,500,876,5,5,10,10,14,24,155,166,321,715,849,1564,91,100,191,10,11,21,867,1140,2007,245,304,549,8,9,17,6691,7898,14589,19,15,34,26,19,45,5,0,5,0,5,5,34,44,78,34,49,83,4104,3821,7925,143,74,217,1126,1094,2220,12205,13041,25246,Mount Gambier (C)
44830,5,7,12,149,192,341,0,0,0,14,19,33,3,0,3,195,201,396,0,4,4,7,6,13,0,0,0,5,0,5,116,103,219,0,0,0,4,0,4,10,13,23,13,19,32,0,4,4,3,0,3,341,354,695,52,52,104,0,0,0,912,967,1879,0,0,0,3,0,3,0,0,0,0,0,0,3,7,10,3,7,10,352,290,642,5,3,8,172,150,322,1452,1424,2876,Mount Remarkable (DC)
37400,3,3,6,195,170,365,0,0,0,3,5,8,0,0,0,231,212,443,0,0,0,3,0,3,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,3,3,33,37,70,0,3,3,3,0,3,49,49,98,9,15,24,3,0,3,537,503,1040,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,93,75,168,3,0,3,70,44,114,709,628,1337,Winton (S)
40910,461,584,1045,1657,2205,3862,0,0,0,327,392,719,5,7,12,8883,9463,18346,66,92,158,1029,1075,2104,133,170,303,89,86,175,501,621,1122,56,46,102,41,58,99,268,347,615,257,280,537,48,72,120,25,34,59,1278,1814,3092,388,502,890,46,53,99,15097,17317,32414,399,389,788,314,305,619,27,27,54,0,3,3,393,366,759,393,369,762,4805,4316,9121,212,105,317,1509,1534,3043,23217,24946,48163,Campbelltown (C)
41010,9,11,20,222,236,458,0,0,0,4,11,15,3,0,3,199,205,404,18,16,34,40,33,73,6,3,9,0,3,3,415,478,893,0,0,0,3,3,6,16,19,35,14,26,40,3,3,6,0,0,0,164,204,368,17,15,32,0,0,0,1124,1255,2379,3,0,3,3,6,9,0,0,0,3,3,6,6,3,9,9,6,15,444,319,763,11,9,20,148,123,271,1751,1729,3480,Ceduna (DC)
37550,3,0,3,82,115,197,0,0,0,5,10,15,0,0,0,74,84,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,101,191,6,4,10,0,0,0,0,0,0,0,0,0,3,5,8,3,4,7,0,0,0,263,323,586,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,57,66,123,0,4,4,125,102,227,448,498,946,Woorabinda (S)
41060,1381,1677,3058,4627,5682,10309,0,0,0,736,888,1624,4,3,7,15069,16354,31423,118,169,287,4358,4542,8900,150,211,361,88,86,174,1030,1152,2182,102,105,207,87,94,181,543,627,1170,393,464,857,72,109,181,53,60,113,3095,4047,7142,730,828,1558,59,70,129,31314,35491,66805,590,415,1005,1098,937,2035,33,30,63,6,7,13,651,504,1155,657,511,1168,11817,10389,22206,492,287,779,4004,3859,7863,51386,53596,104982,Charles Sturt (C)
41140,12,23,35,554,657,1211,0,0,0,46,47,93,0,0,0,758,799,1557,3,6,9,11,6,17,31,42,73,3,7,10,375,397,772,0,0,0,3,4,7,39,41,80,37,34,71,4,9,13,3,4,7,722,826,1548,68,78,146,11,9,20,2668,2966,5634,3,3,6,3,3,6,3,3,6,0,0,0,12,21,33,12,21,33,1206,1021,2227,39,24,63,394,346,740,4340,4410,8750,Clare and Gilbert Valleys (DC)
42750,21,30,51,308,319,627,0,0,0,13,17,30,0,0,0,217,252,469,3,3,6,5,6,11,3,3,6,14,13,27,69,78,147,0,0,0,0,0,0,14,33,47,23,18,41,0,3,3,6,3,9,270,301,571,52,62,114,5,6,11,1002,1117,2119,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,7,5,12,925,719,1644,22,13,35,281,273,554,2258,2157,4415,Kangaroo Island (DC)
43080,0,0,0,56,53,109,0,0,0,7,11,18,0,0,0,62,55,117,0,0,0,0,0,0,0,0,0,0,0,0,113,84,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,113,128,241,19,24,43,3,0,3,376,359,735,0,0,0,3,3,6,0,0,0,0,0,0,6,3,9,6,3,9,103,78,181,4,0,4,45,52,97,537,495,1032,Karoonda East Murray (DC)
51080,4,6,10,111,139,250,0,0,0,79,62,141,0,0,0,92,111,203,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,0,0,0,3,3,6,0,3,3,6,14,20,0,3,3,6,5,11,42,52,94,8,16,24,0,0,0,363,419,782,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,144,94,238,3,0,3,57,41,98,574,566,1140,Broomehill-Tambellup (S)
37570,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,102,115,217,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,120,130,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,0,0,0,0,0,0,132,136,268,Wujal Wujal (S)
37600,0,0,0,949,946,1895,0,0,0,0,0,0,0,0,0,30,21,51,0,0,0,0,0,0,20,23,43,0,0,0,7,3,10,0,0,0,0,0,0,45,71,116,3,3,6,0,0,0,3,18,21,6,4,10,3,3,6,0,0,0,1066,1092,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,92,192,10,0,10,26,20,46,1202,1204,2406,Yarrabah (S)
