lga_name_2016,lga_code_2016,i_4000more_1aw_othnw,i_4000more_bnw,i_4000more_lfsta_ns,i_4000more_tot,part_inc_stated_be_wft,part_inc_stated_be_wpt,part_inc_stated_be_baw,part_inc_stated_1eft_othpt,part_inc_stated_1eft_othaw,part_inc_stated_1eft_othnw,part_inc_stated_1ept_othaw,part_inc_stated_1ept_othnw,part_inc_stated_1aw_othnw,part_inc_stated_bnw,part_inc_stated_lfsta_ns,part_inc_stated_tot,all_inc_ns_be_wft,all_inc_ns_be_wpt,all_inc_ns_be_baw,all_inc_ns_1eft_othpt,all_inc_ns_1eft_othaw,all_inc_ns_1eft_othnw,all_inc_ns_1ept_othaw,all_inc_ns_1ept_othnw,all_inc_ns_1aw_othnw,all_inc_ns_bnw,all_inc_ns_lfsta_ns,all_inc_ns_tot,tot_be_wft,tot_be_wpt,tot_be_baw,tot_1eft_othpt,tot_1eft_othaw,tot_1eft_othnw,tot_1ept_othaw,tot_1ept_othnw,tot_1aw_othnw,tot_bnw,tot_lfsta_ns,tot_tot
Whitsunday (R),37340,3,0,0,191,71,5,6,55,8,22,3,10,3,12,338,534,14,0,4,3,0,0,0,3,0,4,5,31,721,109,45,824,97,461,30,140,40,186,358,3016
Adelaide (C),40070,0,0,0,176,17,4,0,17,0,8,3,4,0,3,57,120,0,0,0,0,0,0,0,0,0,3,0,5,163,42,10,199,32,175,4,55,11,82,65,833
Adelaide Hills (DC),40120,0,4,0,873,109,17,7,137,12,58,9,21,8,28,353,761,10,0,3,5,0,0,0,3,0,7,4,31,1137,253,73,1889,195,788,68,211,41,238,373,5268
Alexandrina (DC),40220,0,0,0,95,41,20,3,64,3,29,7,27,3,27,152,371,3,3,0,6,0,3,0,0,0,0,5,21,381,149,27,803,83,371,44,168,29,188,173,2420
Diamantina (S),32750,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,3,0,0,0,0,4,31
Clare and Gilbert Valleys (DC),41140,0,0,0,38,17,0,0,23,3,4,3,0,0,10,63,123,0,0,0,3,0,0,0,0,0,3,0,5,159,44,11,318,30,129,7,30,12,58,66,866
Campbelltown (C) (SA),40910,0,17,0,544,104,21,4,112,11,71,8,25,6,55,287,700,0,0,3,10,0,3,0,0,0,7,13,42,1140,309,45,2141,213,1069,80,379,48,603,319,6335
Ceduna (DC),41010,0,0,0,16,10,0,0,11,0,0,0,3,0,0,38,73,0,0,0,0,0,0,0,0,0,0,13,13,73,15,8,99,7,27,3,15,7,17,53,334
Charles Sturt (C),41060,10,21,3,1171,175,41,3,236,14,94,9,59,18,114,650,1414,16,0,9,18,0,7,4,0,3,19,33,115,2344,581,111,3878,437,1977,147,773,136,1270,720,12359
Doomadgee (S),32770,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,10,12,3,12,0,19,4,31,0,65,0,159
Douglas (S),32810,0,0,0,45,23,5,0,17,5,11,0,3,3,14,69,146,3,0,0,4,0,0,0,0,0,0,8,12,220,50,17,293,15,110,15,38,19,62,83,923
Etheridge (S),33100,0,0,0,4,7,0,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,3,29,0,3,16,3,8,0,5,0,12,4,81
Flinders (S) (Qld),33200,0,0,0,7,10,0,0,3,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,41,3,25,0,0,0,5,12,143
Fraser Coast (R),33220,3,23,4,339,96,17,3,94,11,78,9,50,10,109,617,1080,10,0,3,5,8,3,3,4,8,24,38,100,1482,407,76,2029,209,1375,126,692,125,1335,687,8549
Gladstone (R),33360,12,14,0,927,106,12,8,106,12,98,12,23,13,43,632,1074,6,0,3,10,7,9,0,0,7,4,21,75,1364,164,71,1923,214,1826,88,333,133,546,676,7340
Gold Coast (C),33430,33,122,9,5944,897,187,44,906,89,570,39,235,72,413,3505,6968,78,18,60,86,25,42,12,15,26,50,153,563,13664,2834,461,18352,1874,11032,583,3270,709,4351,3781,60903
Goondiwindi (R),33610,0,0,0,60,37,5,0,31,0,6,0,3,3,0,55,141,0,0,0,3,0,0,0,0,0,0,0,10,279,27,8,386,35,166,15,31,9,63,66,1081
Winton (S),37400,0,0,0,3,10,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,44,6,3,16,0,11,3,3,0,4,9,94
Coober Pedy (DC),41330,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,0,0,0,3,3,27,3,0,23,3,10,0,6,3,17,16,113
Copper Coast (DC),41560,0,0,0,51,16,4,0,25,0,9,0,7,3,15,90,173,0,0,0,0,0,0,0,0,0,4,4,14,177,77,14,330,33,159,17,76,21,170,94,1169
Elliston (DC),41750,0,0,0,4,3,0,0,6,0,3,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,17,8,3,33,3,11,0,4,3,14,4,111
Woorabinda (S),37550,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,7,0,14,0,4,0,25,0,57
Karoonda East Murray (DC),43080,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,34,0,22,0,4,0,11,7,111
Wujal Wujal (S),37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,12,3,29
Yarrabah (S),37600,0,0,0,3,5,0,0,0,0,3,0,0,3,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,9,0,28,0,20,3,131,4,223
No usual address (Qld),39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (Qld),39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anangu Pitjantjatjara (AC),40250,0,0,0,0,0,4,0,0,0,4,0,0,3,12,0,24,0,0,0,0,0,0,0,0,0,3,12,15,8,15,0,14,0,24,0,30,5,111,13,222
Barossa (DC),40310,0,7,0,206,60,5,0,63,6,29,3,3,3,11,155,336,0,0,0,0,0,0,0,0,0,0,9,12,586,134,27,999,86,441,28,98,30,132,171,2740
Barunga West (DC),40430,0,0,0,15,0,3,0,5,0,0,3,0,0,0,18,32,4,0,0,0,0,0,0,0,0,0,0,5,21,11,0,83,3,30,6,6,4,20,18,211
Berri and Barmera (DC),40520,0,3,0,38,17,4,4,22,0,7,0,4,0,10,55,124,7,0,0,0,0,0,0,4,0,3,0,15,207,52,11,313,28,144,10,51,11,109,56,994
Naracoorte and Lucindale (DC),45090,0,0,0,34,27,0,0,20,0,13,0,0,0,0,44,107,6,0,0,4,0,0,0,0,0,0,3,10,172,35,18,348,21,139,14,32,17,45,46,883
Northern Areas (DC),45120,0,0,0,19,10,3,0,13,0,3,0,0,0,4,26,63,3,0,0,0,0,0,0,0,0,0,0,3,79,17,3,174,26,60,4,17,0,43,32,441
Burnside (C),40700,8,19,0,1668,115,22,0,116,10,60,0,19,7,25,436,808,5,3,0,6,3,3,0,0,0,3,6,32,1249,281,33,1844,144,989,36,270,40,340,444,5674
Cleve (DC),41190,0,0,0,9,3,0,0,4,0,4,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,87,7,24,0,0,0,6,12,178
Norwood Payneham St Peters (C),45290,3,13,4,792,64,11,3,66,5,33,3,8,0,20,226,443,5,0,3,9,0,0,0,0,0,0,4,20,745,192,28,1222,105,607,38,197,22,255,232,3634
Onkaparinga (C),45340,6,10,0,943,271,68,17,368,40,195,25,87,18,143,960,2194,11,3,8,46,8,10,3,5,10,21,46,164,3456,946,192,6575,675,3320,267,1160,233,1540,1041,19410
Flinders Ranges (DC),41830,0,0,0,13,0,0,0,5,0,3,0,0,0,5,29,39,0,0,0,0,0,0,0,0,0,0,4,4,22,5,0,36,0,20,4,3,0,10,30,139
Franklin Harbour (DC),41960,0,0,0,7,3,0,0,6,0,0,0,0,0,0,8,19,3,0,0,0,0,0,0,0,0,0,0,3,26,7,0,40,8,10,7,6,3,7,8,114
Gawler (T),42030,0,3,0,134,41,7,3,54,3,31,3,8,4,12,132,304,0,0,4,5,0,0,0,0,0,3,0,16,490,101,21,735,83,457,33,92,23,203,139,2389
Goyder (DC),42110,0,0,0,15,14,0,0,11,0,3,0,3,3,7,28,62,0,0,0,3,0,0,0,0,0,0,0,3,63,13,5,122,11,63,5,22,6,44,28,388
Grant (DC),42250,0,0,0,65,16,3,7,28,6,5,0,0,0,4,48,117,0,0,0,0,0,0,0,4,0,3,0,14,218,54,15,375,30,124,16,45,8,40,57,977
Beverley (S),50560,0,0,0,9,5,0,0,10,0,4,0,0,0,3,14,36,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,44,0,23,0,6,7,19,18,145
Boddington (S),50630,0,0,0,21,3,5,0,9,3,3,0,0,0,0,23,40,0,0,0,0,0,0,0,0,0,0,3,5,30,3,0,57,10,53,7,5,9,15,23,216
Holdfast Bay (C),42600,3,4,0,644,59,10,5,90,8,27,5,15,4,26,232,473,5,0,0,3,3,0,0,0,0,0,3,13,728,155,28,1270,132,507,32,163,37,191,240,3485
Kangaroo Island (DC),42750,0,0,0,12,15,4,0,7,0,3,0,3,0,3,16,56,0,0,3,0,0,0,0,0,0,0,0,3,66,52,8,147,14,41,5,25,7,19,19,408
Kimba (DC),43220,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,4,4,42,9,20,0,0,0,3,0,115
Kingston (DC) (SA),43360,0,0,0,15,7,0,0,3,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,37,13,3,67,7,31,7,15,0,13,18,220
Light (RegC),43650,0,0,0,130,44,3,4,42,6,20,0,11,0,8,128,255,5,0,0,7,0,0,0,0,0,0,4,15,450,79,18,724,64,329,23,77,21,93,137,2019
Lower Eyre Peninsula (DC),43710,0,0,0,36,9,3,0,15,0,5,0,3,0,3,42,81,0,0,0,0,0,0,0,0,0,0,8,10,100,38,5,260,13,81,7,16,7,24,54,610
Loxton Waikerie (DC),43790,0,0,0,34,26,5,0,32,3,6,0,3,0,14,61,148,0,0,0,0,0,0,0,0,0,0,0,9,227,50,8,413,45,173,9,54,13,82,65,1146
Mallala (DC),43920,0,0,0,42,18,3,6,25,3,18,3,7,3,11,66,169,0,0,0,3,0,0,0,0,0,0,5,7,216,36,9,342,27,203,17,83,21,98,76,1128
Boyup Brook (S),50770,0,0,0,12,3,0,0,11,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,3,28,5,3,53,5,29,3,4,0,11,17,168
Maralinga Tjarutja (AC),44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,7
Marion (C),44060,7,14,3,679,132,28,6,173,19,81,12,42,14,75,487,1063,11,0,6,6,4,0,0,0,0,6,18,66,1871,508,103,3370,389,1597,124,571,117,891,523,10068
Mid Murray (DC),44210,0,0,0,17,14,6,0,24,0,13,3,3,0,10,40,109,0,0,0,0,0,0,0,0,0,0,0,3,113,33,8,216,11,132,14,36,8,71,38,684
Mitcham (C),44340,3,21,3,1629,151,22,7,155,16,62,16,28,3,47,512,1016,5,0,5,9,0,7,3,3,0,6,7,41,1783,396,72,3056,311,1186,119,416,54,487,530,8406
Mount Barker (DC),44550,3,9,0,352,70,19,6,126,8,37,7,5,4,19,258,554,3,0,0,0,0,0,3,4,3,0,4,26,814,211,54,1494,171,713,51,207,54,195,269,4224
Mount Gambier (C),44620,0,3,0,109,29,3,0,51,6,29,0,7,3,13,143,297,0,0,0,3,3,0,0,0,0,3,6,22,529,101,16,939,94,420,28,132,29,183,162,2630
Mount Remarkable (DC),44830,0,0,0,9,9,0,0,5,0,0,0,0,0,4,26,50,4,0,0,0,0,3,0,0,0,0,0,3,65,13,3,79,7,31,3,6,4,15,28,261
Murray Bridge (RC),45040,0,6,0,54,37,6,0,47,0,13,3,16,3,25,101,250,0,0,0,3,3,0,0,0,0,4,8,21,408,80,19,548,49,315,33,136,24,223,121,1956
Orroroo/Carrieton (DC),45400,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,28,0,9,0,3,0,3,5,73
Peterborough (DC),45540,0,0,0,0,0,0,0,3,0,0,0,3,0,5,8,17,0,0,3,0,0,0,0,0,0,0,0,3,6,5,3,22,0,9,0,20,0,26,8,100
Playford (C),45680,3,20,0,230,120,17,10,113,9,107,5,29,13,134,420,988,5,0,3,15,0,0,0,3,3,26,46,108,1472,321,74,2222,282,1947,105,668,161,1539,497,9285
Port Adelaide Enfield (C),45890,8,15,0,681,152,27,7,157,21,121,9,51,23,140,614,1331,3,3,7,13,4,5,0,0,12,12,34,90,2336,652,115,3531,458,2363,118,959,173,1636,684,13017
Port Augusta (C),46090,0,0,0,63,30,3,3,18,0,14,0,5,0,14,126,215,0,0,3,0,0,0,0,3,0,3,10,29,209,37,19,340,43,196,12,73,15,124,144,1223
Port Lincoln (C),46300,0,0,0,77,16,3,0,30,0,13,3,7,0,3,115,192,0,0,0,0,0,0,0,0,0,3,3,13,209,79,12,489,43,183,19,73,14,73,125,1320
Port Pirie City and Dists (M),46450,0,3,0,82,26,3,0,39,5,17,0,9,0,20,139,256,0,0,3,3,0,0,0,0,0,3,0,14,255,54,16,515,61,251,10,99,24,211,146,1638
Bridgetown-Greenbushes (S),50840,0,0,0,26,10,3,0,13,0,3,0,3,3,0,42,81,0,0,0,0,0,0,0,0,0,0,4,3,64,28,7,136,3,66,3,25,6,38,49,425
Brookton (S),50910,0,0,0,3,6,0,0,3,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,31,6,16,0,9,0,7,11,91
Broome (S),50980,0,0,0,161,35,5,3,23,5,8,3,3,3,24,137,253,0,0,0,0,0,0,0,0,0,4,5,18,392,65,21,428,75,205,23,54,14,143,149,1568
Prospect (C),46510,3,3,0,474,43,5,4,48,7,14,0,6,0,12,148,288,3,0,0,0,0,0,0,0,0,0,3,11,575,136,15,892,95,369,23,121,17,169,156,2575
Renmark Paringa (DC),46670,0,3,0,35,13,3,0,18,3,11,0,4,0,14,45,118,0,0,0,4,0,0,0,0,0,4,3,14,178,40,10,286,27,150,11,47,12,89,52,914
Robe (DC),46860,0,0,0,3,5,0,0,4,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,30,12,3,35,4,14,3,9,0,8,6,120
Roxby Downs (M),46970,0,0,0,97,7,0,0,15,0,4,0,0,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0,3,116,12,7,161,29,127,3,11,14,5,21,502
Salisbury (C),47140,3,21,0,531,164,43,12,221,28,182,21,71,24,186,680,1625,7,7,18,18,3,6,0,0,9,25,48,139,2680,678,136,4105,470,3249,183,1174,248,2439,766,16116
Southern Mallee (DC),47290,0,0,0,10,6,0,0,8,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,35,8,7,88,6,26,5,4,0,13,11,205
Streaky Bay (DC),47490,0,0,0,6,6,0,0,3,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,35,12,3,70,6,35,3,13,6,7,18,210
Tatiara (DC),47630,0,0,0,26,26,3,0,26,0,3,0,3,0,3,31,93,0,0,0,3,0,0,0,0,0,0,3,8,164,23,16,286,26,110,8,22,9,17,33,705
Tea Tree Gully (C),47700,3,8,0,889,213,33,6,236,17,97,12,40,10,69,533,1270,14,0,5,14,0,6,0,0,3,7,21,82,2593,485,77,4442,435,2054,132,581,97,804,573,12274
The Coorong (DC),47800,0,0,0,18,13,0,0,14,3,3,0,0,0,3,23,59,3,0,0,0,0,0,0,0,0,6,3,12,74,23,9,173,15,79,3,22,7,58,27,486
Tumby Bay (DC),47910,0,0,0,13,4,0,0,10,0,3,0,0,0,0,22,38,0,0,0,0,0,0,0,0,0,0,0,0,45,10,3,90,13,34,3,5,3,8,19,239
Capel (S),51400,3,7,0,244,46,6,0,52,3,34,0,5,6,8,249,418,5,0,0,0,3,0,0,0,0,3,6,12,416,112,14,728,65,462,27,89,33,92,264,2307
Carnamah (S),51470,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,12,0,0,0,10,3,49
Carnarvon (S),51540,0,0,0,33,12,0,0,7,3,3,0,5,0,10,27,71,3,0,0,3,0,0,0,0,0,3,12,26,138,15,8,104,20,60,11,22,11,70,41,486
Chapman Valley (S),51610,0,0,0,16,0,0,0,8,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,47,8,38,0,4,5,8,27,185
Unley (C),47980,7,7,0,1255,67,16,6,92,6,44,3,14,8,21,285,561,0,3,0,3,0,3,0,0,0,3,6,22,885,225,37,1534,146,697,48,203,32,222,289,4297
Victor Harbor (C),48050,0,3,0,43,14,11,0,21,0,7,0,9,3,9,73,150,0,0,0,0,0,0,0,0,0,0,0,0,147,89,11,311,24,138,19,110,20,128,74,1069
Wakefield (DC),48130,0,0,0,37,13,3,0,18,0,17,0,3,0,9,40,99,0,0,0,0,0,0,0,0,0,3,0,9,101,30,3,247,18,140,7,39,16,64,42,705
Coolgardie (S),51960,0,0,0,45,8,0,0,3,0,8,0,0,0,0,34,48,0,0,0,0,0,0,0,0,0,0,0,3,54,7,5,79,13,115,8,13,18,29,37,379
Coorow (S),52030,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,0,13,0,5,3,10,10,69
Dardanup (S),52660,3,0,0,132,14,3,3,27,3,22,0,4,6,10,174,270,0,0,0,0,0,5,0,0,0,0,3,16,212,54,16,601,50,373,31,67,31,80,181,1707
Denmark (S),52730,0,0,0,29,15,7,0,14,0,7,0,0,0,12,58,112,0,0,0,0,0,0,0,0,0,0,3,3,89,49,11,140,16,82,15,48,8,39,59,545
Derby-West Kimberley (S),52800,0,0,0,28,16,5,3,5,0,9,0,4,3,29,29,106,0,0,3,3,0,0,0,0,0,11,5,22,109,10,10,75,17,114,12,35,12,236,34,659
Walkerville (M),48260,0,3,0,262,26,0,0,19,3,10,3,3,0,4,49,120,0,0,0,3,0,3,0,0,0,0,0,8,192,34,5,276,23,153,6,36,5,56,47,837
Wattle Range (DC),48340,0,5,0,50,25,4,0,29,5,18,0,3,0,5,70,164,0,0,0,3,0,0,0,0,0,4,3,17,202,46,12,408,41,194,26,65,10,98,72,1179
West Torrens (C),48410,0,12,0,542,82,23,3,113,9,44,5,10,3,67,281,653,3,3,0,3,0,0,0,0,0,7,12,28,1148,330,39,2013,212,1011,76,433,69,588,308,6235
Whyalla (C),48540,0,4,0,164,42,10,0,24,6,16,4,10,3,20,129,264,0,0,0,0,0,0,0,0,0,10,3,17,411,81,13,567,74,394,38,104,34,223,140,2076
Donnybrook-Balingup (S),52870,0,0,0,47,14,5,0,15,0,20,0,3,4,0,55,118,0,0,0,0,0,0,0,0,0,0,0,5,85,33,10,158,18,135,10,36,22,23,56,579
Wudinna (DC),48640,0,0,0,9,0,3,0,3,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,51,6,22,4,3,0,4,7,135
Yankalilla (DC),48750,0,3,0,16,5,4,0,10,3,3,0,5,0,0,29,55,0,0,0,0,0,0,0,0,0,0,3,4,47,30,4,139,15,60,10,38,4,43,27,420
Yorke Peninsula (DC),48830,0,0,0,49,19,5,5,25,3,12,0,6,0,7,63,155,0,0,0,0,0,3,0,0,0,3,4,10,142,44,10,286,25,136,8,52,6,86,70,864
Unincorporated SA,49399,0,0,0,11,13,0,0,9,0,3,0,3,3,6,17,60,0,0,0,0,0,3,0,0,0,4,4,15,60,13,4,39,4,38,0,11,7,29,23,230
No usual address (SA),49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (SA),49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany (C),50080,0,4,0,258,51,17,4,62,4,39,6,9,4,24,271,500,5,0,0,3,0,4,0,0,7,7,6,39,608,208,38,1225,105,619,50,228,63,220,283,3666
Armadale (C),50210,7,21,0,860,124,21,14,146,23,85,8,40,15,57,776,1302,11,3,10,8,0,10,0,4,3,12,42,104,1758,358,82,2730,324,2558,106,560,167,773,838,10252
Ashburton (S),50250,0,0,0,202,18,0,7,11,3,7,0,0,0,3,47,99,0,0,0,0,0,0,0,0,0,0,0,5,165,18,17,185,44,220,13,25,24,24,49,788
Augusta-Margaret River (S),50280,0,4,0,101,30,9,3,45,0,9,3,5,3,4,192,299,3,0,0,3,0,0,0,0,0,0,0,13,215,135,20,539,34,222,37,88,26,78,197,1604
Bassendean (T),50350,0,4,0,224,25,0,0,31,0,19,0,11,0,11,116,222,0,0,0,0,0,0,0,0,0,0,3,10,300,73,11,530,65,346,22,80,16,121,123,1699
Bayswater (C),50420,7,19,0,946,87,21,10,84,14,59,7,26,11,46,422,773,11,3,0,5,0,5,0,3,0,8,16,48,1291,303,53,2050,227,1483,85,414,94,621,449,7076
Belmont (C),50490,6,8,0,325,37,14,0,34,5,38,0,17,6,26,274,450,0,0,0,3,0,0,0,0,3,8,7,27,622,126,30,873,111,871,29,218,60,419,290,3662
Broomehill-Tambellup (S),51080,0,0,0,12,4,0,0,10,3,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,37,10,13,0,6,3,11,0,110
Bruce Rock (S),51120,0,0,0,5,3,0,0,8,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,32,3,18,0,3,0,3,3,94
Bunbury (C),51190,5,4,0,269,40,5,3,65,6,29,3,13,3,24,244,436,3,0,0,0,0,3,0,0,0,0,11,22,439,123,34,875,82,606,48,172,50,228,254,2912
Busselton (C),51260,3,7,3,291,66,19,0,77,10,35,5,17,6,19,508,768,3,0,0,3,0,3,0,3,0,3,14,31,633,235,43,1329,101,655,78,238,47,202,529,4090
Cambridge (T),51310,4,27,0,1712,47,10,0,72,3,40,0,18,5,24,323,540,3,0,3,10,0,3,0,0,0,0,5,30,679,157,13,1329,111,818,19,148,30,158,333,3792
Canning (C),51330,14,32,5,1522,124,25,8,163,16,129,12,63,20,77,843,1474,6,0,6,17,7,4,0,0,5,12,25,88,2010,509,56,3013,267,2669,111,794,174,1057,890,11545
Chittering (S),51680,3,0,0,72,23,0,0,14,0,10,3,3,3,8,100,165,0,0,0,0,0,0,0,0,0,0,3,3,130,36,7,201,22,113,17,21,18,41,107,696
Kwinana (C),54830,4,7,0,249,48,6,7,63,7,57,0,24,12,42,374,632,4,0,3,4,0,0,0,3,6,7,25,54,763,141,37,1144,168,1218,51,269,93,377,410,4668
Lake Grace (S),54900,0,0,0,16,10,0,0,8,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,34,4,3,52,0,27,3,0,0,0,10,134
Claremont (T),51750,0,11,0,482,20,7,0,24,0,14,0,3,4,7,89,162,0,0,0,3,0,0,0,0,0,0,0,8,179,55,3,353,21,268,7,44,8,54,89,1074
Cockburn (C),51820,20,25,0,1774,192,34,15,254,24,146,9,50,28,99,1104,1955,10,3,3,20,3,5,4,0,3,9,23,85,2458,481,108,4427,457,2893,158,645,197,857,1152,13836
Collie (S),51890,3,0,0,108,12,0,0,28,3,19,5,12,0,9,80,168,0,0,0,0,0,0,0,0,0,3,7,10,109,18,13,282,25,199,16,57,20,103,86,928
Merredin (S),55460,0,0,0,24,6,0,0,7,0,3,0,5,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,3,62,6,0,104,16,58,4,17,3,25,14,317
Corrigin (S),52100,0,0,0,7,10,4,0,10,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,24,4,0,39,4,16,3,4,0,8,7,93
Cottesloe (T),52170,3,12,3,446,11,0,0,23,3,10,0,9,3,5,80,142,0,0,0,0,0,0,0,0,0,0,5,11,143,38,4,282,31,212,7,49,14,43,81,900
Cranbrook (S),52240,0,0,0,8,3,3,0,3,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,26,4,3,33,0,22,3,3,0,13,4,112
Cuballing (S),52310,0,0,0,8,4,0,0,4,0,4,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,20,5,12,0,0,0,7,9,79
Cue (S),52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Cunderdin (S),52450,0,0,0,20,4,0,0,3,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,3,3,23,4,3,49,10,40,0,3,0,6,16,145
Dalwallinu (S),52520,0,0,0,20,7,0,0,3,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,3,0,43,3,0,47,3,45,3,4,0,12,11,168
Dandaragan (S),52590,0,0,0,21,7,0,0,9,0,0,0,0,0,0,37,60,3,0,0,0,0,0,0,0,0,0,0,4,61,7,0,76,7,48,3,14,9,10,38,288
Dowerin (S),52940,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,33,0,15,0,0,0,6,7,79
Dumbleyung (S),53010,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,32,0,12,0,0,0,3,3,73
Dundas (S),53080,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,11,5,40
East Fremantle (T),53150,3,6,0,366,21,3,3,15,3,10,0,5,0,10,75,140,0,0,0,0,0,0,0,0,0,0,0,6,174,39,10,350,23,166,12,53,11,48,70,949
East Pilbara (S),53220,0,0,0,138,8,0,0,3,0,12,0,7,3,11,34,80,0,0,0,0,0,0,0,0,0,0,12,22,161,16,13,168,15,151,4,23,14,71,48,682
Esperance (S),53290,0,4,0,132,36,10,0,39,3,24,4,0,3,7,131,258,0,0,0,3,0,3,0,0,0,5,9,19,279,51,23,514,39,268,22,46,22,71,141,1476
Exmouth (S),53360,0,0,0,31,3,0,0,11,0,3,0,0,0,0,35,53,0,0,0,0,0,0,0,0,0,0,0,0,59,16,3,87,9,47,8,9,5,8,37,286
Fremantle (C),53430,3,21,0,612,38,18,3,50,7,25,0,17,10,10,224,394,8,0,0,4,0,0,0,0,0,6,3,19,453,166,23,895,99,488,26,130,33,195,227,2736
Gingin (S),53570,0,0,0,33,11,3,0,4,3,5,0,4,0,8,72,118,0,0,0,0,0,0,0,0,0,0,0,8,81,24,4,107,10,84,8,27,13,42,73,482
Gnowangerup (S),53640,0,0,0,21,6,0,0,3,0,3,0,3,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,38,0,33,0,7,0,3,11,128
